"","Account","Date","Peakhour","Hour","kWh","month","day","year","Day of Week","Weekday"
"17861",26435791004,2014-12-07,0,4,87.465,12,7,2014,0,0
"22241",26435791004,2014-12-07,0,5,89.49,12,7,2014,0,0
"26621",26435791004,2014-12-07,0,6,96.914998,12,7,2014,0,0
"31001",26435791004,2014-12-07,1,7,90.6,12,7,2014,0,0
"35381",26435791004,2014-12-07,1,8,91.335,12,7,2014,0,0
"39761",26435791004,2014-12-07,1,9,92.76,12,7,2014,0,0
"44141",26435791004,2014-12-07,1,10,93.735,12,7,2014,0,0
"48521",26435791004,2014-12-07,1,11,90.674999,12,7,2014,0,0
"52901",26435791004,2014-12-07,1,12,91.47,12,7,2014,0,0
"57281",26435791004,2014-12-07,1,13,93.465,12,7,2014,0,0
"61661",26435791004,2014-12-07,1,14,89.895,12,7,2014,0,0
"66041",26435791004,2014-12-07,1,15,93.285,12,7,2014,0,0
"70421",26435791004,2014-12-07,1,16,97.634998,12,7,2014,0,0
"74801",26435791004,2014-12-07,1,17,93.45,12,7,2014,0,0
"79181",26435791004,2014-12-07,1,18,95.279999,12,7,2014,0,0
"83561",26435791004,2014-12-07,1,19,98.429998,12,7,2014,0,0
"87941",26435791004,2014-12-07,0,20,94.469999,12,7,2014,0,0
"92321",26435791004,2014-12-07,0,21,98.369997,12,7,2014,0,0
"96701",26435791004,2014-12-07,0,22,92.834999,12,7,2014,0,0
"101081",26435791004,2014-12-07,0,23,90.885,12,7,2014,0,0
"342",26435791004,2014-12-08,0,0,89.115,12,8,2014,1,1
"4722",26435791004,2014-12-08,0,1,89.58,12,8,2014,1,1
"9102",26435791004,2014-12-08,0,2,90.78,12,8,2014,1,1
"13482",26435791004,2014-12-08,0,3,89.655,12,8,2014,1,1
"17862",26435791004,2014-12-08,0,4,91.275,12,8,2014,1,1
"22242",26435791004,2014-12-08,0,5,91.574999,12,8,2014,1,1
"26622",26435791004,2014-12-08,0,6,251.384994,12,8,2014,1,1
"31002",26435791004,2014-12-08,1,7,283.394994,12,8,2014,1,1
"35382",26435791004,2014-12-08,1,8,313.634991,12,8,2014,1,1
"39762",26435791004,2014-12-08,1,9,332.384991,12,8,2014,1,1
"44142",26435791004,2014-12-08,1,10,336.929995,12,8,2014,1,1
"48522",26435791004,2014-12-08,1,11,338.894991,12,8,2014,1,1
"52902",26435791004,2014-12-08,1,12,313.694992,12,8,2014,1,1
"57282",26435791004,2014-12-08,1,13,310.364993,12,8,2014,1,1
"61662",26435791004,2014-12-08,1,14,294.434996,12,8,2014,1,1
"66042",26435791004,2014-12-08,1,15,270.959995,12,8,2014,1,1
"70422",26435791004,2014-12-08,1,16,257.894995,12,8,2014,1,1
"74802",26435791004,2014-12-08,1,17,251.639997,12,8,2014,1,1
"79182",26435791004,2014-12-08,1,18,155.294999,12,8,2014,1,1
"83562",26435791004,2014-12-08,1,19,147.764999,12,8,2014,1,1
"87942",26435791004,2014-12-08,0,20,139.604998,12,8,2014,1,1
"92322",26435791004,2014-12-08,0,21,121.919999,12,8,2014,1,1
"96702",26435791004,2014-12-08,0,22,108.314998,12,8,2014,1,1
"101082",26435791004,2014-12-08,0,23,90.27,12,8,2014,1,1
"343",26435791004,2014-12-09,0,0,89.879999,12,9,2014,2,1
"4723",26435791004,2014-12-09,0,1,89.129999,12,9,2014,2,1
"9103",26435791004,2014-12-09,0,2,90.015,12,9,2014,2,1
"13483",26435791004,2014-12-09,0,3,88.395,12,9,2014,2,1
"17863",26435791004,2014-12-09,0,4,89.13,12,9,2014,2,1
"22243",26435791004,2014-12-09,0,5,92.714999,12,9,2014,2,1
"26623",26435791004,2014-12-09,0,6,240.449993,12,9,2014,2,1
"31003",26435791004,2014-12-09,1,7,261.299995,12,9,2014,2,1
"35383",26435791004,2014-12-09,1,8,302.669993,12,9,2014,2,1
"39763",26435791004,2014-12-09,1,9,314.294993,12,9,2014,2,1
"44143",26435791004,2014-12-09,1,10,312.13499,12,9,2014,2,1
"48523",26435791004,2014-12-09,1,11,308.669994,12,9,2014,2,1
"52903",26435791004,2014-12-09,1,12,295.154993,12,9,2014,2,1
"57283",26435791004,2014-12-09,1,13,297.11999,12,9,2014,2,1
"61663",26435791004,2014-12-09,1,14,255.734993,12,9,2014,2,1
"66043",26435791004,2014-12-09,1,15,251.099995,12,9,2014,2,1
"70423",26435791004,2014-12-09,1,16,233.009992,12,9,2014,2,1
"74803",26435791004,2014-12-09,1,17,230.534997,12,9,2014,2,1
"79183",26435791004,2014-12-09,1,18,143.699994,12,9,2014,2,1
"83563",26435791004,2014-12-09,1,19,140.879998,12,9,2014,2,1
"87943",26435791004,2014-12-09,0,20,130.874997,12,9,2014,2,1
"92323",26435791004,2014-12-09,0,21,123.569998,12,9,2014,2,1
"96703",26435791004,2014-12-09,0,22,109.875,12,9,2014,2,1
"101083",26435791004,2014-12-09,0,23,89.07,12,9,2014,2,1
"32",26435791004,2014-02-01,0,0,81.705,2,1,2014,6,0
"4412",26435791004,2014-02-01,0,1,81.195,2,1,2014,6,0
"8792",26435791004,2014-02-01,0,2,81.33,2,1,2014,6,0
"13172",26435791004,2014-02-01,0,3,81.165,2,1,2014,6,0
"17552",26435791004,2014-02-01,0,4,82.2,2,1,2014,6,0
"21932",26435791004,2014-02-01,0,5,81.96,2,1,2014,6,0
"26312",26435791004,2014-02-01,0,6,165.87,2,1,2014,6,0
"30692",26435791004,2014-02-01,1,7,152.519999,2,1,2014,6,0
"35072",26435791004,2014-02-01,1,8,183.719999,2,1,2014,6,0
"39452",26435791004,2014-02-01,1,9,184.439995,2,1,2014,6,0
"43832",26435791004,2014-02-01,1,10,178.934994,2,1,2014,6,0
"48212",26435791004,2014-02-01,1,11,179.429996,2,1,2014,6,0
"52592",26435791004,2014-02-01,1,12,180.404998,2,1,2014,6,0
"56972",26435791004,2014-02-01,1,13,176.654999,2,1,2014,6,0
"61352",26435791004,2014-02-01,1,14,167.234996,2,1,2014,6,0
"65732",26435791004,2014-02-01,1,15,119.324999,2,1,2014,6,0
"70112",26435791004,2014-02-01,1,16,111.524999,2,1,2014,6,0
"74492",26435791004,2014-02-01,1,17,94.86,2,1,2014,6,0
"78872",26435791004,2014-02-01,1,18,93.615,2,1,2014,6,0
"83252",26435791004,2014-02-01,1,19,91.17,2,1,2014,6,0
"87632",26435791004,2014-02-01,0,20,91.74,2,1,2014,6,0
"92012",26435791004,2014-02-01,0,21,91.995,2,1,2014,6,0
"96392",26435791004,2014-02-01,0,22,84.3,2,1,2014,6,0
"100772",26435791004,2014-02-01,0,23,83.76,2,1,2014,6,0
"41",26435791004,2014-02-10,0,0,84.315,2,10,2014,1,1
"4421",26435791004,2014-02-10,0,1,85.2,2,10,2014,1,1
"8801",26435791004,2014-02-10,0,2,84.63,2,10,2014,1,1
"13181",26435791004,2014-02-10,0,3,85.245,2,10,2014,1,1
"17561",26435791004,2014-02-10,0,4,86.925,2,10,2014,1,1
"21941",26435791004,2014-02-10,0,5,90.39,2,10,2014,1,1
"26321",26435791004,2014-02-10,0,6,256.994995,2,10,2014,1,1
"30701",26435791004,2014-02-10,1,7,291.64499,2,10,2014,1,1
"35081",26435791004,2014-02-10,1,8,303.70499,2,10,2014,1,1
"39461",26435791004,2014-02-10,1,9,305.264992,2,10,2014,1,1
"43841",26435791004,2014-02-10,1,10,309.599992,2,10,2014,1,1
"48221",26435791004,2014-02-10,1,11,302.444995,2,10,2014,1,1
"52601",26435791004,2014-02-10,1,12,294.659993,2,10,2014,1,1
"56981",26435791004,2014-02-10,1,13,286.274994,2,10,2014,1,1
"61361",26435791004,2014-02-10,1,14,263.684997,2,10,2014,1,1
"65741",26435791004,2014-02-10,1,15,247.859996,2,10,2014,1,1
"70121",26435791004,2014-02-10,1,16,230.639997,2,10,2014,1,1
"74501",26435791004,2014-02-10,1,17,227.279996,2,10,2014,1,1
"78881",26435791004,2014-02-10,1,18,162.539997,2,10,2014,1,1
"83261",26435791004,2014-02-10,1,19,156.449997,2,10,2014,1,1
"87641",26435791004,2014-02-10,0,20,117.209998,2,10,2014,1,1
"92021",26435791004,2014-02-10,0,21,106.784999,2,10,2014,1,1
"96401",26435791004,2014-02-10,0,22,98.954996,2,10,2014,1,1
"100781",26435791004,2014-02-10,0,23,82.41,2,10,2014,1,1
"42",26435791004,2014-02-11,0,0,84.705,2,11,2014,2,1
"4422",26435791004,2014-02-11,0,1,86.82,2,11,2014,2,1
"8802",26435791004,2014-02-11,0,2,84.39,2,11,2014,2,1
"13182",26435791004,2014-02-11,0,3,85.41,2,11,2014,2,1
"17562",26435791004,2014-02-11,0,4,86.055,2,11,2014,2,1
"21942",26435791004,2014-02-11,0,5,89.114999,2,11,2014,2,1
"26322",26435791004,2014-02-11,0,6,256.964993,2,11,2014,2,1
"30702",26435791004,2014-02-11,1,7,277.949995,2,11,2014,2,1
"35082",26435791004,2014-02-11,1,8,283.814994,2,11,2014,2,1
"39462",26435791004,2014-02-11,1,9,289.529993,2,11,2014,2,1
"43842",26435791004,2014-02-11,1,10,290.729993,2,11,2014,2,1
"48222",26435791004,2014-02-11,1,11,295.634995,2,11,2014,2,1
"52602",26435791004,2014-02-11,1,12,298.244994,2,11,2014,2,1
"56982",26435791004,2014-02-11,1,13,295.634997,2,11,2014,2,1
"61362",26435791004,2014-02-11,1,14,266.144991,2,11,2014,2,1
"65742",26435791004,2014-02-11,1,15,252.329994,2,11,2014,2,1
"70122",26435791004,2014-02-11,1,16,241.394994,2,11,2014,2,1
"74502",26435791004,2014-02-11,1,17,242.714994,2,11,2014,2,1
"78882",26435791004,2014-02-11,1,18,180.389998,2,11,2014,2,1
"83262",26435791004,2014-02-11,1,19,174.434997,2,11,2014,2,1
"87642",26435791004,2014-02-11,0,20,135.119998,2,11,2014,2,1
"92022",26435791004,2014-02-11,0,21,125.369998,2,11,2014,2,1
"96402",26435791004,2014-02-11,0,22,107.624998,2,11,2014,2,1
"100782",26435791004,2014-02-11,0,23,86.385,2,11,2014,2,1
"43",26435791004,2014-02-12,0,0,87.09,2,12,2014,3,1
"4423",26435791004,2014-02-12,0,1,86.64,2,12,2014,3,1
"8803",26435791004,2014-02-12,0,2,86.625,2,12,2014,3,1
"13183",26435791004,2014-02-12,0,3,88.38,2,12,2014,3,1
"17563",26435791004,2014-02-12,0,4,88.2,2,12,2014,3,1
"21943",26435791004,2014-02-12,0,5,92.384997,2,12,2014,3,1
"26323",26435791004,2014-02-12,0,6,260.369993,2,12,2014,3,1
"30703",26435791004,2014-02-12,1,7,277.529995,2,12,2014,3,1
"35083",26435791004,2014-02-12,1,8,288.404992,2,12,2014,3,1
"39463",26435791004,2014-02-12,1,9,305.489992,2,12,2014,3,1
"43843",26435791004,2014-02-12,1,10,298.229992,2,12,2014,3,1
"48223",26435791004,2014-02-12,1,11,289.679994,2,12,2014,3,1
"52603",26435791004,2014-02-12,1,12,306.044996,2,12,2014,3,1
"56983",26435791004,2014-02-12,1,13,305.804993,2,12,2014,3,1
"61363",26435791004,2014-02-12,1,14,272.474994,2,12,2014,3,1
"65743",26435791004,2014-02-12,1,15,249.374992,2,12,2014,3,1
"70123",26435791004,2014-02-12,1,16,235.544995,2,12,2014,3,1
"74503",26435791004,2014-02-12,1,17,235.079994,2,12,2014,3,1
"78883",26435791004,2014-02-12,1,18,171.944998,2,12,2014,3,1
"83263",26435791004,2014-02-12,1,19,163.214997,2,12,2014,3,1
"87643",26435791004,2014-02-12,0,20,124.694993,2,12,2014,3,1
"92023",26435791004,2014-02-12,0,21,117.479996,2,12,2014,3,1
"96403",26435791004,2014-02-12,0,22,106.739999,2,12,2014,3,1
"100783",26435791004,2014-02-12,0,23,85.59,2,12,2014,3,1
"44",26435791004,2014-02-13,0,0,85.08,2,13,2014,4,1
"4424",26435791004,2014-02-13,0,1,85.515,2,13,2014,4,1
"8804",26435791004,2014-02-13,0,2,85.395,2,13,2014,4,1
"13184",26435791004,2014-02-13,0,3,87.554999,2,13,2014,4,1
"17564",26435791004,2014-02-13,0,4,86.355,2,13,2014,4,1
"21944",26435791004,2014-02-13,0,5,92.805,2,13,2014,4,1
"26324",26435791004,2014-02-13,0,6,252.734992,2,13,2014,4,1
"30704",26435791004,2014-02-13,1,7,270.929995,2,13,2014,4,1
"35084",26435791004,2014-02-13,1,8,281.279998,2,13,2014,4,1
"39464",26435791004,2014-02-13,1,9,293.129993,2,13,2014,4,1
"43844",26435791004,2014-02-13,1,10,304.214996,2,13,2014,4,1
"48224",26435791004,2014-02-13,1,11,289.169993,2,13,2014,4,1
"52604",26435791004,2014-02-13,1,12,283.259994,2,13,2014,4,1
"56984",26435791004,2014-02-13,1,13,282.584996,2,13,2014,4,1
"61364",26435791004,2014-02-13,1,14,252.314997,2,13,2014,4,1
"65744",26435791004,2014-02-13,1,15,240.569992,2,13,2014,4,1
"70124",26435791004,2014-02-13,1,16,224.654994,2,13,2014,4,1
"74504",26435791004,2014-02-13,1,17,226.349994,2,13,2014,4,1
"78884",26435791004,2014-02-13,1,18,176.144996,2,13,2014,4,1
"83264",26435791004,2014-02-13,1,19,173.879996,2,13,2014,4,1
"87644",26435791004,2014-02-13,0,20,130.529998,2,13,2014,4,1
"92024",26435791004,2014-02-13,0,21,119.684998,2,13,2014,4,1
"96404",26435791004,2014-02-13,0,22,105.584995,2,13,2014,4,1
"100784",26435791004,2014-02-13,0,23,86.565,2,13,2014,4,1
"45",26435791004,2014-02-14,0,0,87.705,2,14,2014,5,1
"4425",26435791004,2014-02-14,0,1,86.234999,2,14,2014,5,1
"8805",26435791004,2014-02-14,0,2,85.605,2,14,2014,5,1
"13185",26435791004,2014-02-14,0,3,87,2,14,2014,5,1
"17565",26435791004,2014-02-14,0,4,87.03,2,14,2014,5,1
"21945",26435791004,2014-02-14,0,5,94.83,2,14,2014,5,1
"26325",26435791004,2014-02-14,0,6,247.424996,2,14,2014,5,1
"30705",26435791004,2014-02-14,1,7,268.424994,2,14,2014,5,1
"35085",26435791004,2014-02-14,1,8,284.564993,2,14,2014,5,1
"39465",26435791004,2014-02-14,1,9,300.899995,2,14,2014,5,1
"43845",26435791004,2014-02-14,1,10,295.124995,2,14,2014,5,1
"48225",26435791004,2014-02-14,1,11,294.194994,2,14,2014,5,1
"52605",26435791004,2014-02-14,1,12,282.389995,2,14,2014,5,1
"56985",26435791004,2014-02-14,1,13,271.199992,2,14,2014,5,1
"61365",26435791004,2014-02-14,1,14,260.294993,2,14,2014,5,1
"65745",26435791004,2014-02-14,1,15,237.779995,2,14,2014,5,1
"70125",26435791004,2014-02-14,1,16,218.729994,2,14,2014,5,1
"74505",26435791004,2014-02-14,1,17,221.354996,2,14,2014,5,1
"78885",26435791004,2014-02-14,1,18,170.099995,2,14,2014,5,1
"83265",26435791004,2014-02-14,1,19,169.814998,2,14,2014,5,1
"87645",26435791004,2014-02-14,0,20,129.809997,2,14,2014,5,1
"92025",26435791004,2014-02-14,0,21,123.704999,2,14,2014,5,1
"96405",26435791004,2014-02-14,0,22,112.679998,2,14,2014,5,1
"100785",26435791004,2014-02-14,0,23,86.355,2,14,2014,5,1
"46",26435791004,2014-02-15,0,0,83.1,2,15,2014,6,0
"4426",26435791004,2014-02-15,0,1,82.185,2,15,2014,6,0
"8806",26435791004,2014-02-15,0,2,82.98,2,15,2014,6,0
"13186",26435791004,2014-02-15,0,3,83.595,2,15,2014,6,0
"17566",26435791004,2014-02-15,0,4,84.51,2,15,2014,6,0
"21946",26435791004,2014-02-15,0,5,83.025,2,15,2014,6,0
"26326",26435791004,2014-02-15,0,6,171.944993,2,15,2014,6,0
"30706",26435791004,2014-02-15,1,7,157.514995,2,15,2014,6,0
"35086",26435791004,2014-02-15,1,8,181.754996,2,15,2014,6,0
"39466",26435791004,2014-02-15,1,9,182.699994,2,15,2014,6,0
"43846",26435791004,2014-02-15,1,10,181.604996,2,15,2014,6,0
"48226",26435791004,2014-02-15,1,11,180.794997,2,15,2014,6,0
"52606",26435791004,2014-02-15,1,12,184.649994,2,15,2014,6,0
"56986",26435791004,2014-02-15,1,13,183.059996,2,15,2014,6,0
"61366",26435791004,2014-02-15,1,14,170.549997,2,15,2014,6,0
"65746",26435791004,2014-02-15,1,15,127.124999,2,15,2014,6,0
"70126",26435791004,2014-02-15,1,16,120.299998,2,15,2014,6,0
"74506",26435791004,2014-02-15,1,17,100.44,2,15,2014,6,0
"78886",26435791004,2014-02-15,1,18,98.399998,2,15,2014,6,0
"83266",26435791004,2014-02-15,1,19,99.044998,2,15,2014,6,0
"87646",26435791004,2014-02-15,0,20,99.659998,2,15,2014,6,0
"92026",26435791004,2014-02-15,0,21,98.624998,2,15,2014,6,0
"96406",26435791004,2014-02-15,0,22,93.134999,2,15,2014,6,0
"100786",26435791004,2014-02-15,0,23,88.185,2,15,2014,6,0
"47",26435791004,2014-02-16,0,0,82.8,2,16,2014,0,0
"4427",26435791004,2014-02-16,0,1,85.41,2,16,2014,0,0
"8807",26435791004,2014-02-16,0,2,83.415,2,16,2014,0,0
"13187",26435791004,2014-02-16,0,3,84.33,2,16,2014,0,0
"17567",26435791004,2014-02-16,0,4,84.135,2,16,2014,0,0
"21947",26435791004,2014-02-16,0,5,85.08,2,16,2014,0,0
"26327",26435791004,2014-02-16,0,6,90.914999,2,16,2014,0,0
"30707",26435791004,2014-02-16,1,7,86.88,2,16,2014,0,0
"35087",26435791004,2014-02-16,1,8,85.785,2,16,2014,0,0
"39467",26435791004,2014-02-16,1,9,85.275,2,16,2014,0,0
"43847",26435791004,2014-02-16,1,10,82.965,2,16,2014,0,0
"48227",26435791004,2014-02-16,1,11,83.91,2,16,2014,0,0
"52607",26435791004,2014-02-16,1,12,86.355,2,16,2014,0,0
"56987",26435791004,2014-02-16,1,13,86.715,2,16,2014,0,0
"61367",26435791004,2014-02-16,1,14,81.795,2,16,2014,0,0
"65747",26435791004,2014-02-16,1,15,79.515,2,16,2014,0,0
"70127",26435791004,2014-02-16,1,16,80.595,2,16,2014,0,0
"74507",26435791004,2014-02-16,1,17,85.095,2,16,2014,0,0
"78887",26435791004,2014-02-16,1,18,86.295,2,16,2014,0,0
"83267",26435791004,2014-02-16,1,19,84.495,2,16,2014,0,0
"87647",26435791004,2014-02-16,0,20,86.115,2,16,2014,0,0
"92027",26435791004,2014-02-16,0,21,86.249999,2,16,2014,0,0
"96407",26435791004,2014-02-16,0,22,81.87,2,16,2014,0,0
"100787",26435791004,2014-02-16,0,23,80.985,2,16,2014,0,0
"48",26435791004,2014-02-17,0,0,84.51,2,17,2014,1,1
"4428",26435791004,2014-02-17,0,1,86.505,2,17,2014,1,1
"8808",26435791004,2014-02-17,0,2,83.64,2,17,2014,1,1
"13188",26435791004,2014-02-17,0,3,86.16,2,17,2014,1,1
"17568",26435791004,2014-02-17,0,4,85.47,2,17,2014,1,1
"21948",26435791004,2014-02-17,0,5,85.605,2,17,2014,1,1
"26328",26435791004,2014-02-17,0,6,147.929996,2,17,2014,1,1
"30708",26435791004,2014-02-17,1,7,153.179995,2,17,2014,1,1
"35088",26435791004,2014-02-17,1,8,148.904995,2,17,2014,1,1
"39468",26435791004,2014-02-17,1,9,148.244996,2,17,2014,1,1
"43848",26435791004,2014-02-17,1,10,145.619998,2,17,2014,1,1
"48228",26435791004,2014-02-17,1,11,147.659996,2,17,2014,1,1
"52608",26435791004,2014-02-17,1,12,145.019996,2,17,2014,1,1
"56988",26435791004,2014-02-17,1,13,146.549996,2,17,2014,1,1
"61368",26435791004,2014-02-17,1,14,145.964994,2,17,2014,1,1
"65748",26435791004,2014-02-17,1,15,146.294999,2,17,2014,1,1
"70128",26435791004,2014-02-17,1,16,147.749997,2,17,2014,1,1
"74508",26435791004,2014-02-17,1,17,153.839995,2,17,2014,1,1
"78888",26435791004,2014-02-17,1,18,151.214996,2,17,2014,1,1
"83268",26435791004,2014-02-17,1,19,148.169999,2,17,2014,1,1
"87648",26435791004,2014-02-17,0,20,119.639997,2,17,2014,1,1
"92028",26435791004,2014-02-17,0,21,114.329997,2,17,2014,1,1
"96408",26435791004,2014-02-17,0,22,104.295,2,17,2014,1,1
"100788",26435791004,2014-02-17,0,23,85.725,2,17,2014,1,1
"49",26435791004,2014-02-18,0,0,85.305,2,18,2014,2,1
"4429",26435791004,2014-02-18,0,1,83.67,2,18,2014,2,1
"8809",26435791004,2014-02-18,0,2,85.185,2,18,2014,2,1
"13189",26435791004,2014-02-18,0,3,85.74,2,18,2014,2,1
"17569",26435791004,2014-02-18,0,4,84.9,2,18,2014,2,1
"21949",26435791004,2014-02-18,0,5,85.65,2,18,2014,2,1
"26329",26435791004,2014-02-18,0,6,148.154998,2,18,2014,2,1
"30709",26435791004,2014-02-18,1,7,149.624998,2,18,2014,2,1
"35089",26435791004,2014-02-18,1,8,149.804994,2,18,2014,2,1
"39469",26435791004,2014-02-18,1,9,150.389997,2,18,2014,2,1
"43849",26435791004,2014-02-18,1,10,152.594997,2,18,2014,2,1
"48229",26435791004,2014-02-18,1,11,153.839998,2,18,2014,2,1
"52609",26435791004,2014-02-18,1,12,151.649998,2,18,2014,2,1
"56989",26435791004,2014-02-18,1,13,150.749997,2,18,2014,2,1
"61369",26435791004,2014-02-18,1,14,152.039999,2,18,2014,2,1
"65749",26435791004,2014-02-18,1,15,152.969993,2,18,2014,2,1
"70129",26435791004,2014-02-18,1,16,153.284997,2,18,2014,2,1
"74509",26435791004,2014-02-18,1,17,159.314998,2,18,2014,2,1
"78889",26435791004,2014-02-18,1,18,159.765,2,18,2014,2,1
"83269",26435791004,2014-02-18,1,19,157.394995,2,18,2014,2,1
"87649",26435791004,2014-02-18,0,20,124.784999,2,18,2014,2,1
"92029",26435791004,2014-02-18,0,21,115.02,2,18,2014,2,1
"96409",26435791004,2014-02-18,0,22,100.469996,2,18,2014,2,1
"100789",26435791004,2014-02-18,0,23,85.935,2,18,2014,2,1
"50",26435791004,2014-02-19,0,0,84.375,2,19,2014,3,1
"4430",26435791004,2014-02-19,0,1,84,2,19,2014,3,1
"8810",26435791004,2014-02-19,0,2,84.375,2,19,2014,3,1
"13190",26435791004,2014-02-19,0,3,85.125,2,19,2014,3,1
"17570",26435791004,2014-02-19,0,4,83.745,2,19,2014,3,1
"21950",26435791004,2014-02-19,0,5,85.68,2,19,2014,3,1
"26330",26435791004,2014-02-19,0,6,147.584997,2,19,2014,3,1
"30710",26435791004,2014-02-19,1,7,149.504998,2,19,2014,3,1
"35090",26435791004,2014-02-19,1,8,150.629993,2,19,2014,3,1
"39470",26435791004,2014-02-19,1,9,156.029999,2,19,2014,3,1
"43850",26435791004,2014-02-19,1,10,158.804998,2,19,2014,3,1
"48230",26435791004,2014-02-19,1,11,156.344997,2,19,2014,3,1
"52610",26435791004,2014-02-19,1,12,157.904998,2,19,2014,3,1
"56990",26435791004,2014-02-19,1,13,159.689996,2,19,2014,3,1
"61370",26435791004,2014-02-19,1,14,157.934995,2,19,2014,3,1
"65750",26435791004,2014-02-19,1,15,160.634996,2,19,2014,3,1
"70130",26435791004,2014-02-19,1,16,158.309994,2,19,2014,3,1
"74510",26435791004,2014-02-19,1,17,160.214998,2,19,2014,3,1
"78890",26435791004,2014-02-19,1,18,157.454995,2,19,2014,3,1
"83270",26435791004,2014-02-19,1,19,154.229999,2,19,2014,3,1
"87650",26435791004,2014-02-19,0,20,120.614996,2,19,2014,3,1
"92030",26435791004,2014-02-19,0,21,116.94,2,19,2014,3,1
"96410",26435791004,2014-02-19,0,22,100.499999,2,19,2014,3,1
"100790",26435791004,2014-02-19,0,23,83.4,2,19,2014,3,1
"33",26435791004,2014-02-02,0,0,80.34,2,2,2014,0,0
"4413",26435791004,2014-02-02,0,1,80.73,2,2,2014,0,0
"8793",26435791004,2014-02-02,0,2,80.19,2,2,2014,0,0
"13173",26435791004,2014-02-02,0,3,80.775,2,2,2014,0,0
"17553",26435791004,2014-02-02,0,4,80.265,2,2,2014,0,0
"21933",26435791004,2014-02-02,0,5,80.4,2,2,2014,0,0
"26313",26435791004,2014-02-02,0,6,85.695,2,2,2014,0,0
"30693",26435791004,2014-02-02,1,7,81.855,2,2,2014,0,0
"35073",26435791004,2014-02-02,1,8,81.75,2,2,2014,0,0
"39453",26435791004,2014-02-02,1,9,81.84,2,2,2014,0,0
"43833",26435791004,2014-02-02,1,10,80.58,2,2,2014,0,0
"48213",26435791004,2014-02-02,1,11,81.285,2,2,2014,0,0
"52593",26435791004,2014-02-02,1,12,81.225,2,2,2014,0,0
"56973",26435791004,2014-02-02,1,13,81.345,2,2,2014,0,0
"61353",26435791004,2014-02-02,1,14,80.55,2,2,2014,0,0
"65733",26435791004,2014-02-02,1,15,85.635,2,2,2014,0,0
"70113",26435791004,2014-02-02,1,16,89.445,2,2,2014,0,0
"74493",26435791004,2014-02-02,1,17,92.52,2,2,2014,0,0
"78873",26435791004,2014-02-02,1,18,93.57,2,2,2014,0,0
"83253",26435791004,2014-02-02,1,19,93.15,2,2,2014,0,0
"87633",26435791004,2014-02-02,0,20,92.759999,2,2,2014,0,0
"92013",26435791004,2014-02-02,0,21,93.27,2,2,2014,0,0
"96393",26435791004,2014-02-02,0,22,87.54,2,2,2014,0,0
"100773",26435791004,2014-02-02,0,23,80.67,2,2,2014,0,0
"51",26435791004,2014-02-20,0,0,85.575,2,20,2014,4,1
"4431",26435791004,2014-02-20,0,1,83.685,2,20,2014,4,1
"8811",26435791004,2014-02-20,0,2,83.865,2,20,2014,4,1
"13191",26435791004,2014-02-20,0,3,84.285,2,20,2014,4,1
"17571",26435791004,2014-02-20,0,4,83.385,2,20,2014,4,1
"21951",26435791004,2014-02-20,0,5,86.385,2,20,2014,4,1
"26331",26435791004,2014-02-20,0,6,146.279998,2,20,2014,4,1
"30711",26435791004,2014-02-20,1,7,149.729997,2,20,2014,4,1
"35091",26435791004,2014-02-20,1,8,150.089998,2,20,2014,4,1
"39471",26435791004,2014-02-20,1,9,152.639997,2,20,2014,4,1
"43851",26435791004,2014-02-20,1,10,155.699997,2,20,2014,4,1
"48231",26435791004,2014-02-20,1,11,154.754996,2,20,2014,4,1
"52611",26435791004,2014-02-20,1,12,164.879998,2,20,2014,4,1
"56991",26435791004,2014-02-20,1,13,163.484998,2,20,2014,4,1
"61371",26435791004,2014-02-20,1,14,155.729997,2,20,2014,4,1
"65751",26435791004,2014-02-20,1,15,157.514997,2,20,2014,4,1
"70131",26435791004,2014-02-20,1,16,159.869998,2,20,2014,4,1
