"","Account","Date","Peakhour","Hour","kWh","month","day","year","Day of Week","Weekday","Temp"
"1",999999999,2014-01-01,0,0,78.405,1,1,2014,3,1,23
"2",999999999,2014-01-01,0,1,76.425,1,1,2014,3,1,21.9
"3",999999999,2014-01-01,0,2,78.015,1,1,2014,3,1,21.9
"4",999999999,2014-01-01,0,3,78.12,1,1,2014,3,1,21.9
"5",999999999,2014-01-01,0,4,77.535,1,1,2014,3,1,21
"6",999999999,2014-01-01,0,5,104.099999,1,1,2014,3,1,21
"7",999999999,2014-01-01,0,6,158.264998,1,1,2014,3,1,21
"8",999999999,2014-01-01,1,7,249.164995,1,1,2014,3,1,19.9
"9",999999999,2014-01-01,1,8,240.524994,1,1,2014,3,1,23
"10",999999999,2014-01-01,1,9,224.069994,1,1,2014,3,1,24.1
"11",999999999,2014-01-01,1,10,223.394993,1,1,2014,3,1,26.1
"12",999999999,2014-01-01,1,11,215.039996,1,1,2014,3,1,26.1
"13",999999999,2014-01-01,1,12,210.675,1,1,2014,3,1,27
"14",999999999,2014-01-01,1,13,196.049998,1,1,2014,3,1,28
"15",999999999,2014-01-01,1,14,196.559993,1,1,2014,3,1,27
"16",999999999,2014-01-01,1,15,151.829996,1,1,2014,3,1,27
"17",999999999,2014-01-01,1,16,103.739998,1,1,2014,3,1,26.1
"18",999999999,2014-01-01,1,17,99.584999,1,1,2014,3,1,25
"19",999999999,2014-01-01,1,18,97.589998,1,1,2014,3,1,24.1
"20",999999999,2014-01-01,1,19,91.47,1,1,2014,3,1,24.1
"21",999999999,2014-01-01,0,20,93.6,1,1,2014,3,1,23
"22",999999999,2014-01-01,0,21,79.35,1,1,2014,3,1,21.9
"23",999999999,2014-01-01,0,22,76.44,1,1,2014,3,1,23
"24",999999999,2014-01-01,0,23,78.975,1,1,2014,3,1,23
"25",999999999,2014-01-10,0,0,0.0148886124937507,1,10,2014,5,1,19
"26",999999999,2014-01-10,0,1,0.0148886124937507,1,10,2014,5,1,19
"27",999999999,2014-01-10,0,2,0.0148886124937507,1,10,2014,5,1,19
"28",999999999,2014-01-10,0,3,0.0148886124937507,1,10,2014,5,1,19.9
"29",999999999,2014-01-10,0,4,0.0148886124937507,1,10,2014,5,1,21.9
"30",999999999,2014-01-10,0,5,0.0148886124937507,1,10,2014,5,1,24.1
"31",999999999,2014-01-10,0,6,20.145,1,10,2014,5,1,24.1
"32",999999999,2014-01-10,1,7,93.044999,1,10,2014,5,1,23.45
"33",999999999,2014-01-10,1,8,126.479999,1,10,2014,5,1,24.5666666666667
"34",999999999,2014-01-10,1,9,125.699994,1,10,2014,5,1,26.7333333333333
"35",999999999,2014-01-10,1,10,115.29,1,10,2014,5,1,27.0666666666667
"36",999999999,2014-01-10,1,11,95.64,1,10,2014,5,1,29.2
"37",999999999,2014-01-10,1,12,92.31,1,10,2014,5,1,30.9
"38",999999999,2014-01-10,1,13,70.065,1,10,2014,5,1,32
"39",999999999,2014-01-10,1,14,37.905,1,10,2014,5,1,32
"40",999999999,2014-01-10,1,15,13.455,1,10,2014,5,1,32
"41",999999999,2014-01-10,1,16,0.0148886124937507,1,10,2014,5,1,33.5666666666667
"42",999999999,2014-01-10,1,17,0.0148886124937507,1,10,2014,5,1,34.45
"43",999999999,2014-01-10,1,18,0.0148886124937507,1,10,2014,5,1,35.8
"44",999999999,2014-01-10,1,19,0.0148886124937507,1,10,2014,5,1,35.1
"45",999999999,2014-01-10,0,20,0.0148886124937507,1,10,2014,5,1,35.1
"46",999999999,2014-01-10,0,21,0.0148886124937507,1,10,2014,5,1,35.0666666666667
"47",999999999,2014-01-10,0,22,0.0148886124937507,1,10,2014,5,1,33.85
"48",999999999,2014-01-10,0,23,0.0148886124937507,1,10,2014,5,1,35.1
"49",999999999,2014-01-11,0,0,0.0148886124937507,1,11,2014,6,0,34
"50",999999999,2014-01-11,0,1,0.0148886124937507,1,11,2014,6,0,34
"51",999999999,2014-01-11,0,2,0.0148886124937507,1,11,2014,6,0,35.4333333333333
"52",999999999,2014-01-11,0,3,0.0148886124937507,1,11,2014,6,0,35.4333333333333
"53",999999999,2014-01-11,0,4,0.0148886124937507,1,11,2014,6,0,35.1
"54",999999999,2014-01-11,0,5,0.0148886124937507,1,11,2014,6,0,36
"55",999999999,2014-01-11,0,6,0.0148886124937507,1,11,2014,6,0,37.35
"56",999999999,2014-01-11,1,7,0.0148886124937507,1,11,2014,6,0,41.6666666666667
"57",999999999,2014-01-11,1,8,0.0148886124937507,1,11,2014,6,0,46
"58",999999999,2014-01-11,1,9,0.0148886124937507,1,11,2014,6,0,47.7
"59",999999999,2014-01-11,1,10,0.0148886124937507,1,11,2014,6,0,54
"60",999999999,2014-01-11,1,11,0.0148886124937507,1,11,2014,6,0,54.3
"61",999999999,2014-01-11,1,12,0.0148886124937507,1,11,2014,6,0,56.55
"62",999999999,2014-01-11,1,13,0.0148886124937507,1,11,2014,6,0,55.9
