"","Date","month","day","year","hour","DayOfWeek","Weekday","PeakHour","Temperature","KWh_Class"
"99",20160617,6,17,2016,20,5,1,0,63,"Optimal"
"100",20160617,6,17,2016,21,5,1,0,61,"Optimal"
"101",20160617,6,17,2016,22,5,1,0,59,"Optimal"
"102",20160617,6,17,2016,23,5,1,0,59,"Optimal"
"103",20160618,6,18,2016,0,6,0,0,58,"Optimal"
"104",20160618,6,18,2016,1,6,0,0,58,"Optimal"
"105",20160618,6,18,2016,2,6,0,0,58,"Optimal"
"106",20160618,6,18,2016,3,6,0,0,57,"Optimal"
"107",20160618,6,18,2016,4,6,0,0,57,"Optimal"
"108",20160618,6,18,2016,5,6,0,0,57,"Optimal"
"109",20160618,6,18,2016,6,6,0,1,58,"Above_Normal"
"110",20160618,6,18,2016,7,6,0,1,60,"Above_Normal"
"111",20160618,6,18,2016,8,6,0,1,63,"Above_Normal"
"112",20160618,6,18,2016,9,6,0,1,64,"Above_Normal"
"113",20160618,6,18,2016,10,6,0,1,66,"Above_Normal"
"114",20160618,6,18,2016,11,6,0,1,67,"Above_Normal"
"115",20160618,6,18,2016,12,6,0,1,67,"Above_Normal"
"116",20160618,6,18,2016,13,6,0,1,68,"Above_Normal"
"117",20160618,6,18,2016,14,6,0,1,68,"Above_Normal"
"118",20160618,6,18,2016,15,6,0,1,69,"Above_Normal"
"119",20160618,6,18,2016,16,6,0,1,69,"Above_Normal"
"120",20160618,6,18,2016,17,6,0,1,69,"Above_Normal"
"121",20160618,6,18,2016,18,6,0,1,67,"Above_Normal"
"122",20160618,6,18,2016,19,6,0,1,65,"Above_Normal"
"123",20160618,6,18,2016,20,6,0,0,63,"Optimal"
"124",20160618,6,18,2016,21,6,0,0,62,"Optimal"
"125",20160618,6,18,2016,22,6,0,0,61,"Optimal"
"126",20160618,6,18,2016,23,6,0,0,61,"Optimal"
"127",20160619,6,19,2016,0,0,0,0,60,"Optimal"
"128",20160619,6,19,2016,1,0,0,0,60,"Optimal"
"129",20160619,6,19,2016,2,0,0,0,59,"Optimal"
"130",20160619,6,19,2016,3,0,0,0,58,"Optimal"
"131",20160619,6,19,2016,4,0,0,0,57,"Optimal"
"132",20160619,6,19,2016,5,0,0,0,56,"Optimal"
"133",20160619,6,19,2016,6,0,0,1,57,"Optimal"
"134",20160619,6,19,2016,7,0,0,1,60,"Optimal"
"135",20160619,6,19,2016,8,0,0,1,63,"Optimal"
"136",20160619,6,19,2016,9,0,0,1,66,"Optimal"
"137",20160619,6,19,2016,10,0,0,1,68,"Optimal"
"138",20160619,6,19,2016,11,0,0,1,70,"Optimal"
"139",20160619,6,19,2016,12,0,0,1,71,"Optimal"
"140",20160619,6,19,2016,13,0,0,1,70,"Optimal"
"141",20160619,6,19,2016,14,0,0,1,69,"Optimal"
"142",20160619,6,19,2016,15,0,0,1,69,"Optimal"
"143",20160619,6,19,2016,16,0,0,1,68,"Optimal"
"144",20160619,6,19,2016,17,0,0,1,68,"Optimal"
"145",20160619,6,19,2016,18,0,0,1,66,"Optimal"
"146",20160619,6,19,2016,19,0,0,1,65,"Optimal"
"147",20160619,6,19,2016,20,0,0,0,62,"Optimal"
"148",20160619,6,19,2016,21,0,0,0,62,"Optimal"
"149",20160619,6,19,2016,22,0,0,0,62,"Optimal"
"150",20160619,6,19,2016,23,0,0,0,62,"Optimal"
"151",20160620,6,20,2016,0,1,1,0,62,"Optimal"
"152",20160620,6,20,2016,1,1,1,0,62,"Optimal"
"153",20160620,6,20,2016,2,1,1,0,62,"Optimal"
"154",20160620,6,20,2016,3,1,1,0,61,"Optimal"
"155",20160620,6,20,2016,4,1,1,0,61,"Optimal"
"156",20160620,6,20,2016,5,1,1,0,61,"Optimal"
"157",20160620,6,20,2016,6,1,1,1,61,"Above_Normal"
"158",20160620,6,20,2016,7,1,1,1,63,"Above_Normal"
"159",20160620,6,20,2016,8,1,1,1,67,"Above_Normal"
"160",20160620,6,20,2016,9,1,1,1,70,"Above_Normal"
"161",20160620,6,20,2016,10,1,1,1,73,"Above_Normal"
"162",20160620,6,20,2016,11,1,1,1,74,"Above_Normal"
"163",20160620,6,20,2016,12,1,1,1,76,"Above_Normal"
"164",20160620,6,20,2016,13,1,1,1,76,"Above_Normal"
"165",20160620,6,20,2016,14,1,1,1,77,"Above_Normal"
"166",20160620,6,20,2016,15,1,1,1,77,"Above_Normal"
"167",20160620,6,20,2016,16,1,1,1,76,"Above_Normal"
"168",20160620,6,20,2016,17,1,1,1,75,"Above_Normal"
"169",20160620,6,20,2016,18,1,1,1,75,"Above_Normal"
"170",20160620,6,20,2016,19,1,1,1,74,"Above_Normal"
"171",20160620,6,20,2016,20,1,1,0,73,"Optimal"
"172",20160620,6,20,2016,21,1,1,0,71,"Optimal"
"173",20160620,6,20,2016,22,1,1,0,71,"Optimal"
"174",20160620,6,20,2016,23,1,1,0,70,"Optimal"
"175",20160621,6,21,2016,0,2,1,0,69,"Optimal"
"176",20160621,6,21,2016,1,2,1,0,68,"Optimal"
"177",20160621,6,21,2016,2,2,1,0,68,"Optimal"
"178",20160621,6,21,2016,3,2,1,0,66,"Optimal"
"179",20160621,6,21,2016,4,2,1,0,66,"Optimal"
"180",20160621,6,21,2016,5,2,1,0,66,"Optimal"
"181",20160621,6,21,2016,6,2,1,1,67,"Above_Normal"
"182",20160621,6,21,2016,7,2,1,1,69,"Above_Normal"
"183",20160621,6,21,2016,8,2,1,1,72,"Above_Normal"
"184",20160621,6,21,2016,9,2,1,1,74,"Above_Normal"
"185",20160621,6,21,2016,10,2,1,1,77,"Above_Normal"
"186",20160621,6,21,2016,11,2,1,1,80,"Above_Normal"
"187",20160621,6,21,2016,12,2,1,1,82,"Above_Normal"
"188",20160621,6,21,2016,13,2,1,1,83,"Above_Normal"
"189",20160621,6,21,2016,14,2,1,1,83,"Above_Normal"
"190",20160621,6,21,2016,15,2,1,1,83,"Above_Normal"
"191",20160621,6,21,2016,16,2,1,1,81,"Above_Normal"
"192",20160621,6,21,2016,17,2,1,1,80,"Above_Normal"
"193",20160621,6,21,2016,18,2,1,1,79,"Above_Normal"
"194",20160621,6,21,2016,19,2,1,1,78,"Above_Normal"
"195",20160621,6,21,2016,20,2,1,0,76,"Optimal"
"196",20160621,6,21,2016,21,2,1,0,75,"Optimal"
"197",20160621,6,21,2016,22,2,1,0,73,"Optimal"
"198",20160621,6,21,2016,23,2,1,0,71,"Optimal"
"199",20160622,6,22,2016,0,3,1,0,71,"Optimal"
"200",20160622,6,22,2016,1,3,1,0,69,"Optimal"
"201",20160622,6,22,2016,2,3,1,0,68,"Optimal"
"202",20160622,6,22,2016,3,3,1,0,67,"Optimal"
"203",20160622,6,22,2016,4,3,1,0,67,"Optimal"
"204",20160622,6,22,2016,5,3,1,0,67,"Optimal"
"205",20160622,6,22,2016,6,3,1,1,67,"Above_Normal"
"206",20160622,6,22,2016,7,3,1,1,69,"Above_Normal"
"207",20160622,6,22,2016,8,3,1,1,72,"Above_Normal"
"208",20160622,6,22,2016,9,3,1,1,74,"Above_Normal"
"209",20160622,6,22,2016,10,3,1,1,76,"Above_Normal"
"210",20160622,6,22,2016,11,3,1,1,78,"Above_Normal"
"211",20160622,6,22,2016,12,3,1,1,79,"Above_Normal"
"212",20160622,6,22,2016,13,3,1,1,80,"Above_Normal"
"213",20160622,6,22,2016,14,3,1,1,81,"Above_Normal"
"214",20160622,6,22,2016,15,3,1,1,80,"Above_Normal"
"215",20160622,6,22,2016,16,3,1,1,79,"Above_Normal"
"216",20160622,6,22,2016,17,3,1,1,78,"Above_Normal"
"217",20160622,6,22,2016,18,3,1,1,76,"Above_Normal"
"218",20160622,6,22,2016,19,3,1,1,75,"Above_Normal"
"219",20160622,6,22,2016,20,3,1,0,74,"Optimal"
"220",20160622,6,22,2016,21,3,1,0,72,"Optimal"
"221",20160622,6,22,2016,22,3,1,0,70,"Optimal"
"222",20160622,6,22,2016,23,3,1,0,69,"Optimal"
