"","Date","month","day","year","hour","DayOfWeek","Weekday","PeakHour","Temperature","kWh"
"49",20160615,6,15,2016,18,3,1,1,77,236.14177273379
"50",20160615,6,15,2016,19,3,1,1,75,235.08488692431
"51",20160615,6,15,2016,20,3,1,0,74,120.262644919086
"52",20160615,6,15,2016,21,3,1,0,72,119.205759109606
"53",20160615,6,15,2016,22,3,1,0,70,118.148873300125
"54",20160615,6,15,2016,23,3,1,0,69,117.620430395385
"55",20160616,6,16,2016,0,4,1,0,68,121.874629057912
"56",20160616,6,16,2016,1,4,1,0,67,121.346186153172
"57",20160616,6,16,2016,2,4,1,0,65,120.289300343691
"58",20160616,6,16,2016,3,4,1,0,63,119.232414534211
"59",20160616,6,16,2016,4,4,1,0,62,118.703971629471
"60",20160616,6,16,2016,5,4,1,0,61,118.175528724731
"61",20160616,6,16,2016,6,4,1,1,61,232.469327825214
"62",20160616,6,16,2016,7,4,1,1,64,234.054656539435
"63",20160616,6,16,2016,8,4,1,1,68,236.168428158395
"64",20160616,6,16,2016,9,4,1,1,71,237.753756872616
"65",20160616,6,16,2016,10,4,1,1,74,239.339085586836
"66",20160616,6,16,2016,11,4,1,1,76,240.395971396317
"67",20160616,6,16,2016,12,4,1,1,76,240.395971396317
"68",20160616,6,16,2016,13,4,1,1,77,240.924414301057
"69",20160616,6,16,2016,14,4,1,1,77,240.924414301057
"70",20160616,6,16,2016,15,4,1,1,77,240.924414301057
"71",20160616,6,16,2016,16,4,1,1,76,240.395971396317
"72",20160616,6,16,2016,17,4,1,1,75,239.867528491576
"73",20160616,6,16,2016,18,4,1,1,74,239.339085586836
"74",20160616,6,16,2016,19,4,1,1,72,238.282199777356
"75",20160616,6,16,2016,20,4,1,0,71,123.459957772132
"76",20160616,6,16,2016,21,4,1,0,68,121.874629057912
"77",20160616,6,16,2016,22,4,1,0,66,120.817743248432
"78",20160616,6,16,2016,23,4,1,0,65,120.289300343691
"79",20160617,6,17,2016,0,5,1,0,63,124.015056101478
"80",20160617,6,17,2016,1,5,1,0,63,124.015056101478
"81",20160617,6,17,2016,2,5,1,0,62,123.486613196738
"82",20160617,6,17,2016,3,5,1,0,61,122.958170291998
"83",20160617,6,17,2016,4,5,1,0,60,122.429727387258
"84",20160617,6,17,2016,5,5,1,0,60,122.429727387258
"85",20160617,6,17,2016,6,5,1,1,60,236.723526487741
"86",20160617,6,17,2016,7,5,1,1,63,238.308855201961
"87",20160617,6,17,2016,8,5,1,1,65,239.365741011442
"88",20160617,6,17,2016,9,5,1,1,66,239.894183916182
"89",20160617,6,17,2016,10,5,1,1,67,240.422626820922
"90",20160617,6,17,2016,11,5,1,1,67,240.422626820922
"91",20160617,6,17,2016,12,5,1,1,67,240.422626820922
"92",20160617,6,17,2016,13,5,1,1,68,240.951069725662
"93",20160617,6,17,2016,14,5,1,1,67,240.422626820922
"94",20160617,6,17,2016,15,5,1,1,67,240.422626820922
"95",20160617,6,17,2016,16,5,1,1,67,240.422626820922
"96",20160617,6,17,2016,17,5,1,1,67,240.422626820922
"97",20160617,6,17,2016,18,5,1,1,66,239.894183916182
"98",20160617,6,17,2016,19,5,1,1,64,238.837298106702
"99",20160617,6,17,2016,20,5,1,0,63,124.015056101478
"100",20160617,6,17,2016,21,5,1,0,61,122.958170291998
"101",20160617,6,17,2016,22,5,1,0,59,121.901284482517
"102",20160617,6,17,2016,23,5,1,0,59,121.901284482517
"103",20160618,6,18,2016,0,6,0,0,58,56.5459753739834
"104",20160618,6,18,2016,1,6,0,0,58,56.5459753739834
"105",20160618,6,18,2016,2,6,0,0,58,56.5459753739834
"106",20160618,6,18,2016,3,6,0,0,57,56.0175324692432
"107",20160618,6,18,2016,4,6,0,0,57,56.0175324692432
"108",20160618,6,18,2016,5,6,0,0,57,56.0175324692432
"109",20160618,6,18,2016,6,6,0,1,58,170.839774474467
"110",20160618,6,18,2016,7,6,0,1,60,171.896660283947
"111",20160618,6,18,2016,8,6,0,1,63,173.481988998168
"112",20160618,6,18,2016,9,6,0,1,64,174.010431902908
"113",20160618,6,18,2016,10,6,0,1,66,175.067317712388
"114",20160618,6,18,2016,11,6,0,1,67,175.595760617128
"115",20160618,6,18,2016,12,6,0,1,67,175.595760617128
"116",20160618,6,18,2016,13,6,0,1,68,176.124203521868
"117",20160618,6,18,2016,14,6,0,1,68,176.124203521868
"118",20160618,6,18,2016,15,6,0,1,69,176.652646426609
"119",20160618,6,18,2016,16,6,0,1,69,176.652646426609
"120",20160618,6,18,2016,17,6,0,1,69,176.652646426609
"121",20160618,6,18,2016,18,6,0,1,67,175.595760617128
"122",20160618,6,18,2016,19,6,0,1,65,174.538874807648
"123",20160618,6,18,2016,20,6,0,0,63,59.1881898976843
"124",20160618,6,18,2016,21,6,0,0,62,58.6597469929441
"125",20160618,6,18,2016,22,6,0,0,61,58.1313040882039
"126",20160618,6,18,2016,23,6,0,0,61,58.1313040882039
"127",20160619,6,19,2016,0,0,0,0,60,28.9070117798617
"128",20160619,6,19,2016,1,0,0,0,60,28.9070117798617
"129",20160619,6,19,2016,2,0,0,0,59,28.3785688751216
"130",20160619,6,19,2016,3,0,0,0,58,27.8501259703814
"131",20160619,6,19,2016,4,0,0,0,57,27.3216830656412
"132",20160619,6,19,2016,5,0,0,0,56,26.793240160901
"133",20160619,6,19,2016,6,0,0,1,57,141.615482166125
"134",20160619,6,19,2016,7,0,0,1,60,143.200810880345
"135",20160619,6,19,2016,8,0,0,1,63,144.786139594566
"136",20160619,6,19,2016,9,0,0,1,66,146.371468308786
"137",20160619,6,19,2016,10,0,0,1,68,147.428354118266
"138",20160619,6,19,2016,11,0,0,1,70,148.485239927747
"139",20160619,6,19,2016,12,0,0,1,71,149.013682832487
"140",20160619,6,19,2016,13,0,0,1,70,148.485239927747
"141",20160619,6,19,2016,14,0,0,1,69,147.956797023007
"142",20160619,6,19,2016,15,0,0,1,69,147.956797023007
"143",20160619,6,19,2016,16,0,0,1,68,147.428354118266
"144",20160619,6,19,2016,17,0,0,1,68,147.428354118266
"145",20160619,6,19,2016,18,0,0,1,66,146.371468308786
"146",20160619,6,19,2016,19,0,0,1,65,145.843025404046
"147",20160619,6,19,2016,20,0,0,0,62,29.9638975893421
"148",20160619,6,19,2016,21,0,0,0,62,29.9638975893421
"149",20160619,6,19,2016,22,0,0,0,62,29.9638975893421
"150",20160619,6,19,2016,23,0,0,0,62,29.9638975893421
"151",20160620,6,20,2016,0,1,1,0,62,104.35604692767
"152",20160620,6,20,2016,1,1,1,0,62,104.35604692767
"153",20160620,6,20,2016,2,1,1,0,62,104.35604692767
"154",20160620,6,20,2016,3,1,1,0,61,103.82760402293
"155",20160620,6,20,2016,4,1,1,0,61,103.82760402293
"156",20160620,6,20,2016,5,1,1,0,61,103.82760402293
"157",20160620,6,20,2016,6,1,1,1,61,218.121403123413
"158",20160620,6,20,2016,7,1,1,1,63,219.178288932893
"159",20160620,6,20,2016,8,1,1,1,67,221.292060551854
"160",20160620,6,20,2016,9,1,1,1,70,222.877389266075
"161",20160620,6,20,2016,10,1,1,1,73,224.462717980295
"162",20160620,6,20,2016,11,1,1,1,74,224.991160885035
"163",20160620,6,20,2016,12,1,1,1,76,226.048046694516
"164",20160620,6,20,2016,13,1,1,1,76,226.048046694516
"165",20160620,6,20,2016,14,1,1,1,77,226.576489599256
"166",20160620,6,20,2016,15,1,1,1,77,226.576489599256
"167",20160620,6,20,2016,16,1,1,1,76,226.048046694516
"168",20160620,6,20,2016,17,1,1,1,75,225.519603789775
"169",20160620,6,20,2016,18,1,1,1,75,225.519603789775
"170",20160620,6,20,2016,19,1,1,1,74,224.991160885035
"171",20160620,6,20,2016,20,1,1,0,73,110.168918879812
"172",20160620,6,20,2016,21,1,1,0,71,109.112033070331
"173",20160620,6,20,2016,22,1,1,0,71,109.112033070331
"174",20160620,6,20,2016,23,1,1,0,70,108.583590165591
"175",20160621,6,21,2016,0,2,1,0,69,112.837788828118
"176",20160621,6,21,2016,1,2,1,0,68,112.309345923378
"177",20160621,6,21,2016,2,2,1,0,68,112.309345923378
"178",20160621,6,21,2016,3,2,1,0,66,111.252460113898
"179",20160621,6,21,2016,4,2,1,0,66,111.252460113898
"180",20160621,6,21,2016,5,2,1,0,66,111.252460113898
"181",20160621,6,21,2016,6,2,1,1,67,226.074702119121
"182",20160621,6,21,2016,7,2,1,1,69,227.131587928601
"183",20160621,6,21,2016,8,2,1,1,72,228.716916642822
"184",20160621,6,21,2016,9,2,1,1,74,229.773802452302
"185",20160621,6,21,2016,10,2,1,1,77,231.359131166523
"186",20160621,6,21,2016,11,2,1,1,80,232.944459880743
"187",20160621,6,21,2016,12,2,1,1,82,234.001345690224
"188",20160621,6,21,2016,13,2,1,1,83,234.529788594964
"189",20160621,6,21,2016,14,2,1,1,83,234.529788594964
"190",20160621,6,21,2016,15,2,1,1,83,234.529788594964
"191",20160621,6,21,2016,16,2,1,1,81,233.472902785484
"192",20160621,6,21,2016,17,2,1,1,80,232.944459880743
"193",20160621,6,21,2016,18,2,1,1,79,232.416016976003
"194",20160621,6,21,2016,19,2,1,1,78,231.887574071263
"195",20160621,6,21,2016,20,2,1,0,76,116.536889161299
"196",20160621,6,21,2016,21,2,1,0,75,116.008446256559
"197",20160621,6,21,2016,22,2,1,0,73,114.951560447079
"198",20160621,6,21,2016,23,2,1,0,71,113.894674637598
"199",20160622,6,22,2016,0,3,1,0,71,118.677316204865
"200",20160622,6,22,2016,1,3,1,0,69,117.620430395385
"201",20160622,6,22,2016,2,3,1,0,68,117.091987490645
"202",20160622,6,22,2016,3,3,1,0,67,116.563544585905
"203",20160622,6,22,2016,4,3,1,0,67,116.563544585905
"204",20160622,6,22,2016,5,3,1,0,67,116.563544585905
"205",20160622,6,22,2016,6,3,1,1,67,230.857343686388
"206",20160622,6,22,2016,7,3,1,1,69,231.914229495868
"207",20160622,6,22,2016,8,3,1,1,72,233.499558210089
"208",20160622,6,22,2016,9,3,1,1,74,234.556444019569
"209",20160622,6,22,2016,10,3,1,1,76,235.61332982905
"210",20160622,6,22,2016,11,3,1,1,78,236.67021563853
"211",20160622,6,22,2016,12,3,1,1,79,237.19865854327
"212",20160622,6,22,2016,13,3,1,1,80,237.72710144801
"213",20160622,6,22,2016,14,3,1,1,81,238.255544352751
"214",20160622,6,22,2016,15,3,1,1,80,237.72710144801
"215",20160622,6,22,2016,16,3,1,1,79,237.19865854327
"216",20160622,6,22,2016,17,3,1,1,78,236.67021563853
"217",20160622,6,22,2016,18,3,1,1,76,235.61332982905
"218",20160622,6,22,2016,19,3,1,1,75,235.08488692431
"219",20160622,6,22,2016,20,3,1,0,74,120.262644919086
"220",20160622,6,22,2016,21,3,1,0,72,119.205759109606
"221",20160622,6,22,2016,22,3,1,0,70,118.148873300125
"222",20160622,6,22,2016,23,3,1,0,69,117.620430395385
