"","names","x"
"1","Account No","26435791004"
"2","(Intercept)","42.9740583260545"
"3","`Day of Week`","4.66680659526603"
"4","Peakhour","111.399122751653"
"5","Weekday","69.755056216178"
"6","Temp","0.0958080505139777"
"7","day","-0.410489874589908"
"8","month","-0.748209748062634"
"9","Hour","-0.564755326764979"
