"","names","x"
"1","Account No","999999999"
"2","(Intercept)","5638.69079339115"
"3","Temp","1.65372918944774"
"4","Peakhour","79.6070250468308"
"5","hour","-1.75260704211639"
"6","Weekday","70.6613342100402"
"7","month","18.1449740851425"
"8","Date","-0.35776572568143"
