"","Account","Date","month","day","year","Day of Week","Weekday","hour","Peakhour","kWh"
"10",999999999,2014-01-10,1,10,2014,5,1,0,0,11.2241905404953
"4018",999999999,2014-01-10,1,10,2014,5,1,1,0,9.71178649627836
"8026",999999999,2014-01-10,1,10,2014,5,1,2,0,8.1993824520614
"12034",999999999,2014-01-10,1,10,2014,5,1,3,0,6.68697840784444
"16042",999999999,2014-01-10,1,10,2014,5,1,4,0,5.17457436362747
"20050",999999999,2014-01-10,1,10,2014,5,1,5,0,3.66217031941051
"64138",999999999,2014-01-10,1,10,2014,5,1,16,1,74.616709166381
"68146",999999999,2014-01-10,1,10,2014,5,1,17,1,73.1043051221641
"72154",999999999,2014-01-10,1,10,2014,5,1,18,1,71.5919010779471
"76162",999999999,2014-01-10,1,10,2014,5,1,19,1,70.0794970337301
"80170",999999999,2014-01-10,1,10,2014,5,1,20,0,-19.023890343844
"84178",999999999,2014-01-10,1,10,2014,5,1,21,0,-20.5362943880609
"88186",999999999,2014-01-10,1,10,2014,5,1,22,0,-22.0486984322779
"92194",999999999,2014-01-10,1,10,2014,5,1,23,0,-23.5611024764949
"11",999999999,2014-01-11,1,11,2014,6,0,0,0,-57.1827979601803
"4019",999999999,2014-01-11,1,11,2014,6,0,1,0,-58.6952020043973
"8027",999999999,2014-01-11,1,11,2014,6,0,2,0,-60.2076060486143
"12035",999999999,2014-01-11,1,11,2014,6,0,3,0,-61.7200100928312
"16043",999999999,2014-01-11,1,11,2014,6,0,4,0,-63.2324141370482
"20051",999999999,2014-01-11,1,11,2014,6,0,5,0,-64.7448181812651
"24059",999999999,2014-01-11,1,11,2014,6,0,6,0,-66.2572222254821
"28067",999999999,2014-01-11,1,11,2014,6,0,7,1,19.8213570636581
"32075",999999999,2014-01-11,1,11,2014,6,0,8,1,18.3089530194411
"36083",999999999,2014-01-11,1,11,2014,6,0,9,1,16.7965489752241
"40091",999999999,2014-01-11,1,11,2014,6,0,10,1,15.2841449310072
"44099",999999999,2014-01-11,1,11,2014,6,0,11,1,13.7717408867902
"48107",999999999,2014-01-11,1,11,2014,6,0,12,1,12.2593368425732
"52115",999999999,2014-01-11,1,11,2014,6,0,13,1,10.7469327983563
"56123",999999999,2014-01-11,1,11,2014,6,0,14,1,9.23452875413932
"60131",999999999,2014-01-11,1,11,2014,6,0,15,1,7.72212470992235
"64139",999999999,2014-01-11,1,11,2014,6,0,16,1,6.20972066570539
"68147",999999999,2014-01-11,1,11,2014,6,0,17,1,4.69731662148843
"72155",999999999,2014-01-11,1,11,2014,6,0,18,1,3.18491257727146
"76163",999999999,2014-01-11,1,11,2014,6,0,19,1,1.6725085330545
"80171",999999999,2014-01-11,1,11,2014,6,0,20,0,-87.4308788445196
"84179",999999999,2014-01-11,1,11,2014,6,0,21,0,-88.9432828887366
"88187",999999999,2014-01-11,1,11,2014,6,0,22,0,-90.4556869329535
"92195",999999999,2014-01-11,1,11,2014,6,0,23,0,-91.9680909771705
"12",999999999,2014-01-12,1,12,2014,0,0,0,0,-57.6075481246226
"4020",999999999,2014-01-12,1,12,2014,0,0,1,0,-59.1199521688395
"8028",999999999,2014-01-12,1,12,2014,0,0,2,0,-60.6323562130565
"12036",999999999,2014-01-12,1,12,2014,0,0,3,0,-62.1447602572734
"16044",999999999,2014-01-12,1,12,2014,0,0,4,0,-63.6571643014904
"20052",999999999,2014-01-12,1,12,2014,0,0,5,0,-65.1695683457074
"24060",999999999,2014-01-12,1,12,2014,0,0,6,0,-66.6819723899243
"28068",999999999,2014-01-12,1,12,2014,0,0,7,1,19.3966068992158
"32076",999999999,2014-01-12,1,12,2014,0,0,8,1,17.8842028549989
"36084",999999999,2014-01-12,1,12,2014,0,0,9,1,16.3717988107819
"40092",999999999,2014-01-12,1,12,2014,0,0,10,1,14.8593947665649
"44100",999999999,2014-01-12,1,12,2014,0,0,11,1,13.346990722348
"48108",999999999,2014-01-12,1,12,2014,0,0,12,1,11.834586678131
"52116",999999999,2014-01-12,1,12,2014,0,0,13,1,10.3221826339141
"56124",999999999,2014-01-12,1,12,2014,0,0,14,1,8.80977858969709
"60132",999999999,2014-01-12,1,12,2014,0,0,15,1,7.29737454548012
"64140",999999999,2014-01-12,1,12,2014,0,0,16,1,5.78497050126316
"68148",999999999,2014-01-12,1,12,2014,0,0,17,1,4.2725664570462
"72156",999999999,2014-01-12,1,12,2014,0,0,18,1,2.76016241282923
"76164",999999999,2014-01-12,1,12,2014,0,0,19,1,1.24775836861227
"80172",999999999,2014-01-12,1,12,2014,0,0,20,0,-87.8556290089618
"84180",999999999,2014-01-12,1,12,2014,0,0,21,0,-89.3680330531788
"88188",999999999,2014-01-12,1,12,2014,0,0,22,0,-90.8804370973958
"92196",999999999,2014-01-12,1,12,2014,0,0,23,0,-92.3928411416127
"13",999999999,2014-01-13,1,13,2014,1,1,0,0,9.94994004716864
"4021",999999999,2014-01-13,1,13,2014,1,1,1,0,8.43753600295167
"8029",999999999,2014-01-13,1,13,2014,1,1,2,0,6.92513195873471
"12037",999999999,2014-01-13,1,13,2014,1,1,3,0,5.41272791451775
"16045",999999999,2014-01-13,1,13,2014,1,1,4,0,3.90032387030078
"20053",999999999,2014-01-13,1,13,2014,1,1,5,0,2.38791982608382
"68149",999999999,2014-01-13,1,13,2014,1,1,17,1,71.8300546288374
"72157",999999999,2014-01-13,1,13,2014,1,1,18,1,70.3176505846204
"76165",999999999,2014-01-13,1,13,2014,1,1,19,1,68.8052465404035
"80173",999999999,2014-01-13,1,13,2014,1,1,20,0,-20.2981408371706
"84181",999999999,2014-01-13,1,13,2014,1,1,21,0,-21.8105448813876
"88189",999999999,2014-01-13,1,13,2014,1,1,22,0,-23.3229489256046
"92197",999999999,2014-01-13,1,13,2014,1,1,23,0,-24.8353529698215
"14",999999999,2014-01-14,1,14,2014,2,1,0,0,9.52518988272641
"4022",999999999,2014-01-14,1,14,2014,2,1,1,0,8.01278583850944
"8030",999999999,2014-01-14,1,14,2014,2,1,2,0,6.50038179429248
"12038",999999999,2014-01-14,1,14,2014,2,1,3,0,4.98797775007552
"16046",999999999,2014-01-14,1,14,2014,2,1,4,0,3.47557370585855
"20054",999999999,2014-01-14,1,14,2014,2,1,5,0,1.96316966164159
"24062",999999999,2014-01-14,1,14,2014,2,1,6,0,0.450765617424622
"68150",999999999,2014-01-14,1,14,2014,2,1,17,1,71.4053044643952
"72158",999999999,2014-01-14,1,14,2014,2,1,18,1,69.8929004201782
"76166",999999999,2014-01-14,1,14,2014,2,1,19,1,68.3804963759612
"80174",999999999,2014-01-14,1,14,2014,2,1,20,0,-20.7228910016129
"84182",999999999,2014-01-14,1,14,2014,2,1,21,0,-22.2352950458298
"88190",999999999,2014-01-14,1,14,2014,2,1,22,0,-23.7476990900468
"92198",999999999,2014-01-14,1,14,2014,2,1,23,0,-25.2601031342638
"15",999999999,2014-01-15,1,15,2014,3,1,0,0,9.10043971822597
"4023",999999999,2014-01-15,1,15,2014,3,1,1,0,7.58803567400901
"8031",999999999,2014-01-15,1,15,2014,3,1,2,0,6.07563162979204
"12039",999999999,2014-01-15,1,15,2014,3,1,3,0,4.56322758557508
"16047",999999999,2014-01-15,1,15,2014,3,1,4,0,3.05082354135811
"20055",999999999,2014-01-15,1,15,2014,3,1,5,0,1.53841949714115
"64143",999999999,2014-01-15,1,15,2014,3,1,16,1,72.4929583441117
"68151",999999999,2014-01-15,1,15,2014,3,1,17,1,70.9805542998947
"72159",999999999,2014-01-15,1,15,2014,3,1,18,1,69.4681502556778
"76167",999999999,2014-01-15,1,15,2014,3,1,19,1,67.9557462114608
"80175",999999999,2014-01-15,1,15,2014,3,1,20,0,-21.1476411661133
"84183",999999999,2014-01-15,1,15,2014,3,1,21,0,-22.6600452103303
"88191",999999999,2014-01-15,1,15,2014,3,1,22,0,-24.1724492545472
"92199",999999999,2014-01-15,1,15,2014,3,1,23,0,-25.6848532987642
"16",999999999,2014-01-16,1,16,2014,4,1,0,0,8.67568955384195
"4024",999999999,2014-01-16,1,16,2014,4,1,1,0,7.16328550962498
"8032",999999999,2014-01-16,1,16,2014,4,1,2,0,5.65088146540802
"12040",999999999,2014-01-16,1,16,2014,4,1,3,0,4.13847742119106
"16048",999999999,2014-01-16,1,16,2014,4,1,4,0,2.62607337697409
"20056",999999999,2014-01-16,1,16,2014,4,1,5,0,1.11366933275713
"64144",999999999,2014-01-16,1,16,2014,4,1,16,1,72.0682081797277
"68152",999999999,2014-01-16,1,16,2014,4,1,17,1,70.5558041355107
"72160",999999999,2014-01-16,1,16,2014,4,1,18,1,69.0434000912937
"76168",999999999,2014-01-16,1,16,2014,4,1,19,1,67.5309960470768
"80176",999999999,2014-01-16,1,16,2014,4,1,20,0,-21.5723913304973
"84184",999999999,2014-01-16,1,16,2014,4,1,21,0,-23.0847953747143
"88192",999999999,2014-01-16,1,16,2014,4,1,22,0,-24.5971994189313
"92200",999999999,2014-01-16,1,16,2014,4,1,23,0,-26.1096034631482
"17",999999999,2014-01-17,1,17,2014,5,1,0,0,8.25093938939972
"4025",999999999,2014-01-17,1,17,2014,5,1,1,0,6.73853534518275
"8033",999999999,2014-01-17,1,17,2014,5,1,2,0,5.22613130096579
"12041",999999999,2014-01-17,1,17,2014,5,1,3,0,3.71372725674883
"16049",999999999,2014-01-17,1,17,2014,5,1,4,0,2.20132321253186
"20057",999999999,2014-01-17,1,17,2014,5,1,5,0,0.688919168314897
"64145",999999999,2014-01-17,1,17,2014,5,1,16,1,71.6434580152854
"68153",999999999,2014-01-17,1,17,2014,5,1,17,1,70.1310539710685
"72161",999999999,2014-01-17,1,17,2014,5,1,18,1,68.6186499268515
"76169",999999999,2014-01-17,1,17,2014,5,1,19,1,67.1062458826345
"80177",999999999,2014-01-17,1,17,2014,5,1,20,0,-21.9971414949396
"84185",999999999,2014-01-17,1,17,2014,5,1,21,0,-23.5095455391565
"88193",999999999,2014-01-17,1,17,2014,5,1,22,0,-25.0219495833735
"92201",999999999,2014-01-17,1,17,2014,5,1,23,0,-26.5343536275905
"18",999999999,2014-01-18,1,18,2014,6,0,0,0,-60.1560491112177
"4026",999999999,2014-01-18,1,18,2014,6,0,1,0,-61.6684531554347
"8034",999999999,2014-01-18,1,18,2014,6,0,2,0,-63.1808571996517
"12042",999999999,2014-01-18,1,18,2014,6,0,3,0,-64.6932612438686
"16050",999999999,2014-01-18,1,18,2014,6,0,4,0,-66.2056652880856
"20058",999999999,2014-01-18,1,18,2014,6,0,5,0,-67.7180693323025
"24066",999999999,2014-01-18,1,18,2014,6,0,6,0,-69.2304733765195
"28074",999999999,2014-01-18,1,18,2014,6,0,7,1,16.8481059126207
"32082",999999999,2014-01-18,1,18,2014,6,0,8,1,15.3357018684037
"36090",999999999,2014-01-18,1,18,2014,6,0,9,1,13.8232978241867
"40098",999999999,2014-01-18,1,18,2014,6,0,10,1,12.3108937799698
"44106",999999999,2014-01-18,1,18,2014,6,0,11,1,10.7984897357528
"48114",999999999,2014-01-18,1,18,2014,6,0,12,1,9.28608569153585
"52122",999999999,2014-01-18,1,18,2014,6,0,13,1,7.77368164731888
"56130",999999999,2014-01-18,1,18,2014,6,0,14,1,6.26127760310192
"60138",999999999,2014-01-18,1,18,2014,6,0,15,1,4.74887355888495
"64146",999999999,2014-01-18,1,18,2014,6,0,16,1,3.23646951466799
"68154",999999999,2014-01-18,1,18,2014,6,0,17,1,1.72406547045102
"72162",999999999,2014-01-18,1,18,2014,6,0,18,1,0.211661426234059
"76170",999999999,2014-01-18,1,18,2014,6,0,19,1,-1.30074261798291
"80178",999999999,2014-01-18,1,18,2014,6,0,20,0,-90.404129995557
"84186",999999999,2014-01-18,1,18,2014,6,0,21,0,-91.916534039774
"88194",999999999,2014-01-18,1,18,2014,6,0,22,0,-93.4289380839909
"92202",999999999,2014-01-18,1,18,2014,6,0,23,0,-94.9413421282079
"19",999999999,2014-01-19,1,19,2014,0,0,0,0,-60.58079927566
"4027",999999999,2014-01-19,1,19,2014,0,0,1,0,-62.0932033198769
"8035",999999999,2014-01-19,1,19,2014,0,0,2,0,-63.6056073640939
"12043",999999999,2014-01-19,1,19,2014,0,0,3,0,-65.1180114083108
"16051",999999999,2014-01-19,1,19,2014,0,0,4,0,-66.6304154525278
"20059",999999999,2014-01-19,1,19,2014,0,0,5,0,-68.1428194967448
"24067",999999999,2014-01-19,1,19,2014,0,0,6,0,-69.6552235409617
"28075",999999999,2014-01-19,1,19,2014,0,0,7,1,16.4233557481784
"32083",999999999,2014-01-19,1,19,2014,0,0,8,1,14.9109517039615
"36091",999999999,2014-01-19,1,19,2014,0,0,9,1,13.3985476597445
"40099",999999999,2014-01-19,1,19,2014,0,0,10,1,11.8861436155275
"44107",999999999,2014-01-19,1,19,2014,0,0,11,1,10.3737395713106
"48115",999999999,2014-01-19,1,19,2014,0,0,12,1,8.86133552709362
"52123",999999999,2014-01-19,1,19,2014,0,0,13,1,7.34893148287665
"56131",999999999,2014-01-19,1,19,2014,0,0,14,1,5.83652743865969
"60139",999999999,2014-01-19,1,19,2014,0,0,15,1,4.32412339444272
"64147",999999999,2014-01-19,1,19,2014,0,0,16,1,2.81171935022576
"68155",999999999,2014-01-19,1,19,2014,0,0,17,1,1.29931530600879
"72163",999999999,2014-01-19,1,19,2014,0,0,18,1,-0.213088738208171
"76171",999999999,2014-01-19,1,19,2014,0,0,19,1,-1.72549278242514
"80179",999999999,2014-01-19,1,19,2014,0,0,20,0,-90.8288801599992
"84187",999999999,2014-01-19,1,19,2014,0,0,21,0,-92.3412842042162
"88195",999999999,2014-01-19,1,19,2014,0,0,22,0,-93.8536882484332
"92203",999999999,2014-01-19,1,19,2014,0,0,23,0,-95.3660922926501
"64130",999999999,2014-01-02,1,2,2014,4,1,16,1,78.0147104818607
"68138",999999999,2014-01-02,1,2,2014,4,1,17,1,76.5023064376437
"72146",999999999,2014-01-02,1,2,2014,4,1,18,1,74.9899023934267
"76154",999999999,2014-01-02,1,2,2014,4,1,19,1,73.4774983492098
"80162",999999999,2014-01-02,1,2,2014,4,1,20,0,-15.6258890283643
"84170",999999999,2014-01-02,1,2,2014,4,1,21,0,-17.1382930725813
"88178",999999999,2014-01-02,1,2,2014,4,1,22,0,-18.6506971167983
"92186",999999999,2014-01-02,1,2,2014,4,1,23,0,-20.1631011610152
"20",999999999,2014-01-20,1,20,2014,1,1,0,0,6.97668889607303
"4028",999999999,2014-01-20,1,20,2014,1,1,1,0,5.46428485185606
"8036",999999999,2014-01-20,1,20,2014,1,1,2,0,3.9518808076391
"12044",999999999,2014-01-20,1,20,2014,1,1,3,0,2.43947676342214
"16052",999999999,2014-01-20,1,20,2014,1,1,4,0,0.927072719205171
"20060",999999999,2014-01-20,1,20,2014,1,1,5,0,-0.585331325011794
"64148",999999999,2014-01-20,1,20,2014,1,1,16,1,70.3692075219587
"68156",999999999,2014-01-20,1,20,2014,1,1,17,1,68.8568034777418
"72164",999999999,2014-01-20,1,20,2014,1,1,18,1,67.3443994335248
"76172",999999999,2014-01-20,1,20,2014,1,1,19,1,65.8319953893078
"80180",999999999,2014-01-20,1,20,2014,1,1,20,0,-23.2713919882663
"84188",999999999,2014-01-20,1,20,2014,1,1,21,0,-24.7837960324832
"88196",999999999,2014-01-20,1,20,2014,1,1,22,0,-26.2962000767002
"92204",999999999,2014-01-20,1,20,2014,1,1,23,0,-27.8086041209172
"21",999999999,2014-01-21,1,21,2014,2,1,0,0,6.5519387316308
"4029",999999999,2014-01-21,1,21,2014,2,1,1,0,5.03953468741383
"8037",999999999,2014-01-21,1,21,2014,2,1,2,0,3.52713064319687
"12045",999999999,2014-01-21,1,21,2014,2,1,3,0,2.01472659897991
"16053",999999999,2014-01-21,1,21,2014,2,1,4,0,0.502322554762941
"20061",999999999,2014-01-21,1,21,2014,2,1,5,0,-1.01008148945402
"68157",999999999,2014-01-21,1,21,2014,2,1,17,1,68.4320533132995
"72165",999999999,2014-01-21,1,21,2014,2,1,18,1,66.9196492690826
"76173",999999999,2014-01-21,1,21,2014,2,1,19,1,65.4072452248656
"80181",999999999,2014-01-21,1,21,2014,2,1,20,0,-23.6961421527085
"84189",999999999,2014-01-21,1,21,2014,2,1,21,0,-25.2085461969255
"88197",999999999,2014-01-21,1,21,2014,2,1,22,0,-26.7209502411424
"92205",999999999,2014-01-21,1,21,2014,2,1,23,0,-28.2333542853594
"22",999999999,2014-01-22,1,22,2014,3,1,0,0,6.12718856724678
"4030",999999999,2014-01-22,1,22,2014,3,1,1,0,4.61478452302981
"8038",999999999,2014-01-22,1,22,2014,3,1,2,0,3.10238047881285
"12046",999999999,2014-01-22,1,22,2014,3,1,3,0,1.58997643459588
"16054",999999999,2014-01-22,1,22,2014,3,1,4,0,0.0775723903789185
"20062",999999999,2014-01-22,1,22,2014,3,1,5,0,-1.43483165383805
"64150",999999999,2014-01-22,1,22,2014,3,1,16,1,69.5197071931325
"68158",999999999,2014-01-22,1,22,2014,3,1,17,1,68.0073031489155
"72166",999999999,2014-01-22,1,22,2014,3,1,18,1,66.4948991046986
"76174",999999999,2014-01-22,1,22,2014,3,1,19,1,64.9824950604816
"80182",999999999,2014-01-22,1,22,2014,3,1,20,0,-24.1208923170925
"84190",999999999,2014-01-22,1,22,2014,3,1,21,0,-25.6332963613095
"88198",999999999,2014-01-22,1,22,2014,3,1,22,0,-27.1457004055264
"92206",999999999,2014-01-22,1,22,2014,3,1,23,0,-28.6581044497434
"23",999999999,2014-01-23,1,23,2014,4,1,0,0,5.70243840274634
"4031",999999999,2014-01-23,1,23,2014,4,1,1,0,4.19003435852937
"8039",999999999,2014-01-23,1,23,2014,4,1,2,0,2.67763031431241
"12047",999999999,2014-01-23,1,23,2014,4,1,3,0,1.16522627009545
"16055",999999999,2014-01-23,1,23,2014,4,1,4,0,-0.347177774121519
"20063",999999999,2014-01-23,1,23,2014,4,1,5,0,-1.85958181833848
"64151",999999999,2014-01-23,1,23,2014,4,1,16,1,69.0949570286321
"68159",999999999,2014-01-23,1,23,2014,4,1,17,1,67.5825529844151
"72167",999999999,2014-01-23,1,23,2014,4,1,18,1,66.0701489401981
"76175",999999999,2014-01-23,1,23,2014,4,1,19,1,64.5577448959812
"80183",999999999,2014-01-23,1,23,2014,4,1,20,0,-24.5456424815929
"84191",999999999,2014-01-23,1,23,2014,4,1,21,0,-26.0580465258099
"88199",999999999,2014-01-23,1,23,2014,4,1,22,0,-27.5704505700269
"92207",999999999,2014-01-23,1,23,2014,4,1,23,0,-29.0828546142438
"24",999999999,2014-01-24,1,24,2014,5,1,0,0,5.27768823830411
"4032",999999999,2014-01-24,1,24,2014,5,1,1,0,3.76528419408714
"8040",999999999,2014-01-24,1,24,2014,5,1,2,0,2.25288014987018
"12048",999999999,2014-01-24,1,24,2014,5,1,3,0,0.740476105653215
"16056",999999999,2014-01-24,1,24,2014,5,1,4,0,-0.771927938563749
"20064",999999999,2014-01-24,1,24,2014,5,1,5,0,-2.28433198278071
"92208",999999999,2014-01-24,1,24,2014,5,1,23,0,-29.5076047786861
"25",999999999,2014-01-25,1,25,2014,6,0,0,0,-63.1293002622551
"4033",999999999,2014-01-25,1,25,2014,6,0,1,0,-64.6417043064721
"8041",999999999,2014-01-25,1,25,2014,6,0,2,0,-66.1541083506891
"12049",999999999,2014-01-25,1,25,2014,6,0,3,0,-67.666512394906
"16057",999999999,2014-01-25,1,25,2014,6,0,4,0,-69.178916439123
"20065",999999999,2014-01-25,1,25,2014,6,0,5,0,-70.69132048334
"24073",999999999,2014-01-25,1,25,2014,6,0,6,0,-72.2037245275569
"28081",999999999,2014-01-25,1,25,2014,6,0,7,1,13.8748547615833
"32089",999999999,2014-01-25,1,25,2014,6,0,8,1,12.3624507173663
"36097",999999999,2014-01-25,1,25,2014,6,0,9,1,10.8500466731493
"40105",999999999,2014-01-25,1,25,2014,6,0,10,1,9.33764262893237
"44113",999999999,2014-01-25,1,25,2014,6,0,11,1,7.82523858471541
"48121",999999999,2014-01-25,1,25,2014,6,0,12,1,6.31283454049844
"52129",999999999,2014-01-25,1,25,2014,6,0,13,1,4.80043049628148
"56137",999999999,2014-01-25,1,25,2014,6,0,14,1,3.28802645206451
"60145",999999999,2014-01-25,1,25,2014,6,0,15,1,1.77562240784755
"64153",999999999,2014-01-25,1,25,2014,6,0,16,1,0.263218363630585
"68161",999999999,2014-01-25,1,25,2014,6,0,17,1,-1.24918568058638
"72169",999999999,2014-01-25,1,25,2014,6,0,18,1,-2.76158972480334
"76177",999999999,2014-01-25,1,25,2014,6,0,19,1,-4.27399376902031
"80185",999999999,2014-01-25,1,25,2014,6,0,20,0,-93.3773811465944
"84193",999999999,2014-01-25,1,25,2014,6,0,21,0,-94.8897851908114
"88201",999999999,2014-01-25,1,25,2014,6,0,22,0,-96.4021892350283
"92209",999999999,2014-01-25,1,25,2014,6,0,23,0,-97.9145932792453
"26",999999999,2014-01-26,1,26,2014,0,0,0,0,-63.5540504266974
"4034",999999999,2014-01-26,1,26,2014,0,0,1,0,-65.0664544709143
"8042",999999999,2014-01-26,1,26,2014,0,0,2,0,-66.5788585151313
"12050",999999999,2014-01-26,1,26,2014,0,0,3,0,-68.0912625593483
"16058",999999999,2014-01-26,1,26,2014,0,0,4,0,-69.6036666035652
"20066",999999999,2014-01-26,1,26,2014,0,0,5,0,-71.1160706477822
"24074",999999999,2014-01-26,1,26,2014,0,0,6,0,-72.6284746919991
"28082",999999999,2014-01-26,1,26,2014,0,0,7,1,13.450104597141
"32090",999999999,2014-01-26,1,26,2014,0,0,8,1,11.9377005529241
"36098",999999999,2014-01-26,1,26,2014,0,0,9,1,10.4252965087071
"40106",999999999,2014-01-26,1,26,2014,0,0,10,1,8.91289246449014
"44114",999999999,2014-01-26,1,26,2014,0,0,11,1,7.40048842027318
"48122",999999999,2014-01-26,1,26,2014,0,0,12,1,5.88808437605621
"52130",999999999,2014-01-26,1,26,2014,0,0,13,1,4.37568033183925
"56138",999999999,2014-01-26,1,26,2014,0,0,14,1,2.86327628762228
"60146",999999999,2014-01-26,1,26,2014,0,0,15,1,1.35087224340532
"64154",999999999,2014-01-26,1,26,2014,0,0,16,1,-0.161531800811645
"68162",999999999,2014-01-26,1,26,2014,0,0,17,1,-1.67393584502861
"72170",999999999,2014-01-26,1,26,2014,0,0,18,1,-3.18633988924557
"76178",999999999,2014-01-26,1,26,2014,0,0,19,1,-4.69874393346254
"80186",999999999,2014-01-26,1,26,2014,0,0,20,0,-93.8021313110366
"84194",999999999,2014-01-26,1,26,2014,0,0,21,0,-95.3145353552536
"88202",999999999,2014-01-26,1,26,2014,0,0,22,0,-96.8269393994706
"92210",999999999,2014-01-26,1,26,2014,0,0,23,0,-98.3393434436875
"27",999999999,2014-01-27,1,27,2014,1,1,0,0,4.00343774497742
"4035",999999999,2014-01-27,1,27,2014,1,1,1,0,2.49103370076045
"8043",999999999,2014-01-27,1,27,2014,1,1,2,0,0.97862965654349
"12051",999999999,2014-01-27,1,27,2014,1,1,3,0,-0.533774387673475
"16059",999999999,2014-01-27,1,27,2014,1,1,4,0,-2.04617843189044
"20067",999999999,2014-01-27,1,27,2014,1,1,5,0,-3.5585824761074
"64155",999999999,2014-01-27,1,27,2014,1,1,16,1,67.3959563708631
"68163",999999999,2014-01-27,1,27,2014,1,1,17,1,65.8835523266462
"72171",999999999,2014-01-27,1,27,2014,1,1,18,1,64.3711482824292
"76179",999999999,2014-01-27,1,27,2014,1,1,19,1,62.8587442382122
"80187",999999999,2014-01-27,1,27,2014,1,1,20,0,-26.2446431393619
"84195",999999999,2014-01-27,1,27,2014,1,1,21,0,-27.7570471835788
"88203",999999999,2014-01-27,1,27,2014,1,1,22,0,-29.2694512277958
"92211",999999999,2014-01-27,1,27,2014,1,1,23,0,-30.7818552720128
"28",999999999,2014-01-28,1,28,2014,2,1,0,0,3.5786875805934
"4036",999999999,2014-01-28,1,28,2014,2,1,1,0,2.06628353637643
"8044",999999999,2014-01-28,1,28,2014,2,1,2,0,0.553879492159467
"12052",999999999,2014-01-28,1,28,2014,2,1,3,0,-0.958524552057497
"16060",999999999,2014-01-28,1,28,2014,2,1,4,0,-2.47092859627446
"64156",999999999,2014-01-28,1,28,2014,2,1,16,1,66.9712062064791
"68164",999999999,2014-01-28,1,28,2014,2,1,17,1,65.4588021622621
"72172",999999999,2014-01-28,1,28,2014,2,1,18,1,63.9463981180452
"76180",999999999,2014-01-28,1,28,2014,2,1,19,1,62.4339940738282
"80188",999999999,2014-01-28,1,28,2014,2,1,20,0,-26.6693933037459
"84196",999999999,2014-01-28,1,28,2014,2,1,21,0,-28.1817973479629
"88204",999999999,2014-01-28,1,28,2014,2,1,22,0,-29.6942013921798
"92212",999999999,2014-01-28,1,28,2014,2,1,23,0,-31.2066054363968
"29",999999999,2014-01-29,1,29,2014,3,1,0,0,3.15393741615117
"4037",999999999,2014-01-29,1,29,2014,3,1,1,0,1.6415333719342
"8045",999999999,2014-01-29,1,29,2014,3,1,2,0,0.129129327717237
"12053",999999999,2014-01-29,1,29,2014,3,1,3,0,-1.38327471649973
"16061",999999999,2014-01-29,1,29,2014,3,1,4,0,-2.89567876071669
"20069",999999999,2014-01-29,1,29,2014,3,1,5,0,-4.40808280493366
"64157",999999999,2014-01-29,1,29,2014,3,1,16,1,66.5464560420369
"68165",999999999,2014-01-29,1,29,2014,3,1,17,1,65.0340519978199
"72173",999999999,2014-01-29,1,29,2014,3,1,18,1,63.521647953603
"76181",999999999,2014-01-29,1,29,2014,3,1,19,1,62.009243909386
"80189",999999999,2014-01-29,1,29,2014,3,1,20,0,-27.0941434681881
"84197",999999999,2014-01-29,1,29,2014,3,1,21,0,-28.6065475124051
"88205",999999999,2014-01-29,1,29,2014,3,1,22,0,-30.1189515566221
"92213",999999999,2014-01-29,1,29,2014,3,1,23,0,-31.631355600839
"3",999999999,2014-01-03,1,3,2014,5,1,0,0,14.1974416914745
"4011",999999999,2014-01-03,1,3,2014,5,1,1,0,12.6850376472576
"8019",999999999,2014-01-03,1,3,2014,5,1,2,0,11.1726336030406
"12027",999999999,2014-01-03,1,3,2014,5,1,3,0,9.66022955882363
"16035",999999999,2014-01-03,1,3,2014,5,1,4,0,8.14782551460667
"20043",999999999,2014-01-03,1,3,2014,5,1,5,0,6.6354214703897
"64131",999999999,2014-01-03,1,3,2014,5,1,16,1,77.5899603173602
"68139",999999999,2014-01-03,1,3,2014,5,1,17,1,76.0775562731433
"72147",999999999,2014-01-03,1,3,2014,5,1,18,1,74.5651522289263
"76155",999999999,2014-01-03,1,3,2014,5,1,19,1,73.0527481847093
"80163",999999999,2014-01-03,1,3,2014,5,1,20,0,-16.0506391928648
"84171",999999999,2014-01-03,1,3,2014,5,1,21,0,-17.5630432370817
"88179",999999999,2014-01-03,1,3,2014,5,1,22,0,-19.0754472812987
"92187",999999999,2014-01-03,1,3,2014,5,1,23,0,-20.5878513255157
"30",999999999,2014-01-30,1,30,2014,4,1,0,0,2.72918725170894
"4038",999999999,2014-01-30,1,30,2014,4,1,1,0,1.21678320749197
"8046",999999999,2014-01-30,1,30,2014,4,1,2,0,-0.295620836724993
"12054",999999999,2014-01-30,1,30,2014,4,1,3,0,-1.80802488094196
"16062",999999999,2014-01-30,1,30,2014,4,1,4,0,-3.32042892515892
"20070",999999999,2014-01-30,1,30,2014,4,1,5,0,-4.83283296937589
"64158",999999999,2014-01-30,1,30,2014,4,1,16,1,66.1217058775946
"68166",999999999,2014-01-30,1,30,2014,4,1,17,1,64.6093018333777
"72174",999999999,2014-01-30,1,30,2014,4,1,18,1,63.0968977891607
"76182",999999999,2014-01-30,1,30,2014,4,1,19,1,61.5844937449438
"80190",999999999,2014-01-30,1,30,2014,4,1,20,0,-27.5188936326304
"84198",999999999,2014-01-30,1,30,2014,4,1,21,0,-29.0312976768473
