"","Account","Date","month","day","year","Day of Week","Weekday","hour","Peakhour","kWh"
"88237",999999999,2014-03-02,3,2,2014,0,0,22,0,-27.3373317557853
"92245",999999999,2014-03-02,3,2,2014,0,0,23,0,-28.8497358000022
"79",999999999,2014-03-20,3,20,2014,4,1,0,0,66.2722925932612
"4087",999999999,2014-03-20,3,20,2014,4,1,1,0,64.7598885490443
"8095",999999999,2014-03-20,3,20,2014,4,1,2,0,63.2474845048273
"12103",999999999,2014-03-20,3,20,2014,4,1,3,0,61.7350804606103
"16111",999999999,2014-03-20,3,20,2014,4,1,4,0,60.2226764163934
"20119",999999999,2014-03-20,3,20,2014,4,1,5,0,58.7102723721764
"76231",999999999,2014-03-20,3,20,2014,4,1,19,1,125.127599086496
"80239",999999999,2014-03-20,3,20,2014,4,1,20,0,36.0242117089219
"84247",999999999,2014-03-20,3,20,2014,4,1,21,0,34.511807664705
"88255",999999999,2014-03-20,3,20,2014,4,1,22,0,32.999403620488
"92263",999999999,2014-03-20,3,20,2014,4,1,23,0,31.486999576271
"80",999999999,2014-03-21,3,21,2014,5,1,0,0,65.8475424288772
"4088",999999999,2014-03-21,3,21,2014,5,1,1,0,64.3351383846602
"8096",999999999,2014-03-21,3,21,2014,5,1,2,0,62.8227343404433
"12104",999999999,2014-03-21,3,21,2014,5,1,3,0,61.3103302962263
"16112",999999999,2014-03-21,3,21,2014,5,1,4,0,59.7979262520093
"20120",999999999,2014-03-21,3,21,2014,5,1,5,0,58.2855222077924
"72224",999999999,2014-03-21,3,21,2014,5,1,18,1,126.215252966329
"76232",999999999,2014-03-21,3,21,2014,5,1,19,1,124.702848922112
"80240",999999999,2014-03-21,3,21,2014,5,1,20,0,35.5994615445379
"84248",999999999,2014-03-21,3,21,2014,5,1,21,0,34.087057500321
"88256",999999999,2014-03-21,3,21,2014,5,1,22,0,32.574653456104
"92264",999999999,2014-03-21,3,21,2014,5,1,23,0,31.062249411887
"81",999999999,2014-03-22,3,22,2014,6,0,0,0,-2.55944607174024
"4089",999999999,2014-03-22,3,22,2014,6,0,1,0,-4.0718501159572
"8097",999999999,2014-03-22,3,22,2014,6,0,2,0,-5.58425416017417
"12105",999999999,2014-03-22,3,22,2014,6,0,3,0,-7.09665820439113
"16113",999999999,2014-03-22,3,22,2014,6,0,4,0,-8.6090622486081
"20121",999999999,2014-03-22,3,22,2014,6,0,5,0,-10.1214662928251
"24129",999999999,2014-03-22,3,22,2014,6,0,6,0,-11.633870337042
"28137",999999999,2014-03-22,3,22,2014,6,0,7,1,74.4447089520982
"32145",999999999,2014-03-22,3,22,2014,6,0,8,1,72.9323049078812
"36153",999999999,2014-03-22,3,22,2014,6,0,9,1,71.4199008636642
"40161",999999999,2014-03-22,3,22,2014,6,0,10,1,69.9074968194473
"44169",999999999,2014-03-22,3,22,2014,6,0,11,1,68.3950927752303
"48177",999999999,2014-03-22,3,22,2014,6,0,12,1,66.8826887310133
"52185",999999999,2014-03-22,3,22,2014,6,0,13,1,65.3702846867964
"56193",999999999,2014-03-22,3,22,2014,6,0,14,1,63.8578806425794
"60201",999999999,2014-03-22,3,22,2014,6,0,15,1,62.3454765983624
"64209",999999999,2014-03-22,3,22,2014,6,0,16,1,60.8330725541455
"68217",999999999,2014-03-22,3,22,2014,6,0,17,1,59.3206685099285
"72225",999999999,2014-03-22,3,22,2014,6,0,18,1,57.8082644657115
"76233",999999999,2014-03-22,3,22,2014,6,0,19,1,56.2958604214946
"80241",999999999,2014-03-22,3,22,2014,6,0,20,0,-32.8075269560795
"84249",999999999,2014-03-22,3,22,2014,6,0,21,0,-34.3199310002965
"88257",999999999,2014-03-22,3,22,2014,6,0,22,0,-35.8323350445135
"92265",999999999,2014-03-22,3,22,2014,6,0,23,0,-37.3447390887304
"82",999999999,2014-03-23,3,23,2014,0,0,0,0,-2.98419623624068
"4090",999999999,2014-03-23,3,23,2014,0,0,1,0,-4.49660028045764
"8098",999999999,2014-03-23,3,23,2014,0,0,2,0,-6.00900432467461
"12106",999999999,2014-03-23,3,23,2014,0,0,3,0,-7.52140836889157
"16114",999999999,2014-03-23,3,23,2014,0,0,4,0,-9.03381241310854
"20122",999999999,2014-03-23,3,23,2014,0,0,5,0,-10.5462164573255
"24130",999999999,2014-03-23,3,23,2014,0,0,6,0,-12.0586205015425
"28138",999999999,2014-03-23,3,23,2014,0,0,7,1,74.0199587875977
"32146",999999999,2014-03-23,3,23,2014,0,0,8,1,72.5075547433808
"36154",999999999,2014-03-23,3,23,2014,0,0,9,1,70.9951506991638
"40162",999999999,2014-03-23,3,23,2014,0,0,10,1,69.4827466549468
"44170",999999999,2014-03-23,3,23,2014,0,0,11,1,67.9703426107299
"48178",999999999,2014-03-23,3,23,2014,0,0,12,1,66.4579385665129
"52186",999999999,2014-03-23,3,23,2014,0,0,13,1,64.9455345222959
"56194",999999999,2014-03-23,3,23,2014,0,0,14,1,63.433130478079
"60202",999999999,2014-03-23,3,23,2014,0,0,15,1,61.920726433862
"64210",999999999,2014-03-23,3,23,2014,0,0,16,1,60.408322389645
"68218",999999999,2014-03-23,3,23,2014,0,0,17,1,58.8959183454281
"72226",999999999,2014-03-23,3,23,2014,0,0,18,1,57.3835143012111
"76234",999999999,2014-03-23,3,23,2014,0,0,19,1,55.8711102569941
"80242",999999999,2014-03-23,3,23,2014,0,0,20,0,-33.23227712058
"84250",999999999,2014-03-23,3,23,2014,0,0,21,0,-34.7446811647969
"88258",999999999,2014-03-23,3,23,2014,0,0,22,0,-36.2570852090139
"92266",999999999,2014-03-23,3,23,2014,0,0,23,0,-37.7694892532309
"83",999999999,2014-03-24,3,24,2014,1,1,0,0,64.5732919355505
"4091",999999999,2014-03-24,3,24,2014,1,1,1,0,63.0608878913336
"8099",999999999,2014-03-24,3,24,2014,1,1,2,0,61.5484838471166
"12107",999999999,2014-03-24,3,24,2014,1,1,3,0,60.0360798028996
"16115",999999999,2014-03-24,3,24,2014,1,1,4,0,58.5236757586827
"20123",999999999,2014-03-24,3,24,2014,1,1,5,0,57.0112717144657
"68219",999999999,2014-03-24,3,24,2014,1,1,17,1,126.453406517219
"72227",999999999,2014-03-24,3,24,2014,1,1,18,1,124.941002473002
"76235",999999999,2014-03-24,3,24,2014,1,1,19,1,123.428598428785
"80243",999999999,2014-03-24,3,24,2014,1,1,20,0,34.3252110512112
"84251",999999999,2014-03-24,3,24,2014,1,1,21,0,32.8128070069943
"88259",999999999,2014-03-24,3,24,2014,1,1,22,0,31.3004029627773
"92267",999999999,2014-03-24,3,24,2014,1,1,23,0,29.7879989185603
"84",999999999,2014-03-25,3,25,2014,2,1,0,0,64.1485417711083
"4092",999999999,2014-03-25,3,25,2014,2,1,1,0,62.6361377268913
"8100",999999999,2014-03-25,3,25,2014,2,1,2,0,61.1237336826744
"12108",999999999,2014-03-25,3,25,2014,2,1,3,0,59.6113296384574
"16116",999999999,2014-03-25,3,25,2014,2,1,4,0,58.0989255942404
"20124",999999999,2014-03-25,3,25,2014,2,1,5,0,56.5865215500235
"68220",999999999,2014-03-25,3,25,2014,2,1,17,1,126.028656352777
"72228",999999999,2014-03-25,3,25,2014,2,1,18,1,124.51625230856
"76236",999999999,2014-03-25,3,25,2014,2,1,19,1,123.003848264343
"80244",999999999,2014-03-25,3,25,2014,2,1,20,0,33.900460886769
"84252",999999999,2014-03-25,3,25,2014,2,1,21,0,32.388056842552
"88260",999999999,2014-03-25,3,25,2014,2,1,22,0,30.8756527983351
"92268",999999999,2014-03-25,3,25,2014,2,1,23,0,29.3632487541181
"85",999999999,2014-03-26,3,26,2014,3,1,0,0,63.7237916066661
"4093",999999999,2014-03-26,3,26,2014,3,1,1,0,62.2113875624491
"8101",999999999,2014-03-26,3,26,2014,3,1,2,0,60.6989835182321
"12109",999999999,2014-03-26,3,26,2014,3,1,3,0,59.1865794740152
"16117",999999999,2014-03-26,3,26,2014,3,1,4,0,57.6741754297982
"20125",999999999,2014-03-26,3,26,2014,3,1,5,0,56.1617713855812
"68221",999999999,2014-03-26,3,26,2014,3,1,17,1,125.603906188335
"72229",999999999,2014-03-26,3,26,2014,3,1,18,1,124.091502144118
"76237",999999999,2014-03-26,3,26,2014,3,1,19,1,122.579098099901
"80245",999999999,2014-03-26,3,26,2014,3,1,20,0,33.4757107223268
"84253",999999999,2014-03-26,3,26,2014,3,1,21,0,31.9633066781098
"88261",999999999,2014-03-26,3,26,2014,3,1,22,0,30.4509026338928
"92269",999999999,2014-03-26,3,26,2014,3,1,23,0,28.9384985896759
"86",999999999,2014-03-27,3,27,2014,4,1,0,0,63.2990414422238
"4094",999999999,2014-03-27,3,27,2014,4,1,1,0,61.7866373980069
"8102",999999999,2014-03-27,3,27,2014,4,1,2,0,60.2742333537899
"12110",999999999,2014-03-27,3,27,2014,4,1,3,0,58.7618293095729
"16118",999999999,2014-03-27,3,27,2014,4,1,4,0,57.249425265356
"20126",999999999,2014-03-27,3,27,2014,4,1,5,0,55.737021221139
"68222",999999999,2014-03-27,3,27,2014,4,1,17,1,125.179156023893
"72230",999999999,2014-03-27,3,27,2014,4,1,18,1,123.666751979676
"76238",999999999,2014-03-27,3,27,2014,4,1,19,1,122.154347935459
"80246",999999999,2014-03-27,3,27,2014,4,1,20,0,33.0509605578845
"84254",999999999,2014-03-27,3,27,2014,4,1,21,0,31.5385565136676
"88262",999999999,2014-03-27,3,27,2014,4,1,22,0,30.0261524694506
"92270",999999999,2014-03-27,3,27,2014,4,1,23,0,28.5137484252336
"87",999999999,2014-03-28,3,28,2014,5,1,0,0,62.8742912777816
"4095",999999999,2014-03-28,3,28,2014,5,1,1,0,61.3618872335646
"8103",999999999,2014-03-28,3,28,2014,5,1,2,0,59.8494831893477
"12111",999999999,2014-03-28,3,28,2014,5,1,3,0,58.3370791451307
"16119",999999999,2014-03-28,3,28,2014,5,1,4,0,56.8246751009137
"20127",999999999,2014-03-28,3,28,2014,5,1,5,0,55.3122710566968
"68223",999999999,2014-03-28,3,28,2014,5,1,17,1,124.75440585945
"72231",999999999,2014-03-28,3,28,2014,5,1,18,1,123.242001815233
"76239",999999999,2014-03-28,3,28,2014,5,1,19,1,121.729597771016
"80247",999999999,2014-03-28,3,28,2014,5,1,20,0,32.6262103934423
"84255",999999999,2014-03-28,3,28,2014,5,1,21,0,31.1138063492253
"88263",999999999,2014-03-28,3,28,2014,5,1,22,0,29.6014023050084
"92271",999999999,2014-03-28,3,28,2014,5,1,23,0,28.0889982607914
"88",999999999,2014-03-29,3,29,2014,6,0,0,0,-5.53269722283585
"4096",999999999,2014-03-29,3,29,2014,6,0,1,0,-7.04510126705281
"8104",999999999,2014-03-29,3,29,2014,6,0,2,0,-8.55750531126978
"12112",999999999,2014-03-29,3,29,2014,6,0,3,0,-10.0699093554867
"16120",999999999,2014-03-29,3,29,2014,6,0,4,0,-11.5823133997037
"20128",999999999,2014-03-29,3,29,2014,6,0,5,0,-13.0947174439207
"24136",999999999,2014-03-29,3,29,2014,6,0,6,0,-14.6071214881376
"28144",999999999,2014-03-29,3,29,2014,6,0,7,1,71.4714578010025
"32152",999999999,2014-03-29,3,29,2014,6,0,8,1,69.9590537567856
"36160",999999999,2014-03-29,3,29,2014,6,0,9,1,68.4466497125686
"40168",999999999,2014-03-29,3,29,2014,6,0,10,1,66.9342456683517
"44176",999999999,2014-03-29,3,29,2014,6,0,11,1,65.4218416241347
"48184",999999999,2014-03-29,3,29,2014,6,0,12,1,63.9094375799177
"52192",999999999,2014-03-29,3,29,2014,6,0,13,1,62.3970335357008
"56200",999999999,2014-03-29,3,29,2014,6,0,14,1,60.8846294914838
"60208",999999999,2014-03-29,3,29,2014,6,0,15,1,59.3722254472668
"64216",999999999,2014-03-29,3,29,2014,6,0,16,1,57.8598214030499
"68224",999999999,2014-03-29,3,29,2014,6,0,17,1,56.3474173588329
"72232",999999999,2014-03-29,3,29,2014,6,0,18,1,54.8350133146159
"76240",999999999,2014-03-29,3,29,2014,6,0,19,1,53.322609270399
"80248",999999999,2014-03-29,3,29,2014,6,0,20,0,-35.7807781071751
"84256",999999999,2014-03-29,3,29,2014,6,0,21,0,-37.2931821513921
"88264",999999999,2014-03-29,3,29,2014,6,0,22,0,-38.8055861956091
"92272",999999999,2014-03-29,3,29,2014,6,0,23,0,-40.317990239826
"62",999999999,2014-03-03,3,3,2014,1,1,0,0,73.4930453887209
"4070",999999999,2014-03-03,3,3,2014,1,1,1,0,71.980641344504
"8078",999999999,2014-03-03,3,3,2014,1,1,2,0,70.468237300287
"12086",999999999,2014-03-03,3,3,2014,1,1,3,0,68.95583325607
"16094",999999999,2014-03-03,3,3,2014,1,1,4,0,67.4434292118531
"20102",999999999,2014-03-03,3,3,2014,1,1,5,0,65.9310251676361
"68198",999999999,2014-03-03,3,3,2014,1,1,17,1,135.37315997039
"76214",999999999,2014-03-03,3,3,2014,1,1,19,1,132.348351881956
"80222",999999999,2014-03-03,3,3,2014,1,1,20,0,43.2449645043816
"84230",999999999,2014-03-03,3,3,2014,1,1,21,0,41.7325604601647
"88238",999999999,2014-03-03,3,3,2014,1,1,22,0,40.2201564159477
"92246",999999999,2014-03-03,3,3,2014,1,1,23,0,38.7077523717307
"89",999999999,2014-03-30,3,30,2014,0,0,0,0,-5.95744738721987
"4097",999999999,2014-03-30,3,30,2014,0,0,1,0,-7.46985143143684
"8105",999999999,2014-03-30,3,30,2014,0,0,2,0,-8.9822554756538
"12113",999999999,2014-03-30,3,30,2014,0,0,3,0,-10.4946595198708
"16121",999999999,2014-03-30,3,30,2014,0,0,4,0,-12.0070635640877
"20129",999999999,2014-03-30,3,30,2014,0,0,5,0,-13.5194676083047
"24137",999999999,2014-03-30,3,30,2014,0,0,6,0,-15.0318716525217
"28145",999999999,2014-03-30,3,30,2014,0,0,7,1,71.0467076366185
"32153",999999999,2014-03-30,3,30,2014,0,0,8,1,69.5343035924016
"36161",999999999,2014-03-30,3,30,2014,0,0,9,1,68.0218995481846
"40169",999999999,2014-03-30,3,30,2014,0,0,10,1,66.5094955039676
"44177",999999999,2014-03-30,3,30,2014,0,0,11,1,64.9970914597507
"48185",999999999,2014-03-30,3,30,2014,0,0,12,1,63.4846874155337
"52193",999999999,2014-03-30,3,30,2014,0,0,13,1,61.9722833713167
"56201",999999999,2014-03-30,3,30,2014,0,0,14,1,60.4598793270998
"60209",999999999,2014-03-30,3,30,2014,0,0,15,1,58.9474752828828
"64217",999999999,2014-03-30,3,30,2014,0,0,16,1,57.4350712386658
"68225",999999999,2014-03-30,3,30,2014,0,0,17,1,55.9226671944489
"72233",999999999,2014-03-30,3,30,2014,0,0,18,1,54.4102631502319
"76241",999999999,2014-03-30,3,30,2014,0,0,19,1,52.8978591060149
"80249",999999999,2014-03-30,3,30,2014,0,0,20,0,-36.2055282715592
"84257",999999999,2014-03-30,3,30,2014,0,0,21,0,-37.7179323157761
"88265",999999999,2014-03-30,3,30,2014,0,0,22,0,-39.2303363599931
"92273",999999999,2014-03-30,3,30,2014,0,0,23,0,-40.7427404042101
"90",999999999,2014-03-31,3,31,2014,1,1,0,0,61.6000407844549
"4098",999999999,2014-03-31,3,31,2014,1,1,1,0,60.0876367402379
"8106",999999999,2014-03-31,3,31,2014,1,1,2,0,58.575232696021
"12114",999999999,2014-03-31,3,31,2014,1,1,3,0,57.062828651804
"16122",999999999,2014-03-31,3,31,2014,1,1,4,0,55.550424607587
"20130",999999999,2014-03-31,3,31,2014,1,1,5,0,54.0380205633701
"72234",999999999,2014-03-31,3,31,2014,1,1,18,1,121.967751321907
"76242",999999999,2014-03-31,3,31,2014,1,1,19,1,120.45534727769
"80250",999999999,2014-03-31,3,31,2014,1,1,20,0,31.3519599001156
"84258",999999999,2014-03-31,3,31,2014,1,1,21,0,29.8395558558987
"88266",999999999,2014-03-31,3,31,2014,1,1,22,0,28.3271518116817
"92274",999999999,2014-03-31,3,31,2014,1,1,23,0,26.8147477674647
"63",999999999,2014-03-04,3,4,2014,2,1,0,0,73.0682952242787
"4071",999999999,2014-03-04,3,4,2014,2,1,1,0,71.5558911800617
"8079",999999999,2014-03-04,3,4,2014,2,1,2,0,70.0434871358448
"12087",999999999,2014-03-04,3,4,2014,2,1,3,0,68.5310830916278
"16095",999999999,2014-03-04,3,4,2014,2,1,4,0,67.0186790474108
"20103",999999999,2014-03-04,3,4,2014,2,1,5,0,65.5062750031939
"76215",999999999,2014-03-04,3,4,2014,2,1,19,1,131.923601717514
"80223",999999999,2014-03-04,3,4,2014,2,1,20,0,42.8202143399394
"84231",999999999,2014-03-04,3,4,2014,2,1,21,0,41.3078102957224
"88239",999999999,2014-03-04,3,4,2014,2,1,22,0,39.7954062515055
"92247",999999999,2014-03-04,3,4,2014,2,1,23,0,38.2830022072885
"64",999999999,2014-03-05,3,5,2014,3,1,0,0,72.6435450598365
"4072",999999999,2014-03-05,3,5,2014,3,1,1,0,71.1311410156195
"8080",999999999,2014-03-05,3,5,2014,3,1,2,0,69.6187369714025
"12088",999999999,2014-03-05,3,5,2014,3,1,3,0,68.1063329271856
"16096",999999999,2014-03-05,3,5,2014,3,1,4,0,66.5939288829686
"20104",999999999,2014-03-05,3,5,2014,3,1,5,0,65.0815248387516
"76216",999999999,2014-03-05,3,5,2014,3,1,19,1,131.498851553071
"84232",999999999,2014-03-05,3,5,2014,3,1,21,0,40.8830601312802
"88240",999999999,2014-03-05,3,5,2014,3,1,22,0,39.3706560870633
"92248",999999999,2014-03-05,3,5,2014,3,1,23,0,37.8582520428463
"65",999999999,2014-03-06,3,6,2014,4,1,0,0,72.2187948954524
"4073",999999999,2014-03-06,3,6,2014,4,1,1,0,70.7063908512355
"8081",999999999,2014-03-06,3,6,2014,4,1,2,0,69.1939868070185
"12089",999999999,2014-03-06,3,6,2014,4,1,3,0,67.6815827628016
"16097",999999999,2014-03-06,3,6,2014,4,1,4,0,66.1691787185846
"20105",999999999,2014-03-06,3,6,2014,4,1,5,0,64.6567746743676
"76217",999999999,2014-03-06,3,6,2014,4,1,19,1,131.074101388687
"80225",999999999,2014-03-06,3,6,2014,4,1,20,0,41.9707140111132
"84233",999999999,2014-03-06,3,6,2014,4,1,21,0,40.4583099668962
"88241",999999999,2014-03-06,3,6,2014,4,1,22,0,38.9459059226792
"92249",999999999,2014-03-06,3,6,2014,4,1,23,0,37.4335018784623
"66",999999999,2014-03-07,3,7,2014,5,1,0,0,71.794044730952
"4074",999999999,2014-03-07,3,7,2014,5,1,1,0,70.281640686735
"8082",999999999,2014-03-07,3,7,2014,5,1,2,0,68.7692366425181
"12090",999999999,2014-03-07,3,7,2014,5,1,3,0,67.2568325983011
"16098",999999999,2014-03-07,3,7,2014,5,1,4,0,65.7444285540842
"20106",999999999,2014-03-07,3,7,2014,5,1,5,0,64.2320245098672
"72210",999999999,2014-03-07,3,7,2014,5,1,18,1,132.161755268404
"76218",999999999,2014-03-07,3,7,2014,5,1,19,1,130.649351224187
"80226",999999999,2014-03-07,3,7,2014,5,1,20,0,41.5459638466127
"84234",999999999,2014-03-07,3,7,2014,5,1,21,0,40.0335598023958
"88242",999999999,2014-03-07,3,7,2014,5,1,22,0,38.5211557581788
"92250",999999999,2014-03-07,3,7,2014,5,1,23,0,37.0087517139618
"67",999999999,2014-03-08,3,8,2014,6,0,0,0,3.38705623033457
"4075",999999999,2014-03-08,3,8,2014,6,0,1,0,1.8746521861176
"8083",999999999,2014-03-08,3,8,2014,6,0,2,0,0.362248141900636
"12091",999999999,2014-03-08,3,8,2014,6,0,3,0,-1.15015590231633
"16099",999999999,2014-03-08,3,8,2014,6,0,4,0,-2.66255994653329
"20107",999999999,2014-03-08,3,8,2014,6,0,5,0,-4.17496399075026
"24115",999999999,2014-03-08,3,8,2014,6,0,6,0,-5.68736803496722
"28123",999999999,2014-03-08,3,8,2014,6,0,7,1,80.391211254173
"32131",999999999,2014-03-08,3,8,2014,6,0,8,1,78.878807209956
"36139",999999999,2014-03-08,3,8,2014,6,0,9,1,77.366403165739
"40147",999999999,2014-03-08,3,8,2014,6,0,10,1,75.8539991215221
"44155",999999999,2014-03-08,3,8,2014,6,0,11,1,74.3415950773051
"48163",999999999,2014-03-08,3,8,2014,6,0,12,1,72.8291910330881
"52171",999999999,2014-03-08,3,8,2014,6,0,13,1,71.3167869888712
"56179",999999999,2014-03-08,3,8,2014,6,0,14,1,69.8043829446542
"60187",999999999,2014-03-08,3,8,2014,6,0,15,1,68.2919789004372
"64195",999999999,2014-03-08,3,8,2014,6,0,16,1,66.7795748562203
"68203",999999999,2014-03-08,3,8,2014,6,0,17,1,65.2671708120033
"72211",999999999,2014-03-08,3,8,2014,6,0,18,1,63.7547667677864
"76219",999999999,2014-03-08,3,8,2014,6,0,19,1,62.2423627235694
"80227",999999999,2014-03-08,3,8,2014,6,0,20,0,-26.8610246540047
"84235",999999999,2014-03-08,3,8,2014,6,0,21,0,-28.3734286982217
"88243",999999999,2014-03-08,3,8,2014,6,0,22,0,-29.8858327424387
"92251",999999999,2014-03-08,3,8,2014,6,0,23,0,-31.3982367866556
"68",999999999,2014-03-09,3,9,2014,0,0,0,0,2.96230606595054
"4076",999999999,2014-03-09,3,9,2014,0,0,1,0,1.44990202173358
"8084",999999999,2014-03-09,3,9,2014,0,0,2,0,-0.0625020224833861
"12092",999999999,2014-03-09,3,9,2014,0,0,3,0,-1.57490606670035
"16100",999999999,2014-03-09,3,9,2014,0,0,4,0,-3.08731011091731
"20108",999999999,2014-03-09,3,9,2014,0,0,5,0,-4.59971415513428
"24116",999999999,2014-03-09,3,9,2014,0,0,6,0,-6.11211819935124
"28124",999999999,2014-03-09,3,9,2014,0,0,7,1,79.9664610897889
"32132",999999999,2014-03-09,3,9,2014,0,0,8,1,78.454057045572
"36140",999999999,2014-03-09,3,9,2014,0,0,9,1,76.941653001355
"40148",999999999,2014-03-09,3,9,2014,0,0,10,1,75.429248957138
"44156",999999999,2014-03-09,3,9,2014,0,0,11,1,73.9168449129211
"48164",999999999,2014-03-09,3,9,2014,0,0,12,1,72.4044408687041
"52172",999999999,2014-03-09,3,9,2014,0,0,13,1,70.8920368244871
"56180",999999999,2014-03-09,3,9,2014,0,0,14,1,69.3796327802702
"60188",999999999,2014-03-09,3,9,2014,0,0,15,1,67.8672287360532
"64196",999999999,2014-03-09,3,9,2014,0,0,16,1,66.3548246918363
"68204",999999999,2014-03-09,3,9,2014,0,0,17,1,64.8424206476193
"72212",999999999,2014-03-09,3,9,2014,0,0,18,1,63.3300166034023
"76220",999999999,2014-03-09,3,9,2014,0,0,19,1,61.8176125591854
"80228",999999999,2014-03-09,3,9,2014,0,0,20,0,-27.2857748183887
"84236",999999999,2014-03-09,3,9,2014,0,0,21,0,-28.7981788626057
"88244",999999999,2014-03-09,3,9,2014,0,0,22,0,-30.3105829068227
"92252",999999999,2014-03-09,3,9,2014,0,0,23,0,-31.8229869510396
"91",999999999,2014-04-01,4,1,2014,2,1,0,0,75.9040579890134
"4099",999999999,2014-04-01,4,1,2014,2,1,1,0,74.3916539447964
"8107",999999999,2014-04-01,4,1,2014,2,1,2,0,72.8792499005795
"12115",999999999,2014-04-01,4,1,2014,2,1,3,0,71.3668458563625
"16123",999999999,2014-04-01,4,1,2014,2,1,4,0,69.8544418121455
"20131",999999999,2014-04-01,4,1,2014,2,1,5,0,68.3420377679286
"76243",999999999,2014-04-01,4,1,2014,2,1,19,1,134.759364482248
"80251",999999999,2014-04-01,4,1,2014,2,1,20,0,45.6559771046741
"84259",999999999,2014-04-01,4,1,2014,2,1,21,0,44.1435730604571
"88267",999999999,2014-04-01,4,1,2014,2,1,22,0,42.6311690162402
"92275",999999999,2014-04-01,4,1,2014,2,1,23,0,41.1187649720232
"100",999999999,2014-04-10,4,10,2014,4,1,0,0,72.0813065090915
"4108",999999999,2014-04-10,4,10,2014,4,1,1,0,70.5689024648746
"8116",999999999,2014-04-10,4,10,2014,4,1,2,0,69.0564984206576
"12124",999999999,2014-04-10,4,10,2014,4,1,3,0,67.5440943764406
"16132",999999999,2014-04-10,4,10,2014,4,1,4,0,66.0316903322237
"20140",999999999,2014-04-10,4,10,2014,4,1,5,0,64.5192862880067
"24148",999999999,2014-04-10,4,10,2014,4,1,6,0,63.0068822437897
"64228",999999999,2014-04-10,4,10,2014,4,1,16,1,135.473825134977
"68236",999999999,2014-04-10,4,10,2014,4,1,17,1,133.96142109076
"72244",999999999,2014-04-10,4,10,2014,4,1,18,1,132.449017046543
"76252",999999999,2014-04-10,4,10,2014,4,1,19,1,130.936613002326
"80260",999999999,2014-04-10,4,10,2014,4,1,20,0,41.8332256247522
"84268",999999999,2014-04-10,4,10,2014,4,1,21,0,40.3208215805353
"88276",999999999,2014-04-10,4,10,2014,4,1,22,0,38.8084175363183
"92284",999999999,2014-04-10,4,10,2014,4,1,23,0,37.2960134921013
"101",999999999,2014-04-11,4,11,2014,5,1,0,0,71.6565563445911
"4109",999999999,2014-04-11,4,11,2014,5,1,1,0,70.1441523003741
"8117",999999999,2014-04-11,4,11,2014,5,1,2,0,68.6317482561572
"12125",999999999,2014-04-11,4,11,2014,5,1,3,0,67.1193442119402
"16133",999999999,2014-04-11,4,11,2014,5,1,4,0,65.6069401677232
"20141",999999999,2014-04-11,4,11,2014,5,1,5,0,64.0945361235063
"24149",999999999,2014-04-11,4,11,2014,5,1,6,0,62.5821320792893
"64229",999999999,2014-04-11,4,11,2014,5,1,16,1,135.049074970477
"68237",999999999,2014-04-11,4,11,2014,5,1,17,1,133.53667092626
"72245",999999999,2014-04-11,4,11,2014,5,1,18,1,132.024266882043
"76253",999999999,2014-04-11,4,11,2014,5,1,19,1,130.511862837826
"80261",999999999,2014-04-11,4,11,2014,5,1,20,0,41.4084754602518
"84269",999999999,2014-04-11,4,11,2014,5,1,21,0,39.8960714160348
"88277",999999999,2014-04-11,4,11,2014,5,1,22,0,38.3836673718179
"92285",999999999,2014-04-11,4,11,2014,5,1,23,0,36.8712633276009
"102",999999999,2014-04-12,4,12,2014,6,0,0,0,3.24956784403184
"4110",999999999,2014-04-12,4,12,2014,6,0,1,0,1.73716379981488
"8118",999999999,2014-04-12,4,12,2014,6,0,2,0,0.224759755597916
"12126",999999999,2014-04-12,4,12,2014,6,0,3,0,-1.28764428861905
"16134",999999999,2014-04-12,4,12,2014,6,0,4,0,-2.80004833283601
"20142",999999999,2014-04-12,4,12,2014,6,0,5,0,-4.31245237705298
"24150",999999999,2014-04-12,4,12,2014,6,0,6,0,-5.82485642126994
"28158",999999999,2014-04-12,4,12,2014,6,0,7,1,80.2537228678702
"32166",999999999,2014-04-12,4,12,2014,6,0,8,1,78.7413188236533
"36174",999999999,2014-04-12,4,12,2014,6,0,9,1,77.2289147794363
"40182",999999999,2014-04-12,4,12,2014,6,0,10,1,75.7165107352193
"44190",999999999,2014-04-12,4,12,2014,6,0,11,1,74.2041066910024
"48198",999999999,2014-04-12,4,12,2014,6,0,12,1,72.6917026467854
"52206",999999999,2014-04-12,4,12,2014,6,0,13,1,71.1792986025685
"56214",999999999,2014-04-12,4,12,2014,6,0,14,1,69.6668945583515
"60222",999999999,2014-04-12,4,12,2014,6,0,15,1,68.1544905141345
"64230",999999999,2014-04-12,4,12,2014,6,0,16,1,66.6420864699176
"68238",999999999,2014-04-12,4,12,2014,6,0,17,1,65.1296824257006
"72246",999999999,2014-04-12,4,12,2014,6,0,18,1,63.6172783814836
"76254",999999999,2014-04-12,4,12,2014,6,0,19,1,62.1048743372667
"80262",999999999,2014-04-12,4,12,2014,6,0,20,0,-26.9985130403074
"84270",999999999,2014-04-12,4,12,2014,6,0,21,0,-28.5109170845244
"88278",999999999,2014-04-12,4,12,2014,6,0,22,0,-30.0233211287414
"92286",999999999,2014-04-12,4,12,2014,6,0,23,0,-31.5357251729583
