"","Account","Date","month","day","year","Day of Week","Weekday","kWh","hour","Peakhour"
"12073",999999999,2014-02-18,2,18,2014,2,1,0,3,0
"16081",999999999,2014-02-18,2,18,2014,2,1,0,4,0
"20089",999999999,2014-02-18,2,18,2014,2,1,0,5,0
"64177",999999999,2014-02-18,2,18,2014,2,1,0,16,1
"72193",999999999,2014-02-18,2,18,2014,2,1,0,18,1
"84217",999999999,2014-02-18,2,18,2014,2,1,0,21,0
"88225",999999999,2014-02-18,2,18,2014,2,1,0,22,0
"92233",999999999,2014-02-18,2,18,2014,2,1,0,23,0
"50",999999999,2014-02-19,2,19,2014,3,1,0,0,0
"4058",999999999,2014-02-19,2,19,2014,3,1,0,1,0
"8066",999999999,2014-02-19,2,19,2014,3,1,0,2,0
"12074",999999999,2014-02-19,2,19,2014,3,1,0,3,0
"16082",999999999,2014-02-19,2,19,2014,3,1,0,4,0
"20090",999999999,2014-02-19,2,19,2014,3,1,0,5,0
"88226",999999999,2014-02-19,2,19,2014,3,1,0,22,0
"92234",999999999,2014-02-19,2,19,2014,3,1,0,23,0
"33",999999999,2014-02-02,2,2,2014,0,0,0,0,0
"4041",999999999,2014-02-02,2,2,2014,0,0,0,1,0
"8049",999999999,2014-02-02,2,2,2014,0,0,0,2,0
"12057",999999999,2014-02-02,2,2,2014,0,0,0,3,0
"16065",999999999,2014-02-02,2,2,2014,0,0,0,4,0
"20073",999999999,2014-02-02,2,2,2014,0,0,0,5,0
"24081",999999999,2014-02-02,2,2,2014,0,0,0,6,0
"28089",999999999,2014-02-02,2,2,2014,0,0,0,7,1
"32097",999999999,2014-02-02,2,2,2014,0,0,0,8,1
"36105",999999999,2014-02-02,2,2,2014,0,0,0,9,1
"40113",999999999,2014-02-02,2,2,2014,0,0,0,10,1
"44121",999999999,2014-02-02,2,2,2014,0,0,0,11,1
"48129",999999999,2014-02-02,2,2,2014,0,0,0,12,1
"52137",999999999,2014-02-02,2,2,2014,0,0,0,13,1
"56145",999999999,2014-02-02,2,2,2014,0,0,0,14,1
"60153",999999999,2014-02-02,2,2,2014,0,0,0,15,1
"64161",999999999,2014-02-02,2,2,2014,0,0,0,16,1
"68169",999999999,2014-02-02,2,2,2014,0,0,0,17,1
"72177",999999999,2014-02-02,2,2,2014,0,0,0,18,1
"76185",999999999,2014-02-02,2,2,2014,0,0,0,19,1
"80193",999999999,2014-02-02,2,2,2014,0,0,0,20,0
"84201",999999999,2014-02-02,2,2,2014,0,0,0,21,0
"88209",999999999,2014-02-02,2,2,2014,0,0,0,22,0
"92217",999999999,2014-02-02,2,2,2014,0,0,0,23,0
"51",999999999,2014-02-20,2,20,2014,4,1,0,0,0
"4059",999999999,2014-02-20,2,20,2014,4,1,0,1,0
"8067",999999999,2014-02-20,2,20,2014,4,1,0,2,0
"12075",999999999,2014-02-20,2,20,2014,4,1,0,3,0
"16083",999999999,2014-02-20,2,20,2014,4,1,0,4,0
"20091",999999999,2014-02-20,2,20,2014,4,1,0,5,0
"68187",999999999,2014-02-20,2,20,2014,4,1,0,17,1
"72195",999999999,2014-02-20,2,20,2014,4,1,0,18,1
"76203",999999999,2014-02-20,2,20,2014,4,1,0,19,1
"88227",999999999,2014-02-20,2,20,2014,4,1,0,22,0
"92235",999999999,2014-02-20,2,20,2014,4,1,0,23,0
"52",999999999,2014-02-21,2,21,2014,5,1,0,0,0
"4060",999999999,2014-02-21,2,21,2014,5,1,0,1,0
"8068",999999999,2014-02-21,2,21,2014,5,1,0,2,0
"12076",999999999,2014-02-21,2,21,2014,5,1,0,3,0
"16084",999999999,2014-02-21,2,21,2014,5,1,0,4,0
"20092",999999999,2014-02-21,2,21,2014,5,1,0,5,0
"92236",999999999,2014-02-21,2,21,2014,5,1,0,23,0
"53",999999999,2014-02-22,2,22,2014,6,0,0,0,0
"4061",999999999,2014-02-22,2,22,2014,6,0,0,1,0
"8069",999999999,2014-02-22,2,22,2014,6,0,0,2,0
"12077",999999999,2014-02-22,2,22,2014,6,0,0,3,0
"16085",999999999,2014-02-22,2,22,2014,6,0,0,4,0
"20093",999999999,2014-02-22,2,22,2014,6,0,0,5,0
"24101",999999999,2014-02-22,2,22,2014,6,0,0,6,0
"28109",999999999,2014-02-22,2,22,2014,6,0,0,7,1
"32117",999999999,2014-02-22,2,22,2014,6,0,0,8,1
"36125",999999999,2014-02-22,2,22,2014,6,0,0,9,1
"40133",999999999,2014-02-22,2,22,2014,6,0,0,10,1
"44141",999999999,2014-02-22,2,22,2014,6,0,0,11,1
"48149",999999999,2014-02-22,2,22,2014,6,0,0,12,1
"52157",999999999,2014-02-22,2,22,2014,6,0,0,13,1
"56165",999999999,2014-02-22,2,22,2014,6,0,0,14,1
"60173",999999999,2014-02-22,2,22,2014,6,0,0,15,1
"64181",999999999,2014-02-22,2,22,2014,6,0,0,16,1
"68189",999999999,2014-02-22,2,22,2014,6,0,0,17,1
"72197",999999999,2014-02-22,2,22,2014,6,0,0,18,1
"76205",999999999,2014-02-22,2,22,2014,6,0,0,19,1
"80213",999999999,2014-02-22,2,22,2014,6,0,0,20,0
"84221",999999999,2014-02-22,2,22,2014,6,0,0,21,0
"88229",999999999,2014-02-22,2,22,2014,6,0,0,22,0
"92237",999999999,2014-02-22,2,22,2014,6,0,0,23,0
"54",999999999,2014-02-23,2,23,2014,0,0,0,0,0
"4062",999999999,2014-02-23,2,23,2014,0,0,0,1,0
"8070",999999999,2014-02-23,2,23,2014,0,0,0,2,0
"12078",999999999,2014-02-23,2,23,2014,0,0,0,3,0
"16086",999999999,2014-02-23,2,23,2014,0,0,0,4,0
"20094",999999999,2014-02-23,2,23,2014,0,0,0,5,0
"24102",999999999,2014-02-23,2,23,2014,0,0,0,6,0
"28110",999999999,2014-02-23,2,23,2014,0,0,0,7,1
"32118",999999999,2014-02-23,2,23,2014,0,0,0,8,1
"36126",999999999,2014-02-23,2,23,2014,0,0,0,9,1
"40134",999999999,2014-02-23,2,23,2014,0,0,0,10,1
"44142",999999999,2014-02-23,2,23,2014,0,0,0,11,1
"48150",999999999,2014-02-23,2,23,2014,0,0,0,12,1
"52158",999999999,2014-02-23,2,23,2014,0,0,0,13,1
"56166",999999999,2014-02-23,2,23,2014,0,0,0,14,1
"60174",999999999,2014-02-23,2,23,2014,0,0,0,15,1
"64182",999999999,2014-02-23,2,23,2014,0,0,0,16,1
"68190",999999999,2014-02-23,2,23,2014,0,0,0,17,1
"72198",999999999,2014-02-23,2,23,2014,0,0,0,18,1
"76206",999999999,2014-02-23,2,23,2014,0,0,0,19,1
"80214",999999999,2014-02-23,2,23,2014,0,0,0,20,0
"84222",999999999,2014-02-23,2,23,2014,0,0,0,21,0
"88230",999999999,2014-02-23,2,23,2014,0,0,0,22,0
"92238",999999999,2014-02-23,2,23,2014,0,0,0,23,0
"55",999999999,2014-02-24,2,24,2014,1,1,0,0,0
"4063",999999999,2014-02-24,2,24,2014,1,1,0,1,0
"8071",999999999,2014-02-24,2,24,2014,1,1,0,2,0
"12079",999999999,2014-02-24,2,24,2014,1,1,0,3,0
"16087",999999999,2014-02-24,2,24,2014,1,1,0,4,0
"20095",999999999,2014-02-24,2,24,2014,1,1,0,5,0
"80215",999999999,2014-02-24,2,24,2014,1,1,0,20,0
"84223",999999999,2014-02-24,2,24,2014,1,1,0,21,0
"88231",999999999,2014-02-24,2,24,2014,1,1,0,22,0
"92239",999999999,2014-02-24,2,24,2014,1,1,0,23,0
"56",999999999,2014-02-25,2,25,2014,2,1,0,0,0
"4064",999999999,2014-02-25,2,25,2014,2,1,0,1,0
"8072",999999999,2014-02-25,2,25,2014,2,1,0,2,0
"12080",999999999,2014-02-25,2,25,2014,2,1,0,3,0
"16088",999999999,2014-02-25,2,25,2014,2,1,0,4,0
"20096",999999999,2014-02-25,2,25,2014,2,1,0,5,0
"84224",999999999,2014-02-25,2,25,2014,2,1,0,21,0
"88232",999999999,2014-02-25,2,25,2014,2,1,0,22,0
"92240",999999999,2014-02-25,2,25,2014,2,1,0,23,0
"57",999999999,2014-02-26,2,26,2014,3,1,0,0,0
"4065",999999999,2014-02-26,2,26,2014,3,1,0,1,0
"8073",999999999,2014-02-26,2,26,2014,3,1,0,2,0
"12081",999999999,2014-02-26,2,26,2014,3,1,0,3,0
"16089",999999999,2014-02-26,2,26,2014,3,1,0,4,0
"20097",999999999,2014-02-26,2,26,2014,3,1,0,5,0
"76209",999999999,2014-02-26,2,26,2014,3,1,0,19,1
"80217",999999999,2014-02-26,2,26,2014,3,1,0,20,0
"84225",999999999,2014-02-26,2,26,2014,3,1,0,21,0
"88233",999999999,2014-02-26,2,26,2014,3,1,0,22,0
"92241",999999999,2014-02-26,2,26,2014,3,1,0,23,0
"58",999999999,2014-02-27,2,27,2014,4,1,0,0,0
"4066",999999999,2014-02-27,2,27,2014,4,1,0,1,0
"8074",999999999,2014-02-27,2,27,2014,4,1,0,2,0
"12082",999999999,2014-02-27,2,27,2014,4,1,0,3,0
"16090",999999999,2014-02-27,2,27,2014,4,1,0,4,0
"20098",999999999,2014-02-27,2,27,2014,4,1,0,5,0
"68194",999999999,2014-02-27,2,27,2014,4,1,0,17,1
"72202",999999999,2014-02-27,2,27,2014,4,1,0,18,1
"76210",999999999,2014-02-27,2,27,2014,4,1,0,19,1
"80218",999999999,2014-02-27,2,27,2014,4,1,0,20,0
"84226",999999999,2014-02-27,2,27,2014,4,1,0,21,0
"88234",999999999,2014-02-27,2,27,2014,4,1,0,22,0
"92242",999999999,2014-02-27,2,27,2014,4,1,0,23,0
"59",999999999,2014-02-28,2,28,2014,5,1,0,0,0
"4067",999999999,2014-02-28,2,28,2014,5,1,0,1,0
"8075",999999999,2014-02-28,2,28,2014,5,1,0,2,0
"12083",999999999,2014-02-28,2,28,2014,5,1,0,3,0
"16091",999999999,2014-02-28,2,28,2014,5,1,0,4,0
"20099",999999999,2014-02-28,2,28,2014,5,1,0,5,0
"64187",999999999,2014-02-28,2,28,2014,5,1,0,16,1
"76211",999999999,2014-02-28,2,28,2014,5,1,0,19,1
"80219",999999999,2014-02-28,2,28,2014,5,1,0,20,0
"84227",999999999,2014-02-28,2,28,2014,5,1,0,21,0
"88235",999999999,2014-02-28,2,28,2014,5,1,0,22,0
"92243",999999999,2014-02-28,2,28,2014,5,1,0,23,0
"34",999999999,2014-02-03,2,3,2014,1,1,0,0,0
"4042",999999999,2014-02-03,2,3,2014,1,1,0,1,0
"8050",999999999,2014-02-03,2,3,2014,1,1,0,2,0
"12058",999999999,2014-02-03,2,3,2014,1,1,0,3,0
"16066",999999999,2014-02-03,2,3,2014,1,1,0,4,0
"20074",999999999,2014-02-03,2,3,2014,1,1,0,5,0
"64162",999999999,2014-02-03,2,3,2014,1,1,0,16,1
"68170",999999999,2014-02-03,2,3,2014,1,1,0,17,1
"72178",999999999,2014-02-03,2,3,2014,1,1,0,18,1
"76186",999999999,2014-02-03,2,3,2014,1,1,0,19,1
"80194",999999999,2014-02-03,2,3,2014,1,1,0,20,0
"84202",999999999,2014-02-03,2,3,2014,1,1,0,21,0
"88210",999999999,2014-02-03,2,3,2014,1,1,0,22,0
"92218",999999999,2014-02-03,2,3,2014,1,1,0,23,0
"35",999999999,2014-02-04,2,4,2014,2,1,0,0,0
"4043",999999999,2014-02-04,2,4,2014,2,1,0,1,0
"8051",999999999,2014-02-04,2,4,2014,2,1,0,2,0
"12059",999999999,2014-02-04,2,4,2014,2,1,0,3,0
"16067",999999999,2014-02-04,2,4,2014,2,1,0,4,0
"20075",999999999,2014-02-04,2,4,2014,2,1,0,5,0
"64163",999999999,2014-02-04,2,4,2014,2,1,0,16,1
"68171",999999999,2014-02-04,2,4,2014,2,1,0,17,1
"72179",999999999,2014-02-04,2,4,2014,2,1,0,18,1
"76187",999999999,2014-02-04,2,4,2014,2,1,0,19,1
"80195",999999999,2014-02-04,2,4,2014,2,1,0,20,0
"84203",999999999,2014-02-04,2,4,2014,2,1,0,21,0
"88211",999999999,2014-02-04,2,4,2014,2,1,0,22,0
"92219",999999999,2014-02-04,2,4,2014,2,1,0,23,0
"36",999999999,2014-02-05,2,5,2014,3,1,0,0,0
"4044",999999999,2014-02-05,2,5,2014,3,1,0,1,0
"8052",999999999,2014-02-05,2,5,2014,3,1,0,2,0
"12060",999999999,2014-02-05,2,5,2014,3,1,0,3,0
"16068",999999999,2014-02-05,2,5,2014,3,1,0,4,0
"20076",999999999,2014-02-05,2,5,2014,3,1,0,5,0
"64164",999999999,2014-02-05,2,5,2014,3,1,0,16,1
"68172",999999999,2014-02-05,2,5,2014,3,1,0,17,1
"72180",999999999,2014-02-05,2,5,2014,3,1,0,18,1
"76188",999999999,2014-02-05,2,5,2014,3,1,0,19,1
"80196",999999999,2014-02-05,2,5,2014,3,1,0,20,0
"84204",999999999,2014-02-05,2,5,2014,3,1,0,21,0
"88212",999999999,2014-02-05,2,5,2014,3,1,0,22,0
"92220",999999999,2014-02-05,2,5,2014,3,1,0,23,0
"37",999999999,2014-02-06,2,6,2014,4,1,0,0,0
"4045",999999999,2014-02-06,2,6,2014,4,1,0,1,0
"8053",999999999,2014-02-06,2,6,2014,4,1,0,2,0
"12061",999999999,2014-02-06,2,6,2014,4,1,0,3,0
"16069",999999999,2014-02-06,2,6,2014,4,1,0,4,0
"20077",999999999,2014-02-06,2,6,2014,4,1,0,5,0
"68173",999999999,2014-02-06,2,6,2014,4,1,0,17,1
"72181",999999999,2014-02-06,2,6,2014,4,1,0,18,1
"76189",999999999,2014-02-06,2,6,2014,4,1,0,19,1
"80197",999999999,2014-02-06,2,6,2014,4,1,0,20,0
"84205",999999999,2014-02-06,2,6,2014,4,1,0,21,0
"88213",999999999,2014-02-06,2,6,2014,4,1,0,22,0
"92221",999999999,2014-02-06,2,6,2014,4,1,0,23,0
"38",999999999,2014-02-07,2,7,2014,5,1,0,0,0
"4046",999999999,2014-02-07,2,7,2014,5,1,0,1,0
"8054",999999999,2014-02-07,2,7,2014,5,1,0,2,0
"12062",999999999,2014-02-07,2,7,2014,5,1,0,3,0
"16070",999999999,2014-02-07,2,7,2014,5,1,0,4,0
"20078",999999999,2014-02-07,2,7,2014,5,1,0,5,0
"64166",999999999,2014-02-07,2,7,2014,5,1,0,16,1
"68174",999999999,2014-02-07,2,7,2014,5,1,0,17,1
"72182",999999999,2014-02-07,2,7,2014,5,1,0,18,1
"76190",999999999,2014-02-07,2,7,2014,5,1,0,19,1
"80198",999999999,2014-02-07,2,7,2014,5,1,0,20,0
"84206",999999999,2014-02-07,2,7,2014,5,1,0,21,0
"88214",999999999,2014-02-07,2,7,2014,5,1,0,22,0
"92222",999999999,2014-02-07,2,7,2014,5,1,0,23,0
"39",999999999,2014-02-08,2,8,2014,6,0,0,0,0
"4047",999999999,2014-02-08,2,8,2014,6,0,0,1,0
"8055",999999999,2014-02-08,2,8,2014,6,0,0,2,0
"12063",999999999,2014-02-08,2,8,2014,6,0,0,3,0
"16071",999999999,2014-02-08,2,8,2014,6,0,0,4,0
"20079",999999999,2014-02-08,2,8,2014,6,0,0,5,0
"24087",999999999,2014-02-08,2,8,2014,6,0,0,6,0
"28095",999999999,2014-02-08,2,8,2014,6,0,0,7,1
"32103",999999999,2014-02-08,2,8,2014,6,0,0,8,1
"36111",999999999,2014-02-08,2,8,2014,6,0,0,9,1
"40119",999999999,2014-02-08,2,8,2014,6,0,0,10,1
"44127",999999999,2014-02-08,2,8,2014,6,0,0,11,1
"48135",999999999,2014-02-08,2,8,2014,6,0,0,12,1
"52143",999999999,2014-02-08,2,8,2014,6,0,0,13,1
"56151",999999999,2014-02-08,2,8,2014,6,0,0,14,1
"60159",999999999,2014-02-08,2,8,2014,6,0,0,15,1
"64167",999999999,2014-02-08,2,8,2014,6,0,0,16,1
"68175",999999999,2014-02-08,2,8,2014,6,0,0,17,1
"72183",999999999,2014-02-08,2,8,2014,6,0,0,18,1
"76191",999999999,2014-02-08,2,8,2014,6,0,0,19,1
"80199",999999999,2014-02-08,2,8,2014,6,0,0,20,0
"84207",999999999,2014-02-08,2,8,2014,6,0,0,21,0
"88215",999999999,2014-02-08,2,8,2014,6,0,0,22,0
"92223",999999999,2014-02-08,2,8,2014,6,0,0,23,0
"40",999999999,2014-02-09,2,9,2014,0,0,0,0,0
"4048",999999999,2014-02-09,2,9,2014,0,0,0,1,0
"8056",999999999,2014-02-09,2,9,2014,0,0,0,2,0
"12064",999999999,2014-02-09,2,9,2014,0,0,0,3,0
"16072",999999999,2014-02-09,2,9,2014,0,0,0,4,0
"20080",999999999,2014-02-09,2,9,2014,0,0,0,5,0
"24088",999999999,2014-02-09,2,9,2014,0,0,0,6,0
"28096",999999999,2014-02-09,2,9,2014,0,0,0,7,1
"32104",999999999,2014-02-09,2,9,2014,0,0,0,8,1
"36112",999999999,2014-02-09,2,9,2014,0,0,0,9,1
"40120",999999999,2014-02-09,2,9,2014,0,0,0,10,1
"44128",999999999,2014-02-09,2,9,2014,0,0,0,11,1
"48136",999999999,2014-02-09,2,9,2014,0,0,0,12,1
"52144",999999999,2014-02-09,2,9,2014,0,0,0,13,1
"56152",999999999,2014-02-09,2,9,2014,0,0,0,14,1
"60160",999999999,2014-02-09,2,9,2014,0,0,0,15,1
"64168",999999999,2014-02-09,2,9,2014,0,0,0,16,1
"68176",999999999,2014-02-09,2,9,2014,0,0,0,17,1
"72184",999999999,2014-02-09,2,9,2014,0,0,0,18,1
"76192",999999999,2014-02-09,2,9,2014,0,0,0,19,1
"80200",999999999,2014-02-09,2,9,2014,0,0,0,20,0
"84208",999999999,2014-02-09,2,9,2014,0,0,0,21,0
"88216",999999999,2014-02-09,2,9,2014,0,0,0,22,0
"92224",999999999,2014-02-09,2,9,2014,0,0,0,23,0
"60",999999999,2014-03-01,3,1,2014,6,0,0,0,0
"4068",999999999,2014-03-01,3,1,2014,6,0,0,1,0
"8076",999999999,2014-03-01,3,1,2014,6,0,0,2,0
"12084",999999999,2014-03-01,3,1,2014,6,0,0,3,0
"16092",999999999,2014-03-01,3,1,2014,6,0,0,4,0
"20100",999999999,2014-03-01,3,1,2014,6,0,0,5,0
"24108",999999999,2014-03-01,3,1,2014,6,0,0,6,0
"28116",999999999,2014-03-01,3,1,2014,6,0,0,7,1
"32124",999999999,2014-03-01,3,1,2014,6,0,0,8,1
"40140",999999999,2014-03-01,3,1,2014,6,0,0,10,1
"48156",999999999,2014-03-01,3,1,2014,6,0,0,12,1
"52164",999999999,2014-03-01,3,1,2014,6,0,0,13,1
"56172",999999999,2014-03-01,3,1,2014,6,0,0,14,1
"60180",999999999,2014-03-01,3,1,2014,6,0,0,15,1
"64188",999999999,2014-03-01,3,1,2014,6,0,0,16,1
"68196",999999999,2014-03-01,3,1,2014,6,0,0,17,1
"72204",999999999,2014-03-01,3,1,2014,6,0,0,18,1
"76212",999999999,2014-03-01,3,1,2014,6,0,0,19,1
"80220",999999999,2014-03-01,3,1,2014,6,0,0,20,0
"84228",999999999,2014-03-01,3,1,2014,6,0,0,21,0
"88236",999999999,2014-03-01,3,1,2014,6,0,0,22,0
"92244",999999999,2014-03-01,3,1,2014,6,0,0,23,0
"69",999999999,2014-03-10,3,10,2014,1,1,0,0,0
"4077",999999999,2014-03-10,3,10,2014,1,1,0,1,0
"8085",999999999,2014-03-10,3,10,2014,1,1,0,2,0
"12093",999999999,2014-03-10,3,10,2014,1,1,0,3,0
"16101",999999999,2014-03-10,3,10,2014,1,1,0,4,0
"20109",999999999,2014-03-10,3,10,2014,1,1,0,5,0
"68205",999999999,2014-03-10,3,10,2014,1,1,0,17,1
"76221",999999999,2014-03-10,3,10,2014,1,1,0,19,1
"80229",999999999,2014-03-10,3,10,2014,1,1,0,20,0
"84237",999999999,2014-03-10,3,10,2014,1,1,0,21,0
"88245",999999999,2014-03-10,3,10,2014,1,1,0,22,0
"92253",999999999,2014-03-10,3,10,2014,1,1,0,23,0
"70",999999999,2014-03-11,3,11,2014,2,1,0,0,0
"4078",999999999,2014-03-11,3,11,2014,2,1,0,1,0
"8086",999999999,2014-03-11,3,11,2014,2,1,0,2,0
"12094",999999999,2014-03-11,3,11,2014,2,1,0,3,0
"16102",999999999,2014-03-11,3,11,2014,2,1,0,4,0
"20110",999999999,2014-03-11,3,11,2014,2,1,0,5,0
"84238",999999999,2014-03-11,3,11,2014,2,1,0,21,0
"88246",999999999,2014-03-11,3,11,2014,2,1,0,22,0
"92254",999999999,2014-03-11,3,11,2014,2,1,0,23,0
"71",999999999,2014-03-12,3,12,2014,3,1,0,0,0
"4079",999999999,2014-03-12,3,12,2014,3,1,0,1,0
"8087",999999999,2014-03-12,3,12,2014,3,1,0,2,0
"12095",999999999,2014-03-12,3,12,2014,3,1,0,3,0
"16103",999999999,2014-03-12,3,12,2014,3,1,0,4,0
"20111",999999999,2014-03-12,3,12,2014,3,1,0,5,0
"76223",999999999,2014-03-12,3,12,2014,3,1,0,19,1
"80231",999999999,2014-03-12,3,12,2014,3,1,0,20,0
"84239",999999999,2014-03-12,3,12,2014,3,1,0,21,0
"88247",999999999,2014-03-12,3,12,2014,3,1,0,22,0
"92255",999999999,2014-03-12,3,12,2014,3,1,0,23,0
"72",999999999,2014-03-13,3,13,2014,4,1,0,0,0
"4080",999999999,2014-03-13,3,13,2014,4,1,0,1,0
"8088",999999999,2014-03-13,3,13,2014,4,1,0,2,0
"12096",999999999,2014-03-13,3,13,2014,4,1,0,3,0
"16104",999999999,2014-03-13,3,13,2014,4,1,0,4,0
"20112",999999999,2014-03-13,3,13,2014,4,1,0,5,0
"80232",999999999,2014-03-13,3,13,2014,4,1,0,20,0
"84240",999999999,2014-03-13,3,13,2014,4,1,0,21,0
"88248",999999999,2014-03-13,3,13,2014,4,1,0,22,0
"92256",999999999,2014-03-13,3,13,2014,4,1,0,23,0
"73",999999999,2014-03-14,3,14,2014,5,1,0,0,0
"4081",999999999,2014-03-14,3,14,2014,5,1,0,1,0
"8089",999999999,2014-03-14,3,14,2014,5,1,0,2,0
"12097",999999999,2014-03-14,3,14,2014,5,1,0,3,0
"16105",999999999,2014-03-14,3,14,2014,5,1,0,4,0
"20113",999999999,2014-03-14,3,14,2014,5,1,0,5,0
"72217",999999999,2014-03-14,3,14,2014,5,1,0,18,1
"76225",999999999,2014-03-14,3,14,2014,5,1,0,19,1
"80233",999999999,2014-03-14,3,14,2014,5,1,0,20,0
"84241",999999999,2014-03-14,3,14,2014,5,1,0,21,0
"88249",999999999,2014-03-14,3,14,2014,5,1,0,22,0
"92257",999999999,2014-03-14,3,14,2014,5,1,0,23,0
"74",999999999,2014-03-15,3,15,2014,6,0,0,0,0
"4082",999999999,2014-03-15,3,15,2014,6,0,0,1,0
"8090",999999999,2014-03-15,3,15,2014,6,0,0,2,0
"12098",999999999,2014-03-15,3,15,2014,6,0,0,3,0
"16106",999999999,2014-03-15,3,15,2014,6,0,0,4,0
"20114",999999999,2014-03-15,3,15,2014,6,0,0,5,0
"24122",999999999,2014-03-15,3,15,2014,6,0,0,6,0
"28130",999999999,2014-03-15,3,15,2014,6,0,0,7,1
"32138",999999999,2014-03-15,3,15,2014,6,0,0,8,1
"36146",999999999,2014-03-15,3,15,2014,6,0,0,9,1
"40154",999999999,2014-03-15,3,15,2014,6,0,0,10,1
"44162",999999999,2014-03-15,3,15,2014,6,0,0,11,1
"48170",999999999,2014-03-15,3,15,2014,6,0,0,12,1
"52178",999999999,2014-03-15,3,15,2014,6,0,0,13,1
"56186",999999999,2014-03-15,3,15,2014,6,0,0,14,1
"60194",999999999,2014-03-15,3,15,2014,6,0,0,15,1
"64202",999999999,2014-03-15,3,15,2014,6,0,0,16,1
"68210",999999999,2014-03-15,3,15,2014,6,0,0,17,1
"72218",999999999,2014-03-15,3,15,2014,6,0,0,18,1
"76226",999999999,2014-03-15,3,15,2014,6,0,0,19,1
"80234",999999999,2014-03-15,3,15,2014,6,0,0,20,0
"84242",999999999,2014-03-15,3,15,2014,6,0,0,21,0
"88250",999999999,2014-03-15,3,15,2014,6,0,0,22,0
"92258",999999999,2014-03-15,3,15,2014,6,0,0,23,0
"75",999999999,2014-03-16,3,16,2014,0,0,0,0,0
"4083",999999999,2014-03-16,3,16,2014,0,0,0,1,0
"8091",999999999,2014-03-16,3,16,2014,0,0,0,2,0
"12099",999999999,2014-03-16,3,16,2014,0,0,0,3,0
"16107",999999999,2014-03-16,3,16,2014,0,0,0,4,0
"20115",999999999,2014-03-16,3,16,2014,0,0,0,5,0
"24123",999999999,2014-03-16,3,16,2014,0,0,0,6,0
"28131",999999999,2014-03-16,3,16,2014,0,0,0,7,1
"32139",999999999,2014-03-16,3,16,2014,0,0,0,8,1
"36147",999999999,2014-03-16,3,16,2014,0,0,0,9,1
"40155",999999999,2014-03-16,3,16,2014,0,0,0,10,1
"44163",999999999,2014-03-16,3,16,2014,0,0,0,11,1
"48171",999999999,2014-03-16,3,16,2014,0,0,0,12,1
"52179",999999999,2014-03-16,3,16,2014,0,0,0,13,1
"56187",999999999,2014-03-16,3,16,2014,0,0,0,14,1
"60195",999999999,2014-03-16,3,16,2014,0,0,0,15,1
"64203",999999999,2014-03-16,3,16,2014,0,0,0,16,1
"68211",999999999,2014-03-16,3,16,2014,0,0,0,17,1
"72219",999999999,2014-03-16,3,16,2014,0,0,0,18,1
"76227",999999999,2014-03-16,3,16,2014,0,0,0,19,1
"80235",999999999,2014-03-16,3,16,2014,0,0,0,20,0
"84243",999999999,2014-03-16,3,16,2014,0,0,0,21,0
"88251",999999999,2014-03-16,3,16,2014,0,0,0,22,0
"92259",999999999,2014-03-16,3,16,2014,0,0,0,23,0
"76",999999999,2014-03-17,3,17,2014,1,1,0,0,0
"4084",999999999,2014-03-17,3,17,2014,1,1,0,1,0
"8092",999999999,2014-03-17,3,17,2014,1,1,0,2,0
"12100",999999999,2014-03-17,3,17,2014,1,1,0,3,0
"16108",999999999,2014-03-17,3,17,2014,1,1,0,4,0
"20116",999999999,2014-03-17,3,17,2014,1,1,0,5,0
"64204",999999999,2014-03-17,3,17,2014,1,1,0,16,1
"68212",999999999,2014-03-17,3,17,2014,1,1,0,17,1
"72220",999999999,2014-03-17,3,17,2014,1,1,0,18,1
"76228",999999999,2014-03-17,3,17,2014,1,1,0,19,1
"80236",999999999,2014-03-17,3,17,2014,1,1,0,20,0
"84244",999999999,2014-03-17,3,17,2014,1,1,0,21,0
"88252",999999999,2014-03-17,3,17,2014,1,1,0,22,0
"92260",999999999,2014-03-17,3,17,2014,1,1,0,23,0
"77",999999999,2014-03-18,3,18,2014,2,1,0,0,0
"4085",999999999,2014-03-18,3,18,2014,2,1,0,1,0
"8093",999999999,2014-03-18,3,18,2014,2,1,0,2,0
"12101",999999999,2014-03-18,3,18,2014,2,1,0,3,0
"16109",999999999,2014-03-18,3,18,2014,2,1,0,4,0
"20117",999999999,2014-03-18,3,18,2014,2,1,0,5,0
"76229",999999999,2014-03-18,3,18,2014,2,1,0,19,1
"80237",999999999,2014-03-18,3,18,2014,2,1,0,20,0
"84245",999999999,2014-03-18,3,18,2014,2,1,0,21,0
"88253",999999999,2014-03-18,3,18,2014,2,1,0,22,0
"92261",999999999,2014-03-18,3,18,2014,2,1,0,23,0
"78",999999999,2014-03-19,3,19,2014,3,1,0,0,0
"4086",999999999,2014-03-19,3,19,2014,3,1,0,1,0
"8094",999999999,2014-03-19,3,19,2014,3,1,0,2,0
"12102",999999999,2014-03-19,3,19,2014,3,1,0,3,0
"16110",999999999,2014-03-19,3,19,2014,3,1,0,4,0
"20118",999999999,2014-03-19,3,19,2014,3,1,0,5,0
"72222",999999999,2014-03-19,3,19,2014,3,1,0,18,1
"76230",999999999,2014-03-19,3,19,2014,3,1,0,19,1
"80238",999999999,2014-03-19,3,19,2014,3,1,0,20,0
"84246",999999999,2014-03-19,3,19,2014,3,1,0,21,0
