"","Account","Date","month","day","year","Day of Week","Weekday","kWh","hour","Peakhour"
"64453",999999999,2014-11-21,11,21,2014,5,1,0,16,1
"68461",999999999,2014-11-21,11,21,2014,5,1,0,17,1
"72469",999999999,2014-11-21,11,21,2014,5,1,0,18,1
"76477",999999999,2014-11-21,11,21,2014,5,1,0,19,1
"80485",999999999,2014-11-21,11,21,2014,5,1,0,20,0
"84493",999999999,2014-11-21,11,21,2014,5,1,0,21,0
"88501",999999999,2014-11-21,11,21,2014,5,1,0,22,0
"92509",999999999,2014-11-21,11,21,2014,5,1,0,23,0
"326",999999999,2014-11-22,11,22,2014,6,0,0,0,0
"4334",999999999,2014-11-22,11,22,2014,6,0,0,1,0
"8342",999999999,2014-11-22,11,22,2014,6,0,0,2,0
"12350",999999999,2014-11-22,11,22,2014,6,0,0,3,0
"16358",999999999,2014-11-22,11,22,2014,6,0,0,4,0
"20366",999999999,2014-11-22,11,22,2014,6,0,0,5,0
"24374",999999999,2014-11-22,11,22,2014,6,0,0,6,0
"28382",999999999,2014-11-22,11,22,2014,6,0,0,7,1
"32390",999999999,2014-11-22,11,22,2014,6,0,0,8,1
"36398",999999999,2014-11-22,11,22,2014,6,0,0,9,1
"40406",999999999,2014-11-22,11,22,2014,6,0,0,10,1
"44414",999999999,2014-11-22,11,22,2014,6,0,0,11,1
"48422",999999999,2014-11-22,11,22,2014,6,0,0,12,1
"52430",999999999,2014-11-22,11,22,2014,6,0,0,13,1
"56438",999999999,2014-11-22,11,22,2014,6,0,0,14,1
"60446",999999999,2014-11-22,11,22,2014,6,0,0,15,1
"64454",999999999,2014-11-22,11,22,2014,6,0,0,16,1
"68462",999999999,2014-11-22,11,22,2014,6,0,0,17,1
"72470",999999999,2014-11-22,11,22,2014,6,0,0,18,1
"76478",999999999,2014-11-22,11,22,2014,6,0,0,19,1
"80486",999999999,2014-11-22,11,22,2014,6,0,0,20,0
"84494",999999999,2014-11-22,11,22,2014,6,0,0,21,0
"88502",999999999,2014-11-22,11,22,2014,6,0,0,22,0
"92510",999999999,2014-11-22,11,22,2014,6,0,0,23,0
"327",999999999,2014-11-23,11,23,2014,0,0,0,0,0
"4335",999999999,2014-11-23,11,23,2014,0,0,0,1,0
"8343",999999999,2014-11-23,11,23,2014,0,0,0,2,0
"12351",999999999,2014-11-23,11,23,2014,0,0,0,3,0
"16359",999999999,2014-11-23,11,23,2014,0,0,0,4,0
"20367",999999999,2014-11-23,11,23,2014,0,0,0,5,0
"24375",999999999,2014-11-23,11,23,2014,0,0,0,6,0
"28383",999999999,2014-11-23,11,23,2014,0,0,0,7,1
"32391",999999999,2014-11-23,11,23,2014,0,0,0,8,1
"36399",999999999,2014-11-23,11,23,2014,0,0,0,9,1
"40407",999999999,2014-11-23,11,23,2014,0,0,0,10,1
"44415",999999999,2014-11-23,11,23,2014,0,0,0,11,1
"48423",999999999,2014-11-23,11,23,2014,0,0,0,12,1
"52431",999999999,2014-11-23,11,23,2014,0,0,0,13,1
"56439",999999999,2014-11-23,11,23,2014,0,0,0,14,1
"60447",999999999,2014-11-23,11,23,2014,0,0,0,15,1
"64455",999999999,2014-11-23,11,23,2014,0,0,0,16,1
"68463",999999999,2014-11-23,11,23,2014,0,0,0,17,1
"72471",999999999,2014-11-23,11,23,2014,0,0,0,18,1
"76479",999999999,2014-11-23,11,23,2014,0,0,0,19,1
"80487",999999999,2014-11-23,11,23,2014,0,0,0,20,0
"84495",999999999,2014-11-23,11,23,2014,0,0,0,21,0
"88503",999999999,2014-11-23,11,23,2014,0,0,0,22,0
"92511",999999999,2014-11-23,11,23,2014,0,0,0,23,0
"328",999999999,2014-11-24,11,24,2014,1,1,0,0,0
"4336",999999999,2014-11-24,11,24,2014,1,1,0,1,0
"8344",999999999,2014-11-24,11,24,2014,1,1,0,2,0
"12352",999999999,2014-11-24,11,24,2014,1,1,0,3,0
"16360",999999999,2014-11-24,11,24,2014,1,1,0,4,0
"20368",999999999,2014-11-24,11,24,2014,1,1,0,5,0
"24376",999999999,2014-11-24,11,24,2014,1,1,0,6,0
"68464",999999999,2014-11-24,11,24,2014,1,1,0,17,1
"72472",999999999,2014-11-24,11,24,2014,1,1,0,18,1
"76480",999999999,2014-11-24,11,24,2014,1,1,0,19,1
"80488",999999999,2014-11-24,11,24,2014,1,1,0,20,0
"84496",999999999,2014-11-24,11,24,2014,1,1,0,21,0
"88504",999999999,2014-11-24,11,24,2014,1,1,0,22,0
"92512",999999999,2014-11-24,11,24,2014,1,1,0,23,0
"329",999999999,2014-11-25,11,25,2014,2,1,0,0,0
"4337",999999999,2014-11-25,11,25,2014,2,1,0,1,0
"8345",999999999,2014-11-25,11,25,2014,2,1,0,2,0
"12353",999999999,2014-11-25,11,25,2014,2,1,0,3,0
"16361",999999999,2014-11-25,11,25,2014,2,1,0,4,0
"20369",999999999,2014-11-25,11,25,2014,2,1,0,5,0
"68465",999999999,2014-11-25,11,25,2014,2,1,0,17,1
"72473",999999999,2014-11-25,11,25,2014,2,1,0,18,1
"76481",999999999,2014-11-25,11,25,2014,2,1,0,19,1
"80489",999999999,2014-11-25,11,25,2014,2,1,0,20,0
"84497",999999999,2014-11-25,11,25,2014,2,1,0,21,0
"88505",999999999,2014-11-25,11,25,2014,2,1,0,22,0
"92513",999999999,2014-11-25,11,25,2014,2,1,0,23,0
"330",999999999,2014-11-26,11,26,2014,3,1,0,0,0
"4338",999999999,2014-11-26,11,26,2014,3,1,0,1,0
"8346",999999999,2014-11-26,11,26,2014,3,1,0,2,0
"12354",999999999,2014-11-26,11,26,2014,3,1,0,3,0
"16362",999999999,2014-11-26,11,26,2014,3,1,0,4,0
"20370",999999999,2014-11-26,11,26,2014,3,1,0,5,0
"24378",999999999,2014-11-26,11,26,2014,3,1,0,6,0
"76482",999999999,2014-11-26,11,26,2014,3,1,0,19,1
"80490",999999999,2014-11-26,11,26,2014,3,1,0,20,0
"84498",999999999,2014-11-26,11,26,2014,3,1,0,21,0
"88506",999999999,2014-11-26,11,26,2014,3,1,0,22,0
"92514",999999999,2014-11-26,11,26,2014,3,1,0,23,0
"331",999999999,2014-11-27,11,27,2014,4,1,0,0,0
"4339",999999999,2014-11-27,11,27,2014,4,1,0,1,0
"8347",999999999,2014-11-27,11,27,2014,4,1,0,2,0
"12355",999999999,2014-11-27,11,27,2014,4,1,0,3,0
"16363",999999999,2014-11-27,11,27,2014,4,1,0,4,0
"20371",999999999,2014-11-27,11,27,2014,4,1,0,5,0
"24379",999999999,2014-11-27,11,27,2014,4,1,0,6,0
"32395",999999999,2014-11-27,11,27,2014,4,1,0,8,1
"36403",999999999,2014-11-27,11,27,2014,4,1,0,9,1
"40411",999999999,2014-11-27,11,27,2014,4,1,0,10,1
"44419",999999999,2014-11-27,11,27,2014,4,1,0,11,1
"48427",999999999,2014-11-27,11,27,2014,4,1,0,12,1
"52435",999999999,2014-11-27,11,27,2014,4,1,0,13,1
"56443",999999999,2014-11-27,11,27,2014,4,1,0,14,1
"60451",999999999,2014-11-27,11,27,2014,4,1,0,15,1
"64459",999999999,2014-11-27,11,27,2014,4,1,0,16,1
"68467",999999999,2014-11-27,11,27,2014,4,1,0,17,1
"72475",999999999,2014-11-27,11,27,2014,4,1,0,18,1
"76483",999999999,2014-11-27,11,27,2014,4,1,0,19,1
"80491",999999999,2014-11-27,11,27,2014,4,1,0,20,0
"84499",999999999,2014-11-27,11,27,2014,4,1,0,21,0
"88507",999999999,2014-11-27,11,27,2014,4,1,0,22,0
"92515",999999999,2014-11-27,11,27,2014,4,1,0,23,0
"332",999999999,2014-11-28,11,28,2014,5,1,0,0,0
"4340",999999999,2014-11-28,11,28,2014,5,1,0,1,0
"8348",999999999,2014-11-28,11,28,2014,5,1,0,2,0
"12356",999999999,2014-11-28,11,28,2014,5,1,0,3,0
"16364",999999999,2014-11-28,11,28,2014,5,1,0,4,0
"20372",999999999,2014-11-28,11,28,2014,5,1,0,5,0
"64460",999999999,2014-11-28,11,28,2014,5,1,0,16,1
"68468",999999999,2014-11-28,11,28,2014,5,1,0,17,1
"72476",999999999,2014-11-28,11,28,2014,5,1,0,18,1
"76484",999999999,2014-11-28,11,28,2014,5,1,0,19,1
"80492",999999999,2014-11-28,11,28,2014,5,1,0,20,0
"84500",999999999,2014-11-28,11,28,2014,5,1,0,21,0
"88508",999999999,2014-11-28,11,28,2014,5,1,0,22,0
"92516",999999999,2014-11-28,11,28,2014,5,1,0,23,0
"333",999999999,2014-11-29,11,29,2014,6,0,0,0,0
"4341",999999999,2014-11-29,11,29,2014,6,0,0,1,0
"8349",999999999,2014-11-29,11,29,2014,6,0,0,2,0
"12357",999999999,2014-11-29,11,29,2014,6,0,0,3,0
"16365",999999999,2014-11-29,11,29,2014,6,0,0,4,0
"20373",999999999,2014-11-29,11,29,2014,6,0,0,5,0
"24381",999999999,2014-11-29,11,29,2014,6,0,0,6,0
"28389",999999999,2014-11-29,11,29,2014,6,0,0,7,1
"32397",999999999,2014-11-29,11,29,2014,6,0,0,8,1
"36405",999999999,2014-11-29,11,29,2014,6,0,0,9,1
"40413",999999999,2014-11-29,11,29,2014,6,0,0,10,1
"44421",999999999,2014-11-29,11,29,2014,6,0,0,11,1
"48429",999999999,2014-11-29,11,29,2014,6,0,0,12,1
"52437",999999999,2014-11-29,11,29,2014,6,0,0,13,1
"56445",999999999,2014-11-29,11,29,2014,6,0,0,14,1
"60453",999999999,2014-11-29,11,29,2014,6,0,0,15,1
"64461",999999999,2014-11-29,11,29,2014,6,0,0,16,1
"68469",999999999,2014-11-29,11,29,2014,6,0,0,17,1
"72477",999999999,2014-11-29,11,29,2014,6,0,0,18,1
"76485",999999999,2014-11-29,11,29,2014,6,0,0,19,1
"80493",999999999,2014-11-29,11,29,2014,6,0,0,20,0
"84501",999999999,2014-11-29,11,29,2014,6,0,0,21,0
"88509",999999999,2014-11-29,11,29,2014,6,0,0,22,0
"92517",999999999,2014-11-29,11,29,2014,6,0,0,23,0
"334",999999999,2014-11-30,11,30,2014,0,0,0,0,0
"4342",999999999,2014-11-30,11,30,2014,0,0,0,1,0
"8350",999999999,2014-11-30,11,30,2014,0,0,0,2,0
"12358",999999999,2014-11-30,11,30,2014,0,0,0,3,0
"16366",999999999,2014-11-30,11,30,2014,0,0,0,4,0
"20374",999999999,2014-11-30,11,30,2014,0,0,0,5,0
"24382",999999999,2014-11-30,11,30,2014,0,0,0,6,0
"28390",999999999,2014-11-30,11,30,2014,0,0,0,7,1
"32398",999999999,2014-11-30,11,30,2014,0,0,0,8,1
"36406",999999999,2014-11-30,11,30,2014,0,0,0,9,1
"40414",999999999,2014-11-30,11,30,2014,0,0,0,10,1
"44422",999999999,2014-11-30,11,30,2014,0,0,0,11,1
"48430",999999999,2014-11-30,11,30,2014,0,0,0,12,1
"52438",999999999,2014-11-30,11,30,2014,0,0,0,13,1
"56446",999999999,2014-11-30,11,30,2014,0,0,0,14,1
"60454",999999999,2014-11-30,11,30,2014,0,0,0,15,1
"64462",999999999,2014-11-30,11,30,2014,0,0,0,16,1
"68470",999999999,2014-11-30,11,30,2014,0,0,0,17,1
"72478",999999999,2014-11-30,11,30,2014,0,0,0,18,1
"76486",999999999,2014-11-30,11,30,2014,0,0,0,19,1
"80494",999999999,2014-11-30,11,30,2014,0,0,0,20,0
"84502",999999999,2014-11-30,11,30,2014,0,0,0,21,0
"88510",999999999,2014-11-30,11,30,2014,0,0,0,22,0
"92518",999999999,2014-11-30,11,30,2014,0,0,0,23,0
"64436",999999999,2014-11-04,11,4,2014,2,1,0,16,1
"68444",999999999,2014-11-04,11,4,2014,2,1,0,17,1
"72452",999999999,2014-11-04,11,4,2014,2,1,0,18,1
"76460",999999999,2014-11-04,11,4,2014,2,1,0,19,1
"80468",999999999,2014-11-04,11,4,2014,2,1,0,20,0
"84476",999999999,2014-11-04,11,4,2014,2,1,0,21,0
"88484",999999999,2014-11-04,11,4,2014,2,1,0,22,0
"92492",999999999,2014-11-04,11,4,2014,2,1,0,23,0
"309",999999999,2014-11-05,11,5,2014,3,1,0,0,0
"4317",999999999,2014-11-05,11,5,2014,3,1,0,1,0
"8325",999999999,2014-11-05,11,5,2014,3,1,0,2,0
"12333",999999999,2014-11-05,11,5,2014,3,1,0,3,0
"16341",999999999,2014-11-05,11,5,2014,3,1,0,4,0
"20349",999999999,2014-11-05,11,5,2014,3,1,0,5,0
"24357",999999999,2014-11-05,11,5,2014,3,1,0,6,0
"64437",999999999,2014-11-05,11,5,2014,3,1,0,16,1
"68445",999999999,2014-11-05,11,5,2014,3,1,0,17,1
"72453",999999999,2014-11-05,11,5,2014,3,1,0,18,1
"76461",999999999,2014-11-05,11,5,2014,3,1,0,19,1
"80469",999999999,2014-11-05,11,5,2014,3,1,0,20,0
"84477",999999999,2014-11-05,11,5,2014,3,1,0,21,0
"88485",999999999,2014-11-05,11,5,2014,3,1,0,22,0
"92493",999999999,2014-11-05,11,5,2014,3,1,0,23,0
"310",999999999,2014-11-06,11,6,2014,4,1,0,0,0
"4318",999999999,2014-11-06,11,6,2014,4,1,0,1,0
"8326",999999999,2014-11-06,11,6,2014,4,1,0,2,0
"12334",999999999,2014-11-06,11,6,2014,4,1,0,3,0
"16342",999999999,2014-11-06,11,6,2014,4,1,0,4,0
"20350",999999999,2014-11-06,11,6,2014,4,1,0,5,0
"24358",999999999,2014-11-06,11,6,2014,4,1,0,6,0
"64438",999999999,2014-11-06,11,6,2014,4,1,0,16,1
"68446",999999999,2014-11-06,11,6,2014,4,1,0,17,1
"72454",999999999,2014-11-06,11,6,2014,4,1,0,18,1
"76462",999999999,2014-11-06,11,6,2014,4,1,0,19,1
"80470",999999999,2014-11-06,11,6,2014,4,1,0,20,0
"84478",999999999,2014-11-06,11,6,2014,4,1,0,21,0
"88486",999999999,2014-11-06,11,6,2014,4,1,0,22,0
"92494",999999999,2014-11-06,11,6,2014,4,1,0,23,0
"311",999999999,2014-11-07,11,7,2014,5,1,0,0,0
"4319",999999999,2014-11-07,11,7,2014,5,1,0,1,0
"8327",999999999,2014-11-07,11,7,2014,5,1,0,2,0
"12335",999999999,2014-11-07,11,7,2014,5,1,0,3,0
"16343",999999999,2014-11-07,11,7,2014,5,1,0,4,0
"20351",999999999,2014-11-07,11,7,2014,5,1,0,5,0
"24359",999999999,2014-11-07,11,7,2014,5,1,0,6,0
"64439",999999999,2014-11-07,11,7,2014,5,1,0,16,1
"68447",999999999,2014-11-07,11,7,2014,5,1,0,17,1
"72455",999999999,2014-11-07,11,7,2014,5,1,0,18,1
"76463",999999999,2014-11-07,11,7,2014,5,1,0,19,1
"80471",999999999,2014-11-07,11,7,2014,5,1,0,20,0
"84479",999999999,2014-11-07,11,7,2014,5,1,0,21,0
"88487",999999999,2014-11-07,11,7,2014,5,1,0,22,0
"92495",999999999,2014-11-07,11,7,2014,5,1,0,23,0
"312",999999999,2014-11-08,11,8,2014,6,0,0,0,0
"4320",999999999,2014-11-08,11,8,2014,6,0,0,1,0
"8328",999999999,2014-11-08,11,8,2014,6,0,0,2,0
"12336",999999999,2014-11-08,11,8,2014,6,0,0,3,0
"16344",999999999,2014-11-08,11,8,2014,6,0,0,4,0
"20352",999999999,2014-11-08,11,8,2014,6,0,0,5,0
"24360",999999999,2014-11-08,11,8,2014,6,0,0,6,0
"28368",999999999,2014-11-08,11,8,2014,6,0,0,7,1
"32376",999999999,2014-11-08,11,8,2014,6,0,0,8,1
"36384",999999999,2014-11-08,11,8,2014,6,0,0,9,1
"40392",999999999,2014-11-08,11,8,2014,6,0,0,10,1
"44400",999999999,2014-11-08,11,8,2014,6,0,0,11,1
"48408",999999999,2014-11-08,11,8,2014,6,0,0,12,1
"52416",999999999,2014-11-08,11,8,2014,6,0,0,13,1
"56424",999999999,2014-11-08,11,8,2014,6,0,0,14,1
"60432",999999999,2014-11-08,11,8,2014,6,0,0,15,1
"64440",999999999,2014-11-08,11,8,2014,6,0,0,16,1
"68448",999999999,2014-11-08,11,8,2014,6,0,0,17,1
"72456",999999999,2014-11-08,11,8,2014,6,0,0,18,1
"76464",999999999,2014-11-08,11,8,2014,6,0,0,19,1
"80472",999999999,2014-11-08,11,8,2014,6,0,0,20,0
"84480",999999999,2014-11-08,11,8,2014,6,0,0,21,0
"88488",999999999,2014-11-08,11,8,2014,6,0,0,22,0
"92496",999999999,2014-11-08,11,8,2014,6,0,0,23,0
"313",999999999,2014-11-09,11,9,2014,0,0,0,0,0
"4321",999999999,2014-11-09,11,9,2014,0,0,0,1,0
"8329",999999999,2014-11-09,11,9,2014,0,0,0,2,0
"12337",999999999,2014-11-09,11,9,2014,0,0,0,3,0
"16345",999999999,2014-11-09,11,9,2014,0,0,0,4,0
"20353",999999999,2014-11-09,11,9,2014,0,0,0,5,0
"24361",999999999,2014-11-09,11,9,2014,0,0,0,6,0
"28369",999999999,2014-11-09,11,9,2014,0,0,0,7,1
"32377",999999999,2014-11-09,11,9,2014,0,0,0,8,1
"36385",999999999,2014-11-09,11,9,2014,0,0,0,9,1
"40393",999999999,2014-11-09,11,9,2014,0,0,0,10,1
"44401",999999999,2014-11-09,11,9,2014,0,0,0,11,1
"48409",999999999,2014-11-09,11,9,2014,0,0,0,12,1
"52417",999999999,2014-11-09,11,9,2014,0,0,0,13,1
"56425",999999999,2014-11-09,11,9,2014,0,0,0,14,1
"60433",999999999,2014-11-09,11,9,2014,0,0,0,15,1
"64441",999999999,2014-11-09,11,9,2014,0,0,0,16,1
"68449",999999999,2014-11-09,11,9,2014,0,0,0,17,1
"72457",999999999,2014-11-09,11,9,2014,0,0,0,18,1
"76465",999999999,2014-11-09,11,9,2014,0,0,0,19,1
"80473",999999999,2014-11-09,11,9,2014,0,0,0,20,0
"84481",999999999,2014-11-09,11,9,2014,0,0,0,21,0
"88489",999999999,2014-11-09,11,9,2014,0,0,0,22,0
"92497",999999999,2014-11-09,11,9,2014,0,0,0,23,0
"32",999999999,2014-02-01,2,1,2014,6,0,0,0,0
"4040",999999999,2014-02-01,2,1,2014,6,0,0,1,0
"8048",999999999,2014-02-01,2,1,2014,6,0,0,2,0
"12056",999999999,2014-02-01,2,1,2014,6,0,0,3,0
"16064",999999999,2014-02-01,2,1,2014,6,0,0,4,0
"20072",999999999,2014-02-01,2,1,2014,6,0,0,5,0
"24080",999999999,2014-02-01,2,1,2014,6,0,0,6,0
"28088",999999999,2014-02-01,2,1,2014,6,0,0,7,1
"32096",999999999,2014-02-01,2,1,2014,6,0,0,8,1
"36104",999999999,2014-02-01,2,1,2014,6,0,0,9,1
"40112",999999999,2014-02-01,2,1,2014,6,0,0,10,1
"44120",999999999,2014-02-01,2,1,2014,6,0,0,11,1
"48128",999999999,2014-02-01,2,1,2014,6,0,0,12,1
"52136",999999999,2014-02-01,2,1,2014,6,0,0,13,1
"56144",999999999,2014-02-01,2,1,2014,6,0,0,14,1
"60152",999999999,2014-02-01,2,1,2014,6,0,0,15,1
"64160",999999999,2014-02-01,2,1,2014,6,0,0,16,1
"68168",999999999,2014-02-01,2,1,2014,6,0,0,17,1
"72176",999999999,2014-02-01,2,1,2014,6,0,0,18,1
"76184",999999999,2014-02-01,2,1,2014,6,0,0,19,1
"80192",999999999,2014-02-01,2,1,2014,6,0,0,20,0
"84200",999999999,2014-02-01,2,1,2014,6,0,0,21,0
"88208",999999999,2014-02-01,2,1,2014,6,0,0,22,0
"92216",999999999,2014-02-01,2,1,2014,6,0,0,23,0
"41",999999999,2014-02-10,2,10,2014,1,1,0,0,0
"4049",999999999,2014-02-10,2,10,2014,1,1,0,1,0
"8057",999999999,2014-02-10,2,10,2014,1,1,0,2,0
"12065",999999999,2014-02-10,2,10,2014,1,1,0,3,0
"16073",999999999,2014-02-10,2,10,2014,1,1,0,4,0
"20081",999999999,2014-02-10,2,10,2014,1,1,0,5,0
"64169",999999999,2014-02-10,2,10,2014,1,1,0,16,1
"68177",999999999,2014-02-10,2,10,2014,1,1,0,17,1
"72185",999999999,2014-02-10,2,10,2014,1,1,0,18,1
"76193",999999999,2014-02-10,2,10,2014,1,1,0,19,1
"80201",999999999,2014-02-10,2,10,2014,1,1,0,20,0
"84209",999999999,2014-02-10,2,10,2014,1,1,0,21,0
"88217",999999999,2014-02-10,2,10,2014,1,1,0,22,0
"92225",999999999,2014-02-10,2,10,2014,1,1,0,23,0
"42",999999999,2014-02-11,2,11,2014,2,1,0,0,0
"4050",999999999,2014-02-11,2,11,2014,2,1,0,1,0
"8058",999999999,2014-02-11,2,11,2014,2,1,0,2,0
"12066",999999999,2014-02-11,2,11,2014,2,1,0,3,0
"16074",999999999,2014-02-11,2,11,2014,2,1,0,4,0
"20082",999999999,2014-02-11,2,11,2014,2,1,0,5,0
"76194",999999999,2014-02-11,2,11,2014,2,1,0,19,1
"80202",999999999,2014-02-11,2,11,2014,2,1,0,20,0
"84210",999999999,2014-02-11,2,11,2014,2,1,0,21,0
"88218",999999999,2014-02-11,2,11,2014,2,1,0,22,0
"92226",999999999,2014-02-11,2,11,2014,2,1,0,23,0
"43",999999999,2014-02-12,2,12,2014,3,1,0,0,0
"4051",999999999,2014-02-12,2,12,2014,3,1,0,1,0
"8059",999999999,2014-02-12,2,12,2014,3,1,0,2,0
"12067",999999999,2014-02-12,2,12,2014,3,1,0,3,0
"16075",999999999,2014-02-12,2,12,2014,3,1,0,4,0
"20083",999999999,2014-02-12,2,12,2014,3,1,0,5,0
"64171",999999999,2014-02-12,2,12,2014,3,1,0,16,1
"68179",999999999,2014-02-12,2,12,2014,3,1,0,17,1
"72187",999999999,2014-02-12,2,12,2014,3,1,0,18,1
"76195",999999999,2014-02-12,2,12,2014,3,1,0,19,1
"80203",999999999,2014-02-12,2,12,2014,3,1,0,20,0
"84211",999999999,2014-02-12,2,12,2014,3,1,0,21,0
"88219",999999999,2014-02-12,2,12,2014,3,1,0,22,0
"92227",999999999,2014-02-12,2,12,2014,3,1,0,23,0
"44",999999999,2014-02-13,2,13,2014,4,1,0,0,0
"4052",999999999,2014-02-13,2,13,2014,4,1,0,1,0
"8060",999999999,2014-02-13,2,13,2014,4,1,0,2,0
"12068",999999999,2014-02-13,2,13,2014,4,1,0,3,0
"16076",999999999,2014-02-13,2,13,2014,4,1,0,4,0
"20084",999999999,2014-02-13,2,13,2014,4,1,0,5,0
"64172",999999999,2014-02-13,2,13,2014,4,1,0,16,1
"68180",999999999,2014-02-13,2,13,2014,4,1,0,17,1
"72188",999999999,2014-02-13,2,13,2014,4,1,0,18,1
"76196",999999999,2014-02-13,2,13,2014,4,1,0,19,1
"80204",999999999,2014-02-13,2,13,2014,4,1,0,20,0
"84212",999999999,2014-02-13,2,13,2014,4,1,0,21,0
"88220",999999999,2014-02-13,2,13,2014,4,1,0,22,0
"92228",999999999,2014-02-13,2,13,2014,4,1,0,23,0
"45",999999999,2014-02-14,2,14,2014,5,1,0,0,0
"4053",999999999,2014-02-14,2,14,2014,5,1,0,1,0
"8061",999999999,2014-02-14,2,14,2014,5,1,0,2,0
"12069",999999999,2014-02-14,2,14,2014,5,1,0,3,0
"16077",999999999,2014-02-14,2,14,2014,5,1,0,4,0
"20085",999999999,2014-02-14,2,14,2014,5,1,0,5,0
"64173",999999999,2014-02-14,2,14,2014,5,1,0,16,1
"68181",999999999,2014-02-14,2,14,2014,5,1,0,17,1
"72189",999999999,2014-02-14,2,14,2014,5,1,0,18,1
"76197",999999999,2014-02-14,2,14,2014,5,1,0,19,1
"80205",999999999,2014-02-14,2,14,2014,5,1,0,20,0
"84213",999999999,2014-02-14,2,14,2014,5,1,0,21,0
"88221",999999999,2014-02-14,2,14,2014,5,1,0,22,0
"92229",999999999,2014-02-14,2,14,2014,5,1,0,23,0
"46",999999999,2014-02-15,2,15,2014,6,0,0,0,0
"4054",999999999,2014-02-15,2,15,2014,6,0,0,1,0
"8062",999999999,2014-02-15,2,15,2014,6,0,0,2,0
"12070",999999999,2014-02-15,2,15,2014,6,0,0,3,0
"16078",999999999,2014-02-15,2,15,2014,6,0,0,4,0
"20086",999999999,2014-02-15,2,15,2014,6,0,0,5,0
"24094",999999999,2014-02-15,2,15,2014,6,0,0,6,0
"28102",999999999,2014-02-15,2,15,2014,6,0,0,7,1
"32110",999999999,2014-02-15,2,15,2014,6,0,0,8,1
"36118",999999999,2014-02-15,2,15,2014,6,0,0,9,1
"40126",999999999,2014-02-15,2,15,2014,6,0,0,10,1
"44134",999999999,2014-02-15,2,15,2014,6,0,0,11,1
"48142",999999999,2014-02-15,2,15,2014,6,0,0,12,1
"52150",999999999,2014-02-15,2,15,2014,6,0,0,13,1
"56158",999999999,2014-02-15,2,15,2014,6,0,0,14,1
"60166",999999999,2014-02-15,2,15,2014,6,0,0,15,1
"64174",999999999,2014-02-15,2,15,2014,6,0,0,16,1
"68182",999999999,2014-02-15,2,15,2014,6,0,0,17,1
"72190",999999999,2014-02-15,2,15,2014,6,0,0,18,1
"76198",999999999,2014-02-15,2,15,2014,6,0,0,19,1
"80206",999999999,2014-02-15,2,15,2014,6,0,0,20,0
"84214",999999999,2014-02-15,2,15,2014,6,0,0,21,0
"88222",999999999,2014-02-15,2,15,2014,6,0,0,22,0
"92230",999999999,2014-02-15,2,15,2014,6,0,0,23,0
"47",999999999,2014-02-16,2,16,2014,0,0,0,0,0
"4055",999999999,2014-02-16,2,16,2014,0,0,0,1,0
"8063",999999999,2014-02-16,2,16,2014,0,0,0,2,0
"12071",999999999,2014-02-16,2,16,2014,0,0,0,3,0
"16079",999999999,2014-02-16,2,16,2014,0,0,0,4,0
"20087",999999999,2014-02-16,2,16,2014,0,0,0,5,0
"24095",999999999,2014-02-16,2,16,2014,0,0,0,6,0
"28103",999999999,2014-02-16,2,16,2014,0,0,0,7,1
"32111",999999999,2014-02-16,2,16,2014,0,0,0,8,1
"36119",999999999,2014-02-16,2,16,2014,0,0,0,9,1
"40127",999999999,2014-02-16,2,16,2014,0,0,0,10,1
"44135",999999999,2014-02-16,2,16,2014,0,0,0,11,1
"48143",999999999,2014-02-16,2,16,2014,0,0,0,12,1
"52151",999999999,2014-02-16,2,16,2014,0,0,0,13,1
"56159",999999999,2014-02-16,2,16,2014,0,0,0,14,1
"60167",999999999,2014-02-16,2,16,2014,0,0,0,15,1
"64175",999999999,2014-02-16,2,16,2014,0,0,0,16,1
"68183",999999999,2014-02-16,2,16,2014,0,0,0,17,1
"72191",999999999,2014-02-16,2,16,2014,0,0,0,18,1
"76199",999999999,2014-02-16,2,16,2014,0,0,0,19,1
"80207",999999999,2014-02-16,2,16,2014,0,0,0,20,0
"84215",999999999,2014-02-16,2,16,2014,0,0,0,21,0
"88223",999999999,2014-02-16,2,16,2014,0,0,0,22,0
"92231",999999999,2014-02-16,2,16,2014,0,0,0,23,0
"48",999999999,2014-02-17,2,17,2014,1,1,0,0,0
"4056",999999999,2014-02-17,2,17,2014,1,1,0,1,0
"8064",999999999,2014-02-17,2,17,2014,1,1,0,2,0
"12072",999999999,2014-02-17,2,17,2014,1,1,0,3,0
"16080",999999999,2014-02-17,2,17,2014,1,1,0,4,0
"20088",999999999,2014-02-17,2,17,2014,1,1,0,5,0
"64176",999999999,2014-02-17,2,17,2014,1,1,0,16,1
"68184",999999999,2014-02-17,2,17,2014,1,1,0,17,1
"72192",999999999,2014-02-17,2,17,2014,1,1,0,18,1
"76200",999999999,2014-02-17,2,17,2014,1,1,0,19,1
"80208",999999999,2014-02-17,2,17,2014,1,1,0,20,0
"84216",999999999,2014-02-17,2,17,2014,1,1,0,21,0
"88224",999999999,2014-02-17,2,17,2014,1,1,0,22,0
"92232",999999999,2014-02-17,2,17,2014,1,1,0,23,0
"49",999999999,2014-02-18,2,18,2014,2,1,0,0,0
"4057",999999999,2014-02-18,2,18,2014,2,1,0,1,0
"8065",999999999,2014-02-18,2,18,2014,2,1,0,2,0
