"","names","x"
"1","Account No","999999999"
"2","(Intercept)","-225946.149836872"
"3","Temp","2.69407260590985"
"4","Peakhour","83.0110210679459"
"5","hour","-2.30166932003817"
"6","Weekday","77.9982863826294"
"7","month","-423.578224758508"
"8","day","-14.4637512076821"
"9","Date","14.0782538247521"
