"","Date","Hour","Temp"
"6936",2014-02-05,21,24.8666666666667
"7264",2014-02-05,22,24.1
"7588",2014-02-05,23,24.1
"37",2014-02-06,0,23
"366",2014-02-06,1,23
"697",2014-02-06,2,21.9
"1026",2014-02-06,3,23
"1356",2014-02-06,4,23
"1682",2014-02-06,5,21.9
"2010",2014-02-06,6,20.55
"2338",2014-02-06,7,19
"2666",2014-02-06,8,19
"2995",2014-02-06,9,19.9
"3324",2014-02-06,10,21
"3650",2014-02-06,11,21.9
"3976",2014-02-06,12,25
"4303",2014-02-06,13,26.1
"4631",2014-02-06,14,27
"4959",2014-02-06,15,27
"5289",2014-02-06,16,25
"5617",2014-02-06,17,24.1
"5947",2014-02-06,18,25
"6275",2014-02-06,19,23
"6606",2014-02-06,20,23
"6937",2014-02-06,21,21.9
"7265",2014-02-06,22,24.1
"7589",2014-02-06,23,23
"38",2014-02-07,0,21.9
"367",2014-02-07,1,21
"698",2014-02-07,2,21
"1027",2014-02-07,3,19.9
"1357",2014-02-07,4,21
"1683",2014-02-07,5,21
"2011",2014-02-07,6,21
"2339",2014-02-07,7,21.9
"2667",2014-02-07,8,23
"2996",2014-02-07,9,24.1
"3325",2014-02-07,10,26.1
"3651",2014-02-07,11,27
"3977",2014-02-07,12,28
"4304",2014-02-07,13,28.9
"4632",2014-02-07,14,30
"4960",2014-02-07,15,28.9
"5290",2014-02-07,16,28.9
"5618",2014-02-07,17,28
"5948",2014-02-07,18,27
"6276",2014-02-07,19,28
"6607",2014-02-07,20,28
"6938",2014-02-07,21,27
"7266",2014-02-07,22,26.1
"7590",2014-02-07,23,25
"39",2014-02-08,0,26.1
"368",2014-02-08,1,24.1
"699",2014-02-08,2,23
"1028",2014-02-08,3,21
"1358",2014-02-08,4,19.9
"1684",2014-02-08,5,19
"2012",2014-02-08,6,18
"2340",2014-02-08,7,19
"2668",2014-02-08,8,19
"2997",2014-02-08,9,21.9
"3326",2014-02-08,10,24.1
"3652",2014-02-08,11,25
"3978",2014-02-08,12,27
"4305",2014-02-08,13,28
"4633",2014-02-08,14,28
"4961",2014-02-08,15,28
"5291",2014-02-08,16,28
"5619",2014-02-08,17,28
"5949",2014-02-08,18,28
"6277",2014-02-08,19,28
"6608",2014-02-08,20,28
"6939",2014-02-08,21,28
"7267",2014-02-08,22,27
"7591",2014-02-08,23,26.1
"40",2014-02-09,0,26.1
"369",2014-02-09,1,25
"700",2014-02-09,2,25
"1029",2014-02-09,3,24.1
"1359",2014-02-09,4,23
"1685",2014-02-09,5,23
"2013",2014-02-09,6,21.55
"2341",2014-02-09,7,21
"2669",2014-02-09,8,21.9
"2998",2014-02-09,9,23.55
"3327",2014-02-09,10,26.1
"3653",2014-02-09,11,28
"3979",2014-02-09,12,28.5666666666667
"4306",2014-02-09,13,28.6
"4634",2014-02-09,14,26.8
"4962",2014-02-09,15,27
"5292",2014-02-09,16,27
"5620",2014-02-09,17,27
"5950",2014-02-09,18,27.3
"6278",2014-02-09,19,27.8285714285714
"6609",2014-02-09,20,28.2666666666667
"6940",2014-02-09,21,26.7333333333333
"7268",2014-02-09,22,26.7333333333333
"7592",2014-02-09,23,25.75
"41",2014-02-10,0,24.84
"370",2014-02-10,1,24.45
"701",2014-02-10,2,24.1
"1030",2014-02-10,3,23
"1360",2014-02-10,4,21.9
"1686",2014-02-10,5,21.9
"2014",2014-02-10,6,21.9
"2342",2014-02-10,7,23
"2670",2014-02-10,8,23
"2999",2014-02-10,9,25
"3328",2014-02-10,10,27
"3654",2014-02-10,11,27
"3980",2014-02-10,12,27
"4307",2014-02-10,13,28.9
"4635",2014-02-10,14,28.9
"4963",2014-02-10,15,27
"5293",2014-02-10,16,26.1
"5621",2014-02-10,17,25
"5951",2014-02-10,18,24.1
"6279",2014-02-10,19,23
"6610",2014-02-10,20,21.9
"6941",2014-02-10,21,21
"7269",2014-02-10,22,19.9
"7593",2014-02-10,23,19.9
"42",2014-02-11,0,19
"371",2014-02-11,1,18
"702",2014-02-11,2,18
"1031",2014-02-11,3,16
"1361",2014-02-11,4,16
"1687",2014-02-11,5,15.1
"2015",2014-02-11,6,15.1
"2343",2014-02-11,7,16
"2671",2014-02-11,8,19
"3000",2014-02-11,9,19.9
"3329",2014-02-11,10,21.9
"3655",2014-02-11,11,23
"3981",2014-02-11,12,24.1
"4308",2014-02-11,13,25
"4636",2014-02-11,14,25
"4964",2014-02-11,15,25
"5294",2014-02-11,16,24.1
"5622",2014-02-11,17,21.9
"5952",2014-02-11,18,21
"6280",2014-02-11,19,19.9
"6611",2014-02-11,20,19
"6942",2014-02-11,21,19
"7270",2014-02-11,22,17.1
"7594",2014-02-11,23,14
"43",2014-02-12,0,12.9
"372",2014-02-12,1,10.9
"703",2014-02-12,2,10
"1032",2014-02-12,3,9
"1362",2014-02-12,4,9
"1688",2014-02-12,5,8.1
"2016",2014-02-12,6,8.1
"2344",2014-02-12,7,10
"2672",2014-02-12,8,14
"3001",2014-02-12,9,18
"3330",2014-02-12,10,21
"3656",2014-02-12,11,23
"3982",2014-02-12,12,21
"4309",2014-02-12,13,21.9
"4637",2014-02-12,14,23
"4965",2014-02-12,15,23
"5295",2014-02-12,16,23
"5623",2014-02-12,17,21.9
"5953",2014-02-12,18,21.9
"6281",2014-02-12,19,21.9
"6612",2014-02-12,20,21.9
"6943",2014-02-12,21,21
"7271",2014-02-12,22,21.9
"7595",2014-02-12,23,21.9
"44",2014-02-13,0,22.1
"373",2014-02-13,1,24.45
"704",2014-02-13,2,26.1
"1033",2014-02-13,3,28
"1363",2014-02-13,4,30
"1689",2014-02-13,5,30.55
"2017",2014-02-13,6,30.55
"2345",2014-02-13,7,31.7666666666667
"2673",2014-02-13,8,33.85
"3002",2014-02-13,9,33.6833333333333
"3331",2014-02-13,10,33.8666666666667
"3657",2014-02-13,11,34.9
"3983",2014-02-13,12,34.8
"4310",2014-02-13,13,33.625
"4638",2014-02-13,14,33.45
"4966",2014-02-13,15,33.45
"5296",2014-02-13,16,33.9
"5624",2014-02-13,17,34.45
"5954",2014-02-13,18,34
"6282",2014-02-13,19,35.1
"6613",2014-02-13,20,34
"6944",2014-02-13,21,35.35
"7272",2014-02-13,22,34
"7596",2014-02-13,23,33.85
"45",2014-02-14,0,33.8333333333333
"374",2014-02-14,1,34.8333333333333
"705",2014-02-14,2,34
"1034",2014-02-14,3,34
"1364",2014-02-14,4,33.1
"1690",2014-02-14,5,33.45
"2018",2014-02-14,6,33.84
"2346",2014-02-14,7,34.45
"2674",2014-02-14,8,34
"3003",2014-02-14,9,30.7333333333333
"3332",2014-02-14,10,30.34
"3658",2014-02-14,11,33.1
"3984",2014-02-14,12,33.1
"4311",2014-02-14,13,34
"4639",2014-02-14,14,35.1
"4967",2014-02-14,15,36
"5297",2014-02-14,16,36
"5625",2014-02-14,17,35.1
"5955",2014-02-14,18,35.1
"6283",2014-02-14,19,34
"6614",2014-02-14,20,34
"6945",2014-02-14,21,33.1
"7273",2014-02-14,22,33.1
"7597",2014-02-14,23,32
"46",2014-02-15,0,32
"375",2014-02-15,1,32
"706",2014-02-15,2,28.9
"1035",2014-02-15,3,30.9
"1365",2014-02-15,4,28.9
"1691",2014-02-15,5,28.9
"2019",2014-02-15,6,28.9
"2347",2014-02-15,7,30
"2675",2014-02-15,8,30.9
"3004",2014-02-15,9,34
"3333",2014-02-15,10,34
"3659",2014-02-15,11,34
"3985",2014-02-15,12,33.1
"4312",2014-02-15,13,32.72
"4640",2014-02-15,14,31.4
"4968",2014-02-15,15,30.9
"5298",2014-02-15,16,30.9
"5626",2014-02-15,17,30.9
"5956",2014-02-15,18,30.9
"6284",2014-02-15,19,30.9
"6615",2014-02-15,20,30.9
"6946",2014-02-15,21,30.9
"7274",2014-02-15,22,30
"7598",2014-02-15,23,30
"47",2014-02-16,0,30.1
"376",2014-02-16,1,29.55
"707",2014-02-16,2,28.2
"1036",2014-02-16,3,25
"1366",2014-02-16,4,24.1
"1692",2014-02-16,5,23
"2020",2014-02-16,6,23
"2348",2014-02-16,7,23
"2676",2014-02-16,8,25
"3005",2014-02-16,9,27
"3334",2014-02-16,10,28
"3660",2014-02-16,11,28.9
"3986",2014-02-16,12,30.9
"4313",2014-02-16,13,30.9
"4641",2014-02-16,14,30.9
"4969",2014-02-16,15,32
"5299",2014-02-16,16,30.9
"5627",2014-02-16,17,30
"5957",2014-02-16,18,28
"6285",2014-02-16,19,27
"6616",2014-02-16,20,26.1
"6947",2014-02-16,21,25
"7275",2014-02-16,22,24.1
"7599",2014-02-16,23,23
"48",2014-02-17,0,21
"377",2014-02-17,1,19
"708",2014-02-17,2,18
"1037",2014-02-17,3,17.1
"1367",2014-02-17,4,16
"1693",2014-02-17,5,15.1
"2021",2014-02-17,6,14
"2349",2014-02-17,7,16
"2677",2014-02-17,8,17.1
"3006",2014-02-17,9,19.9
"3335",2014-02-17,10,23
"3661",2014-02-17,11,25
"3987",2014-02-17,12,27
"4314",2014-02-17,13,28
"4642",2014-02-17,14,28.9
"4970",2014-02-17,15,28.9
"5300",2014-02-17,16,27
"5628",2014-02-17,17,25
"5958",2014-02-17,18,24.1
"6286",2014-02-17,19,21.9
"6617",2014-02-17,20,21
"6948",2014-02-17,21,19.9
"7276",2014-02-17,22,18
"7600",2014-02-17,23,19
"49",2014-02-18,0,19
"378",2014-02-18,1,18
"709",2014-02-18,2,15.1
"1038",2014-02-18,3,17.1
"1368",2014-02-18,4,16
"1694",2014-02-18,5,18
"2022",2014-02-18,6,19
"2350",2014-02-18,7,19
"2678",2014-02-18,8,21
"3007",2014-02-18,9,26.1
"3336",2014-02-18,10,30
"3662",2014-02-18,11,30.4333333333333
"3988",2014-02-18,12,30.1333333333333
"4315",2014-02-18,13,30.4333333333333
"4643",2014-02-18,14,32
"4971",2014-02-18,15,33.45
"5301",2014-02-18,16,33.5666666666667
"5629",2014-02-18,17,33.2
"5959",2014-02-18,18,31.06
"6287",2014-02-18,19,29.55
"6618",2014-02-18,20,28.2
"6949",2014-02-18,21,26.8
"7277",2014-02-18,22,26.7333333333333
"7601",2014-02-18,23,27
"50",2014-02-19,0,26.1
"379",2014-02-19,1,26.1
"710",2014-02-19,2,26.1
"1039",2014-02-19,3,27
"1369",2014-02-19,4,26.1
"1695",2014-02-19,5,24.1
"2023",2014-02-19,6,23
"2351",2014-02-19,7,24.1
"2679",2014-02-19,8,26.1
"3008",2014-02-19,9,28.9
"3337",2014-02-19,10,32
"3663",2014-02-19,11,33.1
"3989",2014-02-19,12,34
"4316",2014-02-19,13,34
"4644",2014-02-19,14,34
"4972",2014-02-19,15,33.84
"5302",2014-02-19,16,33.9
"5630",2014-02-19,17,33.9
"5960",2014-02-19,18,35.35
"6288",2014-02-19,19,33.8666666666667
"6619",2014-02-19,20,33.45
"6950",2014-02-19,21,33.45
"7278",2014-02-19,22,33.45
"7602",2014-02-19,23,33.1
"51",2014-02-20,0,33.9
"380",2014-02-20,1,35.1
"711",2014-02-20,2,37
"1040",2014-02-20,3,37
"1370",2014-02-20,4,34
"1696",2014-02-20,5,34
"2024",2014-02-20,6,36
"2352",2014-02-20,7,37.9
"2680",2014-02-20,8,39
"3009",2014-02-20,9,39.9
"3338",2014-02-20,10,43
"3664",2014-02-20,11,44.1
"3990",2014-02-20,12,46
"4317",2014-02-20,13,46.9
"4645",2014-02-20,14,48
"4973",2014-02-20,15,48
"5303",2014-02-20,16,45
"5631",2014-02-20,17,42.1
"5961",2014-02-20,18,41
"6289",2014-02-20,19,41
"6620",2014-02-20,20,39.9
"6951",2014-02-20,21,38.7666666666667
"7279",2014-02-20,22,36
"7603",2014-02-20,23,34
"52",2014-02-21,0,34.8
"381",2014-02-21,1,35.025
"712",2014-02-21,2,35.35
"1041",2014-02-21,3,35.1
"1371",2014-02-21,4,36
"1697",2014-02-21,5,35.8
"2025",2014-02-21,6,35.8
"2353",2014-02-21,7,35.7333333333333
"2681",2014-02-21,8,36.7
"3010",2014-02-21,9,36.3
"3339",2014-02-21,10,37
"3665",2014-02-21,11,37.2
"3991",2014-02-21,12,37.2
"4318",2014-02-21,13,37.5666666666667
"4646",2014-02-21,14,37
"4974",2014-02-21,15,37
"5304",2014-02-21,16,37.2
"5632",2014-02-21,17,36.6666666666667
"5962",2014-02-21,18,40.1
"6290",2014-02-21,19,43.125
"6621",2014-02-21,20,39.55
"6952",2014-02-21,21,39
"7280",2014-02-21,22,39
"7604",2014-02-21,23,39
"53",2014-02-22,0,36
"382",2014-02-22,1,36
"713",2014-02-22,2,35.1
"1042",2014-02-22,3,34
"1372",2014-02-22,4,36
"1698",2014-02-22,5,36
"2026",2014-02-22,6,36
"2354",2014-02-22,7,39.9
"2682",2014-02-22,8,41
"3011",2014-02-22,9,44.1
"3340",2014-02-22,10,46
"3666",2014-02-22,11,46.9
"3992",2014-02-22,12,46
"4319",2014-02-22,13,48.9
"4647",2014-02-22,14,50
"4975",2014-02-22,15,48.9
"5305",2014-02-22,16,46.9
"5633",2014-02-22,17,45
"5963",2014-02-22,18,44.1
"6291",2014-02-22,19,42.1
"6622",2014-02-22,20,41
"6953",2014-02-22,21,42.1
"7281",2014-02-22,22,42.1
"7605",2014-02-22,23,39.9
"54",2014-02-23,0,39.9
"383",2014-02-23,1,39.9
"714",2014-02-23,2,41
"1043",2014-02-23,3,37.9
"1373",2014-02-23,4,35.1
"1699",2014-02-23,5,36
"2027",2014-02-23,6,36
"2355",2014-02-23,7,37.9
"2683",2014-02-23,8,39
"3012",2014-02-23,9,46.9
"3341",2014-02-23,10,50
"3667",2014-02-23,11,51.1
"3993",2014-02-23,12,50
"4320",2014-02-23,13,50
"4648",2014-02-23,14,50
"4976",2014-02-23,15,44.1
"5306",2014-02-23,16,43
"5634",2014-02-23,17,43
"5964",2014-02-23,18,44.1
"6292",2014-02-23,19,48
"6623",2014-02-23,20,44.1
"6954",2014-02-23,21,44.1
"7282",2014-02-23,22,43
"7606",2014-02-23,23,42.1
"55",2014-02-24,0,41
"384",2014-02-24,1,43
"715",2014-02-24,2,42.1
"1044",2014-02-24,3,39.9
"1374",2014-02-24,4,37.9
"1700",2014-02-24,5,37
"2028",2014-02-24,6,34
"2356",2014-02-24,7,35.1
"2684",2014-02-24,8,35.1
"3013",2014-02-24,9,35.1
"3342",2014-02-24,10,36
"3668",2014-02-24,11,36
"3994",2014-02-24,12,34
"4321",2014-02-24,13,34
"4649",2014-02-24,14,34
"4977",2014-02-24,15,32
"5307",2014-02-24,16,30.9
"5635",2014-02-24,17,30
"5965",2014-02-24,18,28.9
"6293",2014-02-24,19,27
"6624",2014-02-24,20,26.1
"6955",2014-02-24,21,26.1
"7283",2014-02-24,22,25
"7607",2014-02-24,23,24.1
"56",2014-02-25,0,23
"385",2014-02-25,1,24.1
"716",2014-02-25,2,24.1
"1045",2014-02-25,3,24.1
"1375",2014-02-25,4,24.1
"1701",2014-02-25,5,21.9
"2029",2014-02-25,6,21.9
"2357",2014-02-25,7,23
"2685",2014-02-25,8,23
"3014",2014-02-25,9,24.1
"3343",2014-02-25,10,26.1
"3669",2014-02-25,11,26.1
"3995",2014-02-25,12,27
"4322",2014-02-25,13,28
"4650",2014-02-25,14,28
"4978",2014-02-25,15,28.9
"5308",2014-02-25,16,27
"5636",2014-02-25,17,26.1
"5966",2014-02-25,18,25
"6294",2014-02-25,19,24.1
"6625",2014-02-25,20,24.1
"6956",2014-02-25,21,23
"7284",2014-02-25,22,23
"7608",2014-02-25,23,21.9
"57",2014-02-26,0,21
"386",2014-02-26,1,21
"717",2014-02-26,2,19.9
"1046",2014-02-26,3,18
"1376",2014-02-26,4,18
"1702",2014-02-26,5,18
"2030",2014-02-26,6,19
"2358",2014-02-26,7,19
"2686",2014-02-26,8,21
"3015",2014-02-26,9,24.1
"3344",2014-02-26,10,26.1
"3670",2014-02-26,11,28
"3996",2014-02-26,12,30
"4323",2014-02-26,13,30.9
"4651",2014-02-26,14,30
"4979",2014-02-26,15,28.9
"5309",2014-02-26,16,28
"5637",2014-02-26,17,25
"5967",2014-02-26,18,23
"6295",2014-02-26,19,19.9
"6626",2014-02-26,20,19
"6957",2014-02-26,21,18
"7285",2014-02-26,22,17.1
"7609",2014-02-26,23,16
"58",2014-02-27,0,16
"387",2014-02-27,1,15.1
"718",2014-02-27,2,14
"1047",2014-02-27,3,14
"1377",2014-02-27,4,12.9
"1703",2014-02-27,5,12
"2031",2014-02-27,6,15.1
"2359",2014-02-27,7,16
"2687",2014-02-27,8,19
"3016",2014-02-27,9,21
"3345",2014-02-27,10,25
"3671",2014-02-27,11,28
"3997",2014-02-27,12,28
"4324",2014-02-27,13,28
"4652",2014-02-27,14,26.5
"4980",2014-02-27,15,26.2333333333333
"5310",2014-02-27,16,27
"5638",2014-02-27,17,26.1
"5968",2014-02-27,18,25
"6296",2014-02-27,19,24.1
"6627",2014-02-27,20,21
"6958",2014-02-27,21,20.5333333333333
"7286",2014-02-27,22,18.04
"7610",2014-02-27,23,16
"59",2014-02-28,0,14
"388",2014-02-28,1,12
"719",2014-02-28,2,12
"1048",2014-02-28,3,10.9
"1378",2014-02-28,4,10.9
"1704",2014-02-28,5,10
"2032",2014-02-28,6,10.9
"2360",2014-02-28,7,12
"2688",2014-02-28,8,15.1
"3017",2014-02-28,9,17.1
"3346",2014-02-28,10,19.9
"3672",2014-02-28,11,21
"3998",2014-02-28,12,23
"4325",2014-02-28,13,24.1
"4653",2014-02-28,14,24.1
"4981",2014-02-28,15,24.1
"5311",2014-02-28,16,24.1
"5639",2014-02-28,17,21.9
"5969",2014-02-28,18,21.9
"6297",2014-02-28,19,21
"6628",2014-02-28,20,21.9
"6959",2014-02-28,21,21
"7287",2014-02-28,22,19.9
"7611",2014-02-28,23,19
"60",2014-03-01,0,18
"389",2014-03-01,1,18
"720",2014-03-01,2,17.1
"1049",2014-03-01,3,16
"1379",2014-03-01,4,17.1
"1705",2014-03-01,5,16
"2033",2014-03-01,6,18
"2361",2014-03-01,7,21
"2689",2014-03-01,8,21.9
"3018",2014-03-01,9,25
"3347",2014-03-01,10,28
"3673",2014-03-01,11,32
"3999",2014-03-01,12,34
"4326",2014-03-01,13,36
"4654",2014-03-01,14,34
"4982",2014-03-01,15,35.1
"5312",2014-03-01,16,34
"5640",2014-03-01,17,33.1
"5970",2014-03-01,18,32
"6298",2014-03-01,19,32
"6629",2014-03-01,20,33.1
"6960",2014-03-01,21,33.1
"7288",2014-03-01,22,32
"7612",2014-03-01,23,32
"61",2014-03-02,0,33.1
"390",2014-03-02,1,33.1
"721",2014-03-02,2,33.1
"1050",2014-03-02,3,33.1
"1380",2014-03-02,4,34
"1706",2014-03-02,5,34
"2034",2014-03-02,6,33.1
"2362",2014-03-02,7,34
"2690",2014-03-02,8,34
"3019",2014-03-02,9,34
"3348",2014-03-02,10,35.1
"3674",2014-03-02,11,36
"4000",2014-03-02,12,37.9
"4327",2014-03-02,13,37.9
"4655",2014-03-02,14,36
"4983",2014-03-02,15,36
"5313",2014-03-02,16,36
"5641",2014-03-02,17,35.1
"5971",2014-03-02,18,34
"6299",2014-03-02,19,34
"6630",2014-03-02,20,32
"6961",2014-03-02,21,30.9
"7289",2014-03-02,22,30.9
"7613",2014-03-02,23,30
"62",2014-03-03,0,28.9
"391",2014-03-03,1,28
"722",2014-03-03,2,26.1
"1051",2014-03-03,3,24.1
"1381",2014-03-03,4,21.9
"1707",2014-03-03,5,19.9
"2035",2014-03-03,6,19
"2363",2014-03-03,7,19
"2691",2014-03-03,8,19
"3020",2014-03-03,9,19.9
"3349",2014-03-03,10,21
"3675",2014-03-03,11,21
"4001",2014-03-03,12,21.9
"4328",2014-03-03,13,21.9
"4656",2014-03-03,14,23
"4984",2014-03-03,15,23
"5314",2014-03-03,16,23
"5642",2014-03-03,17,21.9
"5972",2014-03-03,18,21.9
"6300",2014-03-03,19,21
"6631",2014-03-03,20,19
"6962",2014-03-03,21,19
"7290",2014-03-03,22,17.1
"7614",2014-03-03,23,16
"63",2014-03-04,0,16
"392",2014-03-04,1,15.1
"723",2014-03-04,2,14
"1052",2014-03-04,3,12.9
"1382",2014-03-04,4,12
"1708",2014-03-04,5,12
"2036",2014-03-04,6,12.9
"2364",2014-03-04,7,14
"2692",2014-03-04,8,17.1
"3021",2014-03-04,9,19.9
"3350",2014-03-04,10,23
"3676",2014-03-04,11,25
"4002",2014-03-04,12,27
"4329",2014-03-04,13,28.9
"4657",2014-03-04,14,28.9
"4985",2014-03-04,15,30
"5315",2014-03-04,16,30
"5643",2014-03-04,17,28.9
"5973",2014-03-04,18,28.9
"6301",2014-03-04,19,28.9
"6632",2014-03-04,20,28.9
"6963",2014-03-04,21,28.9
"7291",2014-03-04,22,28.9
"7615",2014-03-04,23,28
"64",2014-03-05,0,28
"393",2014-03-05,1,27
"724",2014-03-05,2,26.1
"1053",2014-03-05,3,25
"1383",2014-03-05,4,25
"1709",2014-03-05,5,24.1
"2037",2014-03-05,6,24.1
"2365",2014-03-05,7,25
"2693",2014-03-05,8,26.1
"3022",2014-03-05,9,27
"3351",2014-03-05,10,27
"3677",2014-03-05,11,27.3
"4003",2014-03-05,12,26.35
"4330",2014-03-05,13,26.0666666666667
"4658",2014-03-05,14,24.45
"4986",2014-03-05,15,24.5666666666667
"5316",2014-03-05,16,23.9
"5644",2014-03-05,17,22.45
"5974",2014-03-05,18,21.9
"6302",2014-03-05,19,21.9
"6633",2014-03-05,20,21.9
"6964",2014-03-05,21,21
"7292",2014-03-05,22,19.9
"7616",2014-03-05,23,19.9
"65",2014-03-06,0,17.8
"394",2014-03-06,1,16
"725",2014-03-06,2,15.1
"1054",2014-03-06,3,12.9
"1384",2014-03-06,4,12.9
"1710",2014-03-06,5,12
"2038",2014-03-06,6,12
"2366",2014-03-06,7,14
"2694",2014-03-06,8,17.1
"3023",2014-03-06,9,19.9
"3352",2014-03-06,10,23
"3678",2014-03-06,11,24.1
"4004",2014-03-06,12,24.1
"4331",2014-03-06,13,24.1
"4659",2014-03-06,14,24.1
"4987",2014-03-06,15,24.1
"5317",2014-03-06,16,24.1
"5645",2014-03-06,17,21.9
"5975",2014-03-06,18,23
"6303",2014-03-06,19,24.1
"6634",2014-03-06,20,23
"6965",2014-03-06,21,19.9
"7293",2014-03-06,22,21
"7617",2014-03-06,23,21
"66",2014-03-07,0,21
"395",2014-03-07,1,19
"726",2014-03-07,2,19
"1055",2014-03-07,3,18
"1385",2014-03-07,4,18
"1711",2014-03-07,5,19
"2039",2014-03-07,6,21
"2367",2014-03-07,7,25
"2695",2014-03-07,8,27
"3024",2014-03-07,9,30.9
"3353",2014-03-07,10,30.9
"3679",2014-03-07,11,32
"4005",2014-03-07,12,32
"4332",2014-03-07,13,33.1
"4660",2014-03-07,14,33.1
"4988",2014-03-07,15,33.1
"5318",2014-03-07,16,32
"5646",2014-03-07,17,32
"5976",2014-03-07,18,33.1
"6304",2014-03-07,19,32
"6635",2014-03-07,20,33.1
"6966",2014-03-07,21,33.1
"7294",2014-03-07,22,33.1
"7618",2014-03-07,23,32
"67",2014-03-08,0,30.9
"396",2014-03-08,1,30
"727",2014-03-08,2,30
"1056",2014-03-08,3,28.9
"1386",2014-03-08,4,28.9
"1712",2014-03-08,5,27
"2040",2014-03-08,6,30.9
"2368",2014-03-08,7,35.1
"2696",2014-03-08,8,37.9
"3025",2014-03-08,9,42.1
"3354",2014-03-08,10,46.9
"3680",2014-03-08,11,50
"4006",2014-03-08,12,52
"4333",2014-03-08,13,55
"4661",2014-03-08,14,54
"4989",2014-03-08,15,43
"5319",2014-03-08,16,43
"5647",2014-03-08,17,41
"5977",2014-03-08,18,45
"6305",2014-03-08,19,42.1
"6636",2014-03-08,20,39.9
"6967",2014-03-08,21,39
"7295",2014-03-08,22,37
"7619",2014-03-08,23,36
"68",2014-03-09,0,33.4
"397",2014-03-09,1,33.1
"1057",2014-03-09,3,32
"1387",2014-03-09,4,30.9
"1713",2014-03-09,5,30.9
"2041",2014-03-09,6,30
"2369",2014-03-09,7,30.9
"2697",2014-03-09,8,32
"3026",2014-03-09,9,34
"3355",2014-03-09,10,36
"3681",2014-03-09,11,37
"4007",2014-03-09,12,37.9
"4334",2014-03-09,13,39.9
"4662",2014-03-09,14,41
"4990",2014-03-09,15,42.1
"5320",2014-03-09,16,41
"5648",2014-03-09,17,39.9
"5978",2014-03-09,18,37
"6306",2014-03-09,19,36
"6637",2014-03-09,20,35.1
"6968",2014-03-09,21,34
"7296",2014-03-09,22,35.1
"7620",2014-03-09,23,34
"69",2014-03-10,0,36
"398",2014-03-10,1,33.1
"728",2014-03-10,2,33.1
"1058",2014-03-10,3,33.1
"1388",2014-03-10,4,30.9
"1714",2014-03-10,5,28.65
"2042",2014-03-10,6,28.2
"2370",2014-03-10,7,28.9
"2698",2014-03-10,8,29.2666666666667
"3027",2014-03-10,9,32
"3356",2014-03-10,10,34
"3682",2014-03-10,11,39
"4008",2014-03-10,12,39.9
"4335",2014-03-10,13,43
"4663",2014-03-10,14,43
"4991",2014-03-10,15,43
"5321",2014-03-10,16,41
"5649",2014-03-10,17,37.9
"5979",2014-03-10,18,37
"6307",2014-03-10,19,37
"6638",2014-03-10,20,36
"6969",2014-03-10,21,36
"7297",2014-03-10,22,37
"7621",2014-03-10,23,37
"70",2014-03-11,0,39.2
"399",2014-03-11,1,36
"729",2014-03-11,2,36
"1059",2014-03-11,3,36
"1389",2014-03-11,4,34
"1715",2014-03-11,5,36
"2043",2014-03-11,6,36
"2371",2014-03-11,7,37.9
"2699",2014-03-11,8,42.1
"3028",2014-03-11,9,48
"4009",2014-03-11,12,55
"4336",2014-03-11,13,57.2
"4664",2014-03-11,14,57.2
"4992",2014-03-11,15,59
"5322",2014-03-11,16,57.2
"5650",2014-03-11,17,55.4
"6308",2014-03-11,19,53.6
"6639",2014-03-11,20,51.8
"6970",2014-03-11,21,39.2
"7298",2014-03-11,22,37.4
"7622",2014-03-11,23,39.2
"71",2014-03-12,0,37
"400",2014-03-12,1,39.2
"730",2014-03-12,2,39.2
"1060",2014-03-12,3,39.2
"1390",2014-03-12,4,39.2
"1716",2014-03-12,5,39.2
"2044",2014-03-12,6,39.2
"2372",2014-03-12,7,39.9
"2700",2014-03-12,8,42.8
"3029",2014-03-12,9,43
"3357",2014-03-12,10,44.1
"3683",2014-03-12,11,44.1
"4010",2014-03-12,12,44.6
"4337",2014-03-12,13,42.8
"4665",2014-03-12,14,44.6
"4993",2014-03-12,15,43
"5323",2014-03-12,16,43
"5651",2014-03-12,17,42.8
"5980",2014-03-12,18,43
"6309",2014-03-12,19,42.5666666666667
"6640",2014-03-12,20,42.45
"6971",2014-03-12,21,42.8
"7299",2014-03-12,22,41.9
"7623",2014-03-12,23,39
"72",2014-03-13,0,17.1
"401",2014-03-13,1,35.1
"731",2014-03-13,2,32
"1061",2014-03-13,3,30.9
"1391",2014-03-13,4,28
"1717",2014-03-13,5,26.1
"2045",2014-03-13,6,23
"2373",2014-03-13,7,22.45
"2701",2014-03-13,8,21
"3030",2014-03-13,9,19.8666666666667
"3358",2014-03-13,10,18.7
"3684",2014-03-13,11,19.2
"4011",2014-03-13,12,19.2
"4338",2014-03-13,13,19.65
"4666",2014-03-13,14,20.2
"4994",2014-03-13,15,21
"5324",2014-03-13,16,21.9
"5652",2014-03-13,17,24.1
"5981",2014-03-13,18,19.9
"6310",2014-03-13,19,19.9
"6641",2014-03-13,20,19.9
"6972",2014-03-13,21,19
"7300",2014-03-13,22,19
"7624",2014-03-13,23,18
"73",2014-03-14,0,37.9
"402",2014-03-14,1,16
"732",2014-03-14,2,16
"1062",2014-03-14,3,16
"1392",2014-03-14,4,16
"1718",2014-03-14,5,16
"2046",2014-03-14,6,17.1
"2374",2014-03-14,7,19
"3031",2014-03-14,9,23
