"","names","x"
"1","Account No","999999999"
"2","(Intercept)","-283738.780835233"
"3","Temp","2.48744200511478"
"4","Peakhour","64.2505137766902"
"5","hour","-1.68569143348399"
"6","Weekday","61.0006994118272"
"7","month","-535.350586329709"
"8","day","-18.0204900850715"
"9","`Day of Week`","1.95271235593649"
"10","Date","17.6831275909309"
