"","Account","Date","month","day","year","Day of Week","Weekday","kWh","hour","Peakhour"
"292",999999999,2014-10-19,10,19,2014,0,0,76.35,0,0
"4300",999999999,2014-10-19,10,19,2014,0,0,67.86,1,0
"8308",999999999,2014-10-19,10,19,2014,0,0,66.465,2,0
"12316",999999999,2014-10-19,10,19,2014,0,0,66.36,3,0
"16324",999999999,2014-10-19,10,19,2014,0,0,65.94,4,0
"20332",999999999,2014-10-19,10,19,2014,0,0,67.32,5,0
"24340",999999999,2014-10-19,10,19,2014,0,0,66.885,6,0
"28348",999999999,2014-10-19,10,19,2014,0,0,65.73,7,1
"32356",999999999,2014-10-19,10,19,2014,0,0,64.5,8,1
"36364",999999999,2014-10-19,10,19,2014,0,0,62.385,9,1
"40372",999999999,2014-10-19,10,19,2014,0,0,63.465,10,1
"44380",999999999,2014-10-19,10,19,2014,0,0,62.55,11,1
"48388",999999999,2014-10-19,10,19,2014,0,0,64.455,12,1
"52396",999999999,2014-10-19,10,19,2014,0,0,63.96,13,1
"56404",999999999,2014-10-19,10,19,2014,0,0,63.12,14,1
"60412",999999999,2014-10-19,10,19,2014,0,0,62.31,15,1
"64420",999999999,2014-10-19,10,19,2014,0,0,62.925,16,1
"68428",999999999,2014-10-19,10,19,2014,0,0,62.4,17,1
"72436",999999999,2014-10-19,10,19,2014,0,0,66.33,18,1
"76444",999999999,2014-10-19,10,19,2014,0,0,65.25,19,1
"80452",999999999,2014-10-19,10,19,2014,0,0,65.475,20,0
"84460",999999999,2014-10-19,10,19,2014,0,0,64.605,21,0
"88468",999999999,2014-10-19,10,19,2014,0,0,64.92,22,0
"92476",999999999,2014-10-19,10,19,2014,0,0,64.905,23,0
"275",999999999,2014-10-02,10,2,2014,4,1,73.095,0,0
"4283",999999999,2014-10-02,10,2,2014,4,1,71.73,1,0
"8291",999999999,2014-10-02,10,2,2014,4,1,71.805,2,0
"12299",999999999,2014-10-02,10,2,2014,4,1,72.345,3,0
"16307",999999999,2014-10-02,10,2,2014,4,1,71.505,4,0
"20315",999999999,2014-10-02,10,2,2014,4,1,73.965,5,0
"24323",999999999,2014-10-02,10,2,2014,4,1,115.589999,6,0
"28331",999999999,2014-10-02,10,2,2014,4,1,201.134994,7,1
"32339",999999999,2014-10-02,10,2,2014,4,1,237.779993,8,1
"36347",999999999,2014-10-02,10,2,2014,4,1,245.024996,9,1
"40355",999999999,2014-10-02,10,2,2014,4,1,261.719993,10,1
"44363",999999999,2014-10-02,10,2,2014,4,1,254.294995,11,1
"48371",999999999,2014-10-02,10,2,2014,4,1,254.819993,12,1
"52379",999999999,2014-10-02,10,2,2014,4,1,237.989994,13,1
"56387",999999999,2014-10-02,10,2,2014,4,1,233.324994,14,1
"60395",999999999,2014-10-02,10,2,2014,4,1,208.919995,15,1
"64403",999999999,2014-10-02,10,2,2014,4,1,170.354997,16,1
"68411",999999999,2014-10-02,10,2,2014,4,1,160.424995,17,1
"72419",999999999,2014-10-02,10,2,2014,4,1,157.649996,18,1
"76427",999999999,2014-10-02,10,2,2014,4,1,117.269996,19,1
"80435",999999999,2014-10-02,10,2,2014,4,1,106.919999,20,0
"84443",999999999,2014-10-02,10,2,2014,4,1,79.71,21,0
"88451",999999999,2014-10-02,10,2,2014,4,1,74.595,22,0
"92459",999999999,2014-10-02,10,2,2014,4,1,73.86,23,0
"293",999999999,2014-10-20,10,20,2014,1,1,65.61,0,0
"4301",999999999,2014-10-20,10,20,2014,1,1,68.625,1,0
"8309",999999999,2014-10-20,10,20,2014,1,1,73.815,2,0
"12317",999999999,2014-10-20,10,20,2014,1,1,70.32,3,0
"16325",999999999,2014-10-20,10,20,2014,1,1,65.79,4,0
"20333",999999999,2014-10-20,10,20,2014,1,1,79.83,5,0
"24341",999999999,2014-10-20,10,20,2014,1,1,156.824997,6,0
"28349",999999999,2014-10-20,10,20,2014,1,1,215.084996,7,1
"32357",999999999,2014-10-20,10,20,2014,1,1,257.759994,8,1
"36365",999999999,2014-10-20,10,20,2014,1,1,266.114992,9,1
"40373",999999999,2014-10-20,10,20,2014,1,1,277.064996,10,1
"44381",999999999,2014-10-20,10,20,2014,1,1,258.089995,11,1
"48389",999999999,2014-10-20,10,20,2014,1,1,247.079996,12,1
"52397",999999999,2014-10-20,10,20,2014,1,1,245.684997,13,1
"56405",999999999,2014-10-20,10,20,2014,1,1,235.709995,14,1
"60413",999999999,2014-10-20,10,20,2014,1,1,196.484995,15,1
"64421",999999999,2014-10-20,10,20,2014,1,1,152.429999,16,1
"68429",999999999,2014-10-20,10,20,2014,1,1,146.384998,17,1
"72437",999999999,2014-10-20,10,20,2014,1,1,149.954996,18,1
"76445",999999999,2014-10-20,10,20,2014,1,1,137.129997,19,1
"80453",999999999,2014-10-20,10,20,2014,1,1,113.084997,20,0
"84461",999999999,2014-10-20,10,20,2014,1,1,83.625,21,0
"88469",999999999,2014-10-20,10,20,2014,1,1,75.06,22,0
"92477",999999999,2014-10-20,10,20,2014,1,1,68.37,23,0
"294",999999999,2014-10-21,10,21,2014,2,1,68.655,0,0
"4302",999999999,2014-10-21,10,21,2014,2,1,67.725,1,0
"8310",999999999,2014-10-21,10,21,2014,2,1,67.86,2,0
"12318",999999999,2014-10-21,10,21,2014,2,1,74.715,3,0
"16326",999999999,2014-10-21,10,21,2014,2,1,74.61,4,0
"20334",999999999,2014-10-21,10,21,2014,2,1,79.365,5,0
"24342",999999999,2014-10-21,10,21,2014,2,1,117.164996,6,0
"28350",999999999,2014-10-21,10,21,2014,2,1,202.799997,7,1
"32358",999999999,2014-10-21,10,21,2014,2,1,239.624994,8,1
"36366",999999999,2014-10-21,10,21,2014,2,1,245.069995,9,1
"40374",999999999,2014-10-21,10,21,2014,2,1,250.379996,10,1
"44382",999999999,2014-10-21,10,21,2014,2,1,246.899995,11,1
"48390",999999999,2014-10-21,10,21,2014,2,1,243.944995,12,1
"52398",999999999,2014-10-21,10,21,2014,2,1,243.194995,13,1
"56406",999999999,2014-10-21,10,21,2014,2,1,234.104993,14,1
"60414",999999999,2014-10-21,10,21,2014,2,1,195.989999,15,1
"64422",999999999,2014-10-21,10,21,2014,2,1,152.819998,16,1
"68430",999999999,2014-10-21,10,21,2014,2,1,142.604997,17,1
"72438",999999999,2014-10-21,10,21,2014,2,1,142.244999,18,1
"76446",999999999,2014-10-21,10,21,2014,2,1,120.809997,19,1
"80454",999999999,2014-10-21,10,21,2014,2,1,110.07,20,0
"84462",999999999,2014-10-21,10,21,2014,2,1,90.015,21,0
"88470",999999999,2014-10-21,10,21,2014,2,1,83.13,22,0
"92478",999999999,2014-10-21,10,21,2014,2,1,74.985,23,0
"295",999999999,2014-10-22,10,22,2014,3,1,71.13,0,0
"4303",999999999,2014-10-22,10,22,2014,3,1,70.515,1,0
"8311",999999999,2014-10-22,10,22,2014,3,1,70.545,2,0
"12319",999999999,2014-10-22,10,22,2014,3,1,71.025,3,0
"16327",999999999,2014-10-22,10,22,2014,3,1,70.47,4,0
"20335",999999999,2014-10-22,10,22,2014,3,1,87.135,5,0
"24343",999999999,2014-10-22,10,22,2014,3,1,135.494995,6,0
"28351",999999999,2014-10-22,10,22,2014,3,1,208.229995,7,1
"32359",999999999,2014-10-22,10,22,2014,3,1,254.084994,8,1
"36367",999999999,2014-10-22,10,22,2014,3,1,251.459997,9,1
"40375",999999999,2014-10-22,10,22,2014,3,1,266.879998,10,1
"44383",999999999,2014-10-22,10,22,2014,3,1,250.874992,11,1
"48391",999999999,2014-10-22,10,22,2014,3,1,253.919991,12,1
"52399",999999999,2014-10-22,10,22,2014,3,1,247.919993,13,1
"56407",999999999,2014-10-22,10,22,2014,3,1,244.874995,14,1
"60415",999999999,2014-10-22,10,22,2014,3,1,205.334999,15,1
"64423",999999999,2014-10-22,10,22,2014,3,1,165.119995,16,1
"68431",999999999,2014-10-22,10,22,2014,3,1,148.424996,17,1
"72439",999999999,2014-10-22,10,22,2014,3,1,137.879994,18,1
"76447",999999999,2014-10-22,10,22,2014,3,1,120.839996,19,1
"80455",999999999,2014-10-22,10,22,2014,3,1,107.684997,20,0
"84463",999999999,2014-10-22,10,22,2014,3,1,85.785,21,0
"88471",999999999,2014-10-22,10,22,2014,3,1,74.565,22,0
"92479",999999999,2014-10-22,10,22,2014,3,1,66.735,23,0
"296",999999999,2014-10-23,10,23,2014,4,1,67.335,0,0
"4304",999999999,2014-10-23,10,23,2014,4,1,67.575,1,0
"8312",999999999,2014-10-23,10,23,2014,4,1,68.19,2,0
"12320",999999999,2014-10-23,10,23,2014,4,1,67.245,3,0
"16328",999999999,2014-10-23,10,23,2014,4,1,67.41,4,0
"20336",999999999,2014-10-23,10,23,2014,4,1,82.665,5,0
"24344",999999999,2014-10-23,10,23,2014,4,1,136.199998,6,0
"28352",999999999,2014-10-23,10,23,2014,4,1,218.939994,7,1
"32360",999999999,2014-10-23,10,23,2014,4,1,253.409996,8,1
"36368",999999999,2014-10-23,10,23,2014,4,1,261.209995,9,1
"40376",999999999,2014-10-23,10,23,2014,4,1,280.349996,10,1
"44384",999999999,2014-10-23,10,23,2014,4,1,263.714996,11,1
"48392",999999999,2014-10-23,10,23,2014,4,1,254.219995,12,1
"52400",999999999,2014-10-23,10,23,2014,4,1,260.894996,13,1
"56408",999999999,2014-10-23,10,23,2014,4,1,257.159994,14,1
"60416",999999999,2014-10-23,10,23,2014,4,1,203.009996,15,1
"64424",999999999,2014-10-23,10,23,2014,4,1,151.035,16,1
"68432",999999999,2014-10-23,10,23,2014,4,1,135.464997,17,1
"72440",999999999,2014-10-23,10,23,2014,4,1,130.964996,18,1
"76448",999999999,2014-10-23,10,23,2014,4,1,115.619996,19,1
"80456",999999999,2014-10-23,10,23,2014,4,1,117.524998,20,0
"84464",999999999,2014-10-23,10,23,2014,4,1,93.36,21,0
"88472",999999999,2014-10-23,10,23,2014,4,1,77.34,22,0
"92480",999999999,2014-10-23,10,23,2014,4,1,69.93,23,0
"297",999999999,2014-10-24,10,24,2014,5,1,70.665,0,0
"4305",999999999,2014-10-24,10,24,2014,5,1,70.785,1,0
"8313",999999999,2014-10-24,10,24,2014,5,1,70.02,2,0
"12321",999999999,2014-10-24,10,24,2014,5,1,70.515,3,0
"16329",999999999,2014-10-24,10,24,2014,5,1,70.875,4,0
"20337",999999999,2014-10-24,10,24,2014,5,1,86.205,5,0
"24345",999999999,2014-10-24,10,24,2014,5,1,141.494997,6,0
"28353",999999999,2014-10-24,10,24,2014,5,1,198.929996,7,1
"32361",999999999,2014-10-24,10,24,2014,5,1,255.434992,8,1
"36369",999999999,2014-10-24,10,24,2014,5,1,256.934992,9,1
"40377",999999999,2014-10-24,10,24,2014,5,1,277.649996,10,1
"44385",999999999,2014-10-24,10,24,2014,5,1,255.779995,11,1
"48393",999999999,2014-10-24,10,24,2014,5,1,244.229997,12,1
"52401",999999999,2014-10-24,10,24,2014,5,1,247.484993,13,1
"56409",999999999,2014-10-24,10,24,2014,5,1,235.469993,14,1
"60417",999999999,2014-10-24,10,24,2014,5,1,187.739994,15,1
"64425",999999999,2014-10-24,10,24,2014,5,1,148.769996,16,1
"68433",999999999,2014-10-24,10,24,2014,5,1,140.009998,17,1
"72441",999999999,2014-10-24,10,24,2014,5,1,149.954998,18,1
"76449",999999999,2014-10-24,10,24,2014,5,1,135.854997,19,1
"80457",999999999,2014-10-24,10,24,2014,5,1,118.649999,20,0
"84465",999999999,2014-10-24,10,24,2014,5,1,86.145,21,0
"88473",999999999,2014-10-24,10,24,2014,5,1,80.235,22,0
"92481",999999999,2014-10-24,10,24,2014,5,1,68.22,23,0
"298",999999999,2014-10-25,10,25,2014,6,0,69.15,0,0
"4306",999999999,2014-10-25,10,25,2014,6,0,67.245,1,0
"8314",999999999,2014-10-25,10,25,2014,6,0,67.275,2,0
"12322",999999999,2014-10-25,10,25,2014,6,0,67.68,3,0
"16330",999999999,2014-10-25,10,25,2014,6,0,67.215,4,0
"20338",999999999,2014-10-25,10,25,2014,6,0,68.025,5,0
"24346",999999999,2014-10-25,10,25,2014,6,0,68.955,6,0
"28354",999999999,2014-10-25,10,25,2014,6,0,130.439998,7,1
"32362",999999999,2014-10-25,10,25,2014,6,0,136.889999,8,1
"36370",999999999,2014-10-25,10,25,2014,6,0,134.444999,9,1
"40378",999999999,2014-10-25,10,25,2014,6,0,119.399998,10,1
"44386",999999999,2014-10-25,10,25,2014,6,0,113.969997,11,1
"48394",999999999,2014-10-25,10,25,2014,6,0,104.879998,12,1
"52402",999999999,2014-10-25,10,25,2014,6,0,104.054999,13,1
"56410",999999999,2014-10-25,10,25,2014,6,0,103.649999,14,1
"60418",999999999,2014-10-25,10,25,2014,6,0,103.919999,15,1
"64426",999999999,2014-10-25,10,25,2014,6,0,80.55,16,1
"68434",999999999,2014-10-25,10,25,2014,6,0,77.94,17,1
"72442",999999999,2014-10-25,10,25,2014,6,0,81.315,18,1
"76450",999999999,2014-10-25,10,25,2014,6,0,80.985,19,1
"80458",999999999,2014-10-25,10,25,2014,6,0,83.055,20,0
"84466",999999999,2014-10-25,10,25,2014,6,0,74.805,21,0
"88474",999999999,2014-10-25,10,25,2014,6,0,69.24,22,0
"92482",999999999,2014-10-25,10,25,2014,6,0,64.455,23,0
"299",999999999,2014-10-26,10,26,2014,0,0,66.315,0,0
"4307",999999999,2014-10-26,10,26,2014,0,0,65.445,1,0
"8315",999999999,2014-10-26,10,26,2014,0,0,65.55,2,0
"12323",999999999,2014-10-26,10,26,2014,0,0,65.055,3,0
"16331",999999999,2014-10-26,10,26,2014,0,0,65.085,4,0
"20339",999999999,2014-10-26,10,26,2014,0,0,64.935,5,0
"24347",999999999,2014-10-26,10,26,2014,0,0,65.79,6,0
"28355",999999999,2014-10-26,10,26,2014,0,0,64.245,7,1
"32363",999999999,2014-10-26,10,26,2014,0,0,62.82,8,1
"36371",999999999,2014-10-26,10,26,2014,0,0,61.83,9,1
"40379",999999999,2014-10-26,10,26,2014,0,0,61.605,10,1
"44387",999999999,2014-10-26,10,26,2014,0,0,60.9,11,1
"48395",999999999,2014-10-26,10,26,2014,0,0,62.565,12,1
"52403",999999999,2014-10-26,10,26,2014,0,0,61.335,13,1
"56411",999999999,2014-10-26,10,26,2014,0,0,61.68,14,1
"60419",999999999,2014-10-26,10,26,2014,0,0,62.295,15,1
"64427",999999999,2014-10-26,10,26,2014,0,0,60.795,16,1
"68435",999999999,2014-10-26,10,26,2014,0,0,61.665,17,1
"72443",999999999,2014-10-26,10,26,2014,0,0,65.28,18,1
"76451",999999999,2014-10-26,10,26,2014,0,0,63.945,19,1
"80459",999999999,2014-10-26,10,26,2014,0,0,64.71,20,0
"84467",999999999,2014-10-26,10,26,2014,0,0,64.035,21,0
"88475",999999999,2014-10-26,10,26,2014,0,0,64.695,22,0
"92483",999999999,2014-10-26,10,26,2014,0,0,73.215,23,0
"300",999999999,2014-10-27,10,27,2014,1,1,73.14,0,0
"4308",999999999,2014-10-27,10,27,2014,1,1,64.755,1,0
"8316",999999999,2014-10-27,10,27,2014,1,1,64.185,2,0
"12324",999999999,2014-10-27,10,27,2014,1,1,63.825,3,0
"16332",999999999,2014-10-27,10,27,2014,1,1,64.125,4,0
"20340",999999999,2014-10-27,10,27,2014,1,1,78.495,5,0
"24348",999999999,2014-10-27,10,27,2014,1,1,132.524995,6,0
"28356",999999999,2014-10-27,10,27,2014,1,1,209.999994,7,1
"32364",999999999,2014-10-27,10,27,2014,1,1,250.769994,8,1
"36372",999999999,2014-10-27,10,27,2014,1,1,259.844993,9,1
"40380",999999999,2014-10-27,10,27,2014,1,1,264.464996,10,1
"44388",999999999,2014-10-27,10,27,2014,1,1,258.314995,11,1
"48396",999999999,2014-10-27,10,27,2014,1,1,241.799996,12,1
"52404",999999999,2014-10-27,10,27,2014,1,1,241.424996,13,1
"56412",999999999,2014-10-27,10,27,2014,1,1,232.109995,14,1
"60420",999999999,2014-10-27,10,27,2014,1,1,195.824997,15,1
"64428",999999999,2014-10-27,10,27,2014,1,1,149.444996,16,1
"68436",999999999,2014-10-27,10,27,2014,1,1,135.914994,17,1
"72444",999999999,2014-10-27,10,27,2014,1,1,130.649996,18,1
"76452",999999999,2014-10-27,10,27,2014,1,1,108.464998,19,1
"80460",999999999,2014-10-27,10,27,2014,1,1,99.359997,20,0
"84468",999999999,2014-10-27,10,27,2014,1,1,80.655,21,0
"88476",999999999,2014-10-27,10,27,2014,1,1,76.845,22,0
"92484",999999999,2014-10-27,10,27,2014,1,1,74.46,23,0
"301",999999999,2014-10-28,10,28,2014,2,1,78.975,0,0
"4309",999999999,2014-10-28,10,28,2014,2,1,84.675,1,0
"8317",999999999,2014-10-28,10,28,2014,2,1,78.945,2,0
"12325",999999999,2014-10-28,10,28,2014,2,1,75.66,3,0
"16333",999999999,2014-10-28,10,28,2014,2,1,75.36,4,0
"20341",999999999,2014-10-28,10,28,2014,2,1,89.999999,5,0
"24349",999999999,2014-10-28,10,28,2014,2,1,139.109999,6,0
"28357",999999999,2014-10-28,10,28,2014,2,1,217.214995,7,1
"32365",999999999,2014-10-28,10,28,2014,2,1,254.11499,8,1
"36373",999999999,2014-10-28,10,28,2014,2,1,245.054995,9,1
"40381",999999999,2014-10-28,10,28,2014,2,1,257.414996,10,1
"44389",999999999,2014-10-28,10,28,2014,2,1,245.054996,11,1
"48397",999999999,2014-10-28,10,28,2014,2,1,177.074996,12,1
"52405",999999999,2014-10-28,10,28,2014,2,1,50.895,13,1
"56413",999999999,2014-10-28,10,28,2014,2,1,121.469996,14,1
"60421",999999999,2014-10-28,10,28,2014,2,1,192.974998,15,1
"64429",999999999,2014-10-28,10,28,2014,2,1,148.964996,16,1
"68437",999999999,2014-10-28,10,28,2014,2,1,135.419999,17,1
"72445",999999999,2014-10-28,10,28,2014,2,1,131.564995,18,1
"76453",999999999,2014-10-28,10,28,2014,2,1,120.734996,19,1
"80461",999999999,2014-10-28,10,28,2014,2,1,115.139997,20,0
"84469",999999999,2014-10-28,10,28,2014,2,1,91.095,21,0
"88477",999999999,2014-10-28,10,28,2014,2,1,79.05,22,0
"92485",999999999,2014-10-28,10,28,2014,2,1,69.12,23,0
"302",999999999,2014-10-29,10,29,2014,3,1,68.685,0,0
"4310",999999999,2014-10-29,10,29,2014,3,1,68.025,1,0
"8318",999999999,2014-10-29,10,29,2014,3,1,66.87,2,0
"12326",999999999,2014-10-29,10,29,2014,3,1,67.035,3,0
"16334",999999999,2014-10-29,10,29,2014,3,1,73.395,4,0
"20342",999999999,2014-10-29,10,29,2014,3,1,88.064999,5,0
"24350",999999999,2014-10-29,10,29,2014,3,1,131.069996,6,0
"28358",999999999,2014-10-29,10,29,2014,3,1,198.884998,7,1
"32366",999999999,2014-10-29,10,29,2014,3,1,243.314989,8,1
"36374",999999999,2014-10-29,10,29,2014,3,1,243.719991,9,1
"40382",999999999,2014-10-29,10,29,2014,3,1,257.264994,10,1
"44390",999999999,2014-10-29,10,29,2014,3,1,247.799994,11,1
"48398",999999999,2014-10-29,10,29,2014,3,1,245.429997,12,1
"52406",999999999,2014-10-29,10,29,2014,3,1,247.094994,13,1
"56414",999999999,2014-10-29,10,29,2014,3,1,233.039997,14,1
"60422",999999999,2014-10-29,10,29,2014,3,1,200.114996,15,1
"64430",999999999,2014-10-29,10,29,2014,3,1,157.109997,16,1
"68438",999999999,2014-10-29,10,29,2014,3,1,152.414997,17,1
"72446",999999999,2014-10-29,10,29,2014,3,1,144.809996,18,1
"76454",999999999,2014-10-29,10,29,2014,3,1,129.809998,19,1
"80462",999999999,2014-10-29,10,29,2014,3,1,120.914997,20,0
"84470",999999999,2014-10-29,10,29,2014,3,1,93.869999,21,0
"88478",999999999,2014-10-29,10,29,2014,3,1,84.135,22,0
"92486",999999999,2014-10-29,10,29,2014,3,1,79.83,23,0
"276",999999999,2014-10-03,10,3,2014,5,1,75.24,0,0
"4284",999999999,2014-10-03,10,3,2014,5,1,74.19,1,0
"8292",999999999,2014-10-03,10,3,2014,5,1,80.82,2,0
"12300",999999999,2014-10-03,10,3,2014,5,1,83.64,3,0
"16308",999999999,2014-10-03,10,3,2014,5,1,81.045,4,0
"20316",999999999,2014-10-03,10,3,2014,5,1,77.055,5,0
"24324",999999999,2014-10-03,10,3,2014,5,1,119.504999,6,0
"28332",999999999,2014-10-03,10,3,2014,5,1,189.134997,7,1
"32340",999999999,2014-10-03,10,3,2014,5,1,237.644992,8,1
"36348",999999999,2014-10-03,10,3,2014,5,1,240.914993,9,1
"40356",999999999,2014-10-03,10,3,2014,5,1,251.429991,10,1
"44364",999999999,2014-10-03,10,3,2014,5,1,246.494996,11,1
"48372",999999999,2014-10-03,10,3,2014,5,1,248.594992,12,1
"52380",999999999,2014-10-03,10,3,2014,5,1,241.364994,13,1
"56388",999999999,2014-10-03,10,3,2014,5,1,232.034993,14,1
"60396",999999999,2014-10-03,10,3,2014,5,1,190.889997,15,1
"64404",999999999,2014-10-03,10,3,2014,5,1,152.654996,16,1
"68412",999999999,2014-10-03,10,3,2014,5,1,143.265,17,1
"72420",999999999,2014-10-03,10,3,2014,5,1,135.989997,18,1
"76428",999999999,2014-10-03,10,3,2014,5,1,125.939999,19,1
"80436",999999999,2014-10-03,10,3,2014,5,1,114.194998,20,0
"84444",999999999,2014-10-03,10,3,2014,5,1,79.5,21,0
"88452",999999999,2014-10-03,10,3,2014,5,1,72.21,22,0
"92460",999999999,2014-10-03,10,3,2014,5,1,65.58,23,0
"303",999999999,2014-10-30,10,30,2014,4,1,80.685,0,0
"4311",999999999,2014-10-30,10,30,2014,4,1,79.425,1,0
"8319",999999999,2014-10-30,10,30,2014,4,1,80.43,2,0
"12327",999999999,2014-10-30,10,30,2014,4,1,79.32,3,0
"16335",999999999,2014-10-30,10,30,2014,4,1,79.17,4,0
"20343",999999999,2014-10-30,10,30,2014,4,1,86.819999,5,0
"24351",999999999,2014-10-30,10,30,2014,4,1,142.274998,6,0
"28359",999999999,2014-10-30,10,30,2014,4,1,226.499992,7,1
"32367",999999999,2014-10-30,10,30,2014,4,1,103.034998,8,1
"36375",999999999,2014-10-30,10,30,2014,4,1,192.179998,9,1
"40383",999999999,2014-10-30,10,30,2014,4,1,257.129993,10,1
"44391",999999999,2014-10-30,10,30,2014,4,1,245.789994,11,1
"48399",999999999,2014-10-30,10,30,2014,4,1,258.944992,12,1
"52407",999999999,2014-10-30,10,30,2014,4,1,251.294994,13,1
"56415",999999999,2014-10-30,10,30,2014,4,1,227.879993,14,1
"60423",999999999,2014-10-30,10,30,2014,4,1,194.744995,15,1
"64431",999999999,2014-10-30,10,30,2014,4,1,154.199997,16,1
"68439",999999999,2014-10-30,10,30,2014,4,1,133.004996,17,1
"72447",999999999,2014-10-30,10,30,2014,4,1,130.769997,18,1
"76455",999999999,2014-10-30,10,30,2014,4,1,115.739996,19,1
"80463",999999999,2014-10-30,10,30,2014,4,1,109.319999,20,0
"84471",999999999,2014-10-30,10,30,2014,4,1,92.685,21,0
"88479",999999999,2014-10-30,10,30,2014,4,1,84.84,22,0
"92487",999999999,2014-10-30,10,30,2014,4,1,76.29,23,0
"304",999999999,2014-10-31,10,31,2014,5,1,69.06,0,0
"4312",999999999,2014-10-31,10,31,2014,5,1,67.755,1,0
"8320",999999999,2014-10-31,10,31,2014,5,1,66.975,2,0
"12328",999999999,2014-10-31,10,31,2014,5,1,66.495,3,0
"16336",999999999,2014-10-31,10,31,2014,5,1,66.435,4,0
"20344",999999999,2014-10-31,10,31,2014,5,1,82.619999,5,0
"24352",999999999,2014-10-31,10,31,2014,5,1,142.799999,6,0
"28360",999999999,2014-10-31,10,31,2014,5,1,204.509993,7,1
"32368",999999999,2014-10-31,10,31,2014,5,1,259.034992,8,1
"36376",999999999,2014-10-31,10,31,2014,5,1,244.949992,9,1
"40384",999999999,2014-10-31,10,31,2014,5,1,267.269991,10,1
"44392",999999999,2014-10-31,10,31,2014,5,1,259.994994,11,1
"48400",999999999,2014-10-31,10,31,2014,5,1,247.079994,12,1
"52408",999999999,2014-10-31,10,31,2014,5,1,245.669997,13,1
"56416",999999999,2014-10-31,10,31,2014,5,1,252.224993,14,1
"60424",999999999,2014-10-31,10,31,2014,5,1,202.004997,15,1
"64432",999999999,2014-10-31,10,31,2014,5,1,141.554997,16,1
"68440",999999999,2014-10-31,10,31,2014,5,1,130.379998,17,1
"72448",999999999,2014-10-31,10,31,2014,5,1,133.004998,18,1
"76456",999999999,2014-10-31,10,31,2014,5,1,131.594999,19,1
"80464",999999999,2014-10-31,10,31,2014,5,1,122.624996,20,0
"84472",999999999,2014-10-31,10,31,2014,5,1,82.155,21,0
"88480",999999999,2014-10-31,10,31,2014,5,1,73.98,22,0
"92488",999999999,2014-10-31,10,31,2014,5,1,64.635,23,0
"277",999999999,2014-10-04,10,4,2014,6,0,66.375,0,0
"4285",999999999,2014-10-04,10,4,2014,6,0,66.075,1,0
"8293",999999999,2014-10-04,10,4,2014,6,0,66.06,2,0
"12301",999999999,2014-10-04,10,4,2014,6,0,65.7,3,0
"16309",999999999,2014-10-04,10,4,2014,6,0,65.715,4,0
"20317",999999999,2014-10-04,10,4,2014,6,0,65.445,5,0
"24325",999999999,2014-10-04,10,4,2014,6,0,65.67,6,0
"28333",999999999,2014-10-04,10,4,2014,6,0,106.694998,7,1
"32341",999999999,2014-10-04,10,4,2014,6,0,110.235,8,1
"36349",999999999,2014-10-04,10,4,2014,6,0,109.139999,9,1
"40357",999999999,2014-10-04,10,4,2014,6,0,108.479998,10,1
"44365",999999999,2014-10-04,10,4,2014,6,0,109.904999,11,1
"48373",999999999,2014-10-04,10,4,2014,6,0,105.089997,12,1
"52381",999999999,2014-10-04,10,4,2014,6,0,111.734997,13,1
"56389",999999999,2014-10-04,10,4,2014,6,0,112.844995,14,1
"60397",999999999,2014-10-04,10,4,2014,6,0,109.169996,15,1
"64405",999999999,2014-10-04,10,4,2014,6,0,79.725,16,1
"68413",999999999,2014-10-04,10,4,2014,6,0,77.715,17,1
"72421",999999999,2014-10-04,10,4,2014,6,0,80.595,18,1
"76429",999999999,2014-10-04,10,4,2014,6,0,79.695,19,1
"80437",999999999,2014-10-04,10,4,2014,6,0,79.545,20,0
"84445",999999999,2014-10-04,10,4,2014,6,0,66.945,21,0
"88453",999999999,2014-10-04,10,4,2014,6,0,65.295,22,0
"92461",999999999,2014-10-04,10,4,2014,6,0,66.36,23,0
"278",999999999,2014-10-05,10,5,2014,0,0,66.315,0,0
"4286",999999999,2014-10-05,10,5,2014,0,0,65.715,1,0
"8294",999999999,2014-10-05,10,5,2014,0,0,66.06,2,0
"12302",999999999,2014-10-05,10,5,2014,0,0,65.67,3,0
"16310",999999999,2014-10-05,10,5,2014,0,0,66.24,4,0
"20318",999999999,2014-10-05,10,5,2014,0,0,65.565,5,0
"24326",999999999,2014-10-05,10,5,2014,0,0,66.345,6,0
"28334",999999999,2014-10-05,10,5,2014,0,0,63.87,7,1
"32342",999999999,2014-10-05,10,5,2014,0,0,63.945,8,1
"36350",999999999,2014-10-05,10,5,2014,0,0,62.28,9,1
"40358",999999999,2014-10-05,10,5,2014,0,0,62.205,10,1
"44366",999999999,2014-10-05,10,5,2014,0,0,63.54,11,1
"48374",999999999,2014-10-05,10,5,2014,0,0,63.12,12,1
"52382",999999999,2014-10-05,10,5,2014,0,0,62.76,13,1
"56390",999999999,2014-10-05,10,5,2014,0,0,64.125,14,1
"60398",999999999,2014-10-05,10,5,2014,0,0,63.18,15,1
"64406",999999999,2014-10-05,10,5,2014,0,0,63.525,16,1
"68414",999999999,2014-10-05,10,5,2014,0,0,63,17,1
"72422",999999999,2014-10-05,10,5,2014,0,0,65.805,18,1
"76430",999999999,2014-10-05,10,5,2014,0,0,65.265,19,1
"80438",999999999,2014-10-05,10,5,2014,0,0,65.94,20,0
