"","Account","Date","month","day","year","Day of Week","Weekday","kWh","hour","Peakhour"
"1",999999999,2014-01-01,1,1,2014,3,1,78.405,0,0
"4009",999999999,2014-01-01,1,1,2014,3,1,76.425,1,0
"8017",999999999,2014-01-01,1,1,2014,3,1,78.015,2,0
"12025",999999999,2014-01-01,1,1,2014,3,1,78.12,3,0
"16033",999999999,2014-01-01,1,1,2014,3,1,77.535,4,0
"20041",999999999,2014-01-01,1,1,2014,3,1,104.099999,5,0
"24049",999999999,2014-01-01,1,1,2014,3,1,158.264998,6,0
"28057",999999999,2014-01-01,1,1,2014,3,1,249.164995,7,1
"32065",999999999,2014-01-01,1,1,2014,3,1,240.524994,8,1
"36073",999999999,2014-01-01,1,1,2014,3,1,224.069994,9,1
"40081",999999999,2014-01-01,1,1,2014,3,1,223.394993,10,1
"44089",999999999,2014-01-01,1,1,2014,3,1,215.039996,11,1
"48097",999999999,2014-01-01,1,1,2014,3,1,210.675,12,1
"52105",999999999,2014-01-01,1,1,2014,3,1,196.049998,13,1
"56113",999999999,2014-01-01,1,1,2014,3,1,196.559993,14,1
"60121",999999999,2014-01-01,1,1,2014,3,1,151.829996,15,1
"64129",999999999,2014-01-01,1,1,2014,3,1,103.739998,16,1
"68137",999999999,2014-01-01,1,1,2014,3,1,99.584999,17,1
"72145",999999999,2014-01-01,1,1,2014,3,1,97.589998,18,1
"76153",999999999,2014-01-01,1,1,2014,3,1,91.47,19,1
"80161",999999999,2014-01-01,1,1,2014,3,1,93.6,20,0
"84169",999999999,2014-01-01,1,1,2014,3,1,79.35,21,0
"88177",999999999,2014-01-01,1,1,2014,3,1,76.44,22,0
"92185",999999999,2014-01-01,1,1,2014,3,1,78.975,23,0
"10",999999999,2014-01-10,1,10,2014,5,1,0,0,0
"4018",999999999,2014-01-10,1,10,2014,5,1,0,1,0
"8026",999999999,2014-01-10,1,10,2014,5,1,0,2,0
"12034",999999999,2014-01-10,1,10,2014,5,1,0,3,0
"16042",999999999,2014-01-10,1,10,2014,5,1,0,4,0
"20050",999999999,2014-01-10,1,10,2014,5,1,0,5,0
"24058",999999999,2014-01-10,1,10,2014,5,1,20.145,6,0
"28066",999999999,2014-01-10,1,10,2014,5,1,93.044999,7,1
"32074",999999999,2014-01-10,1,10,2014,5,1,126.479999,8,1
"36082",999999999,2014-01-10,1,10,2014,5,1,125.699994,9,1
"40090",999999999,2014-01-10,1,10,2014,5,1,115.29,10,1
"44098",999999999,2014-01-10,1,10,2014,5,1,95.64,11,1
"48106",999999999,2014-01-10,1,10,2014,5,1,92.31,12,1
"52114",999999999,2014-01-10,1,10,2014,5,1,70.065,13,1
"56122",999999999,2014-01-10,1,10,2014,5,1,37.905,14,1
"60130",999999999,2014-01-10,1,10,2014,5,1,13.455,15,1
"64138",999999999,2014-01-10,1,10,2014,5,1,0,16,1
"68146",999999999,2014-01-10,1,10,2014,5,1,0,17,1
"72154",999999999,2014-01-10,1,10,2014,5,1,0,18,1
"76162",999999999,2014-01-10,1,10,2014,5,1,0,19,1
"80170",999999999,2014-01-10,1,10,2014,5,1,0,20,0
"84178",999999999,2014-01-10,1,10,2014,5,1,0,21,0
"88186",999999999,2014-01-10,1,10,2014,5,1,0,22,0
"92194",999999999,2014-01-10,1,10,2014,5,1,0,23,0
"11",999999999,2014-01-11,1,11,2014,6,0,0,0,0
"4019",999999999,2014-01-11,1,11,2014,6,0,0,1,0
"8027",999999999,2014-01-11,1,11,2014,6,0,0,2,0
"12035",999999999,2014-01-11,1,11,2014,6,0,0,3,0
"16043",999999999,2014-01-11,1,11,2014,6,0,0,4,0
"20051",999999999,2014-01-11,1,11,2014,6,0,0,5,0
"24059",999999999,2014-01-11,1,11,2014,6,0,0,6,0
"28067",999999999,2014-01-11,1,11,2014,6,0,0,7,1
"32075",999999999,2014-01-11,1,11,2014,6,0,0,8,1
"36083",999999999,2014-01-11,1,11,2014,6,0,0,9,1
"40091",999999999,2014-01-11,1,11,2014,6,0,0,10,1
"44099",999999999,2014-01-11,1,11,2014,6,0,0,11,1
"48107",999999999,2014-01-11,1,11,2014,6,0,0,12,1
"52115",999999999,2014-01-11,1,11,2014,6,0,0,13,1
"56123",999999999,2014-01-11,1,11,2014,6,0,0,14,1
"60131",999999999,2014-01-11,1,11,2014,6,0,0,15,1
"64139",999999999,2014-01-11,1,11,2014,6,0,0,16,1
"68147",999999999,2014-01-11,1,11,2014,6,0,0,17,1
"72155",999999999,2014-01-11,1,11,2014,6,0,0,18,1
"76163",999999999,2014-01-11,1,11,2014,6,0,0,19,1
"80171",999999999,2014-01-11,1,11,2014,6,0,0,20,0
"84179",999999999,2014-01-11,1,11,2014,6,0,0,21,0
"88187",999999999,2014-01-11,1,11,2014,6,0,0,22,0
"92195",999999999,2014-01-11,1,11,2014,6,0,0,23,0
"12",999999999,2014-01-12,1,12,2014,0,0,0,0,0
"4020",999999999,2014-01-12,1,12,2014,0,0,0,1,0
"8028",999999999,2014-01-12,1,12,2014,0,0,0,2,0
"12036",999999999,2014-01-12,1,12,2014,0,0,0,3,0
"16044",999999999,2014-01-12,1,12,2014,0,0,0,4,0
"20052",999999999,2014-01-12,1,12,2014,0,0,0,5,0
"24060",999999999,2014-01-12,1,12,2014,0,0,0,6,0
"28068",999999999,2014-01-12,1,12,2014,0,0,0,7,1
"32076",999999999,2014-01-12,1,12,2014,0,0,0,8,1
"36084",999999999,2014-01-12,1,12,2014,0,0,0,9,1
"40092",999999999,2014-01-12,1,12,2014,0,0,0,10,1
"44100",999999999,2014-01-12,1,12,2014,0,0,0,11,1
"48108",999999999,2014-01-12,1,12,2014,0,0,0,12,1
"52116",999999999,2014-01-12,1,12,2014,0,0,0,13,1
"56124",999999999,2014-01-12,1,12,2014,0,0,0,14,1
"60132",999999999,2014-01-12,1,12,2014,0,0,0,15,1
"64140",999999999,2014-01-12,1,12,2014,0,0,0,16,1
"68148",999999999,2014-01-12,1,12,2014,0,0,0,17,1
"72156",999999999,2014-01-12,1,12,2014,0,0,0,18,1
"76164",999999999,2014-01-12,1,12,2014,0,0,0,19,1
"80172",999999999,2014-01-12,1,12,2014,0,0,0,20,0
"84180",999999999,2014-01-12,1,12,2014,0,0,0,21,0
"88188",999999999,2014-01-12,1,12,2014,0,0,0,22,0
"92196",999999999,2014-01-12,1,12,2014,0,0,0,23,0
"13",999999999,2014-01-13,1,13,2014,1,1,0,0,0
"4021",999999999,2014-01-13,1,13,2014,1,1,0,1,0
"8029",999999999,2014-01-13,1,13,2014,1,1,0,2,0
"12037",999999999,2014-01-13,1,13,2014,1,1,0,3,0
"16045",999999999,2014-01-13,1,13,2014,1,1,0,4,0
"20053",999999999,2014-01-13,1,13,2014,1,1,0,5,0
"24061",999999999,2014-01-13,1,13,2014,1,1,22.905,6,0
"28069",999999999,2014-01-13,1,13,2014,1,1,104.789997,7,1
"32077",999999999,2014-01-13,1,13,2014,1,1,135.419997,8,1
"36085",999999999,2014-01-13,1,13,2014,1,1,128.789997,9,1
"40093",999999999,2014-01-13,1,13,2014,1,1,128.474997,10,1
"44101",999999999,2014-01-13,1,13,2014,1,1,102.284999,11,1
"48109",999999999,2014-01-13,1,13,2014,1,1,95.234999,12,1
"52117",999999999,2014-01-13,1,13,2014,1,1,85.89,13,1
"56125",999999999,2014-01-13,1,13,2014,1,1,73.815,14,1
"60133",999999999,2014-01-13,1,13,2014,1,1,31.14,15,1
"64141",999999999,2014-01-13,1,13,2014,1,1,0.045,16,1
"68149",999999999,2014-01-13,1,13,2014,1,1,0,17,1
"72157",999999999,2014-01-13,1,13,2014,1,1,0,18,1
"76165",999999999,2014-01-13,1,13,2014,1,1,0,19,1
"80173",999999999,2014-01-13,1,13,2014,1,1,0,20,0
"84181",999999999,2014-01-13,1,13,2014,1,1,0,21,0
"88189",999999999,2014-01-13,1,13,2014,1,1,0,22,0
"92197",999999999,2014-01-13,1,13,2014,1,1,0,23,0
"14",999999999,2014-01-14,1,14,2014,2,1,0,0,0
"4022",999999999,2014-01-14,1,14,2014,2,1,0,1,0
"8030",999999999,2014-01-14,1,14,2014,2,1,0,2,0
"12038",999999999,2014-01-14,1,14,2014,2,1,0,3,0
"16046",999999999,2014-01-14,1,14,2014,2,1,0,4,0
"20054",999999999,2014-01-14,1,14,2014,2,1,0,5,0
"24062",999999999,2014-01-14,1,14,2014,2,1,0,6,0
"28070",999999999,2014-01-14,1,14,2014,2,1,81.629998,7,1
"32078",999999999,2014-01-14,1,14,2014,2,1,101.039993,8,1
"36086",999999999,2014-01-14,1,14,2014,2,1,92.205,9,1
"40094",999999999,2014-01-14,1,14,2014,2,1,91.979999,10,1
"44102",999999999,2014-01-14,1,14,2014,2,1,81.765,11,1
"48110",999999999,2014-01-14,1,14,2014,2,1,63.36,12,1
"52118",999999999,2014-01-14,1,14,2014,2,1,63.27,13,1
"56126",999999999,2014-01-14,1,14,2014,2,1,53.355,14,1
"60134",999999999,2014-01-14,1,14,2014,2,1,23.655,15,1
"64142",999999999,2014-01-14,1,14,2014,2,1,0.24,16,1
"68150",999999999,2014-01-14,1,14,2014,2,1,0,17,1
"72158",999999999,2014-01-14,1,14,2014,2,1,0,18,1
"76166",999999999,2014-01-14,1,14,2014,2,1,0,19,1
"80174",999999999,2014-01-14,1,14,2014,2,1,0,20,0
"84182",999999999,2014-01-14,1,14,2014,2,1,0,21,0
"88190",999999999,2014-01-14,1,14,2014,2,1,0,22,0
"92198",999999999,2014-01-14,1,14,2014,2,1,0,23,0
"15",999999999,2014-01-15,1,15,2014,3,1,0,0,0
"4023",999999999,2014-01-15,1,15,2014,3,1,0,1,0
"8031",999999999,2014-01-15,1,15,2014,3,1,0,2,0
"12039",999999999,2014-01-15,1,15,2014,3,1,0,3,0
"16047",999999999,2014-01-15,1,15,2014,3,1,0,4,0
"20055",999999999,2014-01-15,1,15,2014,3,1,0,5,0
"24063",999999999,2014-01-15,1,15,2014,3,1,6.975,6,0
"28071",999999999,2014-01-15,1,15,2014,3,1,59.565,7,1
"32079",999999999,2014-01-15,1,15,2014,3,1,89.114999,8,1
"36087",999999999,2014-01-15,1,15,2014,3,1,95.624999,9,1
"40095",999999999,2014-01-15,1,15,2014,3,1,109.274998,10,1
"44103",999999999,2014-01-15,1,15,2014,3,1,79.74,11,1
"48111",999999999,2014-01-15,1,15,2014,3,1,68.895,12,1
"52119",999999999,2014-01-15,1,15,2014,3,1,59.325,13,1
"56127",999999999,2014-01-15,1,15,2014,3,1,49.245,14,1
"60135",999999999,2014-01-15,1,15,2014,3,1,18.33,15,1
"64143",999999999,2014-01-15,1,15,2014,3,1,0,16,1
"68151",999999999,2014-01-15,1,15,2014,3,1,0,17,1
"72159",999999999,2014-01-15,1,15,2014,3,1,0,18,1
"76167",999999999,2014-01-15,1,15,2014,3,1,0,19,1
"80175",999999999,2014-01-15,1,15,2014,3,1,0,20,0
"84183",999999999,2014-01-15,1,15,2014,3,1,0,21,0
"88191",999999999,2014-01-15,1,15,2014,3,1,0,22,0
"92199",999999999,2014-01-15,1,15,2014,3,1,0,23,0
"16",999999999,2014-01-16,1,16,2014,4,1,0,0,0
"4024",999999999,2014-01-16,1,16,2014,4,1,0,1,0
"8032",999999999,2014-01-16,1,16,2014,4,1,0,2,0
"12040",999999999,2014-01-16,1,16,2014,4,1,0,3,0
"16048",999999999,2014-01-16,1,16,2014,4,1,0,4,0
"20056",999999999,2014-01-16,1,16,2014,4,1,0,5,0
"24064",999999999,2014-01-16,1,16,2014,4,1,4.365,6,0
"28072",999999999,2014-01-16,1,16,2014,4,1,88.934999,7,1
"32080",999999999,2014-01-16,1,16,2014,4,1,92.22,8,1
"36088",999999999,2014-01-16,1,16,2014,4,1,96.779999,9,1
"40096",999999999,2014-01-16,1,16,2014,4,1,99.914999,10,1
"44104",999999999,2014-01-16,1,16,2014,4,1,66.48,11,1
"48112",999999999,2014-01-16,1,16,2014,4,1,66.27,12,1
"52120",999999999,2014-01-16,1,16,2014,4,1,57.285,13,1
"56128",999999999,2014-01-16,1,16,2014,4,1,50.31,14,1
"60136",999999999,2014-01-16,1,16,2014,4,1,23.4,15,1
"64144",999999999,2014-01-16,1,16,2014,4,1,0,16,1
"68152",999999999,2014-01-16,1,16,2014,4,1,0,17,1
"72160",999999999,2014-01-16,1,16,2014,4,1,0,18,1
"76168",999999999,2014-01-16,1,16,2014,4,1,0,19,1
"80176",999999999,2014-01-16,1,16,2014,4,1,0,20,0
"84184",999999999,2014-01-16,1,16,2014,4,1,0,21,0
"88192",999999999,2014-01-16,1,16,2014,4,1,0,22,0
"92200",999999999,2014-01-16,1,16,2014,4,1,0,23,0
"17",999999999,2014-01-17,1,17,2014,5,1,0,0,0
"4025",999999999,2014-01-17,1,17,2014,5,1,0,1,0
"8033",999999999,2014-01-17,1,17,2014,5,1,0,2,0
"12041",999999999,2014-01-17,1,17,2014,5,1,0,3,0
"16049",999999999,2014-01-17,1,17,2014,5,1,0,4,0
"20057",999999999,2014-01-17,1,17,2014,5,1,0,5,0
"24065",999999999,2014-01-17,1,17,2014,5,1,9.075,6,0
"28073",999999999,2014-01-17,1,17,2014,5,1,81.524998,7,1
"32081",999999999,2014-01-17,1,17,2014,5,1,106.109999,8,1
"36089",999999999,2014-01-17,1,17,2014,5,1,95.474998,9,1
"40097",999999999,2014-01-17,1,17,2014,5,1,94.589998,10,1
"44105",999999999,2014-01-17,1,17,2014,5,1,72.78,11,1
"48113",999999999,2014-01-17,1,17,2014,5,1,66.015,12,1
"52121",999999999,2014-01-17,1,17,2014,5,1,63,13,1
"56129",999999999,2014-01-17,1,17,2014,5,1,49.74,14,1
"60137",999999999,2014-01-17,1,17,2014,5,1,17.13,15,1
"64145",999999999,2014-01-17,1,17,2014,5,1,0,16,1
"68153",999999999,2014-01-17,1,17,2014,5,1,0,17,1
"72161",999999999,2014-01-17,1,17,2014,5,1,0,18,1
"76169",999999999,2014-01-17,1,17,2014,5,1,0,19,1
"80177",999999999,2014-01-17,1,17,2014,5,1,0,20,0
"84185",999999999,2014-01-17,1,17,2014,5,1,0,21,0
"88193",999999999,2014-01-17,1,17,2014,5,1,0,22,0
"92201",999999999,2014-01-17,1,17,2014,5,1,0,23,0
"18",999999999,2014-01-18,1,18,2014,6,0,0,0,0
"4026",999999999,2014-01-18,1,18,2014,6,0,0,1,0
"8034",999999999,2014-01-18,1,18,2014,6,0,0,2,0
"12042",999999999,2014-01-18,1,18,2014,6,0,0,3,0
"16050",999999999,2014-01-18,1,18,2014,6,0,0,4,0
"20058",999999999,2014-01-18,1,18,2014,6,0,0,5,0
"24066",999999999,2014-01-18,1,18,2014,6,0,0,6,0
"28074",999999999,2014-01-18,1,18,2014,6,0,0,7,1
"32082",999999999,2014-01-18,1,18,2014,6,0,0,8,1
"36090",999999999,2014-01-18,1,18,2014,6,0,0,9,1
"40098",999999999,2014-01-18,1,18,2014,6,0,0,10,1
"44106",999999999,2014-01-18,1,18,2014,6,0,0,11,1
"48114",999999999,2014-01-18,1,18,2014,6,0,0,12,1
"52122",999999999,2014-01-18,1,18,2014,6,0,0,13,1
"56130",999999999,2014-01-18,1,18,2014,6,0,0,14,1
"60138",999999999,2014-01-18,1,18,2014,6,0,0,15,1
"64146",999999999,2014-01-18,1,18,2014,6,0,0,16,1
"68154",999999999,2014-01-18,1,18,2014,6,0,0,17,1
"72162",999999999,2014-01-18,1,18,2014,6,0,0,18,1
"76170",999999999,2014-01-18,1,18,2014,6,0,0,19,1
"80178",999999999,2014-01-18,1,18,2014,6,0,0,20,0
"84186",999999999,2014-01-18,1,18,2014,6,0,0,21,0
"88194",999999999,2014-01-18,1,18,2014,6,0,0,22,0
"92202",999999999,2014-01-18,1,18,2014,6,0,0,23,0
"19",999999999,2014-01-19,1,19,2014,0,0,0,0,0
"4027",999999999,2014-01-19,1,19,2014,0,0,0,1,0
"8035",999999999,2014-01-19,1,19,2014,0,0,0,2,0
"12043",999999999,2014-01-19,1,19,2014,0,0,0,3,0
"16051",999999999,2014-01-19,1,19,2014,0,0,0,4,0
"20059",999999999,2014-01-19,1,19,2014,0,0,0,5,0
"24067",999999999,2014-01-19,1,19,2014,0,0,0,6,0
"28075",999999999,2014-01-19,1,19,2014,0,0,0,7,1
"32083",999999999,2014-01-19,1,19,2014,0,0,0,8,1
"36091",999999999,2014-01-19,1,19,2014,0,0,0,9,1
"40099",999999999,2014-01-19,1,19,2014,0,0,0,10,1
"44107",999999999,2014-01-19,1,19,2014,0,0,0,11,1
"48115",999999999,2014-01-19,1,19,2014,0,0,0,12,1
"52123",999999999,2014-01-19,1,19,2014,0,0,0,13,1
"56131",999999999,2014-01-19,1,19,2014,0,0,0,14,1
"60139",999999999,2014-01-19,1,19,2014,0,0,0,15,1
"64147",999999999,2014-01-19,1,19,2014,0,0,0,16,1
"68155",999999999,2014-01-19,1,19,2014,0,0,0,17,1
"72163",999999999,2014-01-19,1,19,2014,0,0,0,18,1
"76171",999999999,2014-01-19,1,19,2014,0,0,0,19,1
"80179",999999999,2014-01-19,1,19,2014,0,0,0,20,0
"84187",999999999,2014-01-19,1,19,2014,0,0,0,21,0
"88195",999999999,2014-01-19,1,19,2014,0,0,0,22,0
"92203",999999999,2014-01-19,1,19,2014,0,0,0,23,0
"2",999999999,2014-01-02,1,2,2014,4,1,78.66,0,0
"4010",999999999,2014-01-02,1,2,2014,4,1,77.385,1,0
"8018",999999999,2014-01-02,1,2,2014,4,1,79.485,2,0
"12026",999999999,2014-01-02,1,2,2014,4,1,83.685,3,0
"16034",999999999,2014-01-02,1,2,2014,4,1,162.194999,4,0
"20042",999999999,2014-01-02,1,2,2014,4,1,170.474997,5,0
"24050",999999999,2014-01-02,1,2,2014,4,1,205.874997,6,0
"28058",999999999,2014-01-02,1,2,2014,4,1,264.044997,7,1
"32066",999999999,2014-01-02,1,2,2014,4,1,263.534995,8,1
"36074",999999999,2014-01-02,1,2,2014,4,1,269.009995,9,1
"40082",999999999,2014-01-02,1,2,2014,4,1,80.82,10,1
"44090",999999999,2014-01-02,1,2,2014,4,1,33.45,11,1
"48098",999999999,2014-01-02,1,2,2014,4,1,24.825,12,1
"52106",999999999,2014-01-02,1,2,2014,4,1,28.995,13,1
"56114",999999999,2014-01-02,1,2,2014,4,1,20.775,14,1
"60122",999999999,2014-01-02,1,2,2014,4,1,6,15,1
"64130",999999999,2014-01-02,1,2,2014,4,1,0,16,1
"68138",999999999,2014-01-02,1,2,2014,4,1,0,17,1
"72146",999999999,2014-01-02,1,2,2014,4,1,0,18,1
"76154",999999999,2014-01-02,1,2,2014,4,1,0,19,1
"80162",999999999,2014-01-02,1,2,2014,4,1,0,20,0
"84170",999999999,2014-01-02,1,2,2014,4,1,0,21,0
"88178",999999999,2014-01-02,1,2,2014,4,1,0,22,0
"92186",999999999,2014-01-02,1,2,2014,4,1,0,23,0
"20",999999999,2014-01-20,1,20,2014,1,1,0,0,0
"4028",999999999,2014-01-20,1,20,2014,1,1,0,1,0
"8036",999999999,2014-01-20,1,20,2014,1,1,0,2,0
"12044",999999999,2014-01-20,1,20,2014,1,1,0,3,0
"16052",999999999,2014-01-20,1,20,2014,1,1,0,4,0
"20060",999999999,2014-01-20,1,20,2014,1,1,0,5,0
"24068",999999999,2014-01-20,1,20,2014,1,1,10.695,6,0
"28076",999999999,2014-01-20,1,20,2014,1,1,62.31,7,1
"32084",999999999,2014-01-20,1,20,2014,1,1,65.535,8,1
"36092",999999999,2014-01-20,1,20,2014,1,1,67.185,9,1
"40100",999999999,2014-01-20,1,20,2014,1,1,67.44,10,1
"44108",999999999,2014-01-20,1,20,2014,1,1,47.685,11,1
"48116",999999999,2014-01-20,1,20,2014,1,1,40.86,12,1
"52124",999999999,2014-01-20,1,20,2014,1,1,24.825,13,1
"56132",999999999,2014-01-20,1,20,2014,1,1,15.3,14,1
"60140",999999999,2014-01-20,1,20,2014,1,1,8.19,15,1
"64148",999999999,2014-01-20,1,20,2014,1,1,0,16,1
"68156",999999999,2014-01-20,1,20,2014,1,1,0,17,1
"72164",999999999,2014-01-20,1,20,2014,1,1,0,18,1
"76172",999999999,2014-01-20,1,20,2014,1,1,0,19,1
"80180",999999999,2014-01-20,1,20,2014,1,1,0,20,0
"84188",999999999,2014-01-20,1,20,2014,1,1,0,21,0
"88196",999999999,2014-01-20,1,20,2014,1,1,0,22,0
"92204",999999999,2014-01-20,1,20,2014,1,1,0,23,0
"21",999999999,2014-01-21,1,21,2014,2,1,0,0,0
"4029",999999999,2014-01-21,1,21,2014,2,1,0,1,0
"8037",999999999,2014-01-21,1,21,2014,2,1,0,2,0
"12045",999999999,2014-01-21,1,21,2014,2,1,0,3,0
"16053",999999999,2014-01-21,1,21,2014,2,1,0,4,0
"20061",999999999,2014-01-21,1,21,2014,2,1,0,5,0
"24069",999999999,2014-01-21,1,21,2014,2,1,21.75,6,0
"28077",999999999,2014-01-21,1,21,2014,2,1,120.674998,7,1
"32085",999999999,2014-01-21,1,21,2014,2,1,131.549999,8,1
"36093",999999999,2014-01-21,1,21,2014,2,1,138.224997,9,1
"40101",999999999,2014-01-21,1,21,2014,2,1,97.994998,10,1
"44109",999999999,2014-01-21,1,21,2014,2,1,91.44,11,1
"48117",999999999,2014-01-21,1,21,2014,2,1,90.539999,12,1
"52125",999999999,2014-01-21,1,21,2014,2,1,83.25,13,1
"56133",999999999,2014-01-21,1,21,2014,2,1,77.805,14,1
"60141",999999999,2014-01-21,1,21,2014,2,1,38.76,15,1
"64149",999999999,2014-01-21,1,21,2014,2,1,0.045,16,1
"68157",999999999,2014-01-21,1,21,2014,2,1,0,17,1
"72165",999999999,2014-01-21,1,21,2014,2,1,0,18,1
"76173",999999999,2014-01-21,1,21,2014,2,1,0,19,1
"80181",999999999,2014-01-21,1,21,2014,2,1,0,20,0
"84189",999999999,2014-01-21,1,21,2014,2,1,0,21,0
"88197",999999999,2014-01-21,1,21,2014,2,1,0,22,0
"92205",999999999,2014-01-21,1,21,2014,2,1,0,23,0
"22",999999999,2014-01-22,1,22,2014,3,1,0,0,0
"4030",999999999,2014-01-22,1,22,2014,3,1,0,1,0
"8038",999999999,2014-01-22,1,22,2014,3,1,0,2,0
"12046",999999999,2014-01-22,1,22,2014,3,1,0,3,0
"16054",999999999,2014-01-22,1,22,2014,3,1,0,4,0
"20062",999999999,2014-01-22,1,22,2014,3,1,0,5,0
"24070",999999999,2014-01-22,1,22,2014,3,1,12.465,6,0
"28078",999999999,2014-01-22,1,22,2014,3,1,59.16,7,1
"32086",999999999,2014-01-22,1,22,2014,3,1,60.555,8,1
"36094",999999999,2014-01-22,1,22,2014,3,1,52.785,9,1
"40102",999999999,2014-01-22,1,22,2014,3,1,52.32,10,1
"44110",999999999,2014-01-22,1,22,2014,3,1,45.39,11,1
"48118",999999999,2014-01-22,1,22,2014,3,1,38.865,12,1
"52126",999999999,2014-01-22,1,22,2014,3,1,38.16,13,1
"56134",999999999,2014-01-22,1,22,2014,3,1,37.77,14,1
"60142",999999999,2014-01-22,1,22,2014,3,1,19.935,15,1
"64150",999999999,2014-01-22,1,22,2014,3,1,0,16,1
"68158",999999999,2014-01-22,1,22,2014,3,1,0,17,1
"72166",999999999,2014-01-22,1,22,2014,3,1,0,18,1
"76174",999999999,2014-01-22,1,22,2014,3,1,0,19,1
"80182",999999999,2014-01-22,1,22,2014,3,1,0,20,0
"84190",999999999,2014-01-22,1,22,2014,3,1,0,21,0
"88198",999999999,2014-01-22,1,22,2014,3,1,0,22,0
"92206",999999999,2014-01-22,1,22,2014,3,1,0,23,0
"23",999999999,2014-01-23,1,23,2014,4,1,0,0,0
"4031",999999999,2014-01-23,1,23,2014,4,1,0,1,0
"8039",999999999,2014-01-23,1,23,2014,4,1,0,2,0
"12047",999999999,2014-01-23,1,23,2014,4,1,0,3,0
"16055",999999999,2014-01-23,1,23,2014,4,1,0,4,0
"20063",999999999,2014-01-23,1,23,2014,4,1,0,5,0
"24071",999999999,2014-01-23,1,23,2014,4,1,16.71,6,0
"28079",999999999,2014-01-23,1,23,2014,4,1,95.744999,7,1
"32087",999999999,2014-01-23,1,23,2014,4,1,128.549997,8,1
"36095",999999999,2014-01-23,1,23,2014,4,1,133.049997,9,1
"40103",999999999,2014-01-23,1,23,2014,4,1,141.599999,10,1
"44111",999999999,2014-01-23,1,23,2014,4,1,100.589999,11,1
"48119",999999999,2014-01-23,1,23,2014,4,1,85.2,12,1
"52127",999999999,2014-01-23,1,23,2014,4,1,64.095,13,1
"56135",999999999,2014-01-23,1,23,2014,4,1,36.63,14,1
"60143",999999999,2014-01-23,1,23,2014,4,1,13.38,15,1
"64151",999999999,2014-01-23,1,23,2014,4,1,0,16,1
"68159",999999999,2014-01-23,1,23,2014,4,1,0,17,1
"72167",999999999,2014-01-23,1,23,2014,4,1,0,18,1
"76175",999999999,2014-01-23,1,23,2014,4,1,0,19,1
"80183",999999999,2014-01-23,1,23,2014,4,1,0,20,0
"84191",999999999,2014-01-23,1,23,2014,4,1,0,21,0
"88199",999999999,2014-01-23,1,23,2014,4,1,0,22,0
"92207",999999999,2014-01-23,1,23,2014,4,1,0,23,0
"24",999999999,2014-01-24,1,24,2014,5,1,0,0,0
"4032",999999999,2014-01-24,1,24,2014,5,1,0,1,0
"8040",999999999,2014-01-24,1,24,2014,5,1,0,2,0
"12048",999999999,2014-01-24,1,24,2014,5,1,0,3,0
"16056",999999999,2014-01-24,1,24,2014,5,1,0,4,0
"20064",999999999,2014-01-24,1,24,2014,5,1,0,5,0
"24072",999999999,2014-01-24,1,24,2014,5,1,18.33,6,0
"28080",999999999,2014-01-24,1,24,2014,5,1,101.654998,7,1
"32088",999999999,2014-01-24,1,24,2014,5,1,122.114998,8,1
"36096",999999999,2014-01-24,1,24,2014,5,1,131.249998,9,1
"40104",999999999,2014-01-24,1,24,2014,5,1,146.309996,10,1
"44112",999999999,2014-01-24,1,24,2014,5,1,137.429998,11,1
"48120",999999999,2014-01-24,1,24,2014,5,1,101.205,12,1
"52128",999999999,2014-01-24,1,24,2014,5,1,80.34,13,1
"56136",999999999,2014-01-24,1,24,2014,5,1,66.27,14,1
"60144",999999999,2014-01-24,1,24,2014,5,1,39.825,15,1
"64152",999999999,2014-01-24,1,24,2014,5,1,11.445,16,1
"68160",999999999,2014-01-24,1,24,2014,5,1,12.69,17,1
"72168",999999999,2014-01-24,1,24,2014,5,1,14.535,18,1
"76176",999999999,2014-01-24,1,24,2014,5,1,12.855,19,1
"80184",999999999,2014-01-24,1,24,2014,5,1,9.9,20,0
"84192",999999999,2014-01-24,1,24,2014,5,1,2.505,21,0
"88200",999999999,2014-01-24,1,24,2014,5,1,0.45,22,0
"92208",999999999,2014-01-24,1,24,2014,5,1,0,23,0
"25",999999999,2014-01-25,1,25,2014,6,0,0,0,0
"4033",999999999,2014-01-25,1,25,2014,6,0,0,1,0
"8041",999999999,2014-01-25,1,25,2014,6,0,0,2,0
"12049",999999999,2014-01-25,1,25,2014,6,0,0,3,0
"16057",999999999,2014-01-25,1,25,2014,6,0,0,4,0
"20065",999999999,2014-01-25,1,25,2014,6,0,0,5,0
"24073",999999999,2014-01-25,1,25,2014,6,0,0,6,0
"28081",999999999,2014-01-25,1,25,2014,6,0,0,7,1
"32089",999999999,2014-01-25,1,25,2014,6,0,0,8,1
"36097",999999999,2014-01-25,1,25,2014,6,0,0,9,1
"40105",999999999,2014-01-25,1,25,2014,6,0,0,10,1
"44113",999999999,2014-01-25,1,25,2014,6,0,0,11,1
"48121",999999999,2014-01-25,1,25,2014,6,0,0,12,1
"52129",999999999,2014-01-25,1,25,2014,6,0,0,13,1
"56137",999999999,2014-01-25,1,25,2014,6,0,0,14,1
"60145",999999999,2014-01-25,1,25,2014,6,0,0,15,1
"64153",999999999,2014-01-25,1,25,2014,6,0,0,16,1
