"","Date","Hour","Temp"
"2736",2014-03-25,8,27
"3069",2014-03-25,9,30
"3400",2014-03-25,10,30.9
"3729",2014-03-25,11,32
"4059",2014-03-25,12,35.1
"4388",2014-03-25,13,36
"4720",2014-03-25,14,39
"5051",2014-03-25,15,35.35
"5384",2014-03-25,16,35.1
"5715",2014-03-25,17,36
"6047",2014-03-25,18,35.1
"6379",2014-03-25,19,34
"6713",2014-03-25,20,33.1
"7047",2014-03-25,21,32
"7377",2014-03-25,22,32
"7704",2014-03-25,23,32
"85",2014-03-26,0,24.1
"417",2014-03-26,1,33.1
"750",2014-03-26,2,33.1
"1083",2014-03-26,3,32
"1416",2014-03-26,4,30.9
"1745",2014-03-26,5,30.9
"2075",2014-03-26,6,30
"2407",2014-03-26,7,28.9
"2737",2014-03-26,8,30
"3070",2014-03-26,9,28.9
"3401",2014-03-26,10,30
"3730",2014-03-26,11,30.9
"4060",2014-03-26,12,33.1
"4389",2014-03-26,13,34
"4721",2014-03-26,14,34
"5052",2014-03-26,15,34
"5385",2014-03-26,16,34
"5716",2014-03-26,17,33.1
"6048",2014-03-26,18,30.9
"6380",2014-03-26,19,30
"6714",2014-03-26,20,28.9
"7048",2014-03-26,21,28
"7378",2014-03-26,22,26.1
"7705",2014-03-26,23,25
"86",2014-03-27,0,35.1
"418",2014-03-27,1,21.9
"751",2014-03-27,2,21.9
"1084",2014-03-27,3,21
"1417",2014-03-27,4,21
"1746",2014-03-27,5,21
"2076",2014-03-27,6,21.9
"2408",2014-03-27,7,23
"2738",2014-03-27,8,25
"3071",2014-03-27,9,28
"3402",2014-03-27,10,30.9
"3731",2014-03-27,11,34
"4061",2014-03-27,12,37
"4390",2014-03-27,13,39.9
"4722",2014-03-27,14,43
"5053",2014-03-27,15,45
"5386",2014-03-27,16,46
"5717",2014-03-27,17,45
"6049",2014-03-27,18,43
"6381",2014-03-27,19,39
"6715",2014-03-27,20,37
"7049",2014-03-27,21,37
"7379",2014-03-27,22,36
"7706",2014-03-27,23,36
"87",2014-03-28,0,50
"419",2014-03-28,1,36
"752",2014-03-28,2,36
"1085",2014-03-28,3,37
"1418",2014-03-28,4,37.9
"1747",2014-03-28,5,37
"2077",2014-03-28,6,37
"2409",2014-03-28,7,39
"2739",2014-03-28,8,42.1
"3072",2014-03-28,9,46.9
"3403",2014-03-28,10,51.1
"3732",2014-03-28,11,54
"4062",2014-03-28,12,57.9
"4391",2014-03-28,13,60.1
"4723",2014-03-28,14,57.9
"5054",2014-03-28,15,51.9
"5387",2014-03-28,16,51.9
"5718",2014-03-28,17,52
"6050",2014-03-28,18,52
"6382",2014-03-28,19,51.1
"6716",2014-03-28,20,51.1
"7050",2014-03-28,21,51.1
"7380",2014-03-28,22,50
"7707",2014-03-28,23,51.1
"88",2014-03-29,0,39.9
"420",2014-03-29,1,48
"753",2014-03-29,2,49.4
"1086",2014-03-29,3,50
"1419",2014-03-29,4,48
"1748",2014-03-29,5,46.9
"2078",2014-03-29,6,46
"2410",2014-03-29,7,48
"2740",2014-03-29,8,50
"3073",2014-03-29,9,52
"3404",2014-03-29,10,50
"3733",2014-03-29,11,48
"4063",2014-03-29,12,46.9
"4392",2014-03-29,13,45
"4724",2014-03-29,14,44.1
"5055",2014-03-29,15,42.1
"5388",2014-03-29,16,41
"5719",2014-03-29,17,39.9
"6051",2014-03-29,18,39.55
"6383",2014-03-29,19,39.1
"6717",2014-03-29,20,39
"7051",2014-03-29,21,39
"7381",2014-03-29,22,39.1
"7708",2014-03-29,23,39.9
"89",2014-03-30,0,35.6571428571429
"421",2014-03-30,1,39.55
"754",2014-03-30,2,40.1
"1087",2014-03-30,3,40.1
"1420",2014-03-30,4,41
"1749",2014-03-30,5,41
"2079",2014-03-30,6,42.8666666666667
"2411",2014-03-30,7,41
"2741",2014-03-30,8,42.1
"3074",2014-03-30,9,42.1
"3405",2014-03-30,10,43
"3734",2014-03-30,11,41
"4064",2014-03-30,12,39.9
"4393",2014-03-30,13,39.9
"4725",2014-03-30,14,39.9
"5056",2014-03-30,15,39.4333333333333
"5389",2014-03-30,16,39.4333333333333
"5720",2014-03-30,17,39.1
"6052",2014-03-30,18,38.55
"6384",2014-03-30,19,37.9
"6718",2014-03-30,20,37
"7052",2014-03-30,21,37
"7382",2014-03-30,22,36.15
"7709",2014-03-30,23,36
"90",2014-03-31,0,37.9
"422",2014-03-31,1,34.6
"755",2014-03-31,2,33.85
"1088",2014-03-31,3,33.85
"1421",2014-03-31,4,33.8333333333333
"1750",2014-03-31,5,33.9
"2080",2014-03-31,6,34
"2412",2014-03-31,7,35.1
"2742",2014-03-31,8,35.475
"3075",2014-03-31,9,35.7333333333333
"3406",2014-03-31,10,35.7333333333333
"3735",2014-03-31,11,35.4333333333333
"4065",2014-03-31,12,35.4333333333333
"4394",2014-03-31,13,36.0666666666667
"4726",2014-03-31,14,37.9333333333333
"5057",2014-03-31,15,41
"5390",2014-03-31,16,41
"5721",2014-03-31,17,39.9
"6053",2014-03-31,18,39.9
"6385",2014-03-31,19,41
"6719",2014-03-31,20,41
"7053",2014-03-31,21,39
"7383",2014-03-31,22,39
"7710",2014-03-31,23,39
"91",2014-04-01,0,43
"423",2014-04-01,1,37.9
"756",2014-04-01,2,37.9
"1089",2014-04-01,3,36
"1422",2014-04-01,4,35.1
"1751",2014-04-01,5,35.1
"2081",2014-04-01,6,35.1
"2413",2014-04-01,7,37
"2743",2014-04-01,8,39.9
"3076",2014-04-01,9,42.1
"3407",2014-04-01,10,45
"3736",2014-04-01,11,46
"4066",2014-04-01,12,46
"4395",2014-04-01,13,46
"4727",2014-04-01,14,45
"5058",2014-04-01,15,45
"5391",2014-04-01,16,43
"5722",2014-04-01,17,42.1
"6054",2014-04-01,18,41
"6386",2014-04-01,19,39.9
"6720",2014-04-01,20,39.9
"7054",2014-04-01,21,41
"7384",2014-04-01,22,42.1
"7711",2014-04-01,23,42.1
"92",2014-04-02,0,37.9
"424",2014-04-02,1,41
"757",2014-04-02,2,41
"1090",2014-04-02,3,39.9
"1423",2014-04-02,4,39.9
"1752",2014-04-02,5,39
"2082",2014-04-02,6,39
"2744",2014-04-02,8,43
"3077",2014-04-02,9,43
"3408",2014-04-02,10,45
"3737",2014-04-02,11,45
"4067",2014-04-02,12,44.1
"4396",2014-04-02,13,45
"4728",2014-04-02,14,43
"5059",2014-04-02,15,44.1
"5392",2014-04-02,16,43
"5723",2014-04-02,17,42.1
"6055",2014-04-02,18,41
"6387",2014-04-02,19,39.9
"6721",2014-04-02,20,39
"7055",2014-04-02,21,39.9
"7385",2014-04-02,22,39
"7712",2014-04-02,23,37
"93",2014-04-03,0,39.9
"425",2014-04-03,1,39
"758",2014-04-03,2,37.9
"1091",2014-04-03,3,41
"1424",2014-04-03,4,41
"1753",2014-04-03,5,42.1
"2083",2014-04-03,6,42.1
"2414",2014-04-03,7,43
"2745",2014-04-03,8,46
"3078",2014-04-03,9,46.9
"3409",2014-04-03,10,48.9
"3738",2014-04-03,11,50
"4068",2014-04-03,12,52
"4397",2014-04-03,13,46
"4729",2014-04-03,14,45
"5060",2014-04-03,15,44.1
"5393",2014-04-03,16,43
"5724",2014-04-03,17,41
"6056",2014-04-03,18,41
"6388",2014-04-03,19,39.9
"6722",2014-04-03,20,39
"7056",2014-04-03,21,37.9
"7713",2014-04-03,23,39.9
"94",2014-04-04,0,39.16
"426",2014-04-04,1,39.9
"759",2014-04-04,2,37
"1092",2014-04-04,3,37.9
"1425",2014-04-04,4,37
"1754",2014-04-04,5,37.9
"2084",2014-04-04,6,37.9
"2415",2014-04-04,7,39
"2746",2014-04-04,8,39.9
"3079",2014-04-04,9,39.9
"3410",2014-04-04,10,41
"3739",2014-04-04,11,42.1
"4069",2014-04-04,12,42.1
"4398",2014-04-04,13,42.1
"4730",2014-04-04,14,44.1
"5061",2014-04-04,15,41
"5394",2014-04-04,16,41
"5725",2014-04-04,17,39.9
"6057",2014-04-04,18,39.9
"6389",2014-04-04,19,39.9
"6723",2014-04-04,20,39.9
"7057",2014-04-04,21,39
"7386",2014-04-04,22,39
"7714",2014-04-04,23,38.1666666666667
"95",2014-04-05,0,37.9
"427",2014-04-05,1,37.8
"760",2014-04-05,2,39
"1093",2014-04-05,3,39.375
"1426",2014-04-05,4,40.1
"1755",2014-04-05,5,39.55
"2085",2014-04-05,6,39.9
"2416",2014-04-05,7,39.55
"2747",2014-04-05,8,41
"3080",2014-04-05,9,42.45
"3411",2014-04-05,10,44.8
"3740",2014-04-05,11,46.65
"4070",2014-04-05,12,51.1
"4399",2014-04-05,13,52
"4731",2014-04-05,14,50
"5062",2014-04-05,15,48.9
"5395",2014-04-05,16,48.9
"5726",2014-04-05,17,50
"6058",2014-04-05,18,46.9
"6390",2014-04-05,19,44.1
"6724",2014-04-05,20,41
"7058",2014-04-05,21,39.9
"7387",2014-04-05,22,39
"7715",2014-04-05,23,37.9
"96",2014-04-06,0,44.1
"428",2014-04-06,1,37
"761",2014-04-06,2,37
"1094",2014-04-06,3,36
"1427",2014-04-06,4,36
"1756",2014-04-06,5,35.1
"2086",2014-04-06,6,36
"2417",2014-04-06,7,37
"2748",2014-04-06,8,39
"3081",2014-04-06,9,42.1
"3412",2014-04-06,10,45
"3741",2014-04-06,11,48
"4071",2014-04-06,12,50
"4400",2014-04-06,13,53.1
"4732",2014-04-06,14,55
"5063",2014-04-06,15,57
"5396",2014-04-06,16,57.9
"5727",2014-04-06,17,57.9
"6059",2014-04-06,18,55.9
"6391",2014-04-06,19,55
"6725",2014-04-06,20,53.1
"7059",2014-04-06,21,52
"7388",2014-04-06,22,51.1
"7716",2014-04-06,23,50
"97",2014-04-07,0,42.9
"429",2014-04-07,1,42.1
"762",2014-04-07,2,42.1
"1095",2014-04-07,3,41
"1428",2014-04-07,4,39.9
"1757",2014-04-07,5,39.9
"2087",2014-04-07,6,39
"2418",2014-04-07,7,43
"2749",2014-04-07,8,48.9
"3082",2014-04-07,9,52
"3413",2014-04-07,10,53.1
"3742",2014-04-07,11,52
"4072",2014-04-07,12,50
"4401",2014-04-07,13,54
"4733",2014-04-07,14,57
"5064",2014-04-07,15,57
"5397",2014-04-07,16,52
"5728",2014-04-07,17,50
"6060",2014-04-07,18,48.9
"6392",2014-04-07,19,46.9
"6726",2014-04-07,20,45
"7060",2014-04-07,21,45
"7389",2014-04-07,22,43
"7717",2014-04-07,23,42.8666666666667
"98",2014-04-08,0,46
"430",2014-04-08,1,43.3
"763",2014-04-08,2,45
"1096",2014-04-08,3,44.8
"1429",2014-04-08,4,46.9
"1758",2014-04-08,5,46.9
"2088",2014-04-08,6,50
"2419",2014-04-08,7,51.22
"2750",2014-04-08,8,49.5
"3083",2014-04-08,9,51.9
"3414",2014-04-08,10,53.25
"3743",2014-04-08,11,57
"4073",2014-04-08,12,58.65
"4402",2014-04-08,13,62.1
"4734",2014-04-08,14,64.2
"5065",2014-04-08,15,64.9
"5398",2014-04-08,16,64
"5729",2014-04-08,17,63
"6061",2014-04-08,18,61
"6393",2014-04-08,19,61
"6727",2014-04-08,20,53.1
"7061",2014-04-08,21,50
"7390",2014-04-08,22,48
"7718",2014-04-08,23,46.9
"99",2014-04-09,0,41
"431",2014-04-09,1,45
"764",2014-04-09,2,44.1
"1097",2014-04-09,3,43
"1430",2014-04-09,4,43
"1759",2014-04-09,5,43
"2089",2014-04-09,6,43
"2420",2014-04-09,7,46
"2751",2014-04-09,8,48.9
"3084",2014-04-09,9,51.1
"3415",2014-04-09,10,53.1
"3744",2014-04-09,11,55.9
"4074",2014-04-09,12,55
"4403",2014-04-09,13,57.9
"4735",2014-04-09,14,55.9
"5066",2014-04-09,15,55.9
"5399",2014-04-09,16,55
"5730",2014-04-09,17,54
"6062",2014-04-09,18,51.1
"6394",2014-04-09,19,48.9
"6728",2014-04-09,20,46.9
"7062",2014-04-09,21,46
"7391",2014-04-09,22,44.1
"7719",2014-04-09,23,42.1
"100",2014-04-10,0,48.1
"432",2014-04-10,1,39.9
"765",2014-04-10,2,39.9
"1098",2014-04-10,3,39.9
"1431",2014-04-10,4,39.9
"1760",2014-04-10,5,36
"2090",2014-04-10,6,39
"2421",2014-04-10,7,42.1
"2752",2014-04-10,8,45
"3085",2014-04-10,9,48.9
"3416",2014-04-10,10,52
"3745",2014-04-10,11,55
"4075",2014-04-10,12,57.9
"4404",2014-04-10,13,59
"4736",2014-04-10,14,57.9
"5067",2014-04-10,15,55.9
"5400",2014-04-10,16,55
"5731",2014-04-10,17,53.1
"6063",2014-04-10,18,51.1
"6395",2014-04-10,19,48.9
"6729",2014-04-10,20,48
"7063",2014-04-10,21,48
"7392",2014-04-10,22,48.9
"7720",2014-04-10,23,48
"101",2014-04-11,0,53.1
"433",2014-04-11,1,48.9
"766",2014-04-11,2,50
"1099",2014-04-11,3,52
"1432",2014-04-11,4,51.1
"1761",2014-04-11,5,53.1
"2091",2014-04-11,6,53.1
"2422",2014-04-11,7,54
"2753",2014-04-11,8,55.9
"3086",2014-04-11,9,57
"3417",2014-04-11,10,59
"3746",2014-04-11,11,62.1
"4076",2014-04-11,12,63
"4405",2014-04-11,13,64.9
"4737",2014-04-11,14,68
"5068",2014-04-11,15,68
"5401",2014-04-11,16,68
"5732",2014-04-11,17,66.9
"6064",2014-04-11,18,63
"6396",2014-04-11,19,60.1
"6730",2014-04-11,20,57.9
"7064",2014-04-11,21,57.9
"7393",2014-04-11,22,55.9
"7721",2014-04-11,23,55
"102",2014-04-12,0,53.1
"434",2014-04-12,1,52
"767",2014-04-12,2,51.1
"1100",2014-04-12,3,50
"1433",2014-04-12,4,50
"1762",2014-04-12,5,48.9
"2092",2014-04-12,6,48.9
"2423",2014-04-12,7,51.1
"2754",2014-04-12,8,53.1
"3087",2014-04-12,9,57
"3418",2014-04-12,10,59
"3747",2014-04-12,11,62.1
"4077",2014-04-12,12,64
"4406",2014-04-12,13,66.9
"4738",2014-04-12,14,68
"5069",2014-04-12,15,68
"5402",2014-04-12,16,69.1
"5733",2014-04-12,17,68
"6065",2014-04-12,18,66.9
"6397",2014-04-12,19,66
"6731",2014-04-12,20,62.1
"7065",2014-04-12,21,55
"7394",2014-04-12,22,52
"7722",2014-04-12,23,51.1
"103",2014-04-13,0,57
"435",2014-04-13,1,54
"768",2014-04-13,2,50
"1101",2014-04-13,3,50
"1434",2014-04-13,4,46
"1763",2014-04-13,5,45
"2093",2014-04-13,6,46.9
"2424",2014-04-13,7,48
"2755",2014-04-13,8,50
"3088",2014-04-13,9,48
"3419",2014-04-13,10,46
"3748",2014-04-13,11,46.9
"4078",2014-04-13,12,46.9
"4407",2014-04-13,13,48.9
"4739",2014-04-13,14,51.1
"5070",2014-04-13,15,55.9
"5403",2014-04-13,16,55.9
"5734",2014-04-13,17,57.9
"6066",2014-04-13,18,60.1
"6398",2014-04-13,19,60.1
"6732",2014-04-13,20,55.9
"7066",2014-04-13,21,55.9
"7395",2014-04-13,22,54
"7723",2014-04-13,23,57.9
"104",2014-04-14,0,61
"436",2014-04-14,1,57.9
"769",2014-04-14,2,59
"1102",2014-04-14,3,59
"1435",2014-04-14,4,57.9
"1764",2014-04-14,5,57.9
"2094",2014-04-14,6,59
"2425",2014-04-14,7,61
"2756",2014-04-14,8,64.9
"3089",2014-04-14,9,69.1
"3420",2014-04-14,10,72
"3749",2014-04-14,11,75
"4079",2014-04-14,12,73.9
"4408",2014-04-14,13,73
"4740",2014-04-14,14,71.1
"5071",2014-04-14,15,72
"5404",2014-04-14,16,70
"5735",2014-04-14,17,66.9
"6067",2014-04-14,18,66
"6399",2014-04-14,19,63
"6733",2014-04-14,20,62.1
"7067",2014-04-14,21,61
"7396",2014-04-14,22,60.1
"7724",2014-04-14,23,61
"105",2014-04-15,0,43.1666666666667
"437",2014-04-15,1,61
"770",2014-04-15,2,61
"1103",2014-04-15,3,60.45
"1436",2014-04-15,4,60.5666666666667
"1765",2014-04-15,5,60.1
"2095",2014-04-15,6,58.0333333333333
"2426",2014-04-15,7,58.4
"2757",2014-04-15,8,60.9
"3090",2014-04-15,9,60.9
"3421",2014-04-15,10,62.1
"3750",2014-04-15,11,63.75
"4080",2014-04-15,12,68
"4409",2014-04-15,13,62.7333333333333
"4741",2014-04-15,14,62.35
"5072",2014-04-15,15,61.92
"5405",2014-04-15,16,61.9
"5736",2014-04-15,17,62.1
"6068",2014-04-15,18,60.5666666666667
"6400",2014-04-15,19,59
"6734",2014-04-15,20,61
"7068",2014-04-15,21,58.3333333333333
"7397",2014-04-15,22,51.8
"7725",2014-04-15,23,46.2666666666667
"106",2014-04-16,0,33.1
"438",2014-04-16,1,40.275
"771",2014-04-16,2,39.1
"1104",2014-04-16,3,36.3333333333333
"1437",2014-04-16,4,33.84
"1766",2014-04-16,5,34.2333333333333
"2096",2014-04-16,6,33.45
"2427",2014-04-16,7,30.9
"2758",2014-04-16,8,33.1
"3091",2014-04-16,9,35.1
"3422",2014-04-16,10,36
"3751",2014-04-16,11,37.9
"4081",2014-04-16,12,39.9
"4410",2014-04-16,13,42.1
"4742",2014-04-16,14,43
"5073",2014-04-16,15,44.1
"5406",2014-04-16,16,44.1
"5737",2014-04-16,17,43
"6069",2014-04-16,18,41
"6401",2014-04-16,19,39
"6735",2014-04-16,20,37.9
"7069",2014-04-16,21,36
"7398",2014-04-16,22,35.1
"7726",2014-04-16,23,34
"107",2014-04-17,0,35.1
"439",2014-04-17,1,32
"772",2014-04-17,2,32
"1105",2014-04-17,3,32
"1438",2014-04-17,4,32
"1767",2014-04-17,5,32
"2097",2014-04-17,6,33.1
"2428",2014-04-17,7,35.1
"2759",2014-04-17,8,36
"3092",2014-04-17,9,37
"3423",2014-04-17,10,37.9
"3752",2014-04-17,11,39
"4082",2014-04-17,12,39
"4411",2014-04-17,13,39
"4743",2014-04-17,14,39.9
"5074",2014-04-17,15,39
"5407",2014-04-17,16,37.9
"5738",2014-04-17,17,37
"6070",2014-04-17,18,37
"6402",2014-04-17,19,36
"6736",2014-04-17,20,35.1
"7070",2014-04-17,21,35.1
"7399",2014-04-17,22,34
"7727",2014-04-17,23,35.1
"108",2014-04-18,0,37.5666666666667
"440",2014-04-18,1,36
"773",2014-04-18,2,34
"1106",2014-04-18,3,33.1
"1439",2014-04-18,4,32
"1768",2014-04-18,5,31.45
"2098",2014-04-18,6,33.1
"2429",2014-04-18,7,36.4
"2760",2014-04-18,8,39.9
"3093",2014-04-18,9,39.9
"3424",2014-04-18,10,41
"3753",2014-04-18,11,41
"4083",2014-04-18,12,41
"4412",2014-04-18,13,41
"4744",2014-04-18,14,41
"5075",2014-04-18,15,41
"5408",2014-04-18,16,39.9
"5739",2014-04-18,17,39
"6071",2014-04-18,18,39
"6403",2014-04-18,19,37.65
"6737",2014-04-18,20,37.9
"7071",2014-04-18,21,37.65
"7400",2014-04-18,22,37.9
"7728",2014-04-18,23,37.9
"109",2014-04-19,0,45
"441",2014-04-19,1,37
"774",2014-04-19,2,37.9
"1107",2014-04-19,3,37.9
"1440",2014-04-19,4,39
"1769",2014-04-19,5,39
"2099",2014-04-19,6,41
"2430",2014-04-19,7,45
"2761",2014-04-19,8,50
"3094",2014-04-19,9,54
"3425",2014-04-19,10,57
"3754",2014-04-19,11,59
"4084",2014-04-19,12,60.1
"4413",2014-04-19,13,60.1
"4745",2014-04-19,14,62.1
"5076",2014-04-19,15,62.1
"5409",2014-04-19,16,62.1
"5740",2014-04-19,17,60.1
"6072",2014-04-19,18,57.9
"6404",2014-04-19,19,54
"6738",2014-04-19,20,51.1
"7072",2014-04-19,21,48
"7401",2014-04-19,22,48
"7729",2014-04-19,23,46
"110",2014-04-20,0,39.9
"442",2014-04-20,1,44.1
"775",2014-04-20,2,41
"1108",2014-04-20,3,41
"1441",2014-04-20,4,41
"1770",2014-04-20,5,41
"2100",2014-04-20,6,42.1
"2431",2014-04-20,7,44.1
"2762",2014-04-20,8,46
"3095",2014-04-20,9,46
"3426",2014-04-20,10,46
"3755",2014-04-20,11,46
"4085",2014-04-20,12,46.9
"4414",2014-04-20,13,46.9
"4746",2014-04-20,14,46.9
"5077",2014-04-20,15,46.9
"5410",2014-04-20,16,46
"5741",2014-04-20,17,44.1
"6073",2014-04-20,18,43
"6405",2014-04-20,19,42.1
"6739",2014-04-20,20,42.1
"7073",2014-04-20,21,42.1
"7402",2014-04-20,22,41
"7730",2014-04-20,23,39
"111",2014-04-21,0,50
"443",2014-04-21,1,39.9
"776",2014-04-21,2,37.9
"1109",2014-04-21,3,37.9
"1442",2014-04-21,4,37.9
"1771",2014-04-21,5,37
"2101",2014-04-21,6,39
"2432",2014-04-21,7,42.1
"2763",2014-04-21,8,48
"3096",2014-04-21,9,52
"3427",2014-04-21,10,55
"3756",2014-04-21,11,59
"4086",2014-04-21,12,55
"4415",2014-04-21,13,57.9
"4747",2014-04-21,14,63
"5078",2014-04-21,15,66.9
"5411",2014-04-21,16,68
"5742",2014-04-21,17,64.9
"6074",2014-04-21,18,62.1
"6406",2014-04-21,19,57.9
"6740",2014-04-21,20,55
"7074",2014-04-21,21,53.1
"7403",2014-04-21,22,52
"7731",2014-04-21,23,51.1
"112",2014-04-22,0,54
"444",2014-04-22,1,48.9
"777",2014-04-22,2,48.9
"1110",2014-04-22,3,48.9
"1443",2014-04-22,4,48.9
"1772",2014-04-22,5,46.9
"2102",2014-04-22,6,48
"2433",2014-04-22,7,51.1
"2764",2014-04-22,8,55.9
"3097",2014-04-22,9,62.1
"3428",2014-04-22,10,64.9
"3757",2014-04-22,11,69.1
"4087",2014-04-22,12,71.1
"4416",2014-04-22,13,71.1
"4748",2014-04-22,14,70
"5079",2014-04-22,15,68
"5412",2014-04-22,16,66.9
"5743",2014-04-22,17,63
"6075",2014-04-22,18,62.1
"6407",2014-04-22,19,60.1
"6741",2014-04-22,20,57
"7075",2014-04-22,21,55
"7404",2014-04-22,22,54
"7732",2014-04-22,23,54
"113",2014-04-23,0,46.9
"445",2014-04-23,1,53.1
"778",2014-04-23,2,54
"1111",2014-04-23,3,51.1
"1444",2014-04-23,4,51.1
"1773",2014-04-23,5,52
"2103",2014-04-23,6,55.9
"2434",2014-04-23,7,57
"2765",2014-04-23,8,53.8
"3098",2014-04-23,9,53.475
"3429",2014-04-23,10,52
"3758",2014-04-23,11,51.9
"4088",2014-04-23,12,51.1
"4417",2014-04-23,13,50
"4749",2014-04-23,14,48.9
"5080",2014-04-23,15,53.6
"5413",2014-04-23,16,52
"5744",2014-04-23,17,51.1
"6076",2014-04-23,18,51.1
"6408",2014-04-23,19,51.1
"6742",2014-04-23,20,50
"7076",2014-04-23,21,48.9
"7405",2014-04-23,22,48
"7733",2014-04-23,23,46.9
"114",2014-04-24,0,48
"446",2014-04-24,1,46.9
"779",2014-04-24,2,46
"1112",2014-04-24,3,44.1
"1445",2014-04-24,4,43
"1774",2014-04-24,5,42.1
"2104",2014-04-24,6,43
"2435",2014-04-24,7,44.1
"2766",2014-04-24,8,45
"3099",2014-04-24,9,46.9
"3430",2014-04-24,10,50
"3759",2014-04-24,11,52
"4089",2014-04-24,12,55
"4418",2014-04-24,13,55.9
"4750",2014-04-24,14,57.9
"5081",2014-04-24,15,57.9
"5414",2014-04-24,16,57.9
"5745",2014-04-24,17,55.9
"6077",2014-04-24,18,54
"6409",2014-04-24,19,53.1
"6743",2014-04-24,20,52
"7077",2014-04-24,21,51.1
"7406",2014-04-24,22,50
"7734",2014-04-24,23,48.9
"115",2014-04-25,0,46
"447",2014-04-25,1,46.9
"780",2014-04-25,2,45
"1113",2014-04-25,3,46
"1446",2014-04-25,4,44.1
"1775",2014-04-25,5,44.1
"2105",2014-04-25,6,45
"2436",2014-04-25,7,48
"2767",2014-04-25,8,51.1
"3100",2014-04-25,9,54
"3431",2014-04-25,10,54
"3760",2014-04-25,11,53.1
"4090",2014-04-25,12,54
"4419",2014-04-25,13,54
"4751",2014-04-25,14,55
"5082",2014-04-25,15,55.9
"5415",2014-04-25,16,55
"5746",2014-04-25,17,50
"6078",2014-04-25,18,57.1
"6410",2014-04-25,19,54
"6744",2014-04-25,20,51.1
"7078",2014-04-25,21,50
"7407",2014-04-25,22,48.9
"7735",2014-04-25,23,48
"116",2014-04-26,0,43
"448",2014-04-26,1,46
"781",2014-04-26,2,46
"1114",2014-04-26,3,45
"1447",2014-04-26,4,45
"1776",2014-04-26,5,45
"2106",2014-04-26,6,46
"2437",2014-04-26,7,45
"2768",2014-04-26,8,44.1
"3101",2014-04-26,9,44.1
"3432",2014-04-26,10,43
"3761",2014-04-26,11,43
"4091",2014-04-26,12,43
"4420",2014-04-26,13,43.8333333333333
"4752",2014-04-26,14,44.1
"5083",2014-04-26,15,44.1
"5416",2014-04-26,16,44.1
"5747",2014-04-26,17,44.1
"6079",2014-04-26,18,44.1
"6411",2014-04-26,19,43
"6745",2014-04-26,20,43
"7079",2014-04-26,21,42.1
"7408",2014-04-26,22,42.9
"7736",2014-04-26,23,42.1
"117",2014-04-27,0,45
"449",2014-04-27,1,42.5666666666667
"782",2014-04-27,2,42.1
"1115",2014-04-27,3,41
"1448",2014-04-27,4,41.9
"1777",2014-04-27,5,41.9
"2107",2014-04-27,6,42.1
"2438",2014-04-27,7,42.1
"2769",2014-04-27,8,43
"3102",2014-04-27,9,42.9
"3433",2014-04-27,10,44.8
"3762",2014-04-27,11,45
"4092",2014-04-27,12,45.25
"4421",2014-04-27,13,44.35
"4753",2014-04-27,14,44.8
"5084",2014-04-27,15,46
"5417",2014-04-27,16,45
"5748",2014-04-27,17,45
"6080",2014-04-27,18,48
"6412",2014-04-27,19,48.9
"6746",2014-04-27,20,48
"7080",2014-04-27,21,48
"7409",2014-04-27,22,46.9
"7737",2014-04-27,23,46
"118",2014-04-28,0,43
"450",2014-04-28,1,44.1
"783",2014-04-28,2,43
"1116",2014-04-28,3,43
"1449",2014-04-28,4,42.1
"1778",2014-04-28,5,42.1
"2108",2014-04-28,6,43
"2439",2014-04-28,7,46.9
"2770",2014-04-28,8,50
"3103",2014-04-28,9,51.1
"3434",2014-04-28,10,53.1
"3763",2014-04-28,11,50
"4093",2014-04-28,12,48
"4422",2014-04-28,13,50
"4754",2014-04-28,14,50
"5085",2014-04-28,15,48.9
"5418",2014-04-28,16,48
"5749",2014-04-28,17,50
"6081",2014-04-28,18,48
"6413",2014-04-28,19,46.9
"6747",2014-04-28,20,46
"7081",2014-04-28,21,48.9
"7410",2014-04-28,22,46.9
"7738",2014-04-28,23,45.7
"119",2014-04-29,0,42.1
"451",2014-04-29,1,44.1
"784",2014-04-29,2,42.9
"1117",2014-04-29,3,43
"1450",2014-04-29,4,43
"1779",2014-04-29,5,42.1
"2109",2014-04-29,6,42.1
"2440",2014-04-29,7,43
"2771",2014-04-29,8,42.9
"3104",2014-04-29,9,43
"3435",2014-04-29,10,44.1
"3764",2014-04-29,11,43
"4094",2014-04-29,12,44.1
"4423",2014-04-29,13,43
"4755",2014-04-29,14,43
"5086",2014-04-29,15,43
"5419",2014-04-29,16,43
"5750",2014-04-29,17,42.1
"6082",2014-04-29,18,42.1
"6414",2014-04-29,19,42.1
"6748",2014-04-29,20,42.1
"7082",2014-04-29,21,42.1
"7411",2014-04-29,22,42.1
"7739",2014-04-29,23,42.1
"120",2014-04-30,0,44.1
"452",2014-04-30,1,42.45
"785",2014-04-30,2,41
"1118",2014-04-30,3,41
"1451",2014-04-30,4,42.1
"1780",2014-04-30,5,42.1
"2110",2014-04-30,6,42.1
"2441",2014-04-30,7,42.1
"2772",2014-04-30,8,42.1
"3105",2014-04-30,9,42.1
"3436",2014-04-30,10,42.9
"3765",2014-04-30,11,44.1
"4095",2014-04-30,12,44.8
"4424",2014-04-30,13,44.4333333333333
"4756",2014-04-30,14,44.1
"5087",2014-04-30,15,44.1
