"","Account","Date","kWh","month","day","year","hour","DayOfWeek","Weekday","PeakHour","Temperature"
"5197",999999999,"5/5/2014",103.868024186906,5,5,2014,6,1,1,1,53.1
"5201",999999999,"5/6/2014",63.1805328162181,5,6,2014,0,2,1,0,50
"5202",999999999,"5/6/2014",62.5057750435387,5,6,2014,1,2,1,0,50
"5209",999999999,"5/6/2014",98.5878295961966,5,6,2014,16,2,1,1,61
"5210",999999999,"5/6/2014",97.9130718235172,5,6,2014,17,2,1,1,62.1
"5211",999999999,"5/6/2014",97.2383140508378,5,6,2014,18,2,1,1,61
"5212",999999999,"5/6/2014",96.5635562781584,5,6,2014,19,2,1,1,57.4
"5213",999999999,"5/6/2014",61.8310172708593,5,6,2014,2,2,1,0,48.9
"5214",999999999,"5/6/2014",49.6853773626299,5,6,2014,20,2,1,0,51.1
"5215",999999999,"5/6/2014",49.0106195899505,5,6,2014,21,2,1,0,50
"5216",999999999,"5/6/2014",48.3358618172711,5,6,2014,22,2,1,0,50
"5217",999999999,"5/6/2014",47.6611040445916,5,6,2014,23,2,1,0,52
"5226",999999999,"5/7/2014",64.6479159523025,5,7,2014,0,3,1,0,51.1
"5227",999999999,"5/7/2014",63.9731581796231,5,7,2014,1,3,1,0,50
"5234",999999999,"5/7/2014",100.055212732281,5,7,2014,16,3,1,1,60.1
"5235",999999999,"5/7/2014",99.3804549596016,5,7,2014,17,3,1,1,59
"5236",999999999,"5/7/2014",98.7056971869222,5,7,2014,18,3,1,1,57.9
"5237",999999999,"5/7/2014",98.0309394142428,5,7,2014,19,3,1,1,59
"5238",999999999,"5/7/2014",63.2984004069437,5,7,2014,2,3,1,0,48.9
"5239",999999999,"5/7/2014",51.1527604987143,5,7,2014,20,3,1,0,57
"5240",999999999,"5/7/2014",50.4780027260349,5,7,2014,21,3,1,0,55.9
"5241",999999999,"5/7/2014",49.8032449533555,5,7,2014,22,3,1,0,57
"5242",999999999,"5/7/2014",49.128487180676,5,7,2014,23,3,1,0,55.9
"5244",999999999,"5/7/2014",62.6236426342643,5,7,2014,3,3,1,0,48
"5245",999999999,"5/7/2014",61.9488848615848,5,7,2014,4,3,1,0,46.9
"5246",999999999,"5/7/2014",61.2741270889054,5,7,2014,5,3,1,0,48
"5247",999999999,"5/7/2014",106.802790459075,5,7,2014,6,3,1,1,50
"5251",999999999,"5/8/2014",66.1152990883869,5,8,2014,0,4,1,0,53.1
"5252",999999999,"5/8/2014",65.4405413157075,5,8,2014,1,4,1,0,51.1
"5259",999999999,"5/8/2014",101.522595868365,5,8,2014,16,4,1,1,57
"5260",999999999,"5/8/2014",100.847838095686,5,8,2014,17,4,1,1,55.9
"5261",999999999,"5/8/2014",100.173080323007,5,8,2014,18,4,1,1,55.9
"5262",999999999,"5/8/2014",99.4983225503272,5,8,2014,19,4,1,1,57
"5263",999999999,"5/8/2014",64.7657835430281,5,8,2014,2,4,1,0,52
"5264",999999999,"5/8/2014",52.6201436347987,5,8,2014,20,4,1,0,61
"5265",999999999,"5/8/2014",51.9453858621193,5,8,2014,21,4,1,0,61
"5266",999999999,"5/8/2014",51.2706280894399,5,8,2014,22,4,1,0,60.1
"5267",999999999,"5/8/2014",50.5958703167604,5,8,2014,23,4,1,0,53.1
"5269",999999999,"5/8/2014",64.0910257703487,5,8,2014,3,4,1,0,52
"5270",999999999,"5/8/2014",63.4162679976692,5,8,2014,4,4,1,0,51.1
"5271",999999999,"5/8/2014",62.7415102249898,5,8,2014,5,4,1,0,48.9
"5272",999999999,"5/8/2014",108.27017359516,5,8,2014,6,4,1,1,51.1
"5276",999999999,"5/9/2014",67.5826822244713,5,9,2014,0,5,1,0,54
"5277",999999999,"5/9/2014",66.9079244517919,5,9,2014,1,5,1,0,54
"5285",999999999,"5/9/2014",102.31522123177,5,9,2014,17,5,1,1,54.06666667
"5286",999999999,"5/9/2014",101.640463459091,5,9,2014,18,5,1,1,54
"5287",999999999,"5/9/2014",100.965705686412,5,9,2014,19,5,1,1,55.9
"5288",999999999,"5/9/2014",66.2331666791125,5,9,2014,2,5,1,0,53.1
"5289",999999999,"5/9/2014",54.0875267708831,5,9,2014,20,5,1,0,55.2
"5290",999999999,"5/9/2014",53.4127689982037,5,9,2014,21,5,1,0,55
"5291",999999999,"5/9/2014",52.7380112255242,5,9,2014,22,5,1,0,54
"5292",999999999,"5/9/2014",52.0632534528448,5,9,2014,23,5,1,0,56.2
"5294",999999999,"5/9/2014",65.558408906433,5,9,2014,3,5,1,0,54
"5295",999999999,"5/9/2014",64.8836511337536,5,9,2014,4,5,1,0,53.1
"5296",999999999,"5/9/2014",64.2088933610742,5,9,2014,5,5,1,0,53.35
"5297",999999999,"5/9/2014",109.737556731244,5,9,2014,6,5,1,1,53.1
"5301",999999999,"6/1/2014",34.6886193734818,6,1,2014,0,0,0,0,53.1
"5302",999999999,"6/1/2014",34.0138616008024,6,1,2014,1,0,0,0,53.1
"5303",999999999,"6/1/2014",74.1444627895368,6,1,2014,10,0,0,1,64.9
"5304",999999999,"6/1/2014",73.4697050168574,6,1,2014,11,0,0,1,64
"5305",999999999,"6/1/2014",72.794947244178,6,1,2014,12,0,0,1,63
"5306",999999999,"6/1/2014",72.1201894714985,6,1,2014,13,0,0,1,63
"5307",999999999,"6/1/2014",71.4454316988191,6,1,2014,14,0,0,1,63
"5308",999999999,"6/1/2014",70.7706739261397,6,1,2014,15,0,0,1,64.9
"5309",999999999,"6/1/2014",70.0959161534603,6,1,2014,16,0,0,1,64.9
"5310",999999999,"6/1/2014",69.4211583807809,6,1,2014,17,0,0,1,63
"5311",999999999,"6/1/2014",68.7464006081015,6,1,2014,18,0,0,1,64
"5312",999999999,"6/1/2014",68.0716428354221,6,1,2014,19,0,0,1,62.1
"5313",999999999,"6/1/2014",33.339103828123,6,1,2014,2,0,0,0,52
"5314",999999999,"6/1/2014",21.1934639198936,6,1,2014,20,0,0,0,63
"5315",999999999,"6/1/2014",20.5187061472142,6,1,2014,21,0,0,0,63
"5316",999999999,"6/1/2014",19.8439483745347,6,1,2014,22,0,0,0,61
"5317",999999999,"6/1/2014",19.1691906018553,6,1,2014,23,0,0,0,60.1
"5319",999999999,"6/1/2014",32.6643460554435,6,1,2014,3,0,0,0,52
"5320",999999999,"6/1/2014",31.9895882827641,6,1,2014,4,0,0,0,52
"5321",999999999,"6/1/2014",31.3148305100847,6,1,2014,5,0,0,0,53.1
"5322",999999999,"6/1/2014",76.8434938802544,6,1,2014,6,0,0,1,57
"5323",999999999,"6/1/2014",76.168736107575,6,1,2014,7,0,0,1,61
"5324",999999999,"6/1/2014",75.4939783348956,6,1,2014,8,0,0,1,64
"5325",999999999,"6/1/2014",74.8192205622162,6,1,2014,9,0,0,1,64
"5328",999999999,"6/10/2014",110.643353556038,6,10,2014,10,2,1,1,71.8
"5329",999999999,"6/10/2014",109.968595783359,6,10,2014,11,2,1,1,68
"5330",999999999,"6/10/2014",109.293838010679,6,10,2014,12,2,1,1,75
"5331",999999999,"6/10/2014",108.619080238,6,10,2014,13,2,1,1,75.55
"5332",999999999,"6/10/2014",107.944322465321,6,10,2014,14,2,1,1,79
"5347",999999999,"6/10/2014",113.342384646756,6,10,2014,6,2,1,1,64.2
"5348",999999999,"6/10/2014",112.667626874076,6,10,2014,7,2,1,1,64.65
"5349",999999999,"6/10/2014",111.992869101397,6,10,2014,8,2,1,1,66.55
"5350",999999999,"6/10/2014",111.318111328718,6,10,2014,9,2,1,1,70.9
"5353",999999999,"6/11/2014",112.110736692123,6,11,2014,10,3,1,1,63
"5354",999999999,"6/11/2014",111.435978919443,6,11,2014,11,3,1,1,63
"5355",999999999,"6/11/2014",110.761221146764,6,11,2014,12,3,1,1,62.1
"5356",999999999,"6/11/2014",110.086463374084,6,11,2014,13,3,1,1,63
"5357",999999999,"6/11/2014",109.411705601405,6,11,2014,14,3,1,1,63
"5375",999999999,"6/11/2014",112.785494464802,6,11,2014,9,3,1,1,62.1
"5378",999999999,"6/12/2014",113.578119828207,6,12,2014,10,4,1,1,62.1
"5379",999999999,"6/12/2014",112.903362055528,6,12,2014,11,4,1,1,63.3
"5380",999999999,"6/12/2014",112.228604282848,6,12,2014,12,4,1,1,64
"5381",999999999,"6/12/2014",111.553846510169,6,12,2014,13,4,1,1,64.9
"5382",999999999,"6/12/2014",110.879088737489,6,12,2014,14,4,1,1,64
"5399",999999999,"6/12/2014",114.927635373566,6,12,2014,8,4,1,1,61
"5403",999999999,"6/13/2014",115.045502964291,6,13,2014,10,5,1,1,60.56666667
"5404",999999999,"6/13/2014",114.370745191612,6,13,2014,11,5,1,1,60.9
"5409",999999999,"6/13/2014",110.996956328215,6,13,2014,16,5,1,1,60.8
"5410",999999999,"6/13/2014",110.322198555536,6,13,2014,17,5,1,1,62.1
"5411",999999999,"6/13/2014",109.647440782856,6,13,2014,18,5,1,1,62.1
"5412",999999999,"6/13/2014",108.972683010177,6,13,2014,19,5,1,1,62.73333333
"5414",999999999,"6/13/2014",62.0945040946482,6,13,2014,20,5,1,0,62.73333333
"5415",999999999,"6/13/2014",61.4197463219688,6,13,2014,21,5,1,0,61
"5416",999999999,"6/13/2014",60.7449885492894,6,13,2014,22,5,1,0,61
"5417",999999999,"6/13/2014",60.0702307766099,6,13,2014,23,5,1,0,61
"5424",999999999,"6/13/2014",116.39501850965,6,13,2014,8,5,1,1,60.1
"5425",999999999,"6/13/2014",115.720260736971,6,13,2014,9,5,1,1,60.1
"5426",999999999,"6/14/2014",43.4929181899882,6,14,2014,0,6,0,0,61
"5427",999999999,"6/14/2014",42.8181604173087,6,14,2014,1,6,0,0,61
"5428",999999999,"6/14/2014",82.9487616060432,6,14,2014,10,6,0,1,60.9
"5429",999999999,"6/14/2014",82.2740038333638,6,14,2014,11,6,0,1,66
"5430",999999999,"6/14/2014",81.5992460606844,6,14,2014,12,6,0,1,68.1
"5431",999999999,"6/14/2014",80.9244882880049,6,14,2014,13,6,0,1,71.35
"5432",999999999,"6/14/2014",80.2497305153255,6,14,2014,14,6,0,1,73.65
"5433",999999999,"6/14/2014",79.5749727426461,6,14,2014,15,6,0,1,73.9
"5434",999999999,"6/14/2014",78.9002149699667,6,14,2014,16,6,0,1,73.9
"5435",999999999,"6/14/2014",78.2254571972873,6,14,2014,17,6,0,1,72
"5436",999999999,"6/14/2014",77.5506994246079,6,14,2014,18,6,0,1,73.9
"5437",999999999,"6/14/2014",76.8759416519285,6,14,2014,19,6,0,1,72
"5438",999999999,"6/14/2014",42.1434026446293,6,14,2014,2,6,0,0,60.45
"5439",999999999,"6/14/2014",29.9977627364,6,14,2014,20,6,0,0,70
"5440",999999999,"6/14/2014",29.3230049637205,6,14,2014,21,6,0,0,66.9
"5441",999999999,"6/14/2014",28.6482471910411,6,14,2014,22,6,0,0,64.9
"5442",999999999,"6/14/2014",27.9734894183617,6,14,2014,23,6,0,0,64
"5444",999999999,"6/14/2014",41.4686448719499,6,14,2014,3,6,0,0,59
"5445",999999999,"6/14/2014",40.7938870992705,6,14,2014,4,6,0,0,59
"5446",999999999,"6/14/2014",40.1191293265911,6,14,2014,5,6,0,0,57.55
"5447",999999999,"6/14/2014",85.6477926967608,6,14,2014,6,6,0,1,57.9
"5448",999999999,"6/14/2014",84.9730349240814,6,14,2014,7,6,0,1,59
"5449",999999999,"6/14/2014",84.298277151402,6,14,2014,8,6,0,1,59
"5450",999999999,"6/14/2014",83.6235193787226,6,14,2014,9,6,0,1,59
"5451",999999999,"6/15/2014",34.6886193734818,6,15,2014,0,0,0,0,63
"5452",999999999,"6/15/2014",34.0138616008024,6,15,2014,1,0,0,0,61
"5453",999999999,"6/15/2014",74.1444627895368,6,15,2014,10,0,0,1,72
"5454",999999999,"6/15/2014",73.4697050168574,6,15,2014,11,0,0,1,73.9
"5455",999999999,"6/15/2014",72.794947244178,6,15,2014,12,0,0,1,75.9
"5456",999999999,"6/15/2014",72.1201894714985,6,15,2014,13,0,0,1,78.1
"5457",999999999,"6/15/2014",71.4454316988191,6,15,2014,14,0,0,1,79
"5458",999999999,"6/15/2014",70.7706739261397,6,15,2014,15,0,0,1,80.1
"5459",999999999,"6/15/2014",70.0959161534603,6,15,2014,16,0,0,1,79
"5460",999999999,"6/15/2014",69.4211583807809,6,15,2014,17,0,0,1,79
"5461",999999999,"6/15/2014",68.7464006081015,6,15,2014,18,0,0,1,77
"5462",999999999,"6/15/2014",68.0716428354221,6,15,2014,19,0,0,1,75
"5463",999999999,"6/15/2014",33.339103828123,6,15,2014,2,0,0,0,60.1
"5464",999999999,"6/15/2014",21.1934639198936,6,15,2014,20,0,0,0,73
"5465",999999999,"6/15/2014",20.5187061472142,6,15,2014,21,0,0,0,71.1
"5466",999999999,"6/15/2014",19.8439483745347,6,15,2014,22,0,0,0,69.1
"5467",999999999,"6/15/2014",19.1691906018553,6,15,2014,23,0,0,0,68
"5469",999999999,"6/15/2014",32.6643460554435,6,15,2014,3,0,0,0,59
"5470",999999999,"6/15/2014",31.9895882827641,6,15,2014,4,0,0,0,59
"5471",999999999,"6/15/2014",31.3148305100847,6,15,2014,5,0,0,0,59
"5472",999999999,"6/15/2014",76.8434938802544,6,15,2014,6,0,0,1,62.1
"5473",999999999,"6/15/2014",76.168736107575,6,15,2014,7,0,0,1,64.9
"5474",999999999,"6/15/2014",75.4939783348956,6,15,2014,8,0,0,1,68
"5475",999999999,"6/15/2014",74.8192205622162,6,15,2014,9,0,0,1,69.1
"5476",999999999,"6/16/2014",69.7201270038988,6,16,2014,0,1,1,0,66
"5477",999999999,"6/16/2014",69.0453692312194,6,16,2014,1,1,1,0,64
"5484",999999999,"6/16/2014",105.127423783877,6,16,2014,16,1,1,1,71.1
"5485",999999999,"6/16/2014",104.452666011198,6,16,2014,17,1,1,1,71.1
"5486",999999999,"6/16/2014",103.777908238519,6,16,2014,18,1,1,1,68
"5487",999999999,"6/16/2014",103.103150465839,6,16,2014,19,1,1,1,72
"5488",999999999,"6/16/2014",68.37061145854,6,16,2014,2,1,1,0,64
"5489",999999999,"6/16/2014",56.2249715503106,6,16,2014,20,1,1,0,69.1
"5490",999999999,"6/16/2014",55.5502137776312,6,16,2014,21,1,1,0,69.1
"5491",999999999,"6/16/2014",54.8754560049518,6,16,2014,22,1,1,0,68
"5492",999999999,"6/16/2014",54.2006982322724,6,16,2014,23,1,1,0,68
"5494",999999999,"6/16/2014",67.6958536858606,6,16,2014,3,1,1,0,63
"5495",999999999,"6/16/2014",67.0210959131812,6,16,2014,4,1,1,0,62.1
"5496",999999999,"6/16/2014",66.3463381405017,6,16,2014,5,1,1,0,62.1
"5501",999999999,"6/17/2014",71.1875101399832,6,17,2014,0,2,1,0,68
"5502",999999999,"6/17/2014",70.5127523673038,6,17,2014,1,2,1,0,66.9
"5509",999999999,"6/17/2014",106.594806919962,6,17,2014,16,2,1,1,82.9
"5510",999999999,"6/17/2014",105.920049147282,6,17,2014,17,2,1,1,81
"5511",999999999,"6/17/2014",105.245291374603,6,17,2014,18,2,1,1,80.1
"5512",999999999,"6/17/2014",104.570533601924,6,17,2014,19,2,1,1,78.1
"5513",999999999,"6/17/2014",69.8379945946244,6,17,2014,2,2,1,0,66.9
"5514",999999999,"6/17/2014",57.692354686395,6,17,2014,20,2,1,0,73.9
"5515",999999999,"6/17/2014",57.0175969137156,6,17,2014,21,2,1,0,72
"5516",999999999,"6/17/2014",56.3428391410362,6,17,2014,22,2,1,0,70
"5517",999999999,"6/17/2014",55.6680813683568,6,17,2014,23,2,1,0,70
"5519",999999999,"6/17/2014",69.163236821945,6,17,2014,3,2,1,0,66
"5521",999999999,"6/17/2014",67.8137212765861,6,17,2014,5,2,1,0,62.1
"5526",999999999,"6/18/2014",72.6548932760676,6,18,2014,0,3,1,0,68
"5527",999999999,"6/18/2014",71.9801355033882,6,18,2014,1,3,1,0,68
"5535",999999999,"6/18/2014",107.387432283367,6,18,2014,17,3,1,1,84.9
"5536",999999999,"6/18/2014",106.712674510687,6,18,2014,18,3,1,1,82.9
"5537",999999999,"6/18/2014",106.037916738008,6,18,2014,19,3,1,1,82
"5538",999999999,"6/18/2014",71.3053777307088,6,18,2014,2,3,1,0,71.1
"5539",999999999,"6/18/2014",59.1597378224794,6,18,2014,20,3,1,0,80.1
"5540",999999999,"6/18/2014",58.4849800498,6,18,2014,21,3,1,0,79
"5541",999999999,"6/18/2014",57.8102222771206,6,18,2014,22,3,1,0,78.1
"5542",999999999,"6/18/2014",57.1354645044412,6,18,2014,23,3,1,0,75.9
"5544",999999999,"6/18/2014",70.6306199580294,6,18,2014,3,3,1,0,73.9
"5545",999999999,"6/18/2014",69.95586218535,6,18,2014,4,3,1,0,72
"5546",999999999,"6/18/2014",69.2811044126705,6,18,2014,5,3,1,0,72
"5551",999999999,"6/19/2014",74.122276412152,6,19,2014,0,4,1,0,73.9
"5552",999999999,"6/19/2014",73.4475186394726,6,19,2014,1,4,1,0,73
"5559",999999999,"6/19/2014",109.529573192131,6,19,2014,16,4,1,1,82.9
"5560",999999999,"6/19/2014",108.854815419451,6,19,2014,17,4,1,1,82.9
"5563",999999999,"6/19/2014",72.7727608667932,6,19,2014,2,4,1,0,72
"5566",999999999,"6/19/2014",59.277605413205,6,19,2014,22,4,1,0,71.1
"5567",999999999,"6/19/2014",58.6028476405256,6,19,2014,23,4,1,0,68
"5569",999999999,"6/19/2014",72.0980030941137,6,19,2014,3,4,1,0,71.1
"5570",999999999,"6/19/2014",71.4232453214343,6,19,2014,4,4,1,0,71.1
"5571",999999999,"6/19/2014",70.7484875487549,6,19,2014,5,4,1,0,71.6
"5576",999999999,"6/2/2014",69.7201270038988,6,2,2014,0,1,1,0,57.9
"5577",999999999,"6/2/2014",69.0453692312194,6,2,2014,1,1,1,0,57.9
"5584",999999999,"6/2/2014",105.127423783877,6,2,2014,16,1,1,1,82
"5585",999999999,"6/2/2014",104.452666011198,6,2,2014,17,1,1,1,81
"5586",999999999,"6/2/2014",103.777908238519,6,2,2014,18,1,1,1,75.9
"5587",999999999,"6/2/2014",103.103150465839,6,2,2014,19,1,1,1,73
"5588",999999999,"6/2/2014",68.37061145854,6,2,2014,2,1,1,0,57.9
"5589",999999999,"6/2/2014",56.2249715503106,6,2,2014,20,1,1,0,70
"5590",999999999,"6/2/2014",55.5502137776312,6,2,2014,21,1,1,0,66.9
"5591",999999999,"6/2/2014",54.8754560049518,6,2,2014,22,1,1,0,66.9
"5592",999999999,"6/2/2014",54.2006982322724,6,2,2014,23,1,1,0,66
"5594",999999999,"6/2/2014",67.6958536858606,6,2,2014,3,1,1,0,57
"5595",999999999,"6/2/2014",67.0210959131812,6,2,2014,4,1,1,0,55.9
"5596",999999999,"6/2/2014",66.3463381405017,6,2,2014,5,1,1,0,55.9
"5597",999999999,"6/2/2014",111.875001510671,6,2,2014,6,1,1,1,59
"5601",999999999,"6/20/2014",75.5896595482364,6,20,2014,0,5,1,0,66.9
"5602",999999999,"6/20/2014",74.914901775557,6,20,2014,1,5,1,0,66
"5603",999999999,"6/20/2014",115.045502964291,6,20,2014,10,5,1,1,73
"5604",999999999,"6/20/2014",114.370745191612,6,20,2014,11,5,1,1,73.9
"5605",999999999,"6/20/2014",113.695987418933,6,20,2014,12,5,1,1,73.9
"5606",999999999,"6/20/2014",113.021229646253,6,20,2014,13,5,1,1,75.9
"5607",999999999,"6/20/2014",112.346471873574,6,20,2014,14,5,1,1,75
"5608",999999999,"6/20/2014",111.671714100894,6,20,2014,15,5,1,1,77
"5609",999999999,"6/20/2014",110.996956328215,6,20,2014,16,5,1,1,77
"5613",999999999,"6/20/2014",74.2401440028776,6,20,2014,2,5,1,0,64
"5619",999999999,"6/20/2014",73.5653862301982,6,20,2014,3,5,1,0,64
"5621",999999999,"6/20/2014",72.2158706848393,6,20,2014,5,5,1,0,63
"5625",999999999,"6/20/2014",115.720260736971,6,20,2014,9,5,1,1,72
"5678",999999999,"6/23/2014",109.175970419954,6,23,2014,10,1,1,1,70
"5679",999999999,"6/23/2014",108.501212647274,6,23,2014,11,1,1,1,70
"5680",999999999,"6/23/2014",107.826454874595,6,23,2014,12,1,1,1,72
"5681",999999999,"6/23/2014",107.151697101916,6,23,2014,13,1,1,1,72
"5682",999999999,"6/23/2014",106.476939329236,6,23,2014,14,1,1,1,73.9
"5697",999999999,"6/23/2014",111.875001510671,6,23,2014,6,1,1,1,62.1
"5698",999999999,"6/23/2014",111.200243737992,6,23,2014,7,1,1,1,63
"5699",999999999,"6/23/2014",110.525485965313,6,23,2014,8,1,1,1,66.9
"5700",999999999,"6/23/2014",109.850728192633,6,23,2014,9,1,1,1,70
"5703",999999999,"6/24/2014",110.643353556038,6,24,2014,10,2,1,1,79
"5704",999999999,"6/24/2014",109.968595783359,6,24,2014,11,2,1,1,80.1
"5705",999999999,"6/24/2014",109.293838010679,6,24,2014,12,2,1,1,82
"5706",999999999,"6/24/2014",108.619080238,6,24,2014,13,2,1,1,82
"5707",999999999,"6/24/2014",107.944322465321,6,24,2014,14,2,1,1,82
"5722",999999999,"6/24/2014",113.342384646756,6,24,2014,6,2,1,1,64
"5723",999999999,"6/24/2014",112.667626874076,6,24,2014,7,2,1,1,66
"5724",999999999,"6/24/2014",111.992869101397,6,24,2014,8,2,1,1,71.1
"5725",999999999,"6/24/2014",111.318111328718,6,24,2014,9,2,1,1,73
"5728",999999999,"6/25/2014",112.110736692123,6,25,2014,10,3,1,1,82.9
"5729",999999999,"6/25/2014",111.435978919443,6,25,2014,11,3,1,1,86
"5730",999999999,"6/25/2014",110.761221146764,6,25,2014,12,3,1,1,87.1
"5731",999999999,"6/25/2014",110.086463374084,6,25,2014,13,3,1,1,87.1
"5732",999999999,"6/25/2014",109.411705601405,6,25,2014,14,3,1,1,88
"5748",999999999,"6/25/2014",114.135010010161,6,25,2014,7,3,1,1,73
"5749",999999999,"6/25/2014",113.460252237481,6,25,2014,8,3,1,1,77
"5750",999999999,"6/25/2014",112.785494464802,6,25,2014,9,3,1,1,80.1
"5753",999999999,"6/26/2014",113.578119828207,6,26,2014,10,4,1,1,76.1
"5754",999999999,"6/26/2014",112.903362055528,6,26,2014,11,4,1,1,68.1
"5755",999999999,"6/26/2014",112.228604282848,6,26,2014,12,4,1,1,69.1
"5756",999999999,"6/26/2014",111.553846510169,6,26,2014,13,4,1,1,67
"5757",999999999,"6/26/2014",110.879088737489,6,26,2014,14,4,1,1,65.76666667
"5775",999999999,"6/26/2014",114.252877600886,6,26,2014,9,4,1,1,77
"5778",999999999,"6/27/2014",115.045502964291,6,27,2014,10,5,1,1,69.1
"5779",999999999,"6/27/2014",114.370745191612,6,27,2014,11,5,1,1,69.1
"5780",999999999,"6/27/2014",113.695987418933,6,27,2014,12,5,1,1,71.1
"5781",999999999,"6/27/2014",113.021229646253,6,27,2014,13,5,1,1,70
"5782",999999999,"6/27/2014",112.346471873574,6,27,2014,14,5,1,1,71.1
"5798",999999999,"6/27/2014",117.06977628233,6,27,2014,7,5,1,1,66
"5799",999999999,"6/27/2014",116.39501850965,6,27,2014,8,5,1,1,68
"5800",999999999,"6/27/2014",115.720260736971,6,27,2014,9,5,1,1,70
"5851",999999999,"6/3/2014",71.1875101399832,6,3,2014,0,2,1,0,64
"5852",999999999,"6/3/2014",70.5127523673038,6,3,2014,1,2,1,0,62.1
"5859",999999999,"6/3/2014",106.594806919962,6,3,2014,16,2,1,1,68
"5860",999999999,"6/3/2014",105.920049147282,6,3,2014,17,2,1,1,66
"5861",999999999,"6/3/2014",105.245291374603,6,3,2014,18,2,1,1,66
"5862",999999999,"6/3/2014",104.570533601924,6,3,2014,19,2,1,1,63
"5863",999999999,"6/3/2014",69.8379945946244,6,3,2014,2,2,1,0,61
"5864",999999999,"6/3/2014",57.692354686395,6,3,2014,20,2,1,0,64.9
"5865",999999999,"6/3/2014",57.0175969137156,6,3,2014,21,2,1,0,61
"5866",999999999,"6/3/2014",56.3428391410362,6,3,2014,22,2,1,0,60.8
"5867",999999999,"6/3/2014",55.6680813683568,6,3,2014,23,2,1,0,61
"5869",999999999,"6/3/2014",69.163236821945,6,3,2014,3,2,1,0,57.9
"5870",999999999,"6/3/2014",68.4884790492655,6,3,2014,4,2,1,0,57
"5871",999999999,"6/3/2014",67.8137212765861,6,3,2014,5,2,1,0,61
"5872",999999999,"6/3/2014",113.342384646756,6,3,2014,6,2,1,1,61
"5878",999999999,"6/30/2014",109.175970419954,6,30,2014,10,1,1,1,82.9
"5879",999999999,"6/30/2014",108.501212647274,6,30,2014,11,1,1,1,84.9
"5880",999999999,"6/30/2014",107.826454874595,6,30,2014,12,1,1,1,87.1
"5881",999999999,"6/30/2014",107.151697101916,6,30,2014,13,1,1,1,88
"5882",999999999,"6/30/2014",106.476939329236,6,30,2014,14,1,1,1,88
"5883",999999999,"6/30/2014",105.802181556557,6,30,2014,15,1,1,1,88
"5898",999999999,"6/30/2014",111.200243737992,6,30,2014,7,1,1,1,71.1
"5899",999999999,"6/30/2014",110.525485965313,6,30,2014,8,1,1,1,75.9
"5900",999999999,"6/30/2014",109.850728192633,6,30,2014,9,1,1,1,80.1
"5901",999999999,"6/4/2014",72.6548932760676,6,4,2014,0,3,1,0,57.9
"5902",999999999,"6/4/2014",71.9801355033882,6,4,2014,1,3,1,0,57.9
"5903",999999999,"6/4/2014",112.110736692123,6,4,2014,10,3,1,1,57.375
"5904",999999999,"6/4/2014",111.435978919443,6,4,2014,11,3,1,1,57.43333333
"5913",999999999,"6/4/2014",71.3053777307088,6,4,2014,2,3,1,0,57.9
"5919",999999999,"6/4/2014",70.6306199580294,6,4,2014,3,3,1,0,57.9
"5920",999999999,"6/4/2014",69.95586218535,6,4,2014,4,3,1,0,57.1
"5921",999999999,"6/4/2014",69.2811044126705,6,4,2014,5,3,1,0,55.65
"5922",999999999,"6/4/2014",114.80976778284,6,4,2014,6,3,1,1,55.56666667
"5928",999999999,"6/5/2014",113.578119828207,6,5,2014,10,4,1,1,60.1
"5929",999999999,"6/5/2014",112.903362055528,6,5,2014,11,4,1,1,60.1
"5930",999999999,"6/5/2014",112.228604282848,6,5,2014,12,4,1,1,59.45
"5931",999999999,"6/5/2014",111.553846510169,6,5,2014,13,4,1,1,57.43333333
"5932",999999999,"6/5/2014",110.879088737489,6,5,2014,14,4,1,1,57.43333333
"5948",999999999,"6/5/2014",115.602393146245,6,5,2014,7,4,1,1,59
"5949",999999999,"6/5/2014",114.927635373566,6,5,2014,8,4,1,1,57.9
"5950",999999999,"6/5/2014",114.252877600886,6,5,2014,9,4,1,1,59
"5953",999999999,"6/6/2014",115.045502964291,6,6,2014,10,5,1,1,69.1
"5954",999999999,"6/6/2014",114.370745191612,6,6,2014,11,5,1,1,71.1
"5955",999999999,"6/6/2014",113.695987418933,6,6,2014,12,5,1,1,72
"5956",999999999,"6/6/2014",113.021229646253,6,6,2014,13,5,1,1,73.9
"5957",999999999,"6/6/2014",112.346471873574,6,6,2014,14,5,1,1,75
"5975",999999999,"6/6/2014",115.720260736971,6,6,2014,9,5,1,1,66
"6028",999999999,"6/9/2014",109.175970419954,6,9,2014,10,1,1,1,73.9
"6029",999999999,"6/9/2014",108.501212647274,6,9,2014,11,1,1,1,73.9
"6030",999999999,"6/9/2014",107.826454874595,6,9,2014,12,1,1,1,75.9
"6031",999999999,"6/9/2014",107.151697101916,6,9,2014,13,1,1,1,78.1
"6049",999999999,"6/9/2014",110.525485965313,6,9,2014,8,1,1,1,72
"6050",999999999,"6/9/2014",109.850728192633,6,9,2014,9,1,1,1,73
"6053",999999999,"7/1/2014",118.650330879803,7,1,2014,10,2,1,1,84
"6054",999999999,"7/1/2014",117.975573107124,7,1,2014,11,2,1,1,87.1
"6055",999999999,"7/1/2014",117.300815334444,7,1,2014,12,2,1,1,87.1
