"Account","Date","kWh","month","day","year","hour","DayOfWeek","Weekday","PeakHour","Temperature"
999999999,"1/12/2014",0,1,12,2014,"2",0,"0",0,49.45
999999999,"1/12/2014",0,1,12,2014,"20",0,"0",0,39.9
999999999,"1/12/2014",0,1,12,2014,"21",0,"0",0,39.9
999999999,"1/12/2014",0,1,12,2014,"22",0,"0",0,37.9
999999999,"1/12/2014",0,1,12,2014,"23",0,"0",0,37.9
999999999,"1/12/2014",0,1,12,2014,"24",0,"0",0,NA
999999999,"1/12/2014",0,1,12,2014,"3",0,"0",0,46.9
999999999,"1/12/2014",0,1,12,2014,"4",0,"0",0,46
999999999,"1/12/2014",0,1,12,2014,"5",0,"0",0,44.1
999999999,"1/12/2014",0,1,12,2014,"6",0,"0",1,43
999999999,"1/12/2014",0,1,12,2014,"7",0,"0",1,42.1
999999999,"1/12/2014",0,1,12,2014,"8",0,"0",1,43
999999999,"1/12/2014",0,1,12,2014,"9",0,"0",1,44.1
999999999,"1/13/2014",0,1,13,2014,"0",1,"1",0,37
999999999,"1/13/2014",0,1,13,2014,"1",1,"1",0,37
999999999,"1/13/2014",128.474997,1,13,2014,"10",1,"1",1,44.1
999999999,"1/13/2014",102.284999,1,13,2014,"11",1,"1",1,46.9
999999999,"1/13/2014",95.234999,1,13,2014,"12",1,"1",1,50
999999999,"1/13/2014",85.89,1,13,2014,"13",1,"1",1,48.9
999999999,"1/13/2014",73.815,1,13,2014,"14",1,"1",1,48.9
999999999,"1/13/2014",31.14,1,13,2014,"15",1,"1",1,46.9
999999999,"1/13/2014",0.045,1,13,2014,"16",1,"1",1,45
999999999,"1/13/2014",0,1,13,2014,"17",1,"1",1,46
999999999,"1/13/2014",0,1,13,2014,"18",1,"1",1,45
999999999,"1/13/2014",0,1,13,2014,"19",1,"1",1,45
999999999,"1/13/2014",0,1,13,2014,"2",1,"1",0,37
999999999,"1/13/2014",0,1,13,2014,"20",1,"1",0,44.1
999999999,"1/13/2014",0,1,13,2014,"21",1,"1",0,46.9
999999999,"1/13/2014",0,1,13,2014,"22",1,"1",0,46.9
999999999,"1/13/2014",0,1,13,2014,"23",1,"1",0,48
999999999,"1/13/2014",0,1,13,2014,"24",1,"1",0,NA
999999999,"1/13/2014",0,1,13,2014,"3",1,"1",0,34
999999999,"1/13/2014",0,1,13,2014,"4",1,"1",0,33.1
999999999,"1/13/2014",0,1,13,2014,"5",1,"1",0,30.9
999999999,"1/13/2014",22.905,1,13,2014,"6",1,"1",1,30.9
999999999,"1/13/2014",104.789997,1,13,2014,"7",1,"1",1,33.1
999999999,"1/13/2014",135.419997,1,13,2014,"8",1,"1",1,37
999999999,"1/13/2014",128.789997,1,13,2014,"9",1,"1",1,41
999999999,"1/14/2014",0,1,14,2014,"0",2,"1",0,48.9
999999999,"1/14/2014",0,1,14,2014,"1",2,"1",0,48
999999999,"1/14/2014",91.979999,1,14,2014,"10",2,"1",1,48
999999999,"1/14/2014",81.765,1,14,2014,"11",2,"1",1,48
999999999,"1/14/2014",63.36,1,14,2014,"12",2,"1",1,48.55
999999999,"1/14/2014",63.27,1,14,2014,"13",2,"1",1,47.875
999999999,"1/14/2014",53.355,1,14,2014,"14",2,"1",1,46.5
999999999,"1/14/2014",23.655,1,14,2014,"15",2,"1",1,47.16666667
999999999,"1/14/2014",0.24,1,14,2014,"16",2,"1",1,46.65
999999999,"1/14/2014",0,1,14,2014,"17",2,"1",1,45.7
999999999,"1/14/2014",0,1,14,2014,"18",2,"1",1,47.53333333
999999999,"1/14/2014",0,1,14,2014,"19",2,"1",1,46.9
999999999,"1/14/2014",0,1,14,2014,"2",2,"1",0,48
999999999,"1/14/2014",0,1,14,2014,"20",2,"1",0,46.26666667
999999999,"1/14/2014",0,1,14,2014,"21",2,"1",0,45.7
999999999,"1/14/2014",0,1,14,2014,"22",2,"1",0,44.8
999999999,"1/14/2014",0,1,14,2014,"23",2,"1",0,44.35
999999999,"1/14/2014",0,1,14,2014,"24",2,"1",0,NA
999999999,"1/14/2014",0,1,14,2014,"3",2,"1",0,46.9
999999999,"1/14/2014",0,1,14,2014,"4",2,"1",0,45
999999999,"1/14/2014",0,1,14,2014,"5",2,"1",0,44.1
999999999,"1/14/2014",0,1,14,2014,"6",2,"1",1,46.9
999999999,"1/14/2014",81.629998,1,14,2014,"7",2,"1",1,48
999999999,"1/14/2014",101.039993,1,14,2014,"8",2,"1",1,46.9
999999999,"1/14/2014",92.205,1,14,2014,"9",2,"1",1,46.9
999999999,"1/15/2014",0,1,15,2014,"0",3,"1",0,43
999999999,"1/15/2014",0,1,15,2014,"1",3,"1",0,43
999999999,"1/15/2014",109.274998,1,15,2014,"10",3,"1",1,44.1
999999999,"1/15/2014",79.74,1,15,2014,"11",3,"1",1,46
999999999,"1/15/2014",68.895,1,15,2014,"12",3,"1",1,46
999999999,"1/15/2014",59.325,1,15,2014,"13",3,"1",1,46.9
999999999,"1/15/2014",49.245,1,15,2014,"14",3,"1",1,46
999999999,"1/15/2014",18.33,1,15,2014,"15",3,"1",1,44.1
999999999,"1/15/2014",0,1,15,2014,"16",3,"1",1,42.1
999999999,"1/15/2014",0,1,15,2014,"17",3,"1",1,39.9
999999999,"1/15/2014",0,1,15,2014,"18",3,"1",1,39.9
999999999,"1/15/2014",0,1,15,2014,"19",3,"1",1,42.1
999999999,"1/15/2014",0,1,15,2014,"2",3,"1",0,42.1
999999999,"1/15/2014",0,1,15,2014,"20",3,"1",0,39
999999999,"1/15/2014",0,1,15,2014,"21",3,"1",0,37.9
999999999,"1/15/2014",0,1,15,2014,"22",3,"1",0,39
999999999,"1/15/2014",0,1,15,2014,"23",3,"1",0,36.75
999999999,"1/15/2014",0,1,15,2014,"24",3,"1",0,NA
999999999,"1/15/2014",0,1,15,2014,"3",3,"1",0,41
999999999,"1/15/2014",0,1,15,2014,"4",3,"1",0,39
999999999,"1/15/2014",0,1,15,2014,"5",3,"1",0,37
999999999,"1/15/2014",6.975,1,15,2014,"6",3,"1",1,36
999999999,"1/15/2014",59.565,1,15,2014,"7",3,"1",1,37
999999999,"1/15/2014",89.114999,1,15,2014,"8",3,"1",1,39
999999999,"1/15/2014",95.624999,1,15,2014,"9",3,"1",1,42.1
999999999,"1/16/2014",0,1,16,2014,"0",4,"1",0,36
999999999,"1/16/2014",0,1,16,2014,"1",4,"1",0,35.025
999999999,"1/16/2014",99.914999,1,16,2014,"10",4,"1",1,39
999999999,"1/16/2014",66.48,1,16,2014,"11",4,"1",1,37.9
999999999,"1/16/2014",66.27,1,16,2014,"12",4,"1",1,37.3
999999999,"1/16/2014",57.285,1,16,2014,"13",4,"1",1,37.65
999999999,"1/16/2014",50.31,1,16,2014,"14",4,"1",1,39
999999999,"1/16/2014",23.4,1,16,2014,"15",4,"1",1,37.65
999999999,"1/16/2014",0,1,16,2014,"16",4,"1",1,37.975
999999999,"1/16/2014",0,1,16,2014,"17",4,"1",1,37.9
999999999,"1/16/2014",0,1,16,2014,"18",4,"1",1,37.65
999999999,"1/16/2014",0,1,16,2014,"19",4,"1",1,37.9
999999999,"1/16/2014",0,1,16,2014,"2",4,"1",0,35.35
999999999,"1/16/2014",0,1,16,2014,"20",4,"1",0,37.3
999999999,"1/16/2014",0,1,16,2014,"21",4,"1",0,37.9
999999999,"1/16/2014",0,1,16,2014,"22",4,"1",0,37.65
999999999,"1/16/2014",0,1,16,2014,"23",4,"1",0,37.9
999999999,"1/16/2014",0,1,16,2014,"24",4,"1",0,NA
999999999,"1/16/2014",0,1,16,2014,"3",4,"1",0,36
999999999,"1/16/2014",0,1,16,2014,"4",4,"1",0,33.9
999999999,"1/16/2014",0,1,16,2014,"5",4,"1",0,33.56666667
999999999,"1/16/2014",4.365,1,16,2014,"6",4,"1",1,35.06666667
999999999,"1/16/2014",88.934999,1,16,2014,"7",4,"1",1,33.86666667
999999999,"1/16/2014",92.22,1,16,2014,"8",4,"1",1,35.35
999999999,"1/16/2014",96.779999,1,16,2014,"9",4,"1",1,37.26666667
999999999,"1/17/2014",0,1,17,2014,"0",5,"1",0,37
999999999,"1/17/2014",0,1,17,2014,"1",5,"1",0,37.3
999999999,"1/17/2014",94.589998,1,17,2014,"10",5,"1",1,39.9
999999999,"1/17/2014",72.78,1,17,2014,"11",5,"1",1,42.1
999999999,"1/17/2014",66.015,1,17,2014,"12",5,"1",1,44.1
999999999,"1/17/2014",63,1,17,2014,"13",5,"1",1,45
999999999,"1/17/2014",49.74,1,17,2014,"14",5,"1",1,45
999999999,"1/17/2014",17.13,1,17,2014,"15",5,"1",1,44.1
999999999,"1/17/2014",0,1,17,2014,"16",5,"1",1,42.1
999999999,"1/17/2014",0,1,17,2014,"17",5,"1",1,39
999999999,"1/17/2014",0,1,17,2014,"18",5,"1",1,37.9
999999999,"1/17/2014",0,1,17,2014,"19",5,"1",1,36
999999999,"1/17/2014",0,1,17,2014,"2",5,"1",0,37
999999999,"1/17/2014",0,1,17,2014,"20",5,"1",0,34
999999999,"1/17/2014",0,1,17,2014,"21",5,"1",0,35.1
999999999,"1/17/2014",0,1,17,2014,"22",5,"1",0,34
999999999,"1/17/2014",0,1,17,2014,"23",5,"1",0,34
999999999,"1/17/2014",0,1,17,2014,"24",5,"1",0,NA
999999999,"1/17/2014",0,1,17,2014,"3",5,"1",0,37.26666667
999999999,"1/17/2014",0,1,17,2014,"4",5,"1",0,37.26666667
999999999,"1/17/2014",0,1,17,2014,"5",5,"1",0,37.26666667
999999999,"1/17/2014",9.075,1,17,2014,"6",5,"1",1,36
999999999,"1/17/2014",81.524998,1,17,2014,"7",5,"1",1,35.6
999999999,"1/17/2014",106.109999,1,17,2014,"8",5,"1",1,37.9
999999999,"1/17/2014",95.474998,1,17,2014,"9",5,"1",1,39
999999999,"1/18/2014",0,1,18,2014,"0",6,"0",0,34
999999999,"1/18/2014",0,1,18,2014,"1",6,"0",0,34
999999999,"1/18/2014",0,1,18,2014,"10",6,"0",1,37.26666667
999999999,"1/18/2014",0,1,18,2014,"11",6,"0",1,37.26666667
999999999,"1/18/2014",0,1,18,2014,"12",6,"0",1,35.43333333
999999999,"1/18/2014",0,1,18,2014,"13",6,"0",1,33.56666667
999999999,"1/18/2014",0,1,18,2014,"14",6,"0",1,33.1
999999999,"1/18/2014",0,1,18,2014,"15",6,"0",1,33.9
999999999,"1/18/2014",0,1,18,2014,"16",6,"0",1,34
999999999,"1/18/2014",0,1,18,2014,"17",6,"0",1,33.1
999999999,"1/18/2014",0,1,18,2014,"18",6,"0",1,34
999999999,"1/18/2014",0,1,18,2014,"19",6,"0",1,34
999999999,"1/18/2014",0,1,18,2014,"2",6,"0",0,35.1
999999999,"1/18/2014",0,1,18,2014,"20",6,"0",0,34
999999999,"1/18/2014",0,1,18,2014,"21",6,"0",0,33.9
999999999,"1/18/2014",0,1,18,2014,"22",6,"0",0,33.1
999999999,"1/18/2014",0,1,18,2014,"23",6,"0",0,33.56666667
999999999,"1/18/2014",0,1,18,2014,"24",6,"0",0,NA
999999999,"1/18/2014",0,1,18,2014,"3",6,"0",0,35.1
999999999,"1/18/2014",0,1,18,2014,"4",6,"0",0,36
999999999,"1/18/2014",0,1,18,2014,"5",6,"0",0,35.8
999999999,"1/18/2014",0,1,18,2014,"6",6,"0",1,36
999999999,"1/18/2014",0,1,18,2014,"7",6,"0",1,37.2
999999999,"1/18/2014",0,1,18,2014,"8",6,"0",1,37.65
999999999,"1/18/2014",0,1,18,2014,"9",6,"0",1,37.9
999999999,"1/19/2014",0,1,19,2014,"0",0,"0",0,33.45
999999999,"1/19/2014",0,1,19,2014,"1",0,"0",0,33.1
999999999,"1/19/2014",0,1,19,2014,"10",0,"0",1,30.55
999999999,"1/19/2014",0,1,19,2014,"11",0,"0",1,30.55
999999999,"1/19/2014",0,1,19,2014,"12",0,"0",1,32
999999999,"1/19/2014",0,1,19,2014,"13",0,"0",1,33.1
999999999,"1/19/2014",0,1,19,2014,"14",0,"0",1,34
999999999,"1/19/2014",0,1,19,2014,"15",0,"0",1,34
999999999,"1/19/2014",0,1,19,2014,"16",0,"0",1,34
999999999,"1/19/2014",0,1,19,2014,"17",0,"0",1,33.1
999999999,"1/19/2014",0,1,19,2014,"18",0,"0",1,32
999999999,"1/19/2014",0,1,19,2014,"19",0,"0",1,30.9
999999999,"1/19/2014",0,1,19,2014,"2",0,"0",0,33.45
999999999,"1/19/2014",0,1,19,2014,"20",0,"0",0,30.9
999999999,"1/19/2014",0,1,19,2014,"21",0,"0",0,30.9
999999999,"1/19/2014",0,1,19,2014,"22",0,"0",0,30.9
999999999,"1/19/2014",0,1,19,2014,"23",0,"0",0,30.9
999999999,"1/19/2014",0,1,19,2014,"24",0,"0",0,NA
999999999,"1/19/2014",0,1,19,2014,"3",0,"0",0,33.1
999999999,"1/19/2014",0,1,19,2014,"4",0,"0",0,33.56666667
999999999,"1/19/2014",0,1,19,2014,"5",0,"0",0,33.1
999999999,"1/19/2014",0,1,19,2014,"6",0,"0",1,32
999999999,"1/19/2014",0,1,19,2014,"7",0,"0",1,31.45
999999999,"1/19/2014",0,1,19,2014,"8",0,"0",1,30.15
999999999,"1/19/2014",0,1,19,2014,"9",0,"0",1,30.13333333
999999999,"1/2/2014",78.66,1,2,2014,"0",4,"1",0,21
999999999,"1/2/2014",77.385,1,2,2014,"1",4,"1",0,20.16666667
999999999,"1/2/2014",80.82,1,2,2014,"10",4,"1",1,25.8
999999999,"1/2/2014",33.45,1,2,2014,"11",4,"1",1,24.56666667
999999999,"1/2/2014",24.825,1,2,2014,"12",4,"1",1,24.1
999999999,"1/2/2014",28.995,1,2,2014,"13",4,"1",1,25.83333333
999999999,"1/2/2014",20.775,1,2,2014,"14",4,"1",1,19.9
999999999,"1/2/2014",6,1,2,2014,"15",4,"1",1,13.95
999999999,"1/2/2014",0,1,2,2014,"16",4,"1",1,12.13333333
999999999,"1/2/2014",0,1,2,2014,"17",4,"1",1,10.3
999999999,"1/2/2014",0,1,2,2014,"18",4,"1",1,8.1
999999999,"1/2/2014",0,1,2,2014,"19",4,"1",1,6.1
999999999,"1/2/2014",79.485,1,2,2014,"2",4,"1",0,19.2
999999999,"1/2/2014",0,1,2,2014,"20",4,"1",0,6.45
999999999,"1/2/2014",0,1,2,2014,"21",4,"1",0,4.45
999999999,"1/2/2014",0,1,2,2014,"22",4,"1",0,3.1
999999999,"1/2/2014",0,1,2,2014,"23",4,"1",0,2.766666667
999999999,"1/2/2014",0,1,2,2014,"24",4,"1",0,NA
999999999,"1/2/2014",83.685,1,2,2014,"3",4,"1",0,19.2
999999999,"1/2/2014",162.194999,1,2,2014,"4",4,"1",0,19.2
999999999,"1/2/2014",170.474997,1,2,2014,"5",4,"1",0,19.26666667
999999999,"1/2/2014",205.874997,1,2,2014,"6",4,"1",1,19.26666667
999999999,"1/2/2014",264.044997,1,2,2014,"7",4,"1",1,19.2
999999999,"1/2/2014",263.534995,1,2,2014,"8",4,"1",1,19.56666667
999999999,"1/2/2014",269.009995,1,2,2014,"9",4,"1",1,24.1
999999999,"1/20/2014",0,1,20,2014,"0",1,"1",0,30.9
999999999,"1/20/2014",0,1,20,2014,"1",1,"1",0,32
999999999,"1/20/2014",67.44,1,20,2014,"10",1,"1",1,37
999999999,"1/20/2014",47.685,1,20,2014,"11",1,"1",1,37.9
999999999,"1/20/2014",40.86,1,20,2014,"12",1,"1",1,39
999999999,"1/20/2014",24.825,1,20,2014,"13",1,"1",1,39.9
999999999,"1/20/2014",15.3,1,20,2014,"14",1,"1",1,41
999999999,"1/20/2014",8.19,1,20,2014,"15",1,"1",1,41
999999999,"1/20/2014",0,1,20,2014,"16",1,"1",1,39.9
999999999,"1/20/2014",0,1,20,2014,"17",1,"1",1,39.9
999999999,"1/20/2014",0,1,20,2014,"18",1,"1",1,36
999999999,"1/20/2014",0,1,20,2014,"19",1,"1",1,36
999999999,"1/20/2014",0,1,20,2014,"2",1,"1",0,32
999999999,"1/20/2014",0,1,20,2014,"20",1,"1",0,35.1
999999999,"1/20/2014",0,1,20,2014,"21",1,"1",0,32
999999999,"1/20/2014",0,1,20,2014,"22",1,"1",0,28.9
999999999,"1/20/2014",0,1,20,2014,"23",1,"1",0,27
999999999,"1/20/2014",0,1,20,2014,"24",1,"1",0,NA
999999999,"1/20/2014",0,1,20,2014,"3",1,"1",0,33.1
999999999,"1/20/2014",0,1,20,2014,"4",1,"1",0,33.1
999999999,"1/20/2014",0,1,20,2014,"5",1,"1",0,33.1
999999999,"1/20/2014",10.695,1,20,2014,"6",1,"1",1,34
999999999,"1/20/2014",62.31,1,20,2014,"7",1,"1",1,34
999999999,"1/20/2014",65.535,1,20,2014,"8",1,"1",1,35.1
999999999,"1/20/2014",67.185,1,20,2014,"9",1,"1",1,36
999999999,"1/21/2014",0,1,21,2014,"0",2,"1",0,23
999999999,"1/21/2014",0,1,21,2014,"1",2,"1",0,21.9
999999999,"1/21/2014",97.994998,1,21,2014,"10",2,"1",1,15.1
999999999,"1/21/2014",91.44,1,21,2014,"11",2,"1",1,15.1
999999999,"1/21/2014",90.539999,1,21,2014,"12",2,"1",1,16
999999999,"1/21/2014",83.25,1,21,2014,"13",2,"1",1,16
999999999,"1/21/2014",77.805,1,21,2014,"14",2,"1",1,16
999999999,"1/21/2014",38.76,1,21,2014,"15",2,"1",1,15.1
999999999,"1/21/2014",0.045,1,21,2014,"16",2,"1",1,12.825
999999999,"1/21/2014",0,1,21,2014,"17",2,"1",1,12.15
999999999,"1/21/2014",0,1,21,2014,"18",2,"1",1,12.1
999999999,"1/21/2014",0,1,21,2014,"19",2,"1",1,12.15
999999999,"1/21/2014",0,1,21,2014,"2",2,"1",0,19.9
999999999,"1/21/2014",0,1,21,2014,"20",2,"1",0,12.1
999999999,"1/21/2014",0,1,21,2014,"21",2,"1",0,12
999999999,"1/21/2014",0,1,21,2014,"22",2,"1",0,12
999999999,"1/21/2014",0,1,21,2014,"23",2,"1",0,11.55
999999999,"1/21/2014",0,1,21,2014,"24",2,"1",0,NA
999999999,"1/21/2014",0,1,21,2014,"3",2,"1",0,18
999999999,"1/21/2014",0,1,21,2014,"4",2,"1",0,16
999999999,"1/21/2014",0,1,21,2014,"5",2,"1",0,15.1
999999999,"1/21/2014",21.75,1,21,2014,"6",2,"1",1,14
999999999,"1/21/2014",120.674998,1,21,2014,"7",2,"1",1,12.9
999999999,"1/21/2014",131.549999,1,21,2014,"8",2,"1",1,14
999999999,"1/21/2014",138.224997,1,21,2014,"9",2,"1",1,15.1
999999999,"1/22/2014",0,1,22,2014,"0",3,"1",0,10.9
999999999,"1/22/2014",0,1,22,2014,"1",3,"1",0,10.9
999999999,"1/22/2014",52.32,1,22,2014,"10",3,"1",1,10.9
999999999,"1/22/2014",45.39,1,22,2014,"11",3,"1",1,10.9
999999999,"1/22/2014",38.865,1,22,2014,"12",3,"1",1,14
999999999,"1/22/2014",38.16,1,22,2014,"13",3,"1",1,16
999999999,"1/22/2014",37.77,1,22,2014,"14",3,"1",1,17.1
999999999,"1/22/2014",19.935,1,22,2014,"15",3,"1",1,17.1
999999999,"1/22/2014",0,1,22,2014,"16",3,"1",1,17.1
999999999,"1/22/2014",0,1,22,2014,"17",3,"1",1,16
999999999,"1/22/2014",0,1,22,2014,"18",3,"1",1,15.1
999999999,"1/22/2014",0,1,22,2014,"19",3,"1",1,12.9
999999999,"1/22/2014",0,1,22,2014,"2",3,"1",0,10.65
999999999,"1/22/2014",0,1,22,2014,"20",3,"1",0,12
999999999,"1/22/2014",0,1,22,2014,"21",3,"1",0,10.9
999999999,"1/22/2014",0,1,22,2014,"22",3,"1",0,10
999999999,"1/22/2014",0,1,22,2014,"23",3,"1",0,9
999999999,"1/22/2014",0,1,22,2014,"24",3,"1",0,NA
999999999,"1/22/2014",0,1,22,2014,"3",3,"1",0,9.7
999999999,"1/22/2014",0,1,22,2014,"4",3,"1",0,8.8
999999999,"1/22/2014",0,1,22,2014,"5",3,"1",0,8.8
999999999,"1/22/2014",12.465,1,22,2014,"6",3,"1",1,8.35
999999999,"1/22/2014",59.16,1,22,2014,"7",3,"1",1,6.9
999999999,"1/22/2014",60.555,1,22,2014,"8",3,"1",1,7.45
999999999,"1/22/2014",52.785,1,22,2014,"9",3,"1",1,9
999999999,"1/23/2014",0,1,23,2014,"0",4,"1",0,8.1
999999999,"1/23/2014",0,1,23,2014,"1",4,"1",0,7
999999999,"1/23/2014",141.599999,1,23,2014,"10",4,"1",1,14
999999999,"1/23/2014",100.589999,1,23,2014,"11",4,"1",1,18
999999999,"1/23/2014",85.2,1,23,2014,"12",4,"1",1,19.9
999999999,"1/23/2014",64.095,1,23,2014,"13",4,"1",1,21
999999999,"1/23/2014",36.63,1,23,2014,"14",4,"1",1,21.9
999999999,"1/23/2014",13.38,1,23,2014,"15",4,"1",1,21
999999999,"1/23/2014",0,1,23,2014,"16",4,"1",1,19.9
999999999,"1/23/2014",0,1,23,2014,"17",4,"1",1,18
999999999,"1/23/2014",0,1,23,2014,"18",4,"1",1,16
999999999,"1/23/2014",0,1,23,2014,"19",4,"1",1,15.1
999999999,"1/23/2014",0,1,23,2014,"2",4,"1",0,7
999999999,"1/23/2014",0,1,23,2014,"20",4,"1",0,14
999999999,"1/23/2014",0,1,23,2014,"21",4,"1",0,14
999999999,"1/23/2014",0,1,23,2014,"22",4,"1",0,12.9
999999999,"1/23/2014",0,1,23,2014,"23",4,"1",0,12.9
999999999,"1/23/2014",0,1,23,2014,"24",4,"1",0,NA
999999999,"1/23/2014",0,1,23,2014,"3",4,"1",0,7
