"","Day","Hour","Temp","KWH"
"581","12/25/2014",4,58.46,"Optimal"
"582","12/25/2014",5,57.56,"Optimal"
"583","12/25/2014",6,57.56,"Optimal"
"584","12/25/2014",7,55.67,"Optimal"
"585","12/25/2014",8,57.02,"Optimal"
"586","12/25/2014",9,53.96,"Optimal"
"587","12/25/2014",10,51.98,"Optimal"
"588","12/25/2014",11,50,"Above_Normal"
"589","12/25/2014",12,51.08,"Above_Normal"
"590","12/25/2014",13,51.08,"Above_Normal"
"591","12/25/2014",14,50,"Above_Normal"
"592","12/25/2014",15,48.02,"Above_Normal"
"593","12/25/2014",16,46.94,"Above_Normal"
"594","12/25/2014",17,46.94,"Above_Normal"
"595","12/25/2014",18,46.94,"Above_Normal"
"596","12/25/2014",19,46.04,"Above_Normal"
"597","12/25/2014",20,46.04,"Above_Normal"
"598","12/25/2014",21,44.96,"Above_Normal"
"599","12/25/2014",22,44.96,"Above_Normal"
"600","12/25/2014",23,44.06,"Above_Normal"
"601","12/26/2014",0,42.98,"Optimal"
"602","12/26/2014",1,42.08,"Optimal"
"603","12/26/2014",2,42.08,"Optimal"
"604","12/26/2014",3,39.92,"Optimal"
"605","12/26/2014",4,41,"Optimal"
"606","12/26/2014",5,37.94,"Optimal"
"607","12/26/2014",6,37.94,"Optimal"
"608","12/26/2014",7,39.02,"Optimal"
"609","12/26/2014",8,42.98,"Optimal"
"610","12/26/2014",9,44.96,"Optimal"
"611","12/26/2014",10,46.04,"Optimal"
"612","12/26/2014",11,46.94,"Above_Normal"
"613","12/26/2014",12,48.02,"Above_Normal"
"614","12/26/2014",13,48.92,"Above_Normal"
"615","12/26/2014",14,48.92,"Above_Normal"
"616","12/26/2014",15,48.02,"Above_Normal"
"617","12/26/2014",16,48.02,"Above_Normal"
"618","12/26/2014",17,46.04,"Above_Normal"
"619","12/26/2014",18,44.96,"Above_Normal"
"620","12/26/2014",19,44.06,"Above_Normal"
"621","12/26/2014",20,42.98,"Above_Normal"
"622","12/26/2014",21,42.98,"Above_Normal"
"623","12/26/2014",22,42.08,"Above_Normal"
"624","12/26/2014",23,41,"Above_Normal"
"625","12/27/2014",0,39.92,"Optimal"
"626","12/27/2014",1,39.92,"Optimal"
"627","12/27/2014",2,41,"Optimal"
"628","12/27/2014",3,41,"Optimal"
"629","12/27/2014",4,39.92,"Optimal"
"630","12/27/2014",5,41,"Optimal"
"631","12/27/2014",6,39.92,"Optimal"
"632","12/27/2014",7,41,"Optimal"
"633","12/27/2014",8,42.98,"Optimal"
"634","12/27/2014",9,44.96,"Optimal"
"635","12/27/2014",10,48.02,"Above_Normal"
"636","12/27/2014",11,50,"Above_Normal"
"637","12/27/2014",12,51.98,"Above_Normal"
"638","12/27/2014",13,51.8,"Above_Normal"
"639","12/27/2014",14,51.98,"Above_Normal"
"640","12/27/2014",15,50,"Above_Normal"
"641","12/27/2014",16,48.02,"Above_Normal"
"642","12/27/2014",17,46.94,"Above_Normal"
"643","12/27/2014",18,46.04,"Above_Normal"
"644","12/27/2014",19,44.96,"Above_Normal"
"645","12/27/2014",20,44.06,"Above_Normal"
"646","12/27/2014",21,42.98,"Above_Normal"
"647","12/27/2014",22,44.06,"Above_Normal"
"648","12/27/2014",23,42.98,"Above_Normal"
"649","12/28/2014",0,44.96,"Optimal"
"650","12/28/2014",1,44.96,"Optimal"
"651","12/28/2014",2,44.96,"Optimal"
"652","12/28/2014",3,44.96,"Optimal"
"653","12/28/2014",4,44.96,"Optimal"
"654","12/28/2014",5,44.96,"Optimal"
"655","12/28/2014",6,44.96,"Optimal"
"656","12/28/2014",7,46.04,"Optimal"
"657","12/28/2014",8,46.04,"Optimal"
"658","12/28/2014",9,46.94,"Optimal"
"659","12/28/2014",10,48.02,"Above_Normal"
"660","12/28/2014",11,48.92,"Above_Normal"
"661","12/28/2014",12,50,"Above_Normal"
"662","12/28/2014",13,51.08,"Above_Normal"
"663","12/28/2014",14,51.98,"Above_Normal"
"664","12/28/2014",15,48.92,"Above_Normal"
"665","12/28/2014",16,46.94,"Above_Normal"
"666","12/28/2014",17,46.94,"Above_Normal"
"667","12/28/2014",18,46.04,"Above_Normal"
"668","12/28/2014",19,44.96,"Above_Normal"
"669","12/28/2014",20,44.06,"Above_Normal"
"670","12/28/2014",21,42.08,"Above_Normal"
"671","12/28/2014",22,41,"Above_Normal"
"672","12/28/2014",23,39.92,"Above_Normal"
"673","12/29/2014",0,39.02,"Optimal"
"674","12/29/2014",1,37.94,"Optimal"
"675","12/29/2014",2,37.04,"Optimal"
"676","12/29/2014",3,35.96,"Optimal"
"677","12/29/2014",4,35.96,"Optimal"
"678","12/29/2014",5,35.96,"Optimal"
"679","12/29/2014",6,35.06,"Optimal"
"680","12/29/2014",7,35.06,"Optimal"
"681","12/29/2014",8,35.06,"Optimal"
"682","12/29/2014",9,39.02,"Optimal"
"683","12/29/2014",10,39.92,"Optimal"
"684","12/29/2014",11,41,"Above_Normal"
"685","12/29/2014",12,39.92,"Above_Normal"
"686","12/29/2014",13,41,"Above_Normal"
"687","12/29/2014",14,39.92,"Above_Normal"
"688","12/29/2014",15,39.92,"Above_Normal"
"689","12/29/2014",16,39.02,"Above_Normal"
"690","12/29/2014",17,37.94,"Above_Normal"
"691","12/29/2014",18,35.06,"Above_Normal"
"692","12/29/2014",19,33.08,"Above_Normal"
"693","12/29/2014",20,32,"Above_Normal"
"694","12/29/2014",21,30.92,"Above_Normal"
"695","12/29/2014",22,30.92,"Above_Normal"
"696","12/29/2014",23,30.02,"Above_Normal"
"697","12/30/2014",0,28.04,"Optimal"
"698","12/30/2014",1,26.96,"Optimal"
"699","12/30/2014",2,24.98,"Optimal"
"700","12/30/2014",3,24.08,"Optimal"
"701","12/30/2014",4,24.08,"Optimal"
"702","12/30/2014",5,23,"Optimal"
"703","12/30/2014",6,23,"Optimal"
"704","12/30/2014",7,23,"Optimal"
"705","12/30/2014",8,24.08,"Optimal"
"706","12/30/2014",9,24.98,"Optimal"
"707","12/30/2014",10,26.06,"Above_Normal"
"708","12/30/2014",11,26.96,"Above_Normal"
"709","12/30/2014",12,28.04,"Above_Normal"
"710","12/30/2014",13,28.94,"Above_Normal"
"711","12/30/2014",14,30.02,"Above_Normal"
"712","12/30/2014",15,28.94,"Above_Normal"
"713","12/30/2014",16,28.04,"Above_Normal"
"714","12/30/2014",17,26.96,"Above_Normal"
"715","12/30/2014",18,26.06,"Above_Normal"
"716","12/30/2014",19,24.98,"Above_Normal"
"717","12/30/2014",20,24.98,"Above_Normal"
"718","12/30/2014",21,24.08,"Above_Normal"
"719","12/30/2014",22,23,"Above_Normal"
"720","12/30/2014",23,21.92,"Above_Normal"
"721","12/31/2014",0,21.02,"Optimal"
"722","12/31/2014",1,19.94,"Optimal"
"723","12/31/2014",2,19.94,"Optimal"
"724","12/31/2014",3,19.94,"Optimal"
"725","12/31/2014",4,19.94,"Optimal"
"726","12/31/2014",5,19.94,"Optimal"
"727","12/31/2014",6,19.94,"Optimal"
"728","12/31/2014",7,21.02,"Optimal"
"729","12/31/2014",8,24.08,"Optimal"
"730","12/31/2014",9,26.06,"Optimal"
"731","12/31/2014",10,28.04,"Above_Normal"
"732","12/31/2014",11,28.94,"Above_Normal"
"733","12/31/2014",12,28.94,"Above_Normal"
"734","12/31/2014",13,28.94,"Above_Normal"
"735","12/31/2014",14,28.94,"Above_Normal"
"736","12/31/2014",15,28.04,"Above_Normal"
"737","12/31/2014",16,26.96,"Above_Normal"
"738","12/31/2014",17,26.06,"Above_Normal"
"739","12/31/2014",18,26.06,"Above_Normal"
"740","12/31/2014",19,24.98,"Above_Normal"
"741","12/31/2014",20,24.98,"Above_Normal"
"742","12/31/2014",21,23,"Above_Normal"
"743","12/31/2014",22,21.92,"Above_Normal"
"744","12/31/2014",23,21.92,"Above_Normal"
