"","Hour","Temp","Date","month","day","year","Day of Week","Weekday","Peakhour"
"569",16,46.04,2014-12-24,12,24,2014,3,1,1
"570",17,44.78,2014-12-24,12,24,2014,3,1,1
"571",18,46.22,2014-12-24,12,24,2014,3,1,1
"572",19,46.04,2014-12-24,12,24,2014,3,1,1
"573",20,44.78,2014-12-24,12,24,2014,3,1,0
"574",21,44.78,2014-12-24,12,24,2014,3,1,0
"575",22,46.04,2014-12-24,12,24,2014,3,1,0
"576",23,44.96,2014-12-24,12,24,2014,3,1,0
"577",0,44.78,2014-12-25,12,25,2014,4,1,0
"578",1,44.72,2014-12-25,12,25,2014,4,1,0
"579",2,46.94,2014-12-25,12,25,2014,4,1,0
"580",3,57.92,2014-12-25,12,25,2014,4,1,0
"581",4,58.46,2014-12-25,12,25,2014,4,1,0
"582",5,57.56,2014-12-25,12,25,2014,4,1,0
"583",6,57.56,2014-12-25,12,25,2014,4,1,0
"584",7,55.67,2014-12-25,12,25,2014,4,1,1
"585",8,57.02,2014-12-25,12,25,2014,4,1,1
"586",9,53.96,2014-12-25,12,25,2014,4,1,1
"587",10,51.98,2014-12-25,12,25,2014,4,1,1
"588",11,50,2014-12-25,12,25,2014,4,1,1
"589",12,51.08,2014-12-25,12,25,2014,4,1,1
"590",13,51.08,2014-12-25,12,25,2014,4,1,1
"591",14,50,2014-12-25,12,25,2014,4,1,1
"592",15,48.02,2014-12-25,12,25,2014,4,1,1
"593",16,46.94,2014-12-25,12,25,2014,4,1,1
"594",17,46.94,2014-12-25,12,25,2014,4,1,1
"595",18,46.94,2014-12-25,12,25,2014,4,1,1
"596",19,46.04,2014-12-25,12,25,2014,4,1,1
"597",20,46.04,2014-12-25,12,25,2014,4,1,0
"598",21,44.96,2014-12-25,12,25,2014,4,1,0
"599",22,44.96,2014-12-25,12,25,2014,4,1,0
"600",23,44.06,2014-12-25,12,25,2014,4,1,0
"601",0,42.98,2014-12-26,12,26,2014,5,1,0
"602",1,42.08,2014-12-26,12,26,2014,5,1,0
"603",2,42.08,2014-12-26,12,26,2014,5,1,0
"604",3,39.92,2014-12-26,12,26,2014,5,1,0
"605",4,41,2014-12-26,12,26,2014,5,1,0
"606",5,37.94,2014-12-26,12,26,2014,5,1,0
"607",6,37.94,2014-12-26,12,26,2014,5,1,0
"608",7,39.02,2014-12-26,12,26,2014,5,1,1
"609",8,42.98,2014-12-26,12,26,2014,5,1,1
"610",9,44.96,2014-12-26,12,26,2014,5,1,1
"611",10,46.04,2014-12-26,12,26,2014,5,1,1
"612",11,46.94,2014-12-26,12,26,2014,5,1,1
"613",12,48.02,2014-12-26,12,26,2014,5,1,1
"614",13,48.92,2014-12-26,12,26,2014,5,1,1
"615",14,48.92,2014-12-26,12,26,2014,5,1,1
"616",15,48.02,2014-12-26,12,26,2014,5,1,1
"617",16,48.02,2014-12-26,12,26,2014,5,1,1
"618",17,46.04,2014-12-26,12,26,2014,5,1,1
"619",18,44.96,2014-12-26,12,26,2014,5,1,1
"620",19,44.06,2014-12-26,12,26,2014,5,1,1
"621",20,42.98,2014-12-26,12,26,2014,5,1,0
"622",21,42.98,2014-12-26,12,26,2014,5,1,0
"623",22,42.08,2014-12-26,12,26,2014,5,1,0
"624",23,41,2014-12-26,12,26,2014,5,1,0
"625",0,39.92,2014-12-27,12,27,2014,6,0,0
"626",1,39.92,2014-12-27,12,27,2014,6,0,0
"627",2,41,2014-12-27,12,27,2014,6,0,0
"628",3,41,2014-12-27,12,27,2014,6,0,0
"629",4,39.92,2014-12-27,12,27,2014,6,0,0
"630",5,41,2014-12-27,12,27,2014,6,0,0
"631",6,39.92,2014-12-27,12,27,2014,6,0,0
"632",7,41,2014-12-27,12,27,2014,6,0,1
"633",8,42.98,2014-12-27,12,27,2014,6,0,1
"634",9,44.96,2014-12-27,12,27,2014,6,0,1
"635",10,48.02,2014-12-27,12,27,2014,6,0,1
"636",11,50,2014-12-27,12,27,2014,6,0,1
"637",12,51.98,2014-12-27,12,27,2014,6,0,1
"638",13,51.8,2014-12-27,12,27,2014,6,0,1
"639",14,51.98,2014-12-27,12,27,2014,6,0,1
"640",15,50,2014-12-27,12,27,2014,6,0,1
"641",16,48.02,2014-12-27,12,27,2014,6,0,1
"642",17,46.94,2014-12-27,12,27,2014,6,0,1
"643",18,46.04,2014-12-27,12,27,2014,6,0,1
"644",19,44.96,2014-12-27,12,27,2014,6,0,1
"645",20,44.06,2014-12-27,12,27,2014,6,0,0
"646",21,42.98,2014-12-27,12,27,2014,6,0,0
"647",22,44.06,2014-12-27,12,27,2014,6,0,0
"648",23,42.98,2014-12-27,12,27,2014,6,0,0
"649",0,44.96,2014-12-28,12,28,2014,0,0,0
"650",1,44.96,2014-12-28,12,28,2014,0,0,0
"651",2,44.96,2014-12-28,12,28,2014,0,0,0
"652",3,44.96,2014-12-28,12,28,2014,0,0,0
"653",4,44.96,2014-12-28,12,28,2014,0,0,0
"654",5,44.96,2014-12-28,12,28,2014,0,0,0
"655",6,44.96,2014-12-28,12,28,2014,0,0,0
"656",7,46.04,2014-12-28,12,28,2014,0,0,1
"657",8,46.04,2014-12-28,12,28,2014,0,0,1
"658",9,46.94,2014-12-28,12,28,2014,0,0,1
"659",10,48.02,2014-12-28,12,28,2014,0,0,1
"660",11,48.92,2014-12-28,12,28,2014,0,0,1
"661",12,50,2014-12-28,12,28,2014,0,0,1
"662",13,51.08,2014-12-28,12,28,2014,0,0,1
"663",14,51.98,2014-12-28,12,28,2014,0,0,1
"664",15,48.92,2014-12-28,12,28,2014,0,0,1
"665",16,46.94,2014-12-28,12,28,2014,0,0,1
"666",17,46.94,2014-12-28,12,28,2014,0,0,1
"667",18,46.04,2014-12-28,12,28,2014,0,0,1
"668",19,44.96,2014-12-28,12,28,2014,0,0,1
"669",20,44.06,2014-12-28,12,28,2014,0,0,0
"670",21,42.08,2014-12-28,12,28,2014,0,0,0
"671",22,41,2014-12-28,12,28,2014,0,0,0
"672",23,39.92,2014-12-28,12,28,2014,0,0,0
"673",0,39.02,2014-12-29,12,29,2014,1,1,0
"674",1,37.94,2014-12-29,12,29,2014,1,1,0
"675",2,37.04,2014-12-29,12,29,2014,1,1,0
"676",3,35.96,2014-12-29,12,29,2014,1,1,0
"677",4,35.96,2014-12-29,12,29,2014,1,1,0
"678",5,35.96,2014-12-29,12,29,2014,1,1,0
"679",6,35.06,2014-12-29,12,29,2014,1,1,0
"680",7,35.06,2014-12-29,12,29,2014,1,1,1
"681",8,35.06,2014-12-29,12,29,2014,1,1,1
"682",9,39.02,2014-12-29,12,29,2014,1,1,1
"683",10,39.92,2014-12-29,12,29,2014,1,1,1
"684",11,41,2014-12-29,12,29,2014,1,1,1
"685",12,39.92,2014-12-29,12,29,2014,1,1,1
"686",13,41,2014-12-29,12,29,2014,1,1,1
"687",14,39.92,2014-12-29,12,29,2014,1,1,1
"688",15,39.92,2014-12-29,12,29,2014,1,1,1
"689",16,39.02,2014-12-29,12,29,2014,1,1,1
"690",17,37.94,2014-12-29,12,29,2014,1,1,1
"691",18,35.06,2014-12-29,12,29,2014,1,1,1
"692",19,33.08,2014-12-29,12,29,2014,1,1,1
"693",20,32,2014-12-29,12,29,2014,1,1,0
"694",21,30.92,2014-12-29,12,29,2014,1,1,0
"695",22,30.92,2014-12-29,12,29,2014,1,1,0
"696",23,30.02,2014-12-29,12,29,2014,1,1,0
"697",0,28.04,2014-12-30,12,30,2014,2,1,0
"698",1,26.96,2014-12-30,12,30,2014,2,1,0
"699",2,24.98,2014-12-30,12,30,2014,2,1,0
"700",3,24.08,2014-12-30,12,30,2014,2,1,0
"701",4,24.08,2014-12-30,12,30,2014,2,1,0
"702",5,23,2014-12-30,12,30,2014,2,1,0
"703",6,23,2014-12-30,12,30,2014,2,1,0
"704",7,23,2014-12-30,12,30,2014,2,1,1
"705",8,24.08,2014-12-30,12,30,2014,2,1,1
"706",9,24.98,2014-12-30,12,30,2014,2,1,1
"707",10,26.06,2014-12-30,12,30,2014,2,1,1
"708",11,26.96,2014-12-30,12,30,2014,2,1,1
"709",12,28.04,2014-12-30,12,30,2014,2,1,1
"710",13,28.94,2014-12-30,12,30,2014,2,1,1
"711",14,30.02,2014-12-30,12,30,2014,2,1,1
"712",15,28.94,2014-12-30,12,30,2014,2,1,1
"713",16,28.04,2014-12-30,12,30,2014,2,1,1
"714",17,26.96,2014-12-30,12,30,2014,2,1,1
"715",18,26.06,2014-12-30,12,30,2014,2,1,1
"716",19,24.98,2014-12-30,12,30,2014,2,1,1
"717",20,24.98,2014-12-30,12,30,2014,2,1,0
"718",21,24.08,2014-12-30,12,30,2014,2,1,0
"719",22,23,2014-12-30,12,30,2014,2,1,0
"720",23,21.92,2014-12-30,12,30,2014,2,1,0
"721",0,21.02,2014-12-31,12,31,2014,3,1,0
"722",1,19.94,2014-12-31,12,31,2014,3,1,0
"723",2,19.94,2014-12-31,12,31,2014,3,1,0
"724",3,19.94,2014-12-31,12,31,2014,3,1,0
"725",4,19.94,2014-12-31,12,31,2014,3,1,0
"726",5,19.94,2014-12-31,12,31,2014,3,1,0
"727",6,19.94,2014-12-31,12,31,2014,3,1,0
"728",7,21.02,2014-12-31,12,31,2014,3,1,1
"729",8,24.08,2014-12-31,12,31,2014,3,1,1
"730",9,26.06,2014-12-31,12,31,2014,3,1,1
"731",10,28.04,2014-12-31,12,31,2014,3,1,1
"732",11,28.94,2014-12-31,12,31,2014,3,1,1
"733",12,28.94,2014-12-31,12,31,2014,3,1,1
"734",13,28.94,2014-12-31,12,31,2014,3,1,1
"735",14,28.94,2014-12-31,12,31,2014,3,1,1
"736",15,28.04,2014-12-31,12,31,2014,3,1,1
"737",16,26.96,2014-12-31,12,31,2014,3,1,1
"738",17,26.06,2014-12-31,12,31,2014,3,1,1
"739",18,26.06,2014-12-31,12,31,2014,3,1,1
"740",19,24.98,2014-12-31,12,31,2014,3,1,1
"741",20,24.98,2014-12-31,12,31,2014,3,1,0
"742",21,23,2014-12-31,12,31,2014,3,1,0
"743",22,21.92,2014-12-31,12,31,2014,3,1,0
"744",23,21.92,2014-12-31,12,31,2014,3,1,0
