"","names","x"
"1","Account No","999999999"
"2","(Intercept)","-125.928293066378"
"3","`Day of Week`","1.46893009399331"
"4","Peakhour","67.0532081181894"
"5","Weekday","65.7249581553912"
"6","Temp","2.25623836981002"
"7","day","-0.210936757666764"
"8","month","4.1362163324412"
"9","Hour","-1.93221832991053"
