"Date","month","day","year","hour","DayOfWeek","Weekday","PeakHour","Temperature","kWh"
20160617,6,17,2016,17,5,1,1,67,79.978310258009
20160617,6,17,2016,18,5,1,1,66,79.9537020802456
20160617,6,17,2016,19,5,1,1,64,79.9204547214748
20160617,6,17,2016,20,5,1,0,63,80.3820221033229
20160617,6,17,2016,21,5,1,0,61,80.3263728657802
20160617,6,17,2016,22,5,1,0,59,80.2747733849504
20160617,6,17,2016,23,5,1,0,59,80.257360181576
20160618,6,18,2016,0,6,0,0,58,80.7675861034379
20160618,6,18,2016,1,6,0,0,58,80.7465469929942
20160618,6,18,2016,2,6,0,0,58,80.725695225421
20160618,6,18,2016,3,6,0,0,57,80.6806573539832
20160618,6,18,2016,4,6,0,0,57,80.6605029174715
20160618,6,18,2016,5,6,0,0,57,80.6405834641116
20160618,6,18,2016,6,6,0,1,58,80.1033344049729
20160618,6,18,2016,7,6,0,1,60,80.1203278936327
20160618,6,18,2016,8,6,0,1,63,80.1535426910628
20160618,6,18,2016,9,6,0,1,64,80.1550895613938
20160618,6,18,2016,10,6,0,1,66,80.1728383302443
20160618,6,18,2016,11,6,0,1,67,80.1740749653391
20160618,6,18,2016,12,6,0,1,67,80.15888156902
20160618,6,18,2016,13,6,0,1,68,80.159861657409
20160618,6,18,2016,14,6,0,1,68,80.1449026382301
20160618,6,18,2016,15,6,0,1,69,80.1456319603711
20160618,6,18,2016,16,6,0,1,69,80.1309131074192
20160618,6,18,2016,17,6,0,1,69,80.1165437440487
20160618,6,18,2016,18,6,0,1,67,80.0749752681493
20160618,6,18,2016,19,6,0,1,65,80.0371874812191
20160618,6,18,2016,20,6,0,0,63,80.4902898414948
20160618,6,18,2016,21,6,0,0,62,80.4526694272109
20160618,6,18,2016,22,6,0,0,61,80.4167141380994
20160618,6,18,2016,23,6,0,0,61,80.4004451771641
20160619,6,19,2016,0,0,0,0,60,80.818925423467
20160619,6,19,2016,1,0,0,0,60,80.7974329301545
20160619,6,19,2016,2,0,0,0,59,80.7507185112951
20160619,6,19,2016,3,0,0,0,58,80.7050423296782
20160619,6,19,2016,4,0,0,0,57,80.6605029174715
20160619,6,19,2016,5,0,0,0,56,80.6171917764054
20160619,6,19,2016,6,0,0,1,57,80.088636014746
20160619,6,19,2016,7,0,0,1,60,80.1203278936327
20160619,6,19,2016,8,0,0,1,63,80.1535426910628
20160619,6,19,2016,9,0,0,1,66,80.1882607188026
20160619,6,19,2016,10,0,0,1,68,80.2068215773918
20160619,6,19,2016,11,0,0,1,70,80.2256113848354
20160619,6,19,2016,12,0,0,1,71,80.2266137020856
20160619,6,19,2016,13,0,0,1,70,80.192805461047
20160619,6,19,2016,14,0,0,1,69,80.160700518343
20160619,6,19,2016,15,0,0,1,69,80.1456319603711
20160619,6,19,2016,16,0,0,1,68,80.1160276544752
20160619,6,19,2016,17,0,0,1,68,80.1021108979906
20160619,6,19,2016,18,0,0,1,66,80.0618265118574
20160619,6,19,2016,19,0,0,1,65,80.0371874812191
20160619,6,19,2016,20,0,0,0,62,80.4700288374481
20160619,6,19,2016,21,0,0,0,62,80.4526694272109
20160619,6,19,2016,22,0,0,0,62,80.4356255268524
20160619,6,19,2016,23,0,0,0,62,80.4189021925813
20160620,6,20,2016,0,1,1,0,62,80.829593451608
20160620,6,20,2016,1,1,1,0,62,80.8035812898428
20160620,6,20,2016,2,1,1,0,62,80.7777747872203
20160620,6,20,2016,3,1,1,0,61,80.7266629976876
20160620,6,20,2016,4,1,1,0,61,80.7017053677728
20160620,6,20,2016,5,1,1,0,61,80.6770094717348
20160620,6,20,2016,6,1,1,1,61,80.060270258534
20160620,6,20,2016,7,1,1,1,63,80.0729763237242
20160620,6,20,2016,8,1,1,1,67,80.1161265495369
20160620,6,20,2016,9,1,1,1,70,80.1461907937819
20160620,6,20,2016,10,1,1,1,73,80.1776941226703
20160620,6,20,2016,11,1,1,1,74,80.1758346100032
20160620,6,20,2016,12,1,1,1,76,80.1911025989508
20160620,6,20,2016,13,1,1,1,76,80.1719853340199
20160620,6,20,2016,14,1,1,1,77,80.1700008172522
20160620,6,20,2016,15,1,1,1,77,80.1512994297964
20160620,6,20,2016,16,1,1,1,76,80.1171677034126
20160620,6,20,2016,17,1,1,1,75,80.0846973271831
20160620,6,20,2016,18,1,1,1,75,80.0680949772615
20160620,6,20,2016,19,1,1,1,74,80.0380792663346
20160620,6,20,2016,20,1,1,0,73,80.5905529542367
20160620,6,20,2016,21,1,1,0,71,80.5217329438906
20160620,6,20,2016,22,1,1,0,71,80.4983744851908
20160620,6,20,2016,23,1,1,0,70,80.4548269022628
20160621,6,21,2016,0,2,1,0,69,81.0244057777405
20160621,6,21,2016,1,2,1,0,68,80.9678473164425
20160621,6,21,2016,2,2,1,0,68,80.9400609539702
20160621,6,21,2016,3,2,1,0,66,80.8577342515494
20160621,6,21,2016,4,2,1,0,66,80.8309264738138
20160621,6,21,2016,5,2,1,0,66,80.8043279073072
20160621,6,21,2016,6,2,1,1,67,80.1511277255874
20160621,6,21,2016,7,2,1,1,69,80.1660556955237
20160621,6,21,2016,8,2,1,1,72,80.1985656883122
20160621,6,21,2016,9,2,1,1,74,80.2144420942852
20160621,6,21,2016,10,2,1,1,77,80.2490618125105
20160621,6,21,2016,11,2,1,1,80,80.2851292655407
20160621,6,21,2016,12,2,1,1,82,80.3026361520973
20160621,6,21,2016,13,2,1,1,83,80.3004688863707
20160621,6,21,2016,14,2,1,1,83,80.2787286076557
20160621,6,21,2016,15,2,1,1,83,80.2574221836436
20160621,6,21,2016,16,2,1,1,81,80.2004316932405
20160621,6,21,2016,17,2,1,1,80,80.1638371115411
20160621,6,21,2016,18,2,1,1,79,80.1289288218104
20160621,6,21,2016,19,2,1,1,78,80.0956883851809
20160621,6,21,2016,20,2,1,0,76,80.661177412914
20160621,6,21,2016,21,2,1,0,75,80.6117772366187
20160621,6,21,2016,22,2,1,0,73,80.5416955185649
20160621,6,21,2016,23,2,1,0,71,80.475403364684
20160622,6,22,2016,0,3,1,0,71,81.0823912515041
20160622,6,22,2016,1,3,1,0,69,80.9962187997589
20160622,6,22,2016,2,3,1,0,68,80.9400609539702
20160622,6,22,2016,3,3,1,0,67,80.8849277116365
20160622,6,22,2016,4,3,1,0,67,80.8577817574348
20160622,6,22,2016,5,3,1,0,67,80.8308330399146
20160622,6,22,2016,6,3,1,1,67,80.1511277255874
20160622,6,22,2016,7,3,1,1,69,80.1660556955237
20160622,6,22,2016,8,3,1,1,72,80.1985656883122
20160622,6,22,2016,9,3,1,1,74,80.2144420942852
20160622,6,22,2016,10,3,1,1,76,80.2306109936518
20160622,6,22,2016,11,3,1,1,78,80.2470753046542
20160622,6,22,2016,12,3,1,1,79,80.245045927091
20160622,6,22,2016,13,3,1,1,80,80.2429762875822
20160622,6,22,2016,14,3,1,1,81,80.2408688907622
20160622,6,22,2016,15,3,1,1,80,80.2025462312157
20160622,6,22,2016,16,3,1,1,79,80.1659243835429
20160622,6,22,2016,17,3,1,1,78,80.1309901322127
20160622,6,22,2016,18,3,1,1,76,80.0827145735107
20160622,6,22,2016,19,3,1,1,75,80.0519006029721
20160622,6,22,2016,20,3,1,0,74,80.6137002860447
20160622,6,22,2016,21,3,1,0,72,80.5436291172039
20160622,6,22,2016,22,3,1,0,70,80.4773456899363
20160622,6,22,2016,23,3,1,0,69,80.4346803129668
