"","X","Account","Date","month","day","year","Day.of.Week","Weekday","kWh","hour","Peakhour","Temp","KWH_Class"
"1",1,999999999,"2014-01-01",1,1,2014,3,1,78.405,0,0,23,"Optimal"
"2",2,999999999,"2014-01-01",1,1,2014,3,1,76.425,1,0,21.9,"Optimal"
"3",3,999999999,"2014-01-01",1,1,2014,3,1,78.015,2,0,21.9,"Optimal"
"4",4,999999999,"2014-01-01",1,1,2014,3,1,78.12,3,0,21.9,"Optimal"
"5",5,999999999,"2014-01-01",1,1,2014,3,1,77.535,4,0,21,"Optimal"
"6",6,999999999,"2014-01-01",1,1,2014,3,1,104.099999,5,0,21,"Above_Normal"
"7",7,999999999,"2014-01-01",1,1,2014,3,1,158.264998,6,0,21,"Above_Normal"
"8",8,999999999,"2014-01-01",1,1,2014,3,1,249.164995,7,1,19.9,"Above_Normal"
"9",9,999999999,"2014-01-01",1,1,2014,3,1,240.524994,8,1,23,"Above_Normal"
"10",10,999999999,"2014-01-01",1,1,2014,3,1,224.069994,9,1,24.1,"Above_Normal"
"11",11,999999999,"2014-01-01",1,1,2014,3,1,223.394993,10,1,26.1,"Above_Normal"
"12",12,999999999,"2014-01-01",1,1,2014,3,1,215.039996,11,1,26.1,"Above_Normal"
"13",13,999999999,"2014-01-01",1,1,2014,3,1,210.675,12,1,27,"Above_Normal"
"14",14,999999999,"2014-01-01",1,1,2014,3,1,196.049998,13,1,28,"Above_Normal"
"15",15,999999999,"2014-01-01",1,1,2014,3,1,196.559993,14,1,27,"Above_Normal"
"16",16,999999999,"2014-01-01",1,1,2014,3,1,151.829996,15,1,27,"Above_Normal"
"17",17,999999999,"2014-01-01",1,1,2014,3,1,103.739998,16,1,26.1,"Above_Normal"
"18",18,999999999,"2014-01-01",1,1,2014,3,1,99.584999,17,1,25,"Above_Normal"
"19",19,999999999,"2014-01-01",1,1,2014,3,1,97.589998,18,1,24.1,"Above_Normal"
"20",20,999999999,"2014-01-01",1,1,2014,3,1,91.47,19,1,24.1,"Above_Normal"
"21",21,999999999,"2014-01-01",1,1,2014,3,1,93.6,20,0,23,"Above_Normal"
"22",22,999999999,"2014-01-01",1,1,2014,3,1,79.35,21,0,21.9,"Optimal"
"23",23,999999999,"2014-01-01",1,1,2014,3,1,76.44,22,0,23,"Optimal"
"24",24,999999999,"2014-01-01",1,1,2014,3,1,78.975,23,0,23,"Optimal"
"25",25,999999999,"2014-01-02",1,2,2014,4,1,78.66,0,0,21,"Optimal"
"26",26,999999999,"2014-01-02",1,2,2014,4,1,77.385,1,0,20.1666666666667,"Optimal"
"27",27,999999999,"2014-01-02",1,2,2014,4,1,79.485,2,0,19.2,"Optimal"
"28",28,999999999,"2014-01-02",1,2,2014,4,1,83.685,3,0,19.2,"Above_Normal"
"29",29,999999999,"2014-01-02",1,2,2014,4,1,162.194999,4,0,19.2,"Above_Normal"
"30",30,999999999,"2014-01-02",1,2,2014,4,1,170.474997,5,0,19.2666666666667,"Above_Normal"
"31",31,999999999,"2014-01-02",1,2,2014,4,1,78.2911585661037,6,0,19.2666666666667,"Optimal"
"32",32,999999999,"2014-01-02",1,2,2014,4,1,264.044997,7,1,19.2,"Above_Normal"
"33",33,999999999,"2014-01-02",1,2,2014,4,1,263.534995,8,1,19.5666666666667,"Above_Normal"
"34",34,999999999,"2014-01-02",1,2,2014,4,1,269.009995,9,1,24.1,"Above_Normal"
"35",35,999999999,"2014-01-02",1,2,2014,4,1,80.82,10,1,25.8,"Optimal"
"36",36,999999999,"2014-01-02",1,2,2014,4,1,33.45,11,1,24.5666666666667,"Optimal"
"37",37,999999999,"2014-01-02",1,2,2014,4,1,24.825,12,1,24.1,"Optimal"
"38",38,999999999,"2014-01-02",1,2,2014,4,1,28.995,13,1,25.8333333333333,"Optimal"
"39",39,999999999,"2014-01-02",1,2,2014,4,1,20.775,14,1,19.9,"Optimal"
"40",40,999999999,"2014-01-02",1,2,2014,4,1,6,15,1,13.95,"Optimal"
"41",41,999999999,"2014-01-02",1,2,2014,4,1,6,16,1,12.1333333333333,"Optimal"
"42",42,999999999,"2014-01-02",1,2,2014,4,1,6,17,1,10.3,"Optimal"
"43",43,999999999,"2014-01-02",1,2,2014,4,1,6,18,1,8.1,"Optimal"
"44",44,999999999,"2014-01-02",1,2,2014,4,1,6,19,1,6.1,"Optimal"
"45",45,999999999,"2014-01-02",1,2,2014,4,1,6,20,0,6.45,"Optimal"
"46",46,999999999,"2014-01-02",1,2,2014,4,1,6,21,0,4.45,"Optimal"
"47",47,999999999,"2014-01-02",1,2,2014,4,1,6,22,0,3.1,"Optimal"
"48",48,999999999,"2014-01-02",1,2,2014,4,1,6,23,0,2.76666666666667,"Optimal"
"49",49,999999999,"2014-01-03",1,3,2014,5,1,6,0,0,1.56666666666667,"Optimal"
"50",50,999999999,"2014-01-03",1,3,2014,5,1,6,1,0,1.9,"Optimal"
"51",51,999999999,"2014-01-03",1,3,2014,5,1,6,2,0,1.9,"Optimal"
"52",52,999999999,"2014-01-03",1,3,2014,5,1,6,3,0,1.9,"Optimal"
"53",53,999999999,"2014-01-03",1,3,2014,5,1,6,4,0,1.65,"Optimal"
"54",54,999999999,"2014-01-03",1,3,2014,5,1,6,5,0,3.1,"Optimal"
"55",55,999999999,"2014-01-03",1,3,2014,5,1,6.975,6,0,3.1,"Optimal"
"56",56,999999999,"2014-01-03",1,3,2014,5,1,50.79,7,1,3.9,"Optimal"
"57",57,999999999,"2014-01-03",1,3,2014,5,1,51.945,8,1,5,"Optimal"
"58",58,999999999,"2014-01-03",1,3,2014,5,1,40.275,9,1,6.1,"Optimal"
"59",59,999999999,"2014-01-03",1,3,2014,5,1,41.1,10,1,8.8,"Optimal"
"60",60,999999999,"2014-01-03",1,3,2014,5,1,40.995,11,1,9.75,"Optimal"
"61",61,999999999,"2014-01-03",1,3,2014,5,1,40.095,12,1,12,"Optimal"
"62",62,999999999,"2014-01-03",1,3,2014,5,1,39.06,13,1,14,"Optimal"
"63",63,999999999,"2014-01-03",1,3,2014,5,1,37.785,14,1,14,"Optimal"
"64",64,999999999,"2014-01-03",1,3,2014,5,1,20.295,15,1,12.9,"Optimal"
"65",65,999999999,"2014-01-03",1,3,2014,5,1,20.295,16,1,10.9,"Optimal"
"66",66,999999999,"2014-01-03",1,3,2014,5,1,20.295,17,1,9,"Optimal"
"67",67,999999999,"2014-01-03",1,3,2014,5,1,20.295,18,1,7,"Optimal"
"68",68,999999999,"2014-01-03",1,3,2014,5,1,20.295,19,1,6.1,"Optimal"
"69",69,999999999,"2014-01-03",1,3,2014,5,1,20.295,20,0,5,"Optimal"
"70",70,999999999,"2014-01-03",1,3,2014,5,1,20.295,21,0,3.9,"Optimal"
"71",71,999999999,"2014-01-03",1,3,2014,5,1,20.295,22,0,3.9,"Optimal"
"72",72,999999999,"2014-01-03",1,3,2014,5,1,20.295,23,0,3.9,"Optimal"
"73",73,999999999,"2014-01-04",1,4,2014,6,0,20.295,0,0,3.9,"Optimal"
"74",74,999999999,"2014-01-04",1,4,2014,6,0,20.295,1,0,3.9,"Optimal"
"75",75,999999999,"2014-01-04",1,4,2014,6,0,20.295,2,0,3,"Optimal"
"76",76,999999999,"2014-01-04",1,4,2014,6,0,20.295,3,0,3.9,"Optimal"
"77",77,999999999,"2014-01-04",1,4,2014,6,0,20.295,4,0,3,"Optimal"
"78",78,999999999,"2014-01-04",1,4,2014,6,0,20.295,5,0,1.9,"Optimal"
"79",79,999999999,"2014-01-04",1,4,2014,6,0,20.295,6,0,1.9,"Optimal"
"80",80,999999999,"2014-01-04",1,4,2014,6,0,20.295,7,1,3,"Optimal"
"81",81,999999999,"2014-01-04",1,4,2014,6,0,20.295,8,1,7,"Optimal"
"82",82,999999999,"2014-01-04",1,4,2014,6,0,20.295,9,1,10,"Optimal"
"83",83,999999999,"2014-01-04",1,4,2014,6,0,20.295,10,1,14,"Optimal"
"84",84,999999999,"2014-01-04",1,4,2014,6,0,20.295,11,1,19,"Optimal"
"85",85,999999999,"2014-01-04",1,4,2014,6,0,20.295,12,1,21,"Optimal"
"86",86,999999999,"2014-01-04",1,4,2014,6,0,20.295,13,1,23,"Optimal"
"87",87,999999999,"2014-01-04",1,4,2014,6,0,20.295,14,1,24.1,"Optimal"
"88",88,999999999,"2014-01-04",1,4,2014,6,0,20.295,15,1,25,"Optimal"
"89",89,999999999,"2014-01-04",1,4,2014,6,0,20.295,16,1,26.1,"Optimal"
"90",90,999999999,"2014-01-04",1,4,2014,6,0,20.295,17,1,26.1,"Optimal"
"91",91,999999999,"2014-01-04",1,4,2014,6,0,20.295,18,1,27,"Optimal"
"92",92,999999999,"2014-01-04",1,4,2014,6,0,20.295,19,1,27,"Optimal"
"93",93,999999999,"2014-01-04",1,4,2014,6,0,20.295,20,0,26.1,"Optimal"
"94",94,999999999,"2014-01-04",1,4,2014,6,0,20.295,21,0,27,"Optimal"
"95",95,999999999,"2014-01-04",1,4,2014,6,0,20.295,22,0,27,"Optimal"
"96",96,999999999,"2014-01-04",1,4,2014,6,0,20.295,23,0,27,"Optimal"
"97",97,999999999,"2014-01-05",1,5,2014,0,0,20.295,0,0,27,"Optimal"
"98",98,999999999,"2014-01-05",1,5,2014,0,0,20.295,1,0,26.1,"Optimal"
"99",99,999999999,"2014-01-05",1,5,2014,0,0,20.295,2,0,25,"Optimal"
"100",100,999999999,"2014-01-05",1,5,2014,0,0,20.295,3,0,25,"Optimal"
"101",101,999999999,"2014-01-05",1,5,2014,0,0,20.295,4,0,26.1,"Optimal"
"102",102,999999999,"2014-01-05",1,5,2014,0,0,20.295,5,0,25,"Optimal"
"103",103,999999999,"2014-01-05",1,5,2014,0,0,20.295,6,0,25,"Optimal"
"104",104,999999999,"2014-01-05",1,5,2014,0,0,20.295,7,1,24.1,"Optimal"
"105",105,999999999,"2014-01-05",1,5,2014,0,0,20.295,8,1,27,"Optimal"
"106",106,999999999,"2014-01-05",1,5,2014,0,0,20.295,9,1,27,"Optimal"
"107",107,999999999,"2014-01-05",1,5,2014,0,0,20.295,10,1,30,"Optimal"
"108",108,999999999,"2014-01-05",1,5,2014,0,0,20.295,11,1,34,"Optimal"
"109",109,999999999,"2014-01-05",1,5,2014,0,0,20.295,12,1,36,"Optimal"
"110",110,999999999,"2014-01-05",1,5,2014,0,0,20.295,13,1,36,"Optimal"
"111",111,999999999,"2014-01-05",1,5,2014,0,0,20.295,14,1,36,"Optimal"
"112",112,999999999,"2014-01-05",1,5,2014,0,0,20.295,15,1,35.1,"Optimal"
"113",113,999999999,"2014-01-05",1,5,2014,0,0,20.295,16,1,34.45,"Optimal"
"114",114,999999999,"2014-01-05",1,5,2014,0,0,20.295,17,1,36,"Optimal"
"115",115,999999999,"2014-01-05",1,5,2014,0,0,20.295,18,1,35.0666666666667,"Optimal"
"116",116,999999999,"2014-01-05",1,5,2014,0,0,20.295,19,1,36,"Optimal"
"117",117,999999999,"2014-01-05",1,5,2014,0,0,20.295,20,0,36.7,"Optimal"
"118",118,999999999,"2014-01-05",1,5,2014,0,0,20.295,21,0,37.2,"Optimal"
"119",119,999999999,"2014-01-05",1,5,2014,0,0,20.295,22,0,37.5666666666667,"Optimal"
"120",120,999999999,"2014-01-05",1,5,2014,0,0,20.295,23,0,37.0333333333333,"Optimal"
"121",121,999999999,"2014-01-06",1,6,2014,1,1,20.295,0,0,39,"Optimal"
"122",122,999999999,"2014-01-06",1,6,2014,1,1,20.295,1,0,37.9333333333333,"Optimal"
"123",123,999999999,"2014-01-06",1,6,2014,1,1,20.295,2,0,40.2,"Optimal"
"124",124,999999999,"2014-01-06",1,6,2014,1,1,20.295,3,0,43,"Optimal"
"125",125,999999999,"2014-01-06",1,6,2014,1,1,20.295,4,0,44.1,"Optimal"
"126",126,999999999,"2014-01-06",1,6,2014,1,1,0.21,5,0,44.7333333333333,"Optimal"
"127",127,999999999,"2014-01-06",1,6,2014,1,1,1.35,6,0,46.9,"Optimal"
"128",128,999999999,"2014-01-06",1,6,2014,1,1,51.075,7,1,48.1,"Optimal"
"129",129,999999999,"2014-01-06",1,6,2014,1,1,90.764999,8,1,48.1333333333333,"Above_Normal"
"130",130,999999999,"2014-01-06",1,6,2014,1,1,95.609999,9,1,51.1,"Above_Normal"
"131",131,999999999,"2014-01-06",1,6,2014,1,1,89.894999,10,1,52.4666666666667,"Above_Normal"
"132",132,999999999,"2014-01-06",1,6,2014,1,1,82.005,11,1,54.5833333333333,"Above_Normal"
"133",133,999999999,"2014-01-06",1,6,2014,1,1,75.51,12,1,55.65,"Optimal"
"134",134,999999999,"2014-01-06",1,6,2014,1,1,64.125,13,1,53.8,"Optimal"
"135",135,999999999,"2014-01-06",1,6,2014,1,1,51.21,14,1,53.35,"Optimal"
"136",136,999999999,"2014-01-06",1,6,2014,1,1,23.55,15,1,48,"Optimal"
"137",137,999999999,"2014-01-06",1,6,2014,1,1,0.15,16,1,45,"Optimal"
"138",138,999999999,"2014-01-06",1,6,2014,1,1,0.15,17,1,38.875,"Optimal"
"139",139,999999999,"2014-01-06",1,6,2014,1,1,0.15,18,1,38.1,"Optimal"
"140",140,999999999,"2014-01-06",1,6,2014,1,1,0.15,19,1,35.1,"Optimal"
"141",141,999999999,"2014-01-06",1,6,2014,1,1,0.15,20,0,33.1,"Optimal"
"142",142,999999999,"2014-01-06",1,6,2014,1,1,0.15,21,0,32,"Optimal"
"143",143,999999999,"2014-01-06",1,6,2014,1,1,0.15,22,0,30.9,"Optimal"
"144",144,999999999,"2014-01-06",1,6,2014,1,1,0.15,23,0,28.9,"Optimal"
"145",145,999999999,"2014-01-07",1,7,2014,2,1,0.15,0,0,28,"Optimal"
"146",146,999999999,"2014-01-07",1,7,2014,2,1,0.15,1,0,27,"Optimal"
"147",147,999999999,"2014-01-07",1,7,2014,2,1,0.15,2,0,26.1,"Optimal"
"148",148,999999999,"2014-01-07",1,7,2014,2,1,0.15,3,0,19.9,"Optimal"
"149",149,999999999,"2014-01-07",1,7,2014,2,1,0.15,4,0,17.1,"Optimal"
"150",150,999999999,"2014-01-07",1,7,2014,2,1,0.15,5,0,15.1,"Optimal"
"151",151,999999999,"2014-01-07",1,7,2014,2,1,5.4,6,0,12.9,"Optimal"
"152",152,999999999,"2014-01-07",1,7,2014,2,1,71.97,7,1,12,"Optimal"
"153",153,999999999,"2014-01-07",1,7,2014,2,1,105.059999,8,1,12.9,"Above_Normal"
"154",154,999999999,"2014-01-07",1,7,2014,2,1,75.42,9,1,14,"Optimal"
"155",155,999999999,"2014-01-07",1,7,2014,2,1,109.439995,10,1,15.1,"Above_Normal"
"156",156,999999999,"2014-01-07",1,7,2014,2,1,94.425,11,1,15.1,"Above_Normal"
"157",157,999999999,"2014-01-07",1,7,2014,2,1,87.21,12,1,16,"Above_Normal"
"158",158,999999999,"2014-01-07",1,7,2014,2,1,82.29,13,1,15.1,"Above_Normal"
"159",159,999999999,"2014-01-07",1,7,2014,2,1,79.59,14,1,15.1,"Optimal"
"160",160,999999999,"2014-01-07",1,7,2014,2,1,40.05,15,1,12.9,"Optimal"
"161",161,999999999,"2014-01-07",1,7,2014,2,1,40.05,16,1,12,"Optimal"
"162",162,999999999,"2014-01-07",1,7,2014,2,1,40.05,17,1,10.9,"Optimal"
"163",163,999999999,"2014-01-07",1,7,2014,2,1,40.05,18,1,10,"Optimal"
"164",164,999999999,"2014-01-07",1,7,2014,2,1,40.05,19,1,10,"Optimal"
"165",165,999999999,"2014-01-07",1,7,2014,2,1,40.05,20,0,10,"Optimal"
"166",166,999999999,"2014-01-07",1,7,2014,2,1,40.05,21,0,10,"Optimal"
"167",167,999999999,"2014-01-07",1,7,2014,2,1,40.05,22,0,10,"Optimal"
"168",168,999999999,"2014-01-07",1,7,2014,2,1,40.05,23,0,10,"Optimal"
"169",169,999999999,"2014-01-08",1,8,2014,3,1,40.05,0,0,9,"Optimal"
"170",170,999999999,"2014-01-08",1,8,2014,3,1,40.05,1,0,8.1,"Optimal"
"171",171,999999999,"2014-01-08",1,8,2014,3,1,40.05,2,0,8.1,"Optimal"
"172",172,999999999,"2014-01-08",1,8,2014,3,1,40.05,3,0,8.1,"Optimal"
"173",173,999999999,"2014-01-08",1,8,2014,3,1,40.05,4,0,8.1,"Optimal"
"174",174,999999999,"2014-01-08",1,8,2014,3,1,40.05,5,0,8.1,"Optimal"
"175",175,999999999,"2014-01-08",1,8,2014,3,1,14.07,6,0,7,"Optimal"
"176",176,999999999,"2014-01-08",1,8,2014,3,1,106.019999,7,1,8.1,"Above_Normal"
"177",177,999999999,"2014-01-08",1,8,2014,3,1,135.809997,8,1,10.9,"Above_Normal"
"178",178,999999999,"2014-01-08",1,8,2014,3,1,142.215,9,1,14,"Above_Normal"
"179",179,999999999,"2014-01-08",1,8,2014,3,1,152.534997,10,1,17.1,"Above_Normal"
"180",180,999999999,"2014-01-08",1,8,2014,3,1,101.205,11,1,19.9,"Above_Normal"
"181",181,999999999,"2014-01-08",1,8,2014,3,1,84.63,12,1,21.9,"Above_Normal"
"182",182,999999999,"2014-01-08",1,8,2014,3,1,77.295,13,1,21,"Optimal"
"183",183,999999999,"2014-01-08",1,8,2014,3,1,72.3,14,1,21.9,"Optimal"
"184",184,999999999,"2014-01-08",1,8,2014,3,1,40.65,15,1,21,"Optimal"
"185",185,999999999,"2014-01-08",1,8,2014,3,1,0.03,16,1,19.9,"Optimal"
"186",186,999999999,"2014-01-08",1,8,2014,3,1,0.03,17,1,19.9,"Optimal"
"187",187,999999999,"2014-01-08",1,8,2014,3,1,0.03,18,1,19.9,"Optimal"
"188",188,999999999,"2014-01-08",1,8,2014,3,1,0.03,19,1,19,"Optimal"
"189",189,999999999,"2014-01-08",1,8,2014,3,1,0.03,20,0,19,"Optimal"
"190",190,999999999,"2014-01-08",1,8,2014,3,1,0.03,21,0,19,"Optimal"
"191",191,999999999,"2014-01-08",1,8,2014,3,1,0.03,22,0,19,"Optimal"
"192",192,999999999,"2014-01-08",1,8,2014,3,1,0.03,23,0,19.9,"Optimal"
"193",193,999999999,"2014-01-09",1,9,2014,4,1,0.03,0,0,19.9,"Optimal"
"194",194,999999999,"2014-01-09",1,9,2014,4,1,0.03,1,0,19.9,"Optimal"
"195",195,999999999,"2014-01-09",1,9,2014,4,1,0.03,2,0,19,"Optimal"
"196",196,999999999,"2014-01-09",1,9,2014,4,1,0.03,3,0,19.9,"Optimal"
"197",197,999999999,"2014-01-09",1,9,2014,4,1,0.03,4,0,19.9,"Optimal"
"198",198,999999999,"2014-01-09",1,9,2014,4,1,0.03,5,0,19,"Optimal"
"199",199,999999999,"2014-01-09",1,9,2014,4,1,20.49,6,0,19,"Optimal"
"200",200,999999999,"2014-01-09",1,9,2014,4,1,110.354999,7,1,19.9,"Above_Normal"
"201",201,999999999,"2014-01-09",1,9,2014,4,1,127.019998,8,1,21.9,"Above_Normal"
"202",202,999999999,"2014-01-09",1,9,2014,4,1,241.919994,9,1,24.1,"Above_Normal"
"203",203,999999999,"2014-01-09",1,9,2014,4,1,308.579991,10,1,26.1,"Above_Normal"
"204",204,999999999,"2014-01-09",1,9,2014,4,1,303.929994,11,1,26.1,"Above_Normal"
"205",205,999999999,"2014-01-09",1,9,2014,4,1,292.844992,12,1,28,"Above_Normal"
"206",206,999999999,"2014-01-09",1,9,2014,4,1,286.304993,13,1,30,"Above_Normal"
"207",207,999999999,"2014-01-09",1,9,2014,4,1,86.64,14,1,30,"Above_Normal"
"208",208,999999999,"2014-01-09",1,9,2014,4,1,45.87,15,1,28.9,"Optimal"
"209",209,999999999,"2014-01-09",1,9,2014,4,1,45.87,16,1,27,"Optimal"
"210",210,999999999,"2014-01-09",1,9,2014,4,1,45.87,17,1,27,"Optimal"
"211",211,999999999,"2014-01-09",1,9,2014,4,1,45.87,18,1,25,"Optimal"
"212",212,999999999,"2014-01-09",1,9,2014,4,1,45.87,19,1,23,"Optimal"
"213",213,999999999,"2014-01-09",1,9,2014,4,1,45.87,20,0,21.9,"Optimal"
"214",214,999999999,"2014-01-09",1,9,2014,4,1,45.87,21,0,21.9,"Optimal"
"215",215,999999999,"2014-01-09",1,9,2014,4,1,45.87,22,0,19,"Optimal"
"216",216,999999999,"2014-01-09",1,9,2014,4,1,45.87,23,0,19,"Optimal"
"217",217,999999999,"2014-01-10",1,10,2014,5,1,45.87,0,0,19,"Optimal"
"218",218,999999999,"2014-01-10",1,10,2014,5,1,45.87,1,0,19,"Optimal"
"219",219,999999999,"2014-01-10",1,10,2014,5,1,45.87,2,0,19,"Optimal"
"220",220,999999999,"2014-01-10",1,10,2014,5,1,45.87,3,0,19.9,"Optimal"
"221",221,999999999,"2014-01-10",1,10,2014,5,1,45.87,4,0,21.9,"Optimal"
"222",222,999999999,"2014-01-10",1,10,2014,5,1,45.87,5,0,24.1,"Optimal"
"223",223,999999999,"2014-01-10",1,10,2014,5,1,20.145,6,0,24.1,"Optimal"
"224",224,999999999,"2014-01-10",1,10,2014,5,1,93.044999,7,1,23.45,"Above_Normal"
"225",225,999999999,"2014-01-10",1,10,2014,5,1,126.479999,8,1,24.5666666666667,"Above_Normal"
"226",226,999999999,"2014-01-10",1,10,2014,5,1,125.699994,9,1,26.7333333333333,"Above_Normal"
"227",227,999999999,"2014-01-10",1,10,2014,5,1,115.29,10,1,27.0666666666667,"Above_Normal"
"228",228,999999999,"2014-01-10",1,10,2014,5,1,95.64,11,1,29.2,"Above_Normal"
"229",229,999999999,"2014-01-10",1,10,2014,5,1,92.31,12,1,30.9,"Above_Normal"
"230",230,999999999,"2014-01-10",1,10,2014,5,1,70.065,13,1,32,"Optimal"
"231",231,999999999,"2014-01-10",1,10,2014,5,1,37.905,14,1,32,"Optimal"
"232",232,999999999,"2014-01-10",1,10,2014,5,1,13.455,15,1,32,"Optimal"
"233",233,999999999,"2014-01-10",1,10,2014,5,1,13.455,16,1,33.5666666666667,"Optimal"
"234",234,999999999,"2014-01-10",1,10,2014,5,1,13.455,17,1,34.45,"Optimal"
"235",235,999999999,"2014-01-10",1,10,2014,5,1,13.455,18,1,35.8,"Optimal"
"236",236,999999999,"2014-01-10",1,10,2014,5,1,13.455,19,1,35.1,"Optimal"
"237",237,999999999,"2014-01-10",1,10,2014,5,1,13.455,20,0,35.1,"Optimal"
"238",238,999999999,"2014-01-10",1,10,2014,5,1,13.455,21,0,35.0666666666667,"Optimal"
"239",239,999999999,"2014-01-10",1,10,2014,5,1,13.455,22,0,33.85,"Optimal"
"240",240,999999999,"2014-01-10",1,10,2014,5,1,13.455,23,0,35.1,"Optimal"
"241",241,999999999,"2014-01-11",1,11,2014,6,0,13.455,0,0,34,"Optimal"
"242",242,999999999,"2014-01-11",1,11,2014,6,0,13.455,1,0,34,"Optimal"
"243",243,999999999,"2014-01-11",1,11,2014,6,0,13.455,2,0,35.4333333333333,"Optimal"
"244",244,999999999,"2014-01-11",1,11,2014,6,0,13.455,3,0,35.4333333333333,"Optimal"
"245",245,999999999,"2014-01-11",1,11,2014,6,0,13.455,4,0,35.1,"Optimal"
"246",246,999999999,"2014-01-11",1,11,2014,6,0,13.455,5,0,36,"Optimal"
"247",247,999999999,"2014-01-11",1,11,2014,6,0,13.455,6,0,37.35,"Optimal"
"248",248,999999999,"2014-01-11",1,11,2014,6,0,13.455,7,1,41.6666666666667,"Optimal"
"249",249,999999999,"2014-01-11",1,11,2014,6,0,13.455,8,1,46,"Optimal"
"250",250,999999999,"2014-01-11",1,11,2014,6,0,13.455,9,1,47.7,"Optimal"
"251",251,999999999,"2014-01-11",1,11,2014,6,0,13.455,10,1,54,"Optimal"
"252",252,999999999,"2014-01-11",1,11,2014,6,0,13.455,11,1,54.3,"Optimal"
"253",253,999999999,"2014-01-11",1,11,2014,6,0,13.455,12,1,56.55,"Optimal"
"254",254,999999999,"2014-01-11",1,11,2014,6,0,13.455,13,1,55.9,"Optimal"
"255",255,999999999,"2014-01-11",1,11,2014,6,0,13.455,14,1,54,"Optimal"
"256",256,999999999,"2014-01-11",1,11,2014,6,0,13.455,15,1,55.65,"Optimal"
"257",257,999999999,"2014-01-11",1,11,2014,6,0,13.455,16,1,55.9,"Optimal"
"258",258,999999999,"2014-01-11",1,11,2014,6,0,13.455,17,1,57,"Optimal"
"259",259,999999999,"2014-01-11",1,11,2014,6,0,13.455,18,1,55.9,"Optimal"
"260",260,999999999,"2014-01-11",1,11,2014,6,0,13.455,19,1,56.2,"Optimal"
"261",261,999999999,"2014-01-11",1,11,2014,6,0,13.455,20,0,56.65,"Optimal"
"262",262,999999999,"2014-01-11",1,11,2014,6,0,13.455,21,0,55.9,"Optimal"
"263",263,999999999,"2014-01-11",1,11,2014,6,0,13.455,22,0,50.55,"Optimal"
"264",264,999999999,"2014-01-11",1,11,2014,6,0,13.455,23,0,53.1,"Optimal"
"265",265,999999999,"2014-01-12",1,12,2014,0,0,13.455,0,0,54,"Optimal"
"266",266,999999999,"2014-01-12",1,12,2014,0,0,13.455,1,0,52,"Optimal"
"267",267,999999999,"2014-01-12",1,12,2014,0,0,13.455,2,0,49.45,"Optimal"
"268",268,999999999,"2014-01-12",1,12,2014,0,0,13.455,3,0,46.9,"Optimal"
"269",269,999999999,"2014-01-12",1,12,2014,0,0,13.455,4,0,46,"Optimal"
"270",270,999999999,"2014-01-12",1,12,2014,0,0,13.455,5,0,44.1,"Optimal"
"271",271,999999999,"2014-01-12",1,12,2014,0,0,13.455,6,0,43,"Optimal"
"272",272,999999999,"2014-01-12",1,12,2014,0,0,13.455,7,1,42.1,"Optimal"
"273",273,999999999,"2014-01-12",1,12,2014,0,0,13.455,8,1,43,"Optimal"
"274",274,999999999,"2014-01-12",1,12,2014,0,0,13.455,9,1,44.1,"Optimal"
"275",275,999999999,"2014-01-12",1,12,2014,0,0,13.455,10,1,45,"Optimal"
"276",276,999999999,"2014-01-12",1,12,2014,0,0,13.455,11,1,46.9,"Optimal"
"277",277,999999999,"2014-01-12",1,12,2014,0,0,13.455,12,1,45,"Optimal"
"278",278,999999999,"2014-01-12",1,12,2014,0,0,13.455,13,1,45,"Optimal"
"279",279,999999999,"2014-01-12",1,12,2014,0,0,13.455,14,1,45,"Optimal"
"280",280,999999999,"2014-01-12",1,12,2014,0,0,13.455,15,1,44.1,"Optimal"
"281",281,999999999,"2014-01-12",1,12,2014,0,0,13.455,16,1,43,"Optimal"
"282",282,999999999,"2014-01-12",1,12,2014,0,0,13.455,17,1,42.1,"Optimal"
"283",283,999999999,"2014-01-12",1,12,2014,0,0,13.455,18,1,41,"Optimal"
"284",284,999999999,"2014-01-12",1,12,2014,0,0,13.455,19,1,39.9,"Optimal"
"285",285,999999999,"2014-01-12",1,12,2014,0,0,13.455,20,0,39.9,"Optimal"
"286",286,999999999,"2014-01-12",1,12,2014,0,0,13.455,21,0,39.9,"Optimal"
"287",287,999999999,"2014-01-12",1,12,2014,0,0,13.455,22,0,37.9,"Optimal"
"288",288,999999999,"2014-01-12",1,12,2014,0,0,13.455,23,0,37.9,"Optimal"
"289",289,999999999,"2014-01-13",1,13,2014,1,1,13.455,0,0,37,"Optimal"
"290",290,999999999,"2014-01-13",1,13,2014,1,1,13.455,1,0,37,"Optimal"
"291",291,999999999,"2014-01-13",1,13,2014,1,1,13.455,2,0,37,"Optimal"
"292",292,999999999,"2014-01-13",1,13,2014,1,1,13.455,3,0,34,"Optimal"
"293",293,999999999,"2014-01-13",1,13,2014,1,1,13.455,4,0,33.1,"Optimal"
"294",294,999999999,"2014-01-13",1,13,2014,1,1,13.455,5,0,30.9,"Optimal"
"295",295,999999999,"2014-01-13",1,13,2014,1,1,22.905,6,0,30.9,"Optimal"
"296",296,999999999,"2014-01-13",1,13,2014,1,1,104.789997,7,1,33.1,"Above_Normal"
"297",297,999999999,"2014-01-13",1,13,2014,1,1,135.419997,8,1,37,"Above_Normal"
