"","X","Account","Date","month","day","year","Day.of.Week","Weekday","kWh","hour","Peakhour","Temp","KWH_Class"
"3462",3462,999999999,"2014-05-25",5,25,2014,0,0,6.36,5,0,53.35,"Optimal"
"3463",3463,999999999,"2014-05-25",5,25,2014,0,0,6.36,6,0,53.1,"Optimal"
"3464",3464,999999999,"2014-05-25",5,25,2014,0,0,6.36,7,1,53.8,"Optimal"
"3465",3465,999999999,"2014-05-25",5,25,2014,0,0,6.36,8,1,55,"Optimal"
"3466",3466,999999999,"2014-05-25",5,25,2014,0,0,6.36,9,1,55.9,"Optimal"
"3467",3467,999999999,"2014-05-25",5,25,2014,0,0,6.36,10,1,57.2,"Optimal"
"3468",3468,999999999,"2014-05-25",5,25,2014,0,0,6.36,11,1,59,"Optimal"
"3469",3469,999999999,"2014-05-25",5,25,2014,0,0,6.36,12,1,60.45,"Optimal"
"3470",3470,999999999,"2014-05-25",5,25,2014,0,0,6.36,13,1,60.1,"Optimal"
"3471",3471,999999999,"2014-05-25",5,25,2014,0,0,6.36,14,1,60.1,"Optimal"
"3472",3472,999999999,"2014-05-25",5,25,2014,0,0,6.36,15,1,61,"Optimal"
"3473",3473,999999999,"2014-05-25",5,25,2014,0,0,6.36,16,1,62.1,"Optimal"
"3474",3474,999999999,"2014-05-25",5,25,2014,0,0,6.36,17,1,61,"Optimal"
"3475",3475,999999999,"2014-05-25",5,25,2014,0,0,6.36,18,1,61,"Optimal"
"3476",3476,999999999,"2014-05-25",5,25,2014,0,0,6.36,19,1,64,"Optimal"
"3477",3477,999999999,"2014-05-25",5,25,2014,0,0,6.36,20,0,62.1,"Optimal"
"3478",3478,999999999,"2014-05-25",5,25,2014,0,0,6.36,21,0,60.1,"Optimal"
"3479",3479,999999999,"2014-05-25",5,25,2014,0,0,6.36,22,0,57.9,"Optimal"
"3480",3480,999999999,"2014-05-25",5,25,2014,0,0,6.36,23,0,57.9,"Optimal"
"3481",3481,999999999,"2014-05-26",5,26,2014,1,1,6.36,0,0,73.9,"Optimal"
"3482",3482,999999999,"2014-05-26",5,26,2014,1,1,6.36,1,0,55.9,"Optimal"
"3483",3483,999999999,"2014-05-26",5,26,2014,1,1,6.36,2,0,55.9,"Optimal"
"3484",3484,999999999,"2014-05-26",5,26,2014,1,1,6.36,3,0,55.9,"Optimal"
"3485",3485,999999999,"2014-05-26",5,26,2014,1,1,6.36,4,0,55,"Optimal"
"3486",3486,999999999,"2014-05-26",5,26,2014,1,1,6.36,5,0,55.9,"Optimal"
"3487",3487,999999999,"2014-05-26",5,26,2014,1,1,6.36,6,0,63,"Optimal"
"3488",3488,999999999,"2014-05-26",5,26,2014,1,1,6.36,7,1,63,"Optimal"
"3489",3489,999999999,"2014-05-26",5,26,2014,1,1,6.36,8,1,61,"Optimal"
"3490",3490,999999999,"2014-05-26",5,26,2014,1,1,6.36,9,1,63,"Optimal"
"3491",3491,999999999,"2014-05-26",5,26,2014,1,1,6.36,10,1,68,"Optimal"
"3492",3492,999999999,"2014-05-26",5,26,2014,1,1,6.36,11,1,78.1,"Optimal"
"3493",3493,999999999,"2014-05-26",5,26,2014,1,1,6.36,12,1,75.9,"Optimal"
"3494",3494,999999999,"2014-05-26",5,26,2014,1,1,6.36,13,1,73,"Optimal"
"3495",3495,999999999,"2014-05-26",5,26,2014,1,1,6.36,14,1,75.9,"Optimal"
"3496",3496,999999999,"2014-05-26",5,26,2014,1,1,6.36,15,1,78.1,"Optimal"
"3497",3497,999999999,"2014-05-26",5,26,2014,1,1,6.36,16,1,79,"Optimal"
"3498",3498,999999999,"2014-05-26",5,26,2014,1,1,6.36,17,1,79,"Optimal"
"3499",3499,999999999,"2014-05-26",5,26,2014,1,1,6.36,18,1,77,"Optimal"
"3500",3500,999999999,"2014-05-26",5,26,2014,1,1,6.36,19,1,75,"Optimal"
"3501",3501,999999999,"2014-05-26",5,26,2014,1,1,6.36,20,0,73.9,"Optimal"
"3502",3502,999999999,"2014-05-26",5,26,2014,1,1,6.36,21,0,73,"Optimal"
"3503",3503,999999999,"2014-05-26",5,26,2014,1,1,6.36,22,0,72,"Optimal"
"3504",3504,999999999,"2014-05-26",5,26,2014,1,1,6.36,23,0,73.9,"Optimal"
"3505",3505,999999999,"2014-05-27",5,27,2014,2,1,6.36,0,0,50,"Optimal"
"3506",3506,999999999,"2014-05-27",5,27,2014,2,1,6.36,1,0,73,"Optimal"
"3507",3507,999999999,"2014-05-27",5,27,2014,2,1,6.36,2,0,72,"Optimal"
"3508",3508,999999999,"2014-05-27",5,27,2014,2,1,6.36,3,0,66.9,"Optimal"
"3509",3509,999999999,"2014-05-27",5,27,2014,2,1,6.36,4,0,64.9,"Optimal"
"3510",3510,999999999,"2014-05-27",5,27,2014,2,1,6.36,5,0,62.1,"Optimal"
"3511",3511,999999999,"2014-05-27",5,27,2014,2,1,6.36,6,0,64,"Optimal"
"3512",3512,999999999,"2014-05-27",5,27,2014,2,1,21.27,7,1,71.1,"Optimal"
"3513",3513,999999999,"2014-05-27",5,27,2014,2,1,65.325,8,1,66,"Optimal"
"3514",3514,999999999,"2014-05-27",5,27,2014,2,1,81.075,9,1,59.175,"Optimal"
"3515",3515,999999999,"2014-05-27",5,27,2014,2,1,90.765,10,1,55.9,"Above_Normal"
"3516",3516,999999999,"2014-05-27",5,27,2014,2,1,92.82,11,1,55.9,"Above_Normal"
"3517",3517,999999999,"2014-05-27",5,27,2014,2,1,79.605,12,1,55.9,"Optimal"
"3518",3518,999999999,"2014-05-27",5,27,2014,2,1,63.87,13,1,55.2666666666667,"Optimal"
"3519",3519,999999999,"2014-05-27",5,27,2014,2,1,49.155,14,1,55.2,"Optimal"
"3520",3520,999999999,"2014-05-27",5,27,2014,2,1,15.255,15,1,55,"Optimal"
"3521",3521,999999999,"2014-05-27",5,27,2014,2,1,15.255,16,1,53.35,"Optimal"
"3522",3522,999999999,"2014-05-27",5,27,2014,2,1,15.255,17,1,52,"Optimal"
"3523",3523,999999999,"2014-05-27",5,27,2014,2,1,15.255,18,1,51.45,"Optimal"
"3524",3524,999999999,"2014-05-27",5,27,2014,2,1,15.255,19,1,51.1,"Optimal"
"3525",3525,999999999,"2014-05-27",5,27,2014,2,1,15.255,20,0,50,"Optimal"
"3526",3526,999999999,"2014-05-27",5,27,2014,2,1,15.255,21,0,50,"Optimal"
"3527",3527,999999999,"2014-05-27",5,27,2014,2,1,15.255,22,0,50,"Optimal"
"3528",3528,999999999,"2014-05-27",5,27,2014,2,1,15.255,23,0,50,"Optimal"
"3529",3529,999999999,"2014-05-28",5,28,2014,3,1,15.255,0,0,44.1,"Optimal"
"3530",3530,999999999,"2014-05-28",5,28,2014,3,1,15.255,1,0,50,"Optimal"
"3531",3531,999999999,"2014-05-28",5,28,2014,3,1,15.255,2,0,50,"Optimal"
"3532",3532,999999999,"2014-05-28",5,28,2014,3,1,15.255,3,0,50,"Optimal"
"3533",3533,999999999,"2014-05-28",5,28,2014,3,1,15.255,4,0,50,"Optimal"
"3534",3534,999999999,"2014-05-28",5,28,2014,3,1,15.255,5,0,50,"Optimal"
"3535",3535,999999999,"2014-05-28",5,28,2014,3,1,15.255,6,0,50,"Optimal"
"3536",3536,999999999,"2014-05-28",5,28,2014,3,1,24.84,7,1,50,"Optimal"
"3537",3537,999999999,"2014-05-28",5,28,2014,3,1,64.47,8,1,50,"Optimal"
"3538",3538,999999999,"2014-05-28",5,28,2014,3,1,61.41,9,1,50,"Optimal"
"3539",3539,999999999,"2014-05-28",5,28,2014,3,1,79.904998,10,1,50,"Optimal"
"3540",3540,999999999,"2014-05-28",5,28,2014,3,1,68.43,11,1,50,"Optimal"
"3541",3541,999999999,"2014-05-28",5,28,2014,3,1,56.97,12,1,49.6333333333333,"Optimal"
"3542",3542,999999999,"2014-05-28",5,28,2014,3,1,54.66,13,1,48.9,"Optimal"
"3543",3543,999999999,"2014-05-28",5,28,2014,3,1,44.79,14,1,48.1,"Optimal"
"3544",3544,999999999,"2014-05-28",5,28,2014,3,1,14.595,15,1,48,"Optimal"
"3545",3545,999999999,"2014-05-28",5,28,2014,3,1,14.595,16,1,48,"Optimal"
"3546",3546,999999999,"2014-05-28",5,28,2014,3,1,14.595,17,1,48,"Optimal"
"3547",3547,999999999,"2014-05-28",5,28,2014,3,1,14.595,18,1,46.9,"Optimal"
"3548",3548,999999999,"2014-05-28",5,28,2014,3,1,14.595,19,1,46.9,"Optimal"
"3549",3549,999999999,"2014-05-28",5,28,2014,3,1,14.595,20,0,47.55,"Optimal"
"3550",3550,999999999,"2014-05-28",5,28,2014,3,1,14.595,21,0,46.2,"Optimal"
"3551",3551,999999999,"2014-05-28",5,28,2014,3,1,14.595,22,0,46,"Optimal"
"3552",3552,999999999,"2014-05-28",5,28,2014,3,1,14.595,23,0,45,"Optimal"
"3553",3553,999999999,"2014-05-29",5,29,2014,4,1,14.595,0,0,51.1,"Optimal"
"3554",3554,999999999,"2014-05-29",5,29,2014,4,1,14.595,1,0,44.1,"Optimal"
"3555",3555,999999999,"2014-05-29",5,29,2014,4,1,14.595,2,0,43,"Optimal"
"3556",3556,999999999,"2014-05-29",5,29,2014,4,1,14.595,3,0,44.1,"Optimal"
"3557",3557,999999999,"2014-05-29",5,29,2014,4,1,14.595,4,0,44.1,"Optimal"
"3558",3558,999999999,"2014-05-29",5,29,2014,4,1,14.595,5,0,45,"Optimal"
"3559",3559,999999999,"2014-05-29",5,29,2014,4,1,14.595,6,0,48,"Optimal"
"3560",3560,999999999,"2014-05-29",5,29,2014,4,1,9.69,7,1,53.1,"Optimal"
"3561",3561,999999999,"2014-05-29",5,29,2014,4,1,109.799998,8,1,55.9,"Above_Normal"
"3562",3562,999999999,"2014-05-29",5,29,2014,4,1,245.564997,9,1,57,"Above_Normal"
"3563",3563,999999999,"2014-05-29",5,29,2014,4,1,77.64,10,1,57.9,"Optimal"
"3564",3564,999999999,"2014-05-29",5,29,2014,4,1,67.68,11,1,57.9,"Optimal"
"3565",3565,999999999,"2014-05-29",5,29,2014,4,1,62.82,12,1,57,"Optimal"
"3566",3566,999999999,"2014-05-29",5,29,2014,4,1,55.17,13,1,55.9,"Optimal"
"3567",3567,999999999,"2014-05-29",5,29,2014,4,1,41.385,14,1,55.9,"Optimal"
"3568",3568,999999999,"2014-05-29",5,29,2014,4,1,13.38,15,1,55,"Optimal"
"3569",3569,999999999,"2014-05-29",5,29,2014,4,1,13.38,16,1,55,"Optimal"
"3570",3570,999999999,"2014-05-29",5,29,2014,4,1,13.38,17,1,55,"Optimal"
"3571",3571,999999999,"2014-05-29",5,29,2014,4,1,13.38,18,1,54,"Optimal"
"3572",3572,999999999,"2014-05-29",5,29,2014,4,1,13.38,19,1,53.1,"Optimal"
"3573",3573,999999999,"2014-05-29",5,29,2014,4,1,13.38,20,0,52,"Optimal"
"3574",3574,999999999,"2014-05-29",5,29,2014,4,1,13.38,21,0,52,"Optimal"
"3575",3575,999999999,"2014-05-29",5,29,2014,4,1,13.38,22,0,52,"Optimal"
"3576",3576,999999999,"2014-05-29",5,29,2014,4,1,13.38,23,0,51.1,"Optimal"
"3577",3577,999999999,"2014-05-30",5,30,2014,5,1,13.38,0,0,53.35,"Optimal"
"3578",3578,999999999,"2014-05-30",5,30,2014,5,1,13.38,1,0,50,"Optimal"
"3579",3579,999999999,"2014-05-30",5,30,2014,5,1,13.38,2,0,50,"Optimal"
"3580",3580,999999999,"2014-05-30",5,30,2014,5,1,13.38,3,0,48.9,"Optimal"
"3581",3581,999999999,"2014-05-30",5,30,2014,5,1,13.38,4,0,48,"Optimal"
"3582",3582,999999999,"2014-05-30",5,30,2014,5,1,13.38,5,0,48,"Optimal"
"3583",3583,999999999,"2014-05-30",5,30,2014,5,1,13.38,6,0,50,"Optimal"
"3584",3584,999999999,"2014-05-30",5,30,2014,5,1,6.885,7,1,54,"Optimal"
"3585",3585,999999999,"2014-05-30",5,30,2014,5,1,51.9,8,1,59,"Optimal"
"3586",3586,999999999,"2014-05-30",5,30,2014,5,1,57.945,9,1,61,"Optimal"
"3587",3587,999999999,"2014-05-30",5,30,2014,5,1,69.69,10,1,62.1,"Optimal"
"3588",3588,999999999,"2014-05-30",5,30,2014,5,1,70.32,11,1,63,"Optimal"
"3589",3589,999999999,"2014-05-30",5,30,2014,5,1,72.45,12,1,63,"Optimal"
"3590",3590,999999999,"2014-05-30",5,30,2014,5,1,61.17,13,1,64.9,"Optimal"
"3591",3591,999999999,"2014-05-30",5,30,2014,5,1,45.27,14,1,64.9,"Optimal"
"3592",3592,999999999,"2014-05-30",5,30,2014,5,1,12.165,15,1,64,"Optimal"
"3593",3593,999999999,"2014-05-30",5,30,2014,5,1,12.165,16,1,61,"Optimal"
"3594",3594,999999999,"2014-05-30",5,30,2014,5,1,12.165,17,1,64.9,"Optimal"
"3595",3595,999999999,"2014-05-30",5,30,2014,5,1,12.165,18,1,57.9,"Optimal"
"3596",3596,999999999,"2014-05-30",5,30,2014,5,1,12.165,19,1,57.9,"Optimal"
"3597",3597,999999999,"2014-05-30",5,30,2014,5,1,12.165,20,0,57.1333333333333,"Optimal"
"3598",3598,999999999,"2014-05-30",5,30,2014,5,1,12.165,21,0,54.85,"Optimal"
"3599",3599,999999999,"2014-05-30",5,30,2014,5,1,12.165,22,0,55,"Optimal"
"3600",3600,999999999,"2014-05-30",5,30,2014,5,1,12.165,23,0,54,"Optimal"
"3601",3601,999999999,"2014-05-31",5,31,2014,6,0,12.165,0,0,53.1,"Optimal"
"3602",3602,999999999,"2014-05-31",5,31,2014,6,0,12.165,1,0,51.9,"Optimal"
"3603",3603,999999999,"2014-05-31",5,31,2014,6,0,12.165,2,0,52,"Optimal"
"3604",3604,999999999,"2014-05-31",5,31,2014,6,0,12.165,3,0,51.9,"Optimal"
"3605",3605,999999999,"2014-05-31",5,31,2014,6,0,12.165,4,0,53.1,"Optimal"
"3606",3606,999999999,"2014-05-31",5,31,2014,6,0,12.165,5,0,52,"Optimal"
"3607",3607,999999999,"2014-05-31",5,31,2014,6,0,12.165,6,0,53.4333333333333,"Optimal"
"3608",3608,999999999,"2014-05-31",5,31,2014,6,0,12.165,7,1,53.8,"Optimal"
"3609",3609,999999999,"2014-05-31",5,31,2014,6,0,12.165,8,1,54,"Optimal"
"3610",3610,999999999,"2014-05-31",5,31,2014,6,0,12.165,9,1,55.9,"Optimal"
"3611",3611,999999999,"2014-05-31",5,31,2014,6,0,12.165,10,1,57,"Optimal"
"3612",3612,999999999,"2014-05-31",5,31,2014,6,0,12.165,11,1,57,"Optimal"
"3613",3613,999999999,"2014-05-31",5,31,2014,6,0,12.165,12,1,57.9,"Optimal"
"3614",3614,999999999,"2014-05-31",5,31,2014,6,0,12.165,13,1,57,"Optimal"
"3615",3615,999999999,"2014-05-31",5,31,2014,6,0,12.165,14,1,57,"Optimal"
"3616",3616,999999999,"2014-05-31",5,31,2014,6,0,12.165,15,1,57.9,"Optimal"
"3617",3617,999999999,"2014-05-31",5,31,2014,6,0,12.165,16,1,57.9,"Optimal"
"3618",3618,999999999,"2014-05-31",5,31,2014,6,0,12.165,17,1,57,"Optimal"
"3619",3619,999999999,"2014-05-31",5,31,2014,6,0,12.165,18,1,54,"Optimal"
"3620",3620,999999999,"2014-05-31",5,31,2014,6,0,12.165,19,1,53.1,"Optimal"
"3621",3621,999999999,"2014-05-31",5,31,2014,6,0,12.165,20,0,54,"Optimal"
"3622",3622,999999999,"2014-05-31",5,31,2014,6,0,12.165,21,0,54,"Optimal"
"3623",3623,999999999,"2014-05-31",5,31,2014,6,0,12.165,22,0,54,"Optimal"
"3624",3624,999999999,"2014-05-31",5,31,2014,6,0,12.165,23,0,54,"Optimal"
"3625",3625,999999999,"2014-06-01",6,1,2014,0,0,12.165,0,0,57.9,"Optimal"
"3626",3626,999999999,"2014-06-01",6,1,2014,0,0,12.165,1,0,53.1,"Optimal"
"3627",3627,999999999,"2014-06-01",6,1,2014,0,0,12.165,2,0,52,"Optimal"
"3628",3628,999999999,"2014-06-01",6,1,2014,0,0,12.165,3,0,52,"Optimal"
"3629",3629,999999999,"2014-06-01",6,1,2014,0,0,12.165,4,0,52,"Optimal"
"3630",3630,999999999,"2014-06-01",6,1,2014,0,0,12.165,5,0,53.1,"Optimal"
"3631",3631,999999999,"2014-06-01",6,1,2014,0,0,12.165,6,0,57,"Optimal"
"3632",3632,999999999,"2014-06-01",6,1,2014,0,0,12.165,7,1,61,"Optimal"
"3633",3633,999999999,"2014-06-01",6,1,2014,0,0,12.165,8,1,64,"Optimal"
"3634",3634,999999999,"2014-06-01",6,1,2014,0,0,12.165,9,1,64,"Optimal"
"3635",3635,999999999,"2014-06-01",6,1,2014,0,0,12.165,10,1,64.9,"Optimal"
"3636",3636,999999999,"2014-06-01",6,1,2014,0,0,12.165,11,1,64,"Optimal"
"3637",3637,999999999,"2014-06-01",6,1,2014,0,0,12.165,12,1,63,"Optimal"
"3638",3638,999999999,"2014-06-01",6,1,2014,0,0,12.165,13,1,63,"Optimal"
"3639",3639,999999999,"2014-06-01",6,1,2014,0,0,12.165,14,1,63,"Optimal"
"3640",3640,999999999,"2014-06-01",6,1,2014,0,0,12.165,15,1,64.9,"Optimal"
"3641",3641,999999999,"2014-06-01",6,1,2014,0,0,12.165,16,1,64.9,"Optimal"
"3642",3642,999999999,"2014-06-01",6,1,2014,0,0,12.165,17,1,63,"Optimal"
"3643",3643,999999999,"2014-06-01",6,1,2014,0,0,12.165,18,1,64,"Optimal"
"3644",3644,999999999,"2014-06-01",6,1,2014,0,0,12.165,19,1,62.1,"Optimal"
"3645",3645,999999999,"2014-06-01",6,1,2014,0,0,12.165,20,0,63,"Optimal"
"3646",3646,999999999,"2014-06-01",6,1,2014,0,0,12.165,21,0,63,"Optimal"
"3647",3647,999999999,"2014-06-01",6,1,2014,0,0,12.165,22,0,61,"Optimal"
"3648",3648,999999999,"2014-06-01",6,1,2014,0,0,12.165,23,0,60.1,"Optimal"
"3649",3649,999999999,"2014-06-02",6,2,2014,1,1,12.165,0,0,64,"Optimal"
"3650",3650,999999999,"2014-06-02",6,2,2014,1,1,12.165,1,0,57.9,"Optimal"
"3651",3651,999999999,"2014-06-02",6,2,2014,1,1,12.165,2,0,57.9,"Optimal"
"3652",3652,999999999,"2014-06-02",6,2,2014,1,1,12.165,3,0,57,"Optimal"
"3653",3653,999999999,"2014-06-02",6,2,2014,1,1,12.165,4,0,55.9,"Optimal"
"3654",3654,999999999,"2014-06-02",6,2,2014,1,1,12.165,5,0,55.9,"Optimal"
"3655",3655,999999999,"2014-06-02",6,2,2014,1,1,12.165,6,0,59,"Optimal"
"3656",3656,999999999,"2014-06-02",6,2,2014,1,1,11.265,7,1,64,"Optimal"
"3657",3657,999999999,"2014-06-02",6,2,2014,1,1,55.005,8,1,69.1,"Optimal"
"3658",3658,999999999,"2014-06-02",6,2,2014,1,1,71.895,9,1,73,"Optimal"
"3659",3659,999999999,"2014-06-02",6,2,2014,1,1,75.51,10,1,75,"Optimal"
"3660",3660,999999999,"2014-06-02",6,2,2014,1,1,66.84,11,1,77,"Optimal"
"3661",3661,999999999,"2014-06-02",6,2,2014,1,1,62.16,12,1,80.1,"Optimal"
"3662",3662,999999999,"2014-06-02",6,2,2014,1,1,63.915,13,1,80.6,"Optimal"
"3663",3663,999999999,"2014-06-02",6,2,2014,1,1,52.245,14,1,81,"Optimal"
"3664",3664,999999999,"2014-06-02",6,2,2014,1,1,17.55,15,1,77.55,"Optimal"
"3665",3665,999999999,"2014-06-02",6,2,2014,1,1,17.55,16,1,82,"Optimal"
"3666",3666,999999999,"2014-06-02",6,2,2014,1,1,17.55,17,1,81,"Optimal"
"3667",3667,999999999,"2014-06-02",6,2,2014,1,1,17.55,18,1,75.9,"Optimal"
"3668",3668,999999999,"2014-06-02",6,2,2014,1,1,17.55,19,1,73,"Optimal"
"3669",3669,999999999,"2014-06-02",6,2,2014,1,1,17.55,20,0,70,"Optimal"
"3670",3670,999999999,"2014-06-02",6,2,2014,1,1,17.55,21,0,66.9,"Optimal"
"3671",3671,999999999,"2014-06-02",6,2,2014,1,1,17.55,22,0,66.9,"Optimal"
"3672",3672,999999999,"2014-06-02",6,2,2014,1,1,17.55,23,0,66,"Optimal"
"3673",3673,999999999,"2014-06-03",6,3,2014,2,1,17.55,0,0,57.9,"Optimal"
"3674",3674,999999999,"2014-06-03",6,3,2014,2,1,17.55,1,0,62.1,"Optimal"
"3675",3675,999999999,"2014-06-03",6,3,2014,2,1,17.55,2,0,61,"Optimal"
"3676",3676,999999999,"2014-06-03",6,3,2014,2,1,17.55,3,0,57.9,"Optimal"
"3677",3677,999999999,"2014-06-03",6,3,2014,2,1,17.55,4,0,57,"Optimal"
"3678",3678,999999999,"2014-06-03",6,3,2014,2,1,17.55,5,0,61,"Optimal"
"3679",3679,999999999,"2014-06-03",6,3,2014,2,1,17.55,6,0,61,"Optimal"
"3680",3680,999999999,"2014-06-03",6,3,2014,2,1,19.35,7,1,61,"Optimal"
"3681",3681,999999999,"2014-06-03",6,3,2014,2,1,61.53,8,1,64,"Optimal"
"3682",3682,999999999,"2014-06-03",6,3,2014,2,1,62.85,9,1,64.9,"Optimal"
"3683",3683,999999999,"2014-06-03",6,3,2014,2,1,108.014996,10,1,69.1,"Above_Normal"
"3684",3684,999999999,"2014-06-03",6,3,2014,2,1,220.529994,11,1,66,"Above_Normal"
"3685",3685,999999999,"2014-06-03",6,3,2014,2,1,211.304997,12,1,69.1,"Above_Normal"
"3686",3686,999999999,"2014-06-03",6,3,2014,2,1,212.414995,13,1,71.1,"Above_Normal"
"3687",3687,999999999,"2014-06-03",6,3,2014,2,1,199.694993,14,1,70,"Above_Normal"
"3688",3688,999999999,"2014-06-03",6,3,2014,2,1,45.779999,15,1,69.1,"Optimal"
"3689",3689,999999999,"2014-06-03",6,3,2014,2,1,45.779999,16,1,68,"Optimal"
"3690",3690,999999999,"2014-06-03",6,3,2014,2,1,45.779999,17,1,66,"Optimal"
"3691",3691,999999999,"2014-06-03",6,3,2014,2,1,45.779999,18,1,66,"Optimal"
"3692",3692,999999999,"2014-06-03",6,3,2014,2,1,45.779999,19,1,63,"Optimal"
"3693",3693,999999999,"2014-06-03",6,3,2014,2,1,45.779999,20,0,64.9,"Optimal"
"3694",3694,999999999,"2014-06-03",6,3,2014,2,1,45.779999,21,0,61,"Optimal"
"3695",3695,999999999,"2014-06-03",6,3,2014,2,1,45.779999,22,0,60.8,"Optimal"
"3696",3696,999999999,"2014-06-03",6,3,2014,2,1,45.779999,23,0,61,"Optimal"
"3697",3697,999999999,"2014-06-04",6,4,2014,3,1,45.779999,0,0,59,"Optimal"
"3698",3698,999999999,"2014-06-04",6,4,2014,3,1,45.779999,1,0,57.9,"Optimal"
"3699",3699,999999999,"2014-06-04",6,4,2014,3,1,45.779999,2,0,57.9,"Optimal"
"3700",3700,999999999,"2014-06-04",6,4,2014,3,1,45.779999,3,0,57.9,"Optimal"
"3701",3701,999999999,"2014-06-04",6,4,2014,3,1,45.779999,4,0,57.1,"Optimal"
"3702",3702,999999999,"2014-06-04",6,4,2014,3,1,45.779999,5,0,55.65,"Optimal"
"3703",3703,999999999,"2014-06-04",6,4,2014,3,1,45.779999,6,0,55.5666666666667,"Optimal"
"3704",3704,999999999,"2014-06-04",6,4,2014,3,1,56.309998,7,1,57,"Optimal"
"3705",3705,999999999,"2014-06-04",6,4,2014,3,1,226.079996,8,1,55.65,"Above_Normal"
"3706",3706,999999999,"2014-06-04",6,4,2014,3,1,239.354993,9,1,57,"Above_Normal"
"3707",3707,999999999,"2014-06-04",6,4,2014,3,1,262.274991,10,1,57.375,"Above_Normal"
"3708",3708,999999999,"2014-06-04",6,4,2014,3,1,262.54499,11,1,57.4333333333333,"Above_Normal"
"3709",3709,999999999,"2014-06-04",6,4,2014,3,1,246.704991,12,1,57.4333333333333,"Above_Normal"
"3710",3710,999999999,"2014-06-04",6,4,2014,3,1,247.739992,13,1,58.4,"Above_Normal"
"3711",3711,999999999,"2014-06-04",6,4,2014,3,1,234.239996,14,1,59,"Above_Normal"
"3712",3712,999999999,"2014-06-04",6,4,2014,3,1,191.054996,15,1,59,"Above_Normal"
"3713",3713,999999999,"2014-06-04",6,4,2014,3,1,149.294998,16,1,58.0333333333333,"Above_Normal"
"3714",3714,999999999,"2014-06-04",6,4,2014,3,1,144.059998,17,1,57.9,"Above_Normal"
"3715",3715,999999999,"2014-06-04",6,4,2014,3,1,148.424997,18,1,57,"Above_Normal"
"3716",3716,999999999,"2014-06-04",6,4,2014,3,1,137.489995,19,1,57,"Above_Normal"
"3717",3717,999999999,"2014-06-04",6,4,2014,3,1,126.9,20,0,57,"Above_Normal"
"3718",3718,999999999,"2014-06-04",6,4,2014,3,1,91.229998,21,0,57.55,"Above_Normal"
"3719",3719,999999999,"2014-06-04",6,4,2014,3,1,80.685,22,0,57.9,"Optimal"
"3720",3720,999999999,"2014-06-04",6,4,2014,3,1,70.575,23,0,57.9,"Optimal"
"3721",3721,999999999,"2014-06-05",6,5,2014,4,1,67.32,0,0,57.9,"Optimal"
"3722",3722,999999999,"2014-06-05",6,5,2014,4,1,66.69,1,0,59,"Optimal"
"3723",3723,999999999,"2014-06-05",6,5,2014,4,1,67.245,2,0,59,"Optimal"
"3724",3724,999999999,"2014-06-05",6,5,2014,4,1,68.145,3,0,59,"Optimal"
"3725",3725,999999999,"2014-06-05",6,5,2014,4,1,75.585,4,0,57.4333333333333,"Optimal"
"3726",3726,999999999,"2014-06-05",6,5,2014,4,1,75.795,5,0,57.55,"Optimal"
"3727",3727,999999999,"2014-06-05",6,5,2014,4,1,78.2911585661037,6,0,58.4,"Optimal"
"3728",3728,999999999,"2014-06-05",6,5,2014,4,1,330.224992,7,1,59,"Above_Normal"
"3729",3729,999999999,"2014-06-05",6,5,2014,4,1,397.544992,8,1,57.9,"Above_Normal"
"3730",3730,999999999,"2014-06-05",6,5,2014,4,1,404.969993,9,1,59,"Above_Normal"
"3731",3731,999999999,"2014-06-05",6,5,2014,4,1,419.62499,10,1,60.1,"Above_Normal"
"3732",3732,999999999,"2014-06-05",6,5,2014,4,1,413.879993,11,1,60.1,"Above_Normal"
"3733",3733,999999999,"2014-06-05",6,5,2014,4,1,406.964997,12,1,59.45,"Above_Normal"
"3734",3734,999999999,"2014-06-05",6,5,2014,4,1,403.094982,13,1,57.4333333333333,"Above_Normal"
"3735",3735,999999999,"2014-06-05",6,5,2014,4,1,389.50499,14,1,57.4333333333333,"Above_Normal"
"3736",3736,999999999,"2014-06-05",6,5,2014,4,1,218.099994,15,1,57.65,"Above_Normal"
"3737",3737,999999999,"2014-06-05",6,5,2014,4,1,149.009997,16,1,59,"Above_Normal"
"3738",3738,999999999,"2014-06-05",6,5,2014,4,1,139.724997,17,1,59,"Above_Normal"
"3739",3739,999999999,"2014-06-05",6,5,2014,4,1,132.825,18,1,57.9,"Above_Normal"
"3740",3740,999999999,"2014-06-05",6,5,2014,4,1,112.934999,19,1,59,"Above_Normal"
"3741",3741,999999999,"2014-06-05",6,5,2014,4,1,106.109999,20,0,59.55,"Above_Normal"
"3742",3742,999999999,"2014-06-05",6,5,2014,4,1,78.27,21,0,59,"Optimal"
"3743",3743,999999999,"2014-06-05",6,5,2014,4,1,74.895,22,0,60.1,"Optimal"
"3744",3744,999999999,"2014-06-05",6,5,2014,4,1,70.56,23,0,60.1,"Optimal"
"3745",3745,999999999,"2014-06-06",6,6,2014,5,1,71.865,0,0,64,"Optimal"
"3746",3746,999999999,"2014-06-06",6,6,2014,5,1,76.14,1,0,57.9,"Optimal"
"3747",3747,999999999,"2014-06-06",6,6,2014,5,1,79.53,2,0,59,"Optimal"
"3748",3748,999999999,"2014-06-06",6,6,2014,5,1,76.395,3,0,57.9,"Optimal"
